BidangUsaha,JumlahAset,Lokasi,MataUang,Nama,Persentase,Satuan,StatusOperasi,TahunKomersil,KodeEmiten,NamaEmiten
JASA TRANSPORTASI,215319,SINGAPURA,IDR,APACHEE PTE LTD,100.0,JUTAAN,BEROPERASI,2010,JPFA,JAPFA COMFEED INDONESIA TBK
INVESTASI,6756,AMSTERDAM,IDR,COMFEED FINANCE B.V,100.0,JUTAAN,BEROPERASI,2013,JPFA,JAPFA COMFEED INDONESIA TBK
PERDAGANGAN,0,AMSTERDAM,IDR,COMFEED TRADING B.V,100.0,JUTAAN,BEROPERASI,2013,JPFA,JAPFA COMFEED INDONESIA TBK
"INDUSTRI PRODUK FARMASI UNTUK HEWAN, PERDAGANGAN BESAR FARMASI, MESIN, PERALATAN DAN PERLENGKAPAN PERTANIAN",1255773,JAKARTA,IDR,PT AGRINUSA JAYA SANTOSA,100.0,JUTAAN,BEROPERASI,2008,JPFA,JAPFA COMFEED INDONESIA TBK
AGROWISATA DAN PERMAKULTUR,4994,JAKARTA,IDR,PT AGRO HARMONI BUMI,100.0,JUTAAN,BEROPERASI,2024,JPFA,JAPFA COMFEED INDONESIA TBK
TAMBAK UDANG,5148,SITUBONDO,IDR,PT ARTHA LAUTAN MULYA,100.0,JUTAAN,BEROPERASI,1992,JPFA,JAPFA COMFEED INDONESIA TBK
JASA TRANSPORTASI,180921,SURABAYA,IDR,PT BHIRAWA MITRA SENTOSA,100.0,JUTAAN,BEROPERASI,1999,JPFA,JAPFA COMFEED INDONESIA TBK
PENGIRIMAN BARANG,675,SURABAYA,IDR,PT BINTANG LAUT TIMUR,100.0,JUTAAN,BEROPERASI,1974,JPFA,JAPFA COMFEED INDONESIA TBK
TAMBAK UDANG,8625,SITUBONDO,IDR,PT BUMIASRI LESTARI,60.0,JUTAAN,BEROPERASI,1989,JPFA,JAPFA COMFEED INDONESIA TBK
INDUSTRI MAKANAN,264370,JAKARTA,IDR,PT CAHAYA GUNUNG FOODS,40.0,JUTAAN,BEROPERASI,2016,JPFA,JAPFA COMFEED INDONESIA TBK
"PERTANIAN, INDUSTRI, PERDAGANGAN",8623,JAKARTA,IDR,PT CELEBES AGRO SEMESTA,100.0,JUTAAN,BEROPERASI,2011,JPFA,JAPFA COMFEED INDONESIA TBK
"PETERNAKAN AYAM, RUMAH POTONG AYAM DAN PERDAGANGAN",8899400,JAKARTA,IDR,PT CIOMAS ADISATWA,100.0,JUTAAN,BEROPERASI,1998,JPFA,JAPFA COMFEED INDONESIA TBK
PERDAGANGAN,47127,JAKARTA,IDR,PT ECO PARTNER INDONESIA,19.0,JUTAAN,BEROPERASI,2013,JPFA,JAPFA COMFEED INDONESIA TBK
"PRODUKSI PAKAN TERNAK, PAKAN IKAN DAN UDANG SERTA USAHA PERUNGGASAN",3414757,JAKARTA,IDR,PT INDOJAYA AGRINUSA,50.0,JUTAAN,BEROPERASI,1997,JPFA,JAPFA COMFEED INDONESIA TBK
INDUSTRI PELLET,20,JAKARTA,IDR,PT INDONESIA PELLETING,100.0,JUTAAN,TIDAK BEROPERASI,1967,JPFA,JAPFA COMFEED INDONESIA TBK
INDUSTRI MAYONAISE,97776,JAKARTA,IDR,PT INTAN KENKOMAYO INDONESIA,51.0,JUTAAN,BEROPERASI,2014,JPFA,JAPFA COMFEED INDONESIA TBK
TAMBAK SIDAT,143,BANYUWANGI,IDR,PT IROHA SIDAT INDONESIA,89.94,JUTAAN,BEROPERASI,2012,JPFA,JAPFA COMFEED INDONESIA TBK
KAWASAN PERINDUSTRIAN,1097051,JAKARTA,IDR,PT JAKAMITRA INDONESIA,100.0,JUTAAN,BEROPERASI,2010,JPFA,JAPFA COMFEED INDONESIA TBK
REAL ESTAT,1522306,JAKARTA,IDR,PT JAPFA INDOLAND,100.0,JUTAAN,BEROPERASI,1992,JPFA,JAPFA COMFEED INDONESIA TBK
PEMBESARAN CRUSTACEA LAUT DAN PERDAGANGAN BESAR HASIL IKAN,66479,BANTEN,IDR,PT KONA BAY INDONESIA,49.0,JUTAAN,BEROPERASI,2021,JPFA,JAPFA COMFEED INDONESIA TBK
TAMBAK UDANG,191,GRESIK,IDR,PT KRAKSAAN WINDU,100.0,JUTAAN,TIDAK BEROPERASI,1991,JPFA,JAPFA COMFEED INDONESIA TBK
PETERNAKAN KOMERSIAL,376194,JAKARTA,IDR,PT MULTI FARMINDO JAYA,88.92,JUTAAN,BEROPERASI,2021,JPFA,JAPFA COMFEED INDONESIA TBK
PERDAGANGAN,441522,JAKARTA,IDR,PT MULTI MAKANAN PERMAI,100.0,JUTAAN,BEROPERASI,2015,JPFA,JAPFA COMFEED INDONESIA TBK
PERDAGANGAN,409044,JAKARTA,IDR,PT NUSA PRIMA LOGISTIK,17.5,JUTAAN,BEROPERASI,2014,JPFA,JAPFA COMFEED INDONESIA TBK
PERDAGANAN DAN WARALABA,171859,SIDOARJO,IDR,PT PROTEINDO CIPTA PANGAN,100.0,JUTAAN,BEROPERASI,2019,JPFA,JAPFA COMFEED INDONESIA TBK
"PEMBIBITAN SAPI, PENGGEMUKAN SAPI, RUMAH POTONG SAPI, PERDAGANGAN DAN PETERNAKAN RUSA",630241,JAKARTA,IDR,PT SANTOSA AGRINDO,100.0,JUTAAN,BEROPERASI,1991,JPFA,JAPFA COMFEED INDONESIA TBK
"PEMBIBITAN SAPI, PRODUKSI PAKAN TERNAK DAN PERDAGANGAN",51041,JAKARTA,IDR,PT SANTOSA AGRINDO LESTARI,100.0,JUTAAN,BEROPERASI,1973,JPFA,JAPFA COMFEED INDONESIA TBK
"PERTANIAN, PERDAGANGAN, INDUSTRI, PENGERINGAN JAGUNG",803225,JAKARTA,IDR,PT SANTOSA UTAMA LESTARI,100.0,JUTAAN,BEROPERASI,2017,JPFA,JAPFA COMFEED INDONESIA TBK
"PERTANIAN, PERDAGANGAN, INDUSTRI, PENGERINGAN JAGUNG",21768,JAKARTA,IDR,PT SENTRA SATWATAMA INDONESIA,80.0,JUTAAN,BEROPERASI,2018,JPFA,JAPFA COMFEED INDONESIA TBK
PRODUK KONSUMEN,2531333,JAKARTA,IDR,PT SO GOOD FOOD,100.0,JUTAAN,BEROPERASI,1996,JPFA,JAPFA COMFEED INDONESIA TBK
MANUFAKTUR MAKANAN,679964,TANGERANG,IDR,PT SO GOOF FOOD MANUFACTURING,100.0,JUTAAN,BEROPERASI,1997,JPFA,JAPFA COMFEED INDONESIA TBK
"PRODUKSI PAKAN IKAN DAN UDANG, TAMBAK UDANG, KAMAR PENDINGIN DAN PENETASAN BENUR UDANG",3120184,JAKARTA,IDR,PT SURI TANI PEMUKA,100.0,JUTAAN,BEROPERASI,1987,JPFA,JAPFA COMFEED INDONESIA TBK
DISTRIBUSI,398657,JAKARTA,IDR,PT TIRA CIPTA LOGISTIK,40.0,JUTAAN,BEROPERASI,2023,JPFA,JAPFA COMFEED INDONESIA TBK
LOGISTIK,22905,JAKARTA,IDR,PT TIRA CIPTA TRANSPORTASI,40.0,JUTAAN,BEROPERASI,2023,JPFA,JAPFA COMFEED INDONESIA TBK
REAL ESTAT,7812,TRETES,IDR,PT TRETES INDAH PERMAI,100.0,JUTAAN,BEROPERASI,1995,JPFA,JAPFA COMFEED INDONESIA TBK
PETERNAKAN AYAM SILANG,56102,PURWAKARTA,IDR,PT UNGGAS LESTARI UNGGUL,100.0,JUTAAN,BEROPERASI,2015,JPFA,JAPFA COMFEED INDONESIA TBK
PRODUKSI VAKSIN,1326607,JAKARTA,IDR,PT VAKSINDO SATWA NUSANTARA,100.0,JUTAAN,BEROPERASI,1981,JPFA,JAPFA COMFEED INDONESIA TBK
PERKEBUNAN DAN PETERNAKAN,18499,SERANG,IDR,PT WABIN JAYATAMA,100.0,JUTAAN,BEROPERASI,1988,JPFA,JAPFA COMFEED INDONESIA TBK
"PRODUSEN, PENJUALAN DAN DISTRIBUSI PRODUK KESEHATAN HEWAN",62695,INDIA,IDR,VAKSINDO ANIMAL HEALTH PVT LTD,100.0,JUTAAN,BEROPERASI,2018,JPFA,JAPFA COMFEED INDONESIA TBK
PRODUKSI DAN PERDAGANGAN VAKSIN HEWAN,524918,VIETNAM,IDR,VAKSINDO VIETNAM CO LTD,100.0,JUTAAN,BELUM BEROPERASI,0,JPFA,JAPFA COMFEED INDONESIA TBK
PERHOTELAN/HOTEL,51483937,KOTA TANGERANG SELATAN,IDR,PT JAYA CITRA HOTEL,55.0,RIBUAN,BEROPERASI,2015,JRPT,JAYA REAL PROPERTY TBK
REAL ESTAT,1894405367,KABUPATEN TANGERANG,IDR,PT JAYA GARDENPOLIS,84.0,RIBUAN,BEROPERASI,1996,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,92455818,KOTA TANGERANG SELATAN,IDR,PT JAYA LETRIS PROPERTI,60.0,RIBUAN,BELUM BEROPERASI,0,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,29114563,KOTA TANGERANG SELATAN,IDR,PT JAYA MITRA SARANA,50.0,RIBUAN,BEROPERASI,2010,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,64632139,KOTA TANGERANG SELATAN,IDR,PT JAYA PROPERTI FATMAWATI,100.0,RIBUAN,BELUM BEROPERASI,0,JRPT,JAYA REAL PROPERTY TBK
PERHOTELAN/HOTEL,205708930,KOTA TANGERANG SELATAN,IDR,PT JAYA PROPERTI HOTEL,99.9,RIBUAN,BEROPERASI,2024,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,76594978,KOTA TANGERANG SELATAN,IDR,PT JAYA PROPERTI SIMATUPANG,100.0,RIBUAN,BELUM BEROPERASI,0,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,3897246,KOTA TANGERANG SELATAN,IDR,PT JAYA SARANA PRATAMA,60.0,RIBUAN,BELUM BEROPERASI,0,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,10083047,KOTA TANGERANG SELATAN,IDR,PT JEJARING OPTIK BINTARO JAYA,100.0,RIBUAN,BELUM BEROPERASI,0,JRPT,JAYA REAL PROPERTY TBK
PEMBANGUNAN DAN JASA,381236009,KOTA TANGERANG SELATAN,IDR,PT PRIMAINTI PERMATA,100.0,RIBUAN,BEROPERASI,2012,JRPT,JAYA REAL PROPERTY TBK
PENGUSAHAAN RUAS JALAN TOL SERPONG-CINERE,3385254,TANGERANG SELATAN,IDR,PT CINERE SERPONG JAYA,55.0,JUTAAN,BEROPERASI SEBAGIAN,2021,JSMR,PT JASA MARGA TBK
JASA PENGOPERASIAN JALAN TOL,0,BEKASI,IDR,PT JALANTOL LINGKARLUAR JAKARTA,0.0,JUTAAN,TELAH DILIKUIDASI,2001,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL AKSES PATIMBAN,1894300,JAKARTA,IDR,PT JASAMARGA AKSES PATIMBAN,62.04,JUTAAN,TAHAP PENGEMBANGAN,0,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL NUSA DUA-TANJUNG BENOA,1865125,BALI,IDR,PT JASAMARGA BALI TOL,64.44,JUTAAN,OPERASI,2013,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL BALIKPAPAN-SAMARINDA,9549664,BALIKPAPAN,IDR,PT JASAMARGA BALIKPAPAN SAMARINDA,67.39,JUTAAN,OPERASI,2020,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL JAKARTA-CIKAMPEK II SISI SELATAN,13207368,JAKARTA,IDR,PT JASAMARGA JAPEK SELATAN,91.38,JUTAAN,TAHAP KONSTRUKSI,0,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL YOGYAKARTA-BAWEN,6030973,JAKARTA,IDR,PT JASAMARGA JOGJA BAWEN,71.35,JUTAAN,TAHAP PENGEMBANGAN,0,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL MEDAN-KUALANAMU-TEBING TINGGI,4100057,DELI SERDANG,IDR,PT JASAMARGA KUALANAMU TOL,55.0,JUTAAN,OPERASI,2017,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL KUNCIRAN-CENGKARENG,5043380,TANGERANG,IDR,PT JASAMARGA KUNCIRAN CENGKARENG,88.67,JUTAAN,OPERASI,2021,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL MANADO-BITUNG,4385698,MANADO,IDR,PT JASAMARGA MANADO BITUNG,64.97,JUTAAN,OPERASI,2020,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL PROBOLINGGO-BAYUWANGI,7681414,JAKARTA,IDR,PT JASAMARGA PROBOLINGGO BANYUWANGI,98.01,JUTAAN,TAHAP PENGEMBANGAN,0,JSMR,PT JASA MARGA TBK
PENGEMBANGAN BISNIS PROPERTI,2385793,JAKARTA,IDR,PT JASAMARGA RELATED BUSINESS,99.94,JUTAAN,OPERASI,2013,JSMR,PT JASA MARGA TBK
"PENGUSAHAAN JASA KONSTRUKSI DAN PEMELIHARAAN JALAN TOL, JASA SEWA PERALATAN TOL, SERTA JASA SEWA KENDARAAN",2205789,JAKARTA,IDR,PT JASAMARGA TOLLROAD MAINTENANCE,99.82,JUTAAN,OPERASI,1989,JSMR,PT JASA MARGA TBK
JASA PENGOPERASIAN JALAN TOL,1607282,JAKARTA,IDR,PT JASAMARGA TOLLROAD OPERATOR,99.98,JUTAAN,OPERASI,2015,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL TRANSJAWA,63657256,JAKARTA,IDR,PT JASAMARGA TRANSJAWA TOL,65.0,JUTAAN,OPERASI,2017,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL BOGOR OUTER RING ROAD,3370657,BOGOR,IDR,PT MARGA SARANA JABAR,55.0,JUTAAN,BEROPERASI SEBAGIAN,2009,JSMR,PT JASA MARGA TBK
PENGUSAHAAN RUAS JALAN TOL KUNCIRAN-SERPONG,3927048,TANGERANG SELATAN,IDR,PT MARGA TRANS NUSANTARA,60.0,JUTAAN,OPERASI,2019,JSMR,PT JASA MARGA TBK
REAL ESTAT DAN PERHOTELAN,1962632,JAKARTA DAN YOGYAKARTA,IDR,PT ANTILOPE MADJU,60.0,JUTAAN,BEROPERASI KOMERSIAL,1980,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PENYEWAAN PUSAT RITEL,192533,BALI,IDR,PT BALI NUSADEWATA VILLAGE,75.0,JUTAAN,BEROPERASI KOMERSIAL,1992,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PROPERTI,55380,JAKARTA,IDR,PT BELITUNG RESOR INTERNASIONAL,99.99,JUTAAN,BELUM BEROPERASI KOMERSIAL,0,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PERHOTELAN DAN PENYEWAAN PUSAT RITEL,43619,JAKARTA,IDR,PT HOTEL CIKINI REALTY,99.58,JUTAAN,BEROPERASI KOMERSIAL,2008,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PERHOTELAN,155917,JAKARTA,IDR,PT HOTEL INVESTAMA REALTY,99.97,JUTAAN,BEROPERASI KOMERSIAL,2014,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PERHOTELAN,193690,JAKARTA,IDR,PT METROPOLITAN REALTY INTERNATIONAL,75.0,JUTAAN,BEROPERASI KOMERSIAL,1971,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
REAL ESTAT,71909,JAKARTA,IDR,PT PERMATA HIJAU,79.8,JUTAAN,BEROPERASI KOMERSIAL,1970,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PROPERTI,78540,JAKARTA,IDR,PT PURI PRIMA DEVELOPMENT,99.99,JUTAAN,BELUM BEROPERASI KOMERSIAL,0,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
GEDUNG PERKANTORAN,130780,JAKARTA,IDR,PT SKYLINE BUILDING,65.0,JUTAAN,BEROPERASI KOMERSIAL,1976,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PERHOTELAN,2305149,BALI,IDR,PT WYNNCOR BALI,90.0,JUTAAN,BEROPERASI KOMERSIAL,1973,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
JASA SOLUSI TEKNOLOGI INFORMASI,671614583,JAKARTA BARAT,IDR,PT INDIKA ADIDAYA MANDIRI,98.0,PENUH,PERSIAPAN,2024,JTPE,JASUINDO TIGA PERKASA TBK
INDUSTRI PERCETAKAN KHUSUS,325427365080,SIDOARJO,IDR,PT JASUINDO HID SECURITY,51.0,PENUH,BEROPERASI,2014,JTPE,JASUINDO TIGA PERKASA TBK
JASA SOLUSI TEKNOLOGI INFORMASI,59121390600,SIDOARJO,IDR,PT JASUINDO INFORMATIKA PRATAMA,99.96,PENUH,BEROPERASI,2002,JTPE,JASUINDO TIGA PERKASA TBK
INFORMASI DAN TELEKOMUNIKASI,12290002312,JAKARTA SELATAN,IDR,PT SOLUSI ANAK MILENIAL,99.0,PENUH,BEROPERASIOPERASI,2021,JTPE,JASUINDO TIGA PERKASA TBK
INFORMASI DAN TELEKOMUNIKASI,25808687576,SIDOARJO,IDR,PT SOLUSI IDENTITAS GLOBAL NET,99.0,PENUH,PERSIAPAN OPERASI,2024,JTPE,JASUINDO TIGA PERKASA TBK
APOTEK,87566535,ARAB SAUDI,IDR,KIMIA FARMA DAWAA CO LTD,60.0,RIBUAN,AKTIF,2018,KAEF,KIMIA FARMA TBK
APOTEK / PHARMACY,2952290164,JAKARTA,IDR,PT KIMIA FARMA APOTEK,59.99,RIBUAN,AKTIF,2003,KAEF,KIMIA FARMA TBK
PABRIK BAHAN BAKU OBAT,451965842,CIKARANG,IDR,PT KIMIA FARMA SUNGWUN PHARMACOPIA,80.67,RIBUAN,AKTIF,2016,KAEF,KIMIA FARMA TBK
DISTRIBUSI OBAT-OBATAN / MEDICINE DISTRIBUTION,2879450669,JAKARTA,IDR,PT KIMIA FARMA TRADING AND DISTRIBUTION,99.99,RIBUAN,AKTIF,2003,KAEF,KIMIA FARMA TBK
PABRIK OBAT-OBATAN,1835449892,SEMARANG,IDR,PT PHAPROS TBK,56.77,RIBUAN,AKTIF,1957,KAEF,KIMIA FARMA TBK
PABRIK KINA / QUININE FACTORY,253005044,SUBANG,IDR,PT SINKONA INDONESIA LESTARI,51.0,RIBUAN,AKTIF,1986,KAEF,KIMIA FARMA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, AGROBISNIS DLL",767950,JAKARTA,USD,PT KARINWASHINDO CENTRALGRAHA,99.97,PENUH,TIDAK BEROPERASI SECARA KOMERSIAL,1993,KARW,MERATUS JASA PRIMA TBK
"PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT, PERBENGKELAN DAN LAIN-LAIN",161769,JAKARTA,USD,PT KARYA INVESTAMA INDONESIA,99.0,PENUH,TIDAK BEROPERASI,0,KARW,MERATUS JASA PRIMA TBK
BONGKAR MUAT,12827096,JAKARTA,USD,PT PBM OLAH JASA ANDAL,99.99,PENUH,BEROPERASI,1986,KARW,MERATUS JASA PRIMA TBK
BONGKAR MUAT,12019487,JAKARTA,USD,PT PERUSAHAAN BONGKAR MUAT OLAH JASA ANDAL,99.99,PENUH,OPERASI,1986,KARW,MERATUS JASA PRIMA TBK
INDUSTRI PEMBUATAN AKSESORIS DAN PERLENGKAPAN KABEL,76779210,JAKARTA,IDR,PT KMI ELECTRIC SOLUTION,99.6,RIBUAN,OPERASI,2020,KBLI,KMI WIRE AND CABLE TBK
INDUSTRI PEMBUATAN KAWAT BAJ,109366627,INDONESIA,IDR,PT LANGGENG BAJA PRATAMA,58.9,RIBUAN,OPERASI,1997,KBLI,KMI WIRE AND CABLE TBK
TELEKOMUNIKASI,56136,JAKARTA,IDR,PT BINTANG MERAH PERKASA ABADI,100.0,JUTAAN,BELUM OPERASI,0,KBLV,FIRST MEDIA TBK
JASA E-COMMERCE,73387,JAKARTA,IDR,PT DAYA SARANA MANTAP,100.0,JUTAAN,NAN,2015,KBLV,FIRST MEDIA TBK
PERDAGANGAN,19018,JAKARTA,IDR,PT GRAHA INVESTAMA ANDALAN TERPADU,100.0,JUTAAN,BELUM OPERASI,0,KBLV,FIRST MEDIA TBK
PERDAGANGAN,24288,JAKARTA,IDR,PT MITRA MANDIRI MANTAP,99.9,JUTAAN,BELUM OPERASI,0,KBLV,FIRST MEDIA TBK
PERDAGANGAN,102577,JAKARTA,IDR,PT PRIMA WIRA UTAMA,100.0,JUTAAN,NAN,2013,KBLV,FIRST MEDIA TBK
INDUSTRI KOTAK KARTON GELOMBANG DAN TEMPAT PENYIMPANAN TELUR,949204267870,"JALAN MASTRIP NO. 862, WARUGUNUNG-KARANGPILANG, SURABAYA, JAWA TIMUR",IDR,PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL,99.999,PENUH,BEROPERASI,1979,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
PEMASOKAN KELISTRIKAN,18562,INDONESIA,USD,PT ALAM ENERGI PRATAMA,99.97,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,4426618,INDONESIA,USD,PT BANGUN HIDRO ENERGI,98.0,PENUH,BEROPERASI,2019,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,130684090,INDONESIA,USD,PT BANGUN TIRTA LESTARI,98.4,PENUH,BEROPERASI,2011,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,136122,INDONESIA,USD,PT CELEBES ENERGI LESTARI,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,136122,INDONESIA,USD,PT CITRA ENERGI BORNEO,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,602189,INDONESIA,USD,PT ENERGI ANGIN INDONESIA,51.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,181792,INDONESIA,USD,PT ENERGI ANGIN MANDIRI,51.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,107191373,INDONESIA,USD,PT ENERGY SAKTI SENTOSA,75.0,PENUH,BEROPERASI,2008,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,136122,INDONESIA,USD,PT KENCANA BORNEO ENERGI,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,1241144,INDONESIA,USD,PT KENCANA ENERGI MATAHARI,99.8,PENUH,BEROPERASI,2019,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,4640,INDONESIA,USD,PT KENCANA ENERGI SEJAHTERA,99.87,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,1885157,INDONESIA,USD,PT KENCANA ENERGI SOLAR,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,2940136,INDONESIA,USD,PT MODAL KHAS INDONESIA,99.95,PENUH,BEROPERASI,2006,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,3836451,INDONESIA,USD,PT MODERN KENCANA MAKMUR,99.95,PENUH,BEROPERASI,2016,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,34805694,INDONESIA,USD,PT NAGATA DINAMIKA HIDRO MADONG,74.42,PENUH,BEROPERASI,2013,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,136122,INDONESIA,USD,PT NUSA ENERGI LESTARI,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,1933843,INDONESIA,USD,PT NUSANTARA ENERGI SAKTI,90.0,PENUH,BEROPERASI,2023,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,2568261,INDONESIA,USD,PT PARATAMA INVESTAMA JAYA,90.0,PENUH,BEROPERASI,2023,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,178647,INDONESIA,USD,PT PARTOGI DAYA TIRTA,95.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,479501,INDONESIA,USD,PT PARTOGI TIRTA ENERGI,95.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,119458,INDONESIA,USD,PT PERSADA HIDRO LESTARI,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,53858072,INDONESIA,USD,PT SUMATRA ENERGI LESTARI,90.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,185621,INDONESIA,USD,PT SUMBER BANGUN PERTIWI,51.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,18562,INDONESIA,USD,PT SUMBER HIDRO SENTOSA,99.97,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
ENTITAS INDUK,6041403,INDONESIA,USD,PT SUMBER TIRTA ENERGI,99.98,PENUH,BEROPERASI,2019,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,10599525,INDONESIA,USD,PT TIARA TIRTA ENERGI,90.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PEMASOKAN KELISTRIKAN,92810,INDONESIA,USD,PT TIARA TIRTA SENTOSA,75.0,PENUH,BELUM BEROPERASI,0,KEEN,PT KENCANA ENERGI LESTARI TBK
PENGEMBANGAN JARINGAN KABEL SERAT OPTIK,1049919763238,"GEDUNG WISMA LAENA LT. 1 RUANG 103C, JL. KH ABDULLAH SYAFEI, MANGGARAI SELATAN, TEBET",IDR,PT JEJARING MITRA PERSADA,99.99,PENUH,SUDAH,2016,KETR,PT KETROSDEN TRIASMITRA TBK
"KONSTRUKSI JARINGAN, SALURAN ELEKTRIKAL DAN TELEKOMUNIKASI LAINNYA",6976670574,"GEDUNG META EPSI LANTAI 2, JL. DI PANJAITAN KAV 2, RAWA BUNGA, JATINEGARA",IDR,PT TRIASMITRA CORNERSTONE INDONESIA,60.0,PENUH,BELUM,0,KETR,PT KETROSDEN TRIASMITRA TBK
PEMELIHARAAN DAN PENGELOLAAN KABEL,1063924986124,"GEDUNG META EPSI LANTAI 2, JL. DI PANJAITAN KAV 2, RAWA BUNGA, JATINEGARA",IDR,PT TRIASMITRA MULTINIAGA INTERNASIONAL,99.99,PENUH,SUDAH,2012,KETR,PT KETROSDEN TRIASMITRA TBK
MANUFAKTUR GENTENG,539604,BOGOR,IDR,PT KIA KERAMIK MAS,99.21,JUTAAN,OPERASI,1984,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
MANUFAKTUR LANTAI KERAMIK,110805,BOGOR,IDR,PT KIA SERPIH MAS,72.3,JUTAAN,OPERASI,1970,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
