Nama,Closeness
AZMIL RAHMAN,1.0
PT GUNANUSA UTAMA FABRICATORS,1.0
DANA PENSIUN KARYAWAN SEMEN BATURAJA,1.0
PT BATURAJA DAYA INSANI,1.0
MINTORO ASALIM,1.0
PT BERHASIL INDONESIA GEMILANG,1.0
RAHMAT RIDLO,1.0
PT BUMI GRESIK SUKSES,1.0
ANDI NOVA SUZANAR,1.0
PT DUA AGUNG,1.0
WELLY POEDJIANTO,1.0
PT SUBUR BUANA RAYA,1.0
RAUT PISGA SIREGAR,1.0
PT BATU JAYA GEMILANG,1.0
RUDY SETIAWAN,1.0
PT KMG LUBRICANTS INTERNATIONAL,1.0
JAMES MICHAEL CHU,1.0
PT JEWELRY DESIGN SERVICES,1.0
MARSONO GOSONOTOMO,1.0
PT ANUGRAH BERKAT SOLUSI UTAMA,1.0
DEVIYANA GUNAWAN,1.0
PT VISTA PERMATA INDAH,1.0
GURUH ADIANTO,1.0
PT SEIGA PLUS ENERGY,1.0
HARTONO WIGNJOPRANOTO,1.0
PT PASKOMNAS NIAGA UTAMA,1.0
SUN ZHONGHAO,1.0
PT BYD AUTO INDONESIA,1.0
YUSTINUS TARMONO HARJOSUSANTO,1.0
YAYASAN SETIA BUDI SAMARINDA,1.0
CHEUNG MING KIT KEN,1.0
PT KIDS PLAY INDONESIA,1.0
VIDA ROSDIYANTI,1.0
BINTANG JAYA,1.0
ANTEK,1.0
KOPERASI MELATA JAYA INDAH,1.0
ANTONIUS HOTI,1.0
KOPERASI HARAPAN MAKMUR BERSAMA,1.0
YONES,1.0
KOPERASI PUSAKA BULAU SAHABUN,1.0
MUSTAIN SJADZALI,1.0
PT KHATULISTIWA SINERGI OMNIDAYA,1.0
SONG LIANG HUA,1.0
PT KAHATEX,1.0
ACHMAD SUMANTONO,1.0
PT ASTER POLYCHEM,1.0
SALAH AHMED HAYEL SAEED,1.0
PT PACIFIC INDOPALM INDUSTRIES,1.0
RIPIN TJITRA,1.0
PT YORGO ANUGERAH NUSANTARA,1.0
NUR ASMARA DIAH,1.0
PT SUMBER SAWIT MAKMUR,1.0
ADINATA TUPEL,1.0
KOPERASI TERAS BALAWAN,1.0
ALAMBERTUS,1.0
KOPERASI SELIMBAU JAYA,1.0
MARIA BOEDIMAN,1.0
PT KONSTRUKSI BAJA CIKANDE,1.0
FERRY SISWOJO D,1.0
PT FAJAR SEMPURNA DHARMA,1.0
CHRIST SARDADI ICHWAN,1.0
PT BRAGA JAVAS KASTARA,1.0
EVI YULISMA HARAHAP,1.0
KIM MAENG YOON,1.0
PT HANWHA MINING SERVICES INDONESIA,1.0
PT HEXINDO ADIPERKASA TBK,1.0
PT KARYA KHARISMA MANDIRI,1.0
AGENG GIRIYONO,1.0
PT PERTAMINA LUBRICANTS,1.0
RICKY ROESLI,1.0
PT SEFAS PELINDOTAMA,1.0
PT TIRTA NUSA BUANA,1.0
MOHAMMAD AZAN RICKO AFRIANDY,1.0
PT WARGI SANTOSA,1.0
STEVEN HAURISSA,1.0
PT ANDIARTA MUZIZAT,1.0
AYU PUSPITALENA RTR,1.0
PT HERBALIFE INDONESIA,1.0
BILLY KURNIAWAN,1.0
PT KURNIA BOGA NARAYAN,1.0
YE GANG,1.0
ZHANG YIMING,1.0
PT TOKOPEDIA,1.0
NICO PURNOMO,1.0
MEGA DAYA PRIMA,1.0
ANDREAS ADITYO PURWONUGROHO,1.0
PT PUTRAGAYA WAHANA,1.0
FRANKY YASON,1.0
CHONG YUH MENG,1.0
PT SURYA RAYA CAPITAL,1.0
SUKARYO,1.0
PT ADHI PERSADA GEDUNG,1.0
ARY SULISTYO VAMBUDI,1.0
PT ADHI PERSADA PROPERTI,1.0
TAN JOHN TANUWIJAYA,1.0
PT BERDIKARI PONDASI PERKASA,1.0
ONG WEN PAUW,1.0
PT MITRA SISTEMATIKA GLOBAL,1.0
HERRY DJONG,1.0
PT PELITAMAJU MULTISWAKARSA,1.0
SUWARDI TANU,1.0
PT SIGMAELTRA PROPERTINDO,1.0
KENTARO FUJIOKA,1.0
PT CHIYODA INTERNATIONAL INDONESIA,1.0
JURIST EFRIDA ROBBYANTONO,1.0
PT CIPTA PILAR PERSADA,1.0
SUBAKTI SYUKUR,1.0
PT MARGA SARANA JABAR,1.0
DODIK RISTIAWAN,1.0
PT PERKEBUNAN NUSANTARA IX,1.0
BUDIMAN RINANDA TJHIN,1.0
PT BERLIAN DJAYA NUSANTARA,1.0
PT BHIRAWA STEEL,1.0
JAHJA TEAR TJAHJANA,1.0
PT DIRGANTARA YUDHA ARTHA,1.0
ALOYSIUS KIIK RO,1.0
SYAIFULLAH,1.0
PT HANIL JAYA STEEL,1.0
PANDAWA LONA SOYAKA,1.0
PT KAWASAN BERIKAT NUSANTARA,1.0
GOWINDASAMY,1.0
PT SUMBER MITRA JAYA,1.0
ENDOT ENDRARDONO,1.0
PT BERLIAN MANYAR SEJAHTERA,1.0
SUKOCO HALIM,1.0
PT HARRISMA DATA CITTA,1.0
MIRZA NURUL HANDAYANI,1.0
PT JASAMARGA JOGJA BAWEN,1.0
ADRIAN PRIOHUTOMO,1.0
PT JOGJASOLO MARGA MAKMUR,1.0
NICKE WIDYAWATI,1.0
PT PERTAMINA HULU ROKAN,1.0
KHO CING SIONG,1.0
PT INDO SUKSES SENTRA USAHA,1.0
YASUHIKO MAEDA,1.0
PT KAO INDONESIA CHEMICALS,1.0
PT MULTI INDOMANDIRI,1.0
RAJPAL YADAV,1.0
PT POLYPLEX FILMS INDONESIA,1.0
DAVID BASUKI,1.0
PT SANTOSA RESOURCES,1.0
PT BUMI PETANGIS,1.0
SYADLI AWAD,1.0
INTER WAHANA NUSANTARA,1.0
GILANG ARDEN PERDANA,1.0
SEMAR KENCANA SEJATI,1.0
WAHYUDIN KARNADINATA,1.0
PT BASKARA ASRI GHAS,1.0
RUHIMAT,1.0
PT SUBANG ENERGI ABADI,1.0
ANTONIUS PRABOWO,1.0
PT NAGA BERKAT INDONESIA,1.0
JOSSY WIDYANTARA,1.0
GRAHA KONSTRUKSI PERKASA,1.0
RUDY SUWANDI,1.0
PT KARYA CIPTA KREASI,1.0
DENDY SETIAWAN,1.0
PT BERKAT MITRA LESTARI,1.0
WENDY LIE JAYA,1.0
PT WEJAS IMANUEL,1.0
ANTONIUS HIOE,1.0
PT INOVASI LINTAS MEDIA,1.0
MULYONO,1.0
PT SUMBER CEMERLANG KENCANA PERMAI,1.0
YESISKHA SOERYO WIHARSARI,1.0
PT ORLIE INDONESIA,1.0
LI DEGAO,1.0
PT HYPER DIGITAL ENGINEERING NUSANTARA,1.0
WU BIN,1.0
PT CONCH CEMENT INDONESIA,1.0
RADEN MAS HARYO ARYO HIDAYAT ADISENO,1.0
PT SHA SOLO,1.0
EKO RACHMAN DJAYA,1.0
PT TRI CITRA SEJAHTERA,1.0
NICOLAS D KANTER,1.0
PT ANTAM RESOURCINDO,1.0
ABRAHAM SINATRAWAN,1.0
PT PANCAPURI INDOPERKASA,1.0
ALBERTH KINDANGEN,1.0
PT LAUTAN ARTHA INVESTAMA,1.0
HANNY KUNCORO HENDARSO,1.0
PT LIMA PILAR RESOURCES,1.0
AMIN DELIMA,1.0
PT BATOLA PRIMATAMA,1.0
IRWAN KAMDANI,1.0
PT DATASCRIP,1.0
MITIT SUNARMI DS,1.0
PT JAYA WIRA MANGGALA,1.0
CAI SU,1.0
PT NAVATAMA KREASI CEMERLANG,1.0
NGADIMAN,1.0
PT DTUR PESONA INDONESIA,1.0
LENNY LIESLIANI,1.0
CV TIRTA ASTRO,1.0
FIE FIE,1.0
WAHYUDI GAUTAMA,1.0
PT SEMPURNA MANDIRI SUKSES,1.0
TONNY CHUA,1.0
PT INTERLOCK KARYA BERJAYA,1.0
SUDISNO,1.0
CV TANJUNG EMAS INDAH,1.0
ALBERTUS AGUNG CATURPUTRA NG,1.0
PT HERAFIKA,1.0
SUTRISNO,1.0
PT PILAR TEGUH UTAMA,1.0
ZHENG GUOFU,1.0
PT INDO FUDONG KONSTRUKSI,1.0
SO ROBINSON SANJAYA,1.0
PT MODEREN MULTI GRAHA,1.0
CHANDRA DICARDO,1.0
PT INTINIAGA UNGGUL NUSANTARA,1.0
VICTOR SUNIK,1.0
PT NUSA INTI CEMERLANG,1.0
ROBEEN SYAIFUL,1.0
PT NUSACIPTA INDONESIA,1.0
SATIADI HALIM,1.0
PT SINERGI WAHANA GEMILANG,1.0
JOHN KURNIAWAN,1.0
PT SISTECH KHARISMA,1.0
LIM JONSEN,1.0
PT WAHANA PIRANTI GUNA,1.0
ANDRI CAHYADI,1.0
PT DAYA GUNA LAKSANA,1.0
DIDI MULIAWAN RAHARDJA,1.0
PT OJI INDO MAKMUR PERKASA,1.0
DWIJAYA HADI SURYA,1.0
PT BATURONA ADIMULYA,1.0
RAM KUMAR JAYARAMAN,1.0
PT CRODA TRADING INDONESIA,1.0
CENTRAL PROTEINA PRIMA TBK,1.0
BUDYANTO TOTONG,1.0
PT CISADANE SAWIT RAYA TBK,1.0
HARTADI ANGKOSUBROTO,1.0
PT ARKADIA DIGITAL MEDIA TBK,1.0
CENTRAL OMEGA RESOURCES TBK,1.0
MUSTIKA RATU TBK,1.0
PELAYARAN NELLY DWI PUTRI TBK,1.0
PELAT TIMAH NUSANTARA TBK,1.0
PT NUSATAMA BERKAH TBK,1.0
TATA MAKMUR SEJAHTERA,1.0
WIYANTO ALAMSYAH,1.0
PT ARENA AGRO ANDALAN,1.0
AGUS,1.0
CIPTA SEJAHTERA SUKSES MAKMUR,1.0
KADIR WIDJAJA,1.0
KARUNIA SELARAS ABADI,1.0
URIP CAHYADI,1.0
TAN TANDJOENG SOEHERU,1.0
SURABAYA PERDANA ROTOPACK,1.0
WIRAWAN SOELYSTIO,1.0
PT SURYAKEMASINDO SEJATI,1.0
YERRY SUSANTO,1.0
BERITO PANGAN MAKMUR,1.0
FINSA NOORCAHYO F,1.0
CV HIDUP HIDAYAH ILAHI,1.0
KRISTANTO,1.0
CV JAYA ENERGI TRANS,1.0
TJIOE GALUNG PURWANTO HADISAPUTRO,1.0
PT BUANA EKA PRIMA,1.0
DENNY ALEXANDER TARIGAN,1.0
PT BUMIPUTERA MAHA TERPERCAYA,1.0
ANANG BASRI,1.0
PT HARKAT TANJUNG MULIA,1.0
MUHAMMAD SYAHRIL,1.0
PT MITRA BERLIAN BORNEO,1.0
AGUS FAUZI,1.0
PT PRATAMA ABADI SENTOSA,1.0
TOSHIYUKI SATO,1.0
PT RIKEN INDONESIA,1.0
CHRISTIAN DEVI FEBRIANTO P,1.0
PT RODAMAS INTI TEKNIKA,1.0
CHRIS KOESOEMA ADHIE SR,1.0
PT BIOMASA JAYA ABADI,1.0
RAJA MUHD FAZLI BIN RAJA MUHD ZALANI,1.0
SOEMARLI,1.0
PT MITRA BUMI,1.0
WILLIAM PANJAITAN,1.0
JOKO TAMORA,1.0
PT TAMORA AGRO LESTARI,1.0
LUCERIA SIAGIAN,1.0
PT TEBOPLASMA INTILESTARI,1.0
ALBERT KUSUMA LIM,1.0
PT ANTARA TETAP JAYA,1.0
HENRY AMIANCO THEE,1.0
PT ASIA SINAR INTI ABADI,1.0
PT BILAH BAJA MAKMUR ABADI,1.0
HIROSHI KURIYA,1.0
PT NICHIAS SUNIJAYA,1.0
IRWAN TJIOE,1.0
PT SUMBER SETAMURNI,1.0
KUNAEFI,1.0
PT VICTORINDO PRATAMA MANDIRI,1.0
PENDY KUMALA KHOE,1.0
PT INTI CAHAYA BURLIAN,1.0
HERLINA NATHALIA SITORUS,1.0
PT KEJORA PRATAMA MINERAL,1.0
SUWARTI,1.0
DAI LI,1.0
DAMAR LATRI SETIAWAN,1.0
PT PEGADAIAN (PERSERO),1.0
CHALID SAID SALIM,1.0
PT LOTUS LINGGA PRATAMA,1.0
HIROYUKI OGAWA,1.0
JOHN SUHANTO,1.0
PT BANGUNAN JAYA PRIMA,1.0
PT MANDIRI INDAH MAKASSAR,1.0
TJOKROJONO MULJAWAN,1.0
PT ASADA MITRA PACKINDO,1.0
SOEWANTO,1.0
PT NITTINDO INTI CEMERLANG,1.0
BUDIAWAN TEGUH,1.0
FEDERICO MICHAVILA HERAS,1.0
PT TORRECID INDONESIA,1.0
HENRY ISWARATIOSO,1.0
SUJONO NURSALIM,1.0
PT INFRACOM TECHNOLOGY,1.0
PT MASTERSYSTEM INFOTAMA TBK,1.0
PT PACKET SYSTEMS INDONESIA,1.0
RUDYANTO SULIAWAN,1.0
PT PERKOM INDAH MURNI,1.0
JEMY SUTJIAWAN,1.0
PT SANSAINE EXINDO,1.0
JOHANES PANDYOPRANOTO,1.0
PT TASTI ANUGERAH MANDIRI,1.0
PT AKEBONO BRAKE ASTRA INDONESIA,1.0
NG EK SONG,1.0
PT JAKSON NIAGATAMA,1.0
RUDDY CHANDRA,1.0
PT SAPTA UNGGUL,1.0
ADE SUHERMAN,1.0
PT TRIYASA GEOKOMUNINDO,1.0
JAKOB IMAN,1.0
PT BUMI MULIA PERKASA,1.0
SYAFRUDDIN ABDULLAH SYAFRUDDIN,1.0
PT NURMAN ABADI,1.0
MOH IRSAN,1.0
PT TEKNIK KONSTRUKSINDO PERKASA,1.0
INDAH AGUNG MANDIRI,1.0
PT SARANA STEEL,1.0
BAGUS PURBOYO,1.0
PT INTERNUX,1.0
PT JELAJAH DATA SEMESTA,1.0
SANDI GUNAWAN HO,1.0
PT PRESTASI PIRANTI INFORMASI,1.0
NUGROHO,1.0
PT TELEKOMUNIKASI SELULAR,1.0
WILLY WIYATNO DJAMAL,1.0
PT HUME SAKTI INDONESIA,1.0
PRYSMIAN SPA,1.0
PT PRYSMIAN CABLES INDONESIA,1.0
YETTY CHRISTINA LOA,1.0
PT CIPTA MANDIRI INVESTAMA,1.0
ELI DEXTER XAVIER,1.0
PT DUTA LINTAS LAUTAN,1.0
PARK KYU WAN,1.0
PT GLOBAL HANSTAMA JAYA,1.0
PT MULTI SARANA FARMA,1.0
JONNI,1.0
PT BENTENG CIPTA LAKSANA,1.0
EDO NOVELINO,1.0
PT BINA INFRASTRUKTUR NUSANTARA,1.0
DAHLAN,1.0
PT GENTA CIPTA ABADI,1.0
HERKURI,1.0
PT SAHASSA PRIMA NIAGA,1.0
GUNADI SANTOSO,1.0
PT SETIA PRATAMA KONINDO,1.0
CINDY LUKMAN,1.0
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,1.0
HERU SUTANTIO,1.0
PT KERTOPATEN KENCANA,1.0
JUNG YOUNG SEOP,1.0
PT WOO IN,1.0
TOSHIAKI GOTO,1.0
PT YAMAHA MUSICAL PRODUCTS ASIA,1.0
ARIEF SUDARTO,1.0
CV BINO ARSITAMA,1.0
PT GADING MURNI,1.0
JULIANTO MIHARDJA,1.0
PT JINGGA UNGGUL LOHJINAWI,1.0
KRISTANTO WIDJAJA,1.0
PT LYRA AKRELUX,1.0
FUAD ISMADI,1.0
PT MESTIKA MAKMUR PERSADA JAYA,1.0
YUSUF SUHARTONO,1.0
PT STARMEDIA INTISARANA SEJATI,1.0
PT AKINO WAHANAMULIA,1.0
YOHANES IGN YUDHI SETIAWAN,1.0
PT BERSAMA LEMINDO ABADI,1.0
PT KHARISMA INTERPLAST PRATAMA,1.0
SUHERMAN SAFRUDIN,1.0
SENTOSA TATA MULTI SARANA,1.0
DEDY CHANDRA,1.0
CV ATTHAFOOD,1.0
HERRY YANTO,1.0
PT IKAGRIYA DARMAPERSADA,1.0
NOER LEMING,1.0
PT INTAN PERSADA,1.0
LUCKY BUDIMAN SANTOSA,1.0
PT TRIMATRA BANGUN PERSADA,1.0
PT ARTHA MULIA TRIJAYA,1.0
OEY KOK HWANG,1.0
PT TIGA SAUDARA PUTRI,1.0
LIM KOK THAY,1.0
TATSUO MOMII,1.0
PT ASAHIMAS CHEMICAL,1.0
JAMES ARTHUR RATCLIFFE,1.0
PT INEOS AROMATICS INDONESIA,1.0
JHONNY VIRGO,1.0
WADIMAN,1.0
PT SEBATIK MARIN SERVIS,1.0
FPE MULOCK VAN DER VILES BIK,1.0
PT SHELL INDONESIA,1.0
HERMANTO IRSAN,1.0
PT ATOM MEDIA INDONESIA,1.0
HANS GUNADI,1.0
PT NUSANTARA ELANG SEJAHTERA,1.0
PT PANDEGA LAYAR PRIMA,1.0
PT SHOGUN GLOBAL ADVERTISING,1.0
BALBIR KELLY BISLA,1.0
PT WIRA PAMUNGKAS PARIWARA,1.0
AJAY PESSUMAL FULWANI,1.0
PT OMEGA FILM,1.0
WIRSON,1.0
CV DIGITAL JAYA SUMATERA,1.0
LUCKMAN HARJANTO BACHTIAR WILOPO,1.0
PT LUMBANG JAYA MAKMUR,1.0
GAFUR SULISTYO UMAR,1.0
PT OSCAR MITRA SUKSES SEJAHTERA TBK,1.0
MINNA PADI INVESTAMA SEKURITAS TBK,1.0
PANIN SEKURITAS TBK,1.0
TRISNO LIMANTO,1.0
PT PANCA GLOBAL KAPITAL TBK,1.0
PT PRADIKSI GUNATAMA TBK,1.0
ANTONYO HARTONO TANUJAYA,1.0
PT PLANET PROPERINDO JAYA TBK,1.0
PT NUSAJAYA SEJAHTERA COMPUTER,1.0
PT SADAR JAYA MANDIRI,1.0
BUDIANTO,1.0
PT WIRA SADANA LESTARI,1.0
EDWARD SOFIANANDA,1.0
PT TRIDUTA MITRA SEJAHTERA,1.0
RICCI PAULI SAPUTRA,1.0
CV NUTRINDO PANGAN,1.0
GUFRON SYARIF,1.0
PT INSPIRASI BISNIS NUSANTARA,1.0
PT PANGAN NIKMAT ABADI,1.0
DWI CAHYO NUGROHO,1.0
PT QUAKER INDONESIA,1.0
BISIR,1.0
PT CATURDAYA SEMBADA,1.0
HENDRIKO WIJAYA,1.0
PT DAYACIPTA KEMASINDO,1.0
WANG MINGFAN,1.0
PT DBFF BOTON INDONESIA,1.0
LAURENT ANGELO SIGISMONDI,1.0
PT DKSH INDONESIA,1.0
FENDY LIEMANA,1.0
PT SARANA KEMASINDO PLASTIK,1.0
KARISMA KAMDANI,1.0
PT TEGAR INTI SENTOSA,1.0
PT CELEBEST INDONESIA ANDAL,1.0
YANSEN SETIAWAN NOER,1.0
PT HARRISMA INFORMATIKA JAYA,1.0
SOEKENO,1.0
PT PUTRA SLEMAN SEMBADA,1.0
DIDIK HARTONO,1.0
PT SOEDALI SEJAHTERA,1.0
GANNYES LUKYTO,1.0
PT TRITUNGGAL SUKSES PRATAMA,1.0
KAGETIN,1.0
PT EKATUNGGAL TUNAS MANDIRI,1.0
JEFFRI MASSIE,1.0
PT MASSINDO KARYA PRIMA,1.0
JACKSON MASSIE,1.0
PT MASSINDO SOLARIS NUSANTARA,1.0
YEN MING LUNG,1.0
PT SARANA UTAMA INDONESIA,1.0
SHIM JAE HYUNG,1.0
PT ZINUS GLOBAL INDONESIA,1.0
MITSUHIKO HISATO,1.0
PT HANWA INDONESIA,1.0
DEDI IRAWAN SINUHAJI,1.0
PT INDO KIDA PLATING,1.0
SEIJI KATSUMOTO,1.0
PT THREEBOND GARPAN SALES INDONESIA,1.0
KUSNADI BUDIMAN,1.0
PT HONDA PROSPECT MOTOR,1.0
MASAYA NAKAMURA,1.0
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,1.0
AGUS JAKA PRASAJA,1.0
PT ANUGERAH COVINDO INDONESIA,1.0
JULIUS SUGANDHY,1.0
PT IDEXPRESS LOGISTIK INDONESIA,1.0
BAEK BOK IN,1.0
PT KOREA TOMORROW & GLOBAL INDONESIA,1.0
TRI KUSNO WIBOWO,1.0
PT LUXENA VICTORY INDONESIA,1.0
PT TIKI JALUR NUGRAHA EKAKURIR,1.0
ADI GUNAWAN,1.0
PT ADIJAYA KARYA MAKMUR,1.0
IRAWAN SUHUD,1.0
PT DELTA MUTIARA AMARTA,1.0
PT GROWTH ASIA,1.0
ANDEREAS,1.0
PT PROSIS CHEMINDO NUSANTARA PRIMA,1.0
WISMIN,1.0
PT LOTUS MAS,1.0
ANTOINE BERNARD DE SAINT AFFRIQUE,1.0
PT TIRTA INVESTAMA,1.0
YANNICK CHALME,1.0
PT YASULOR INDONESIA,1.0
YODIJANTO KUSNADI,1.0
PT ASTI INDOGRAPH,1.0
JONI TRESNOHADI,1.0
PT RAPID PLAST INDONESIA,1.0
JUANTO HALIM,1.0
CIKAL JAYA PERMAI,1.0
KELVIN TEDDY,1.0
PT ATLANTIS TRANS LOGISTIK,1.0
LIM THOMAS,1.0
PT MAKIN BERKEMBANG TERUS,1.0
GWAK HENG IL,1.0
PT SURYA STEEL,1.0
ARESDI MAHDI ASYATHRY,1.0
PT AL ARES INDONESIA,1.0
ROBIN LO,1.0
PT GLOBAL JET EXPRESS,1.0
PT PROWELL ENERGI INDONESIA,1.0
RENA DEWI SATITI,1.0
PT TINATA SUKSES MANDIRI,1.0
CHIRAGH MANUHAR KIRPALANI,1.0
PT AYOPOP TEKNOLOGI INDONESIA,1.0
DHANA GALINDRA,1.0
PT DUTA DAYA DIGITAL,1.0
BERNHARD AGUS SUBIAKTO,1.0
PT FORMASI AGUNG SELARAS,1.0
LAWRENCE EDWARD PAGE,1.0
MELISSA ANN MULHOLLAND,1.0
PT KRAYON KONSULTAN INDO,1.0
PT MITRA GLOBAL MEDIAPRATAMA,1.0
ARYANTI,1.0
PT BANGUN DAYA UTAMA,1.0
TJANDRA TJUATJA,1.0
PT MAHKOTA SEMESTA NIKELINDO,1.0
LEE OI HIAN,1.0
PT PERINDUSTRIAN SAWIT SYNERGI,1.0
ENDANG SRIWIGATININGRUM,1.0
PT SITEBA ENERGY,1.0
KEIJI HIRANO,1.0
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,1.0
DJOHAN ARFIAN,1.0
PT MOLLINDO CIPTA MANDIRI,1.0
SAMSUL,1.0
PT PERSADA NUSANTARA STEEL,1.0
PT PUTRAJAYA SUKSES MAKMUR,1.0
EPENDI,1.0
PT SIGMA MEGA GENTA ENERGI,1.0
YOSHIMASA MITA,1.0
PT TAKENAKA INDONESIA,1.0
IRALIMUDDIN,1.0
PT TIGA OREGON PUTRA,1.0
JHONY SAPUTRA,1.0
PT SURYA MEGA ADIPERKASA,1.0
WILLIAM THASLIM,1.0
PT ARJUNA UTAMA SAWIT,1.0
BACHRUM KARIM,1.0
HAKSONO SANTOSO,1.0
LION SANJAYA,1.0
PT LIMPAH SEJAHTERA,1.0
MOHAMMAD ABDUL GHANI,1.0
JESSLYNE WIDJAJA,1.0
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,1.0
VIVEKANANDA THAVARAJASINGAM,1.0
PT TUNAS PRIMA SEJAHTERA,1.0
KASMIRAN,1.0
KOPERASI SAWIT AGUNG BAYA,1.0
SJAUDI DJAPRI,1.0
PT AGRIMAS UTAMA INDONESIA,1.0
BENNY YONK,1.0
PT DELTA PAWAN ABADI,1.0
MICHAEL DJALAL,1.0
PT GOAUTAMA SINARBATUAH,1.0
HERMAN KWANDY,1.0
PT UNITED SHIPPING INDONESIA,1.0
PT SUMBER SURYADAYA PRIMA,1.0
FILDA CITRA YUSGIANTORO,1.0
PT ANEKA SAMUDERA LINTAS,1.0
JULI BERLIANA POSMAN,1.0
PT RHINOPUTRA JAYA SEJAHTERA,1.0
IRNANA AVIANTINA,1.0
PT AVIA JAYA INDAH,1.0
NANO ARYONO,1.0
PT CARDIG INTERNATIONAL,1.0
KUOK KHONG HONG,1.0
PT ANUGERAH COMMUNICATION,1.0
WORO SUPENI,1.0
PT AULIA DANARDANA,1.0
AMOS DONALD GOTEK HONG,1.0
PT STRUKTURINDO TIFATAMA PASIFIK,1.0
TONY HARIANJA,1.0
PT TODA PILAR PRATAMA,1.0
ZANG JINJUN,1.0
PT WELL HARVEST WINNING ALUMINA REFINERY,1.0
PT ASRI KARYA BINANGUN,1.0
RADEYA RANGGASATI,1.0
PT AXIA KONSULTAMA TRUSTINDO,1.0
IMAM MUSTAFA,1.0
PT KEMBAR JAYA ABADI,1.0
IWAN KARTONO,1.0
CV ARTHA PUTRA WARDHANA,1.0
MARIA ELIZABETH LIMAN,1.0
PT ALIET SAKATHA RAHAYU,1.0
ANG TJIU BU,1.0
PT ANEKA BANGUN USAHA,1.0
BAMBANG CAHYADI D,1.0
PT BHAKTI BUANA MAKMUR DISTRIBUTOR,1.0
PT JAYA PRIMA AGUNG,1.0
PT MATARAM AGUNG,1.0
ANDY TANGKAS PARLINGGOMAN,1.0
PT MURADO TANGKAS ABADI,1.0
RIZAL SOERANTIO,1.0
PT SINAR GEMILANG PERDANA MANDIRI,1.0
ATANG SUHARDI,1.0
PT RANAR RAYA,1.0
HENDRI SAKSTI,1.0
STEVE KASMUN,1.0
RAPINIS MUTIARA,1.0
PT KALIMANTAN PRIMA PERSADA,1.0
HERMAN HARTANTO,1.0
PT LUMOSO PRATAMA LINE,1.0
PT BANK PEMBANGUNAN DAERAH BANTEN TBK,1.0
PRIMARINDO ASIA INFRASTRUCTURE TBK,1.0
PT PERMA PLASINDO TBK,1.0
LOUISE LI,1.0
BHUWANATALA INDAH PERMAI TBK,1.0
BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK,1.0
SENTUL CITY TBK,1.0
PT GRAHA LAYAR PRIMA TBK,1.0
PT BANK OKE INDONESIA TBK,1.0
PT DYANDRA MEDIA INTERNATIONAL TBK,1.0
PT EASTPARC HOTEL TBK,1.0
EKADHARMA INTERNATIONAL TBK,1.0
MEGAPOLITAN DEVELOPMENTS TBK,1.0
PT CHAMP RESTO INDONESIA TBK,1.0
PT MORENZO ABADI PERKASA TBK,1.0
ERIC BUDISETIO KURNIAWAN,1.0
PT SINERGI INTI PLASTINDO TBK,1.0
SUHANTI PONIMAN,1.0
PT PUTRA MANDIRI JEMBAR TBK,1.0
PT PINAGO UTAMA TBK,1.0
BENNY TJOKROSAPUTRO,1.0
PT BLISS PROPERTI INDONESIA TBK,1.0
PT PRODIA WIDYAHUSADA TBK,1.0
JIMMY BUDIARTO,1.0
J RESOURCES ASIA PASIFIK TBK,1.0
PRASIDHA ANEKA NIAGA TBK,1.0
PT PALMA SERASIH TBK,1.0
ANDI MUHAMMAD SOLEH,1.0
PT DJASA UBERSAKTI TBK,1.0
ABIDIN FAN,1.0
SAT NUSAPERSADA TBK,1.0
RITA INDRAWATI,1.0
PT PERUSAHAAN PELAYARAN RUSIANTO BERSAUDARA,1.0
LOW TECK SENG JONATHAN,1.0
HENRI SETIADI,1.0
PT TRANS KALIMANTAN PERKASA,1.0
ROBERT SUTEJA,1.0
PT JCO DONUT & COFFEE,1.0
DENI INDRAWAN,1.0
PT MITRA DUNIA PANGAN,1.0
LIE BOEN TIONG,1.0
PT CAHAYA LESTARI SEJAHTERA,1.0
JUANDA HASURUNGAN SIDABUTAR,1.0
PT DWITUNGGAL BANGUN PERSADA,1.0
AU BINTORO,1.0
PT FURNIMART MEBELINDO SAKTI,1.0
IRFAN MAULANA,1.0
PT KARYA MULTI SOLUSI,1.0
LEGOWO SANDOJO,1.0
PT SUMBER JAYATAMA NUSANTARA,1.0
TJAHJADI AQUASA,1.0
PT WISMA SARANA TEKNIK,1.0
NUGROHO I PURBOWINOTO,1.0
PT CAKRAWALA LANGIT SEJAHTERA,1.0
MUHAMMAD SADIKIN,1.0
PT ARYA ENERGI VENTURA,1.0
JUHARDI,1.0
PT BENUA ETAM JAYA MANDIRI,1.0
DAVID RONALDSON,1.0
PT MADHANI TALATAH NUSANTARA,1.0
KARTHIKEYAN BALASUBRAMANIAN,1.0
PT MANDIANGIN BATUBARA,1.0
KWOK WAI YING DAWN,1.0
PT STAMFORD TYRES DISTRIBUTOR INDONESIA,1.0
CRAIG STUART MORTON,1.0
PT THIESS CONTRACTORS INDONESIA,1.0
SAWARNO,1.0
PT WIRA BHUMI SEJATI,1.0
