Nama,Closeness
PT BERAU COAL,0.67
PT ENERGI SINAR BARA,0.67
PT MULIA INSPIRA TEKNOLOGI,0.67
PT PASIFIK INTERNUSA,0.67
PT ABADI PRIMA INTI KARYA,0.67
PT ADHIMIX PRECAST INDONESIA,0.67
PT INTINIAGA SUKSES ABADI,0.67
PT SAKA AGUNG ABADI,0.67
PT NIAGA CITRA ABADI,0.67
PT SAMPURNA MAKMUR SEJAHTERA,0.67
YAN CHE,0.67
PT SANBE FARMA,0.67
PT BINA SAN PRIMA,0.67
OKSAN OMAS MANGATAS PANGGABEAN,0.67
PT CROWN INDONESIA TRADING,0.67
PT CROWN BEVERAGE CANS INDONESIA,0.67
BUDIONO TANBUN,0.67
ALEXANDER TANZIL,0.67
SANTOSO WIJAYA,0.67
PT WARU KALTIM PLANTATION,0.67
PT KARYA TANAH SUBUR,0.67
RUSLAN TANOKO,0.67
IAN DUNCAN MCNAB COWE,0.67
RUBY PANJAITAN,0.67
PT MUBARAK BERKARYA ABADI,0.67
PT ANDALAN PERKASA ABADI TBK,0.67
SULIM HERMAN LIMBONO,0.67
SATOSHI NISHIKAWA,0.67
PT INDONESIA TSINGSHAN STAINLESS STEEL,0.67
PT INDONESIA RUIPU NICKEL AND CHROME ALLOY,0.67
PT HALLIBURTON INDONESIA,0.67
PT BAROID INDONESIA,0.67
ADDI PRABOWO CUNDOMANIK,0.67
DAVID TIRTA MARTA SURONO,0.67
ANDY SASONGKO,0.67
LAI SU FA,0.67
KIM DONG HYUM,0.67
PT KIMIA FARMA APOTEK,0.67
PT KIMIA FARMA TRADING AND DISTRIBUTION,0.67
SUBRAMANIAN WISWANATHAN,0.67
ANDIYANTO WARDHANA,0.67
BUDI GUNAWAN,0.67
CAROLINA KUSUMA,0.67
STEPHEN VALENTINE LIEMANTO,0.67
SARJIYO,0.67
PT BAHTERA ABADI GAS,0.67
PT BAHTERA ABADI GASINDO,0.67
DEWI ANGGRAINI,0.67
PT SANY INDONESIA MACHINERY,0.67
PT SANY HEAVY INDUSTRY,0.67
VINCENT,0.67
SUDJONO BARAK RIMBA,0.67
LORA MELANI LOWAS BARAK RIMBA,0.67
HENDRA DAVID,0.67
PT GTS INTERNASIONAL TBK,0.67
HUMPUSS INTERMODA TRANSPORTASI TBK,0.67
TEGUH NUGROHO,0.67
PT SARANA USAHA SEJAHTERA INSANPALAPA (TELKOMEDIKA),0.67
PT SARANA USAHA SEJAHTERA INSANPALAPA,0.67
PT ROYAL PRATAMA ENERGI,0.67
PT ROYAL KRANE PERKASA,0.67
AGUNG PRAMBUDI,0.67
NIKKO LIANDRY,0.67
PT LANCAR PUTRA ABADI,0.67
PT RAJAWALI MAS ELASTIC,0.67
BAGAS DWI CAHYO,0.67
CV RAYA DIPTA SWASTIKA,0.67
PT SIGMA JAYA PRATAMA,0.67
MARZUKI WIDJAJA,0.67
ANITA ANG,0.67
TEDY HARJANTO,0.67
NOVITA LEONI,0.67
EISHI FUYAMA,0.67
TATSUMICHI SATO,0.67
BUDIANTO HALIM SAPUTRO,0.67
WINSTON KARIM,0.67
NATALIA NAINGGOLAN,0.67
MADARIA SINURAT,0.67
ANDRE WIDJAJA,0.67
JOGA DHARMA SETIAWAN,0.67
TUNING RUDYATI,0.67
RAHMAT WINCONO,0.67
SEKARARUM ADIANITA PUTRI,0.67
PT MERATUS LINE,0.67
PT MERATUS ADVANCE MARITIM,0.67
PT TEMAS SAGARA INDONESIA (SEBELUMNYA PT TEMAS SUZUE INDONESIA),0.67
PT TEMAS SAGARA INDONESIA,0.67
JURGEN JANSSENS,0.67
HENDY KUNCORO,0.67
AMSYAH SEBAYANG,0.67
SUTIONO TJANDRA,0.67
PT KALIMANTAN SUBUR PERMAI,0.67
PT BUMI MEKAR HIJAU,0.67
WINARDI HARSAWIGUNA,0.67
KRISDIANTO LESMANA,0.67
JUPITA NENGSEH WIDJAJA,0.67
ALITA DINAMIKA PERSADA,0.67
DJAJADI SUSANTO,0.67
RIMAWATI SUJAGI,0.67
ANDY ANANTAPUTRA SUARDANA,0.67
EKA SURYA LIANGGONO,0.67
DEDDIE LIANGGONO,0.67
PAUL GANDA C PANDJAITAN,0.67
CHEN MAUSEN,0.67
DAVID PURNATA,0.67
LAI LAI,0.67
FERDIAN PURNAMASIDI,0.67
SRI NIRMALASARI UTAMI,0.67
HASJIM OEMAR,0.67
BUDI AMAL,0.67
KUNTO SUPARJO KENTJANA,0.67
SONNY JUSUF,0.67
DJWA SIEN BIENG AL DARYUDI,0.67
NICKI,0.67
PT TRANS JABAR TOL,0.67
PT CIMANGGIS CIBITUNG TOLLWAYS,0.67
RUDI HARTONO INTAN,0.67
DJAJA TONNY INTAN,0.67
SUHERMAN YAHYA,0.67
TAUFIK,0.67
DWI HARTANTO,0.67
HIMAWAN SUTANTO,0.67
INDRIATI,0.67
YOYO SUGENG TRIYOGO,0.67
PT BALI TOWERINDO SENTRA TBK,0.67
SIMON HENDIAWAN,0.67
INDRIANI SUHARTONO,0.67
VENTJE CHANDRAPUTRA SUARDANA,0.67
RAYMOND LOHO,0.67
LUCY TJAHJADI,0.67
PT KOPIKU INDONESIA,0.67
PT ASTRIDO PRIMA MOBILINDO,0.67
PT ASTRIDO JAYA MOBILINDO,0.67
SANTIH,0.67
PT INDOMOBIL MULTI TRADA,0.67
PT INDOMOBIL MULTI JASA TBK,0.67
PT KYOKUTO INDOMOBIL MANUFACTURING INDONESIA,0.67
PT NISSAN MOTOR INDONESIA,0.67
VERA TANAMIHARDJA,0.67
ANDRY BUDIMAN LIMAWAN,0.67
PT BLESSINDO MAKMUR SENTOSA,0.67
PT RUSCO ONLINE DISTRIBUSI,0.67
EVIE YULIN,0.67
BAMBANG NURCAHYO,0.67
EUGENE SUNARKO,0.67
PT BERKAH TRIJAYA INDONESIA,0.67
PT ANUGERAH WICAKSANA DIGITAL,0.67
PT EQUATORIAL KARYANUSA INDAH,0.67
PT WELLY EXTENSI INDOHAULING,0.67
PT KAYU LAPIS ASLI MURNI,0.67
PT RIMBA MUTIARA KUSUMA,0.67
PT BUDI GEMA GEMPITA,0.67
PT BUDI GRAHAREALTY,0.67
SUGANDHI TJITRAHARDJA,0.67
SUNARLIE,0.67
THE TEGUH WAHIDIN,0.67
NIDHI DHORELIYA,0.67
CHRISTINE SETIAWATI,0.67
SUSINA,0.67
ROY HIMAWAN,0.67
DENDI YAHYA MARTADINATA,0.67
YUNARDI NOVRIANSAH,0.67
SUGIH SUHENDRA,0.67
SVEN HUYBEN,0.67
GERRIT WILLEM GRAMSER,0.67
STEPHANNIE CAROLINE PRANOTO A,0.67
CHRISTINE CAROLINE PRANOTO A,0.67
CYNDY HARYANTO,0.67
ANDRIANTO SYLVIANO,0.67
IVANA BAHTIAR,0.67
DJIE IVANA IJAYA,0.67
EDDY DHARMA,0.67
DJUNAIDI SETIAWAN HARLIM,0.67
WILLIAM KERISNA,0.67
TITUS DJIMIN,0.67
YUSUFFALI MUSALIAM VEETTIL ABDUL KADER,0.67
JALALUDIN,0.67
ASEP DENI MUHAMAD SIDIK,0.67
NELDA SILFA,0.67
HJ DIANA DEWI,0.67
MURSALAM,0.67
SUGUN SUSILO,0.67
PT MITRA PERINTIS MERDEKA,0.67
PT ANUGRAH MEGA SUKSES,0.67
HIROYUKI TSUBAI,0.67
ERWIN SUDARMIN,0.67
LEONEL GOZALI,0.67
LILIK SUJIEANTO,0.67
SIONG HUI,0.67
SINGGIH NUROHO,0.67
MINAH SARSI,0.67
HAJJAH MAHMUDAH,0.67
KARDI PRIONO SUTARDJI,0.67
ARMAN FAHRURROZI,0.67
JOSEPH ADITYA MINARTO,0.67
PUTRA PRIBADI,0.67
CUCU ISWAN TAQWIM,0.67
OEI SETIAWAN WINARTO,0.67
SUKARNO,0.67
ENDANG SUSILOWATI,0.67
PINNYWATI CHANDRA,0.67
NATHAN TANUWIDJAJA,0.67
CUTYHBERT KHOO TUAN SENG,0.67
TINA SETIAWATI SENTOSO,0.67
CATUR ANDY PRASETYO,0.67
BUDY SANTOSO,0.67
ARI KUNCORO,0.67
HARLINA HARDINI,0.67
INDRA NUGRAHA KUSNAN,0.67
RUSLI ALI,0.67
HATMANTAKA WIDAGDO,0.67
ISKANDAR ZULKARNAEN,0.67
WILLIAM JAMES SUPARNO,0.67
MARIA SUPARNO,0.67
WENDY TJOENG,0.67
FERYANTO,0.67
DIANTO,0.67
SUSI YANTI,0.67
ILMANDRI,0.67
RINO SYAMSURI,0.67
SURYADI HERTANTO,0.67
MASAFUMI SENZAKI,0.67
SATRIO DARU SASONGKO,0.67
PT NUSANTARA EKSPRES KILAT,0.67
PT SHOPEE INTERNATIONAL INDONESIA,0.67
PT MNC SEKURITAS,0.67
PT ASTRA TOL NUSANTARA,0.67
MAHMUDI,0.67
ALVIN GOZALI,0.67
PT SOMA DAYA UTAMA,0.67
PT SOMA JAYA INVESTAMA,0.67
PT HUTAMA KARYA INFRASTRUKTUR,0.67
PT HAKAASTON,0.67
GARY KURNIAWAN,0.67
PT ANSAF INTI RESOURCES,0.67
PT ANSAFINTI RESOURCES,0.67
IWAN KUSTIO,0.67
AGUNG HADI TJAHJANTO,0.67
H ABDUL ZAFAR,0.67
ANIRBAN ASIT KUMAR GHOSH,0.67
PIONEERINDO GOURMET INTERNATIONAL TBK,0.67
BAYU BUANA TBK,0.67
HU BO,0.67
LI WENBO,0.67
TAN SIEW LAN NANCY,0.67
FIFI ANANTO,0.67
MUTIARA ARIEF,0.67
EVI SURYANI,0.67
DUAN TAIPING,0.67
WEI PENG,0.67
KAWAN RAHMAT,0.67
AMRIT CHANDARBAN LAKHIANI,0.67
PT TRITUNGGAL SENTRA BUANA,0.67
PT CITRA RIAU SARANA,0.67
MUJIATI,0.67
RIANDA SULISTYANINGRUM,0.67
ANTON ADITYA SUBOWO,0.67
HIOE DODIK YUNARTO,0.67
LIEM CHIE ING,0.67
LEE KUENYAO,0.67
CHANDRA WIRAWAN,0.67
SUPRIYANTO SILALAHI,0.67
EKA DJAYA,0.67
PT BANK GANESHA TBK,0.67
TJIU THOMAS EFFENDY,0.67
STELLA ISABELLA DJOHAN,0.67
GATOT SUDARIYANTO,0.67
SIANA ANGGRAENI SURYA,0.67
LENNY MARLYNA WIBISONO,0.67
BOBBY HENRY NOYA,0.67
HANS FALITA HUTAMA,0.67
KRISDA MONTHIENVICHIENCHAI,0.67
KOSUKE IKEDA,0.67
JOHANNES ZAMINDA JALI,0.67
PT MEDIA SEJAHTERA SELARAS,0.67
PT ERA MEDIA SEJAHTERA TBK,0.67
BERY,0.67
TONY SIMON SI,0.67
AFIFY JAUHARI,0.67
JULFAHDIN PANCA,0.67
NGATIRAN,0.67
CERWIN VEGA,0.67
DRH MEITI IFIANTI,0.67
JIANG XIAOZHEN,0.67
DONG JINGWEI,0.67
SANDRA CREA,0.67
ROBERT GARAVAGNO,0.67
JONY CHAYADI,0.67
YANPING HU,0.67
KARIM,0.67
ALBERT AMANTA,0.67
JUMARYANI,0.67
PT TRANS LAYANAN HALMAHERA,0.67
PT GLOBAL METAL TRADING,0.67
SONJA TJAHJA,0.67
FREDDY SASONGKO,0.67
HALIM SASONGKO,0.67
DELICIA DJUANDA PUTRI,0.67
VICTOR SASONGKO,0.67
YOON CHUNG SUNG,0.67
TJHIE SUGIANTO,0.67
LIHIN RUSTAFA,0.67
DEDE MINATAJAYA,0.67
FRANCISCA SETIAWAN,0.67
SONNI SUBARNAS,0.67
TEDDY TEDDY TEH,0.67
HADY JONO,0.67
ANTONIUS FERRY BASTIAN,0.67
CHRISTIANSEN MEGUMI KANTA,0.67
BACHTIAR KARIM,0.65
PT RMK ENERGY TBK,0.64
PT SINERGI GLOBAL SERVIS,0.64
KILALA TILAAR,0.64
MAYORA INDAH TBK,0.64
ROBY TAN,0.64
HERMANTO,0.64
LOW YEW LEAN,0.63
RICHARD WIRIAHARDJA,0.62
MICHELLA RISTIADEWI,0.62
VICTOR RACHMAT HARTONO,0.62
MARTIN BASUKI HARTONO,0.62
PT CATURKARDA DEPO BANGUNAN TBK,0.62
SUSANTI,0.62
PT MAKASSAR TENE,0.62
PT ATRI DISTRIBUSINDO,0.62
IGNATIUS EDY SUHARDAYA,0.62
ERWIN TANUWIDJAJA,0.62
VIPERI LIMIARDI,0.62
RUDY HARTONO,0.62
BILLY HARTONO SALIM,0.62
SAID ALI ACHMAD,0.62
HERMAN TANSRI,0.62
FADJAR JUDISIAWAN,0.62
PT MAHKOTA SENTOSA UTAMA,0.62
PT GRAND HOUSE MULIA TBK,0.62
PT INTER PARIWARA GLOBAL,0.62
NOVEL ARSYAD,0.61
HARYANTO TJIPTODIHARDJO,0.61
ELLY SOEPONO,0.61
GOENAWAN MOHAMAD,0.6
BAMBANG HARYMURTI,0.6
PINARTO SUTANTO,0.6
DJADJANG TANUWIDJAJA,0.6
EXPLOITASI ENERGI INDONESIA TBK,0.6
INDRA U BAKRIE,0.6
ADINDA A BAKRIE,0.6
ONG MU HING,0.6
ACHMAD FADHIEL,0.6
ZULKHAIRI,0.6
HARI ANANTHANARAYANAN,0.6
JOCELYNE S TJANDRA,0.6
LU FRANSISCA LUKE IE TJIE,0.6
BAMBANG,0.6
CASSANDRA KIARA RAMLI,0.6
ERWIN SENJAYA HARTANTO,0.6
HENDY RUSLI,0.6
IKIN WIRAWAN,0.6
TJANDRA MINDHARTA GOZALI,0.6
RUDOLF PARNINGOTAN NAINGGOLAN,0.6
FELIX ARIODAMAR,0.6
YOYONG,0.6
PT BANK CAPITAL INDONESIA TBK,0.6
PT METRO HEALTHCARE INDONESIA TBK,0.6
PT CAPITAL FINANCIAL INDONESIA TBK,0.6
CHRISTIAN SUGIARTO,0.6
RUDIANTO,0.6
PT INOVASI ALCO PANEL,0.6
PT JANKAMADI GRIYASARANA,0.6
PT DWIMITRA GRIYA SENTANI,0.6
PT PRIMA TRANSPORTASI SERVIS INDONESIA,0.6
PT RIAU ANDALAN PULP AND PAPER,0.6
RIAU PRIMA ENERGI,0.6
JULIUS KURNIAWAN,0.6
WILLY KURNIAWAN,0.6
JONATHAN TJITRA SUTOMO,0.6
KOHAR SUTOMO,0.6
LILYANTI TJITRA,0.6
MULYANTO,0.6
WINARDI,0.6
BUDI PURNOMO HADISURJO,0.6
IVONNE HADISURJO,0.6
EDWARD SUBRATA H KUSUMA,0.6
URIPTO WIDJAJA,0.6
MIMING THENIKO,0.6
TOMMY HO,0.6
ANGOLA ANGGRAINI,0.6
MAHAKA MEDIA TBK,0.6
EDY KUSUMA,0.6
SUKARTONO,0.6
YULIA,0.6
AYNI,0.6
KRISTIYANI,0.6
TRI IRAWAN HADI,0.6
SURYA ADIPUTRA SURUADJI,0.6
RUDDY DARMAWANGSA,0.6
ARIONO DARMAWANGSA,0.6
DJOKO JOELIJANTO,0.6
EVELINE LISTIJOSUPUTRO,0.6
HENRY KURNIAWAN LATIEF,0.6
KARNA BRATA LESMANA,0.6
NATASHA LESMANA,0.6
MUHAMMAD BULDANSYAH,0.6
VIKRAM SINHA,0.6
LEE CHI HUNG,0.6
YOSAN KUSUMA,0.6
YOVIE KUSUMA,0.6
PT TAMAN MERAH INVESTASI,0.6
PT PASTI BALI,0.6
PT TAMAN MERAH BALI,0.6
PT JIMBARAN HILLTOWN,0.6
PT JIMBARAN HIJAU INVESTA,0.6
PT SILIKON BALI INDONESIA,0.6
KIKI HAMIDJAJA,0.6
FENI SILVIANI BUDIMAN,0.6
ANDI JAYA,0.6
PT BUNDAMEDIK TBK,0.6
PT JDSPORTS FASHION INDONESIA,0.6
PT CITRA ANUGRAH SUKSES ABADI,0.6
PT ERA PRIMA MEDIKA,0.6
SURYO SUHERMAN,0.6
PT EMIRINDO DINAMIKA PRATAMA,0.6
PT EMITAMA INTI SURYA,0.6
PT LOGITEK DIGITAL NUSANTARA,0.6
SABAR,0.6
GRACE TJUGIARTO,0.6
PT POLARISWEB,0.6
PT ESPAY DEBIT INDONESIA KOE,0.6
PT ELANG ANDALAN NUSANTARA,0.6
EDDY ANTHONY,0.6
PT FOKUS RITEL NUSAPRIMA,0.6
PT FOKUS RITEL INDOPRIMA,0.6
PT BINA KARYA PRIMA,0.6
PT AGRONUSA INVESTAMA,0.6
PT MULTIMAS NABATI ASAHAN,0.6
PT AGRO PALINDO SAKTI,0.6
ANDREW SETIAWAN,0.6
RICKY PUTRA GLOBALINDO TBK,0.6
PAULUS GUNAWAN,0.6
RULLYANTO,0.6
MARIA THERESIA VELINA YULIANTI,0.6
ENDANG MAWARTI,0.6
PT DWI GUNA LAKSANA,0.6
PT SINERGI LAKSANA BARA MAS,0.6
PT DWI GUNA LAKSANA TBK,0.6
HANNIBAL S ANWAR,0.6
PT DIGITAL APLIKASI SOLUSI,0.6
PT ADMINISTRASI MEDIKA,0.6
PT INFOMEDIA NUSANTARA,0.6
PT PINS INDONESIA,0.6
PT TELKOM SATELIT INDONESIA,0.6
PT MULTIMEDIA NUSANTARA,0.6
TANDEAN RUSTANDY,0.6
EDY SUYANTO,0.6
EDWIN PAMIMPIN SITUMORANG,0.6
PT SEMEN GRESIK,0.6
PT SINERGI MITRA INVESTAMA,0.6
PT SEMEN INDONESIA LOGISTIK,0.6
MEILIZA WAN,0.6
SUHAR PIE,0.6
HAJI EDDY ICHWAN,0.6
RUDY KURNIAWAN,0.6
RUDY MARGONO,0.6
ARVIN FIBRIANTO ISKANDAR,0.6
HALIM WAHJANA,0.6
AJI PRASETYANTI,0.6
MUHAMAD FATHIR,0.6
PT HUAFEI NICKEL COBALT,0.6
PT HUAKE NICKEL INDONESIA,0.6
PT HUAYUE NICKEL COBALT,0.6
PT DIAN BAHARI SEJATI,0.6
PT BAHTERA ENERGI SAMUDRA TUAH,0.6
PT ENERGI SAMUDRA LOGISTICS,0.6
SHI QIN,0.6
PT USAHA KITA SUKSES MANDIRI,0.6
PT JUI SHIN INDONESIA,0.6
PT CHANG JUI FANG INDONESIA,0.6
ANG KINARDO,0.6
TAN FRANCO AGUNG,0.6
HERRYANTO SETIONO HIDAYAT,0.6
HARTO DJOJO NAGARIA,0.6
LILIAWATI RAHARDJO,0.6
HARDY SATYA,0.6
YOHAN SATYA,0.6
DIMAS ADIYASA WIRYAATMAJA,0.6
RONALD SUTARDJA,0.6
ASHISH GUPTA,0.6
ALI GUNAWAN BUDIMAN,0.6
RULY GANANTO,0.6
ANANTO,0.6
SUGI,0.6
SOLEMAN TABBA,0.6
ELIM,0.6
FAKHRU RIZA,0.6
EVIDIAWATY,0.6
RINI FAHRIAL,0.6
LUJENG WIYONO,0.6
ZHANG HAIYAN,0.6
XIE XU,0.6
NANCY SARIKY,0.6
YEOH LEAN KHAI,0.6
CHOONG KAM LOONG,0.6
HENDERI DJUNAIDI,0.6
PUTRI SELARAS,0.6
RAJA SAPTA ERVIAN,0.6
PT CISANGGIRI HYDRO,0.6
PT CISONO HYDRO,0.6
PT PETRO HIDRO OPTIMA,0.6
HARRY BUDI PRASETYA,0.6
JOSEF ARIES DEWANTORO,0.6
KEMAS MUHAMAD ARDIAN,0.6
ASEP DADANG,0.6
PT SIGMA ENERGY COMPRESSINDO TBK,0.6
JOE BENYAMIN,0.6
SUARDI MAUNAN PANAI,0.6
TAN SRI SYED AZMAN BIN SYED LBRAHIM,0.6
SURJANDI,0.6
MELI,0.6
SUDARNA,0.6
JUPRI WIJAYA,0.6
JOKO GUNAWAN,0.6
SUSANTI WIDJAJA,0.6
HENDRO WIRAWAN,0.6
WILSON WIRAWAN,0.6
MELIA SUHERMAN,0.6
ARIF SUHERMAN,0.6
YANSEN THENIKO,0.6
MARTIN THENIKO,0.6
JIMMI HO,0.6
INDRAWATI KANGMARTONO,0.6
DEWI PUSPA,0.6
HERU SUTOPO,0.6
AGUS CAHYONO ADI,0.6
SUKRIYANTO,0.6
RIDWAN BUDIJONO,0.6
SYAILENDRA SURMANSYAH BAKRIE,0.6
PT JASAMARGA PROBOLINGGO BANYUWANGI,0.6
PT ASURANSI JASARAHARJA PUTERA,0.6
PT JASAMARGA JAPEK SELATAN,0.6
EKA TJANDRANEGARA,0.6
JOANNE S TJANDRANEGARA,0.6
SOETJIPTO NAGARIA,0.6
LILIANA KOMAJAYA,0.6
SUPARDJI,0.6
PT ENERGI SINAR TAMBANG,0.6
PT DIAN CIPTAMAS AGUNG,0.6
PT ASIAN BULK LOGISTICS,0.6
SUGIANTO,0.6
TONY,0.6
RUDY HUSMANTO,0.6
SONYA MERY ANNA PASKAWATY HUTABARAT,0.6
SAKARIN TANGKAVACHIRANON,0.6
RICHARD HEINHUIS,0.6
NELSON HENDRIK SIMAMORA,0.6
LAURENSIA D SIHOTANG,0.6
NEVY CHRISTINA SIHOTANG,0.6
BURHAN,0.6
EDDY HAKIM SO,0.6
UDIN SARAGIH,0.6
SETIAWAN ANG,0.6
REYNER SETIAWAN,0.6
EKA OKTAVIANTA,0.6
HERU TRI SUSILO,0.6
IIN SAINAH,0.6
DJUFRI,0.6
ALAMSJAH,0.6
RASJID ARIFIN,0.6
OESMAN SAPTA,0.6
PT PERMATA BINTANG BORNEO,0.6
PT TRANS JAYA PERKASA,0.6
JAMES WINNER,0.6
MAWARTI,0.6
VINCENT WINNER,0.6
MICHAEL WAHYUDI DHARMAWAN,0.6
LILIYANTI SOEWANTO,0.6
SALIM SOEWANTO,0.6
AMELIA WIDJAJA,0.6
TINA WIDJAJA,0.6
PT CITRA BORNEO GLOBAL FEEDS,0.6
PT CITRA BORNEO INDAH,0.6
PT SAWIT SUMBERMAS SARANA TBK,0.6
GOENAWAN SUSATIYO MOHAMAD,0.6
MARIUS OBBERT MULIA,0.6
KIM JOHANES MULIA,0.6
JUAN MULYA,0.6
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),0.6
PT TJAHJA SAKTI MOTOR,0.6
PT ISUZU ASTRA MOTOR INDONESIA,0.6
SHANTI LASMININGSIH POESPOSOETJIPTO,0.59
JAEGOPAL HUTAPEA,0.59
MOHAMAD JUSUF HAMKA,0.59
BETONJAYA MANUNGGAL TBK,0.59
AGUNG BUDI WASKITO,0.59
WIJAYA KARYA BETON,0.59
LIE HARJONO,0.58
MANDOM INDONESIA TBK,0.58
JOHAN WIDAKDO LIEM,0.58
DJONNY TASLIM,0.58
PT PANCA BUDI IDAMAN TBK,0.58
HARUN HAJADI,0.58
FINNA HUANG,0.58
HOWARD KEN LUKMITO,0.58
KOKOH INTI AREBAMA TBK,0.58
LIONMESH PRIMA TBK,0.58
DEWI SUKWANTO,0.58
NG KOEI KIE,0.58
NG SIEW MOI,0.58
LIM JING YI CLARA KARIM,0.58
BAHARI KARIM,0.58
CHRISTINE LIM,0.58
AMY DELIA,0.57
TSAI CHIUFENG,0.57
TSAI MENGHUA,0.57
LUSIANA SWANDAYANI,0.57
FITRI WIYANTI,0.57
REZA FEBRIANO,0.57
MOHAMAD AGUS SETIAWAN,0.57
PRAMITHA WULANJANI,0.57
YONGKY WIJAYA,0.57
BENNY,0.57
PT ASIANAGRO AGUNGJAYA,0.57
PT SARI DUMAI SEJATI,0.57
PT SARI DUMAI OLEO,0.57
PT KUTAI REFINERY NUSANTARA,0.57
HUGENG GOZALI,0.57
SALLY,0.57
LATIP,0.57
SEAN LEE YUN FENG,0.57
FAADHIL IRSHAD NASUTION,0.57
BINGAR EGIDIUS SITUMORANG,0.57
JODI ANDREA SURYOKUSUMO,0.57
DARMADI DARMAWANGSA,0.57
AAN ANDRIANI SUTRISNO,0.57
SUSAN WIDJAYAWATI,0.57
TJIO YAFET KRISTANTO,0.57
PT ARMADA BERJAYA TRANS TBK,0.57
INDRA SANDJOJO,0.57
SURYONO LIMPUTRA,0.57
ARIEF ADINOTO,0.57
ALEXANDER ADRIAN HITIPEUW,0.57
DEVIN AMADEUS,0.57
FIDEL LAURENS,0.57
YOHAN SABUR,0.57
GIONALAWATY SUWANDI,0.57
SILVY SABUR,0.57
TEDDY SABUR,0.57
SUMET JIARAVANON,0.57
SEEMA LOHIA,0.57
SHRUTI LOHIA,0.57
SYAFRI YUZAL,0.57
HASTONO BAYU TRISNANTO,0.57
FATMAWATI,0.57
PT SUNGAI RANGIT,0.57
PT MANGOLE TIMBER PRODUCERS,0.57
PT USAHA AGRO INDONESIA,0.57
PT PERTIWI AGRO SEJAHTERA,0.57
SUWANDI TANDRIN,0.57
ROBBIN TANDRIN,0.57
DARWIN TAMDRIN,0.57
SUGIANTO JIO,0.57
WIMMY ARNANDO,0.57
ALEXSANDRA SUTIKNO,0.57
ROSALINA INDRA WIRAWATI,0.57
IRVAN HANAFI,0.57
THERESIA INDRA WIRAWAN,0.57
DANIEL MULJADI HANAFI,0.57
SHINTA,0.57
ANDREW HIDAYAT,0.57
BUDI SANTOSO SIMIN,0.57
YOGA SUSILO,0.57
KARIM NAGADIPURNA NG,0.57
INDRA WIDYADHARMA,0.57
AGNES KRISTINA,0.57
FRANCIS DAYNE HARYONO,0.57
THELLY ROPE,0.57
KHAIRUDDIN SIMATUPANG,0.57
TAMLIKHO,0.57
LIANA SAPUTRI,0.57
INDRA SURYA,0.57
HARYANTO SOFIAN,0.57
ROY PETRUS CHALIM,0.57
IWAN SUGIARJO,0.57
DJANI SUTEDJA,0.57
LASMAN CITRA,0.57
PUDJI HARIANTO,0.57
POEDJI HARIXON,0.57
HENRY BUDIONO,0.57
SOELIANA TANUMIHARDJO,0.57
INDAHTATI WIDJAJADI,0.57
STEPHEN WALLA,0.57
RONALD WALLA,0.57
SUGITO WINARKO,0.57
YASUSHI ITAGAKI,0.57
LINA,0.57
SRI PRAKASH LOHIA,0.57
AMIT LOHIA,0.57
AGUS MULYANTO,0.57
ARIEL WIBISONO,0.57
YONATHAN HIMAWAN HENDARTO,0.57
AHMAD FAHMI,0.57
JOPIE WIDJAJA,0.57
RD JAMES R SUBEKTI,0.57
JOHN PIETER SEMBIRING,0.57
WIDIANTO KOSWARA,0.57
NAGA WIDJAJA,0.57
PT GERNE INTERNASIONAL,0.57
PT SINARINDO MEGAH PERKASA,0.57
PT ANAGA SHIPPING INDONESIA,0.57
WIRJANTO YUWONO,0.57
LIM KAH HOCK,0.57
LIM CHIN KIM,0.57
KENNY LIM,0.57
SUSAN LIM MEI PENG,0.57
RUSLI TOBING,0.57
HENDI SISWANTO,0.57
BUDI SISWANTO,0.57
DANNY RACHMAD,0.57
ONG TIAUW KIE,0.57
CECEP,0.57
ARIFIN,0.57
ARIES ONGKOWIJOYO,0.57
HOENTORO HADIWIDJOJO,0.57
THEODORE TONNY HENDARTO,0.57
CHANDRA FIRMANTO,0.57
ROBERT CHRISTIAN TANOKO,0.57
KURNIA HADI SINANTO,0.57
ANGELICA TANISIA JOZAR,0.57
WIJONO TANOKO,0.57
MARKUS SILITONGA,0.57
GRACE ERNAWAN,0.57
EVI MARINI,0.57
MERIAM LINA SITORUS,0.57
PT PRIMAFOOD INTERNATIONAL,0.57
BISI INTERNATIONAL TBK,0.57
SURIAWATI TAMIN,0.57
PRISCILLA VIKANANDA MARGAKA,0.57
AXEL TOBIAS JOEL,0.57
KARNADI MARGAKA,0.57
MASTAN SINGH,0.57
OCTAVIANUS WENAS,0.57
SAINI SUNIL KUMAR,0.57
SANDEEP KAUR DO AMIR JIT SINGH,0.57
GOUW ERENE GOETAMA,0.57
ANDRE FRANKLIN SAHELANGI,0.57
EDWIN WIDJAJA,0.57
RYAN KIM MILLER,0.57
TAN PING,0.57
SURYADI,0.57
VONNY KRISTIANI,0.57
HERMAN HERRY ADRANACUS,0.57
STEVANO RIZKI ADRANACUS,0.57
INDJUN,0.57
SURYA TOTO INDONESIA TBK,0.57
SHINDO SUMIDOMO,0.57
JUWITA WIJAYA,0.57
DEWI TRIAFINI,0.57
HERMAN TANDRIN,0.57
