Nama,PageRank
PT ECS INDO JAYA,0.28
PT ELIFE DIGITAL ECOSYSTEM,0.28
PT ACER INDONESIA,0.28
PT DAHUA VISION TECHNOLOGY INDONESIA,0.28
PT DINAR ENERGI UTAMA,0.28
PT KURNIA ABADY INDONESIA,0.28
PT SITAU NAMONANG,0.28
PT GL ASIA,0.28
PT SINAR ARTA MULIA,0.28
PT AGRO WANA LESTARI,0.28
PT ELISABETH BERKAT ENERGI,0.28
PT SURYA SUBUR LESTARI,0.28
PT BARUNA DIRGA DHARMA,0.28
PT BUMI PERSADA PERMAI,0.28
PT MARITIME POWER,0.28
PT PANDORA MULTI ARTHA,0.28
PT PERMATA LINTAS ABADI,0.28
PT BARUNA POWER LINE,0.28
PT BORNEO SAMUDRA PERKASA,0.28
PT PULAU SEROJA JAYA,0.28
PT SAGA MAS ASIA,0.28
PT WALASUJI PADMARIN NUSANTARA,0.28
YAYASAN PEMBERDAYAAN MASYARAKAT AMUNGME DAN KAMORO,0.28
PT PHILIP MORRIS SAMPOERNA INTERNATIONAL SERVICE CENTER,0.28
PT ALUN INDAH,0.28
PT ARMADA AUTO TARA,0.28
PT CITRA SANJAYA GUNA PERKASA,0.28
PT GEMILANG BERLIAN INDAH,0.28
PT GOWA KENCANA MOTOR,0.28
PT HUDAYA MAJU MANDIRI,0.28
PT MEGATRADINDO INTERNASIONAL,0.28
PT PANGERAN PUTRA PERKASA,0.28
PT PRATAMA GALUR USAHA,0.28
PT AGRO JAYA,0.28
PT HAKA POLAR INDONESIA,0.28
PT PRIMA CITRA PERDANA,0.28
PT TEKNO INFRASTRUKTUR SUKSES,0.28
PT PATRA SUPPLIES AND SERVICES,0.28
PT IDEA ASIA INVESTAMA,0.28
PT MULTI EFEK NUSANTARA,0.28
PT ANUGRAH ALAM MITRA MAKMUR,0.28
PT BARIA BULK TERMINAL,0.28
PT FRISIAN FLAG INDONESIA,0.28
PT SULAWESI MINING INVESTMENT,0.28
PT YASHI INDONESIA INVESTMENT,0.28
PT DANKOS FARMA,0.28
PT LAPI LABORATORIES,0.28
PT INKOTE INDONESIA,0.28
PT TOYO INK INDONESIA,0.28
PT HASANA KARYA,0.28
PT SAMUDERA LAUTAN ABADI,0.28
PT SUMBER MINA SAMUDERA,0.28
PT TMG CIPTA SINDO SELARAS,0.28
PT GUNUNG MAS GROUP,0.28
PT SAMUDERA MULIA ABADI,0.28
PT DANISWARA AMANAH CIPTA,0.28
PT EXXONMOBIL LUBRICANTS INDONESIA,0.28
PT HINO MOTORS SALES INDONESIA,0.28
PT SOMPO INSURANCE INDONESIA,0.28
PT VOLVO INDONESIA,0.28
PT CS2 POLA SEHAT,0.28
PT FASTANA LOGISTIK INDONESIA,0.28
PT INDOMOBIL PRIMA ENERGI,0.28
PT TEKNOLOGI PENGANGKUTAN INDONESIA,0.28
PT BUMEN REDJA ABADI,0.28
PT ELANG PUTRA TRITUNGGAL,0.28
PT PLAZA AUTO PRIMA,0.28
PT SEJAHTERA BUANA TRADA,0.28
CV SENANG SETUJU JAKARTA,0.28
CV ERA JAYA PERKASA,0.28
PT BERDIKARI TUNGGAL PERKASA,0.28
PT METALINDO PRATAMA INDONESIA,0.28
PT KHARISMA KARYA PERTIWI,0.28
PT MITRA UTAMA SINERGI TANGGUH,0.28
PT SENTOSA KIMIA,0.28
PT DUTAMAS SATU,0.28
PT KAYU LIMA SEJAHTERA,0.28
PT MANDIRI JAYA SUCCESSINDO,0.28
PT RIMBA PARTIKEL INDONESIA,0.28
PT SUMBER GRAHA SEJAHTERA,0.28
PT KARTIKA CEMERLANG,0.28
PT MITSUI INDONESIA,0.28
PT SATONA,0.28
PT SUPERCHEM PRIMA LESTARI,0.28
PT TOYA INDO MANUNGGAL,0.28
PT HINO MOTORS MANUFACTURING INDONESIA,0.28
PT MITRA SAMUDRA INDONESIA,0.28
PT CABOT INDONESIA,0.28
PT INTAN BARU PRANA TBK,0.28
PT IDEA INDONESIA AKADEMI TBK,0.28
PT SEKAWAN SEJATI RESOURCES,0.28
PT ERA MANDIRI CEMERLANG TBK,0.28
PT INDO KOMODITI KORPORA TBK,0.28
PT ALAM LESTARI NIAGA,0.28
PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK,0.28
CAHAYA AERO SERVICES TBK,0.28
PT KINO INDONESIA TBK,0.28
PT MITRA ENERGI PERSADA TBK,0.28
PT REMATE UTAMA PRIMA,0.28
PT ADORA MAKMUR SENTOSA,0.28
PT DEKORAMIK PERDANA,0.28
PT NIPSEA PAINT AND CHEMICALS,0.28
PT SATYA LANGGENG SENTOSA,0.28
PT GLOBAL SEKAWAN KREASI,0.28
PT RIAU MULIA MITRA MEDIKA,0.28
PT TIGA SAUDARA HUSADA,0.28
PT ERA MAJU SEJAHTERA,0.28
PT INTI MAKMUR MEDITAMA,0.28
PT PANDU BIOSAINS,0.28
PT UBC MEDICAL INDONESIA,0.28
PT LUSAVINDRA JAYAMADYA,0.28
PT SENTRA AWAN MAXIMA,0.28
PT RITEL TEKNOLOGI MANDIRI,0.28
PT MERLIN WIJAYA,0.28
PT OMEGA MINERBA GAN,0.28
PT KERETA COMMUTER INDONESIA,0.28
PT HAIER SALES INDONESIA,0.28
PT PERTAMINA PETROCHEMICAL TRADING,0.28
PT AGUS SUTA LINE,0.28
PT AMICO PUTERA PERKASA,0.28
PT ANEKA KIMIA INTI,0.28
PT OFFSHORE WORKS INDONESIA,0.28
PT PELAYARAN ROYLEA MARINE LINE,0.28
PT PERTAMINA RETAIL,0.28
PT SAMUDERA BAHTERA INDAH,0.28
PT TIMURAYA TUNGGAL,0.28
PT WAHANAKARSA SWANDIRI,0.28
PT SODEXO MOTIVATION SOLUTIONS INDONESIA,0.28
PT BERKAT AMADEUS SUKSES SENTOSA,0.28
PT PANDURASA KHARISMA,0.28
PT SEMBILAN SEJAHTERA,0.28
PT SERVIUM GLORY AGRO,0.28
PT DUTA AGUNG ANUGERAH,0.28
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,0.28
PT GLOBAL NIAGA PRATAMA,0.28
PT INFINITY DISTRO,0.28
PT MITRAMAS MAKMUR PERKASA,0.28
PT RUMAH DIGITAL NUSANTARA,0.28
PT SINERGY INDOPACK MAKMUR,0.28
PT TITIK INDAH PERMAI,0.28
PT ONIGROUP GLOBAL INDONESIA,0.28
PT PANCARAN ARINDO SELARAS,0.28
PT TRANSFORMA OTO PRIMA,0.28
PT DWI SAPTA PRATAMA,0.28
PT ASPIRASI ADHYA AERON,0.28
PT KHARISMA STARVISION PLUS,0.28
PT LYTO SUKSES BERSAMA,0.28
PT REKATA SEMBILAN BELAS,0.28
RAPI FILM,0.28
PT TARIK SEMANGAT BERSAMA,0.28
PT GCB COCOA INDONESIA,0.28
PT HARUM MANIS SELARAS,0.28
PT MAHESA JENAR SEMARANG,0.28
PT AMARTHA MANUNGGAL PRIMA,0.28
PT GLOBAL JET CARGO,0.28
PT SERIKAT HANTAR EKSPEDISI,0.28
PT SWEET GREENS INDONESIA,0.28
PT BERUA JAYA SEJAHTERA UTAMA,0.28
PT PETRAMAS HARJA SEJAHTERA,0.28
PT GEMA TABAYA AMANAT,0.28
PT SIEGWERK INDONESIA,0.28
PT ASIA CENTRAL PRATAYA,0.28
PT BINTANG BAHARI SEJATI,0.28
PT EPS GLOBAL LINK INDONESIA,0.28
PT FAJAR CARGO LOGISTIC,0.28
PT BABABOS BANGKIT BERSAMA,0.28
PT KRAYON KONSULTAN INDO,0.28
PT BANGUN DAYA UTAMA,0.28
PT MAHKOTA SEMESTA NIKELINDO,0.28
PT PERINDUSTRIAN SAWIT SYNERGI,0.28
PT SITEBA ENERGY,0.28
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,0.28
PT MOLLINDO CIPTA MANDIRI,0.28
PT PERSADA NUSANTARA STEEL,0.28
PT SIGMA MEGA GENTA ENERGI,0.28
PT TAKENAKA INDONESIA,0.28
PT TIGA OREGON PUTRA,0.28
PT SURYA MEGA ADIPERKASA,0.28
PT ARJUNA UTAMA SAWIT,0.28
PT LIMPAH SEJAHTERA,0.28
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,0.28
PT TUNAS PRIMA SEJAHTERA,0.28
KOPERASI SAWIT AGUNG BAYA,0.28
PT AGRIMAS UTAMA INDONESIA,0.28
PT DELTA PAWAN ABADI,0.28
PT GOAUTAMA SINARBATUAH,0.28
PT UNITED SHIPPING INDONESIA,0.28
PT ANEKA SAMUDERA LINTAS,0.28
PT RHINOPUTRA JAYA SEJAHTERA,0.28
PT AVIA JAYA INDAH,0.28
PT CARDIG INTERNATIONAL,0.28
PT AULIA DANARDANA,0.28
PT STRUKTURINDO TIFATAMA PASIFIK,0.28
PT TODA PILAR PRATAMA,0.28
PT WELL HARVEST WINNING ALUMINA REFINERY,0.28
PT AXIA KONSULTAMA TRUSTINDO,0.28
PT KEMBAR JAYA ABADI,0.28
CV ARTHA PUTRA WARDHANA,0.28
PT ANEKA BANGUN USAHA,0.28
PT BHAKTI BUANA MAKMUR DISTRIBUTOR,0.28
PT MURADO TANGKAS ABADI,0.28
PT SINAR GEMILANG PERDANA MANDIRI,0.28
PT RANAR RAYA,0.28
PT KALIMANTAN PRIMA PERSADA,0.28
PT LUMOSO PRATAMA LINE,0.28
PT SAMUDRA MARINE INDONESIA,0.28
PT INDRA ANGKOLA ENERGY,0.28
PT BERKAT BERSAMA TEKNIK,0.28
PT JAYA ENGINEERING TECHNOLOGY,0.28
PT MANDIRA INFRA TRIPAKARTI,0.28
PT SANGGAR JAYA ABADI,0.28
PT TRITAMA AJI LAKSANA,0.28
PT TUNAS CAHAYA MANDIRI WIDYATAMA,0.28
PT WAHANA INFRASTRUKTUR NUSANTARA,0.28
PT ZTT CABLE INDONESIA,0.28
PT EDS MANUFACTURING INDONESIA,0.28
SENAYAN TRIKARYA SEMPANA,0.28
PT ANUGRAH SUKSES MINING,0.28
PT BERKAH DAYA MANDIRI,0.28
PT QUADRA SAMUDRA PERKASA,0.28
PT ARDISAL JASA UTAMA,0.28
PT CITRA BAHARI SHIPYARD,0.28
PT GAMATARA TRANS OCEAN SHIPYARD,0.28
PT DWI MUTIARA SEJAHTERA,0.28
PT SINERGI BANGUN UTAMA,0.28
PT PELABUHAN BUKIT PRIMA,0.28
PT KALIMANTAN FERRO INDUSTRY,0.28
PT SURYA INTAN SENTANA JAYA,0.28
PT ASURANSI JIWA MANULIFE INDONESIA,0.28
PT MULTINDO PRIMA TEKNIK,0.28
PT RPP CONTRACTORS INDONESIA,0.28
PT FAJAR SURYA SWADAYA,0.28
PT ANEKA CAHAYA SURYA,0.28
PT ARTHANUSA KARYA PERSADA,0.28
PT TECHNOLOGY KARYA MANDIRI,0.28
PT ZTE INDONESIA,0.28
PT TIRTA SURYA RAYA,0.28
PT KORINTIGA HUTANI,0.28
PT ANDIKA TEGUHSETYA,0.28
PT ARGHANIAGA PANCATUNGGAL,0.28
PT DUTABAHARI MENARA LINE,0.28
PT SAUNG BERDIKARI SENTOSA,0.28
PT ESTETIKA JAYA PERKASA,0.28
PT PANGKAL MULTIKARYA,0.28
PT SPECTRUM UNITEC,0.28
PT TUNAS JAYA SANUR,0.28
PT KARUNIA BERLIAN MAKMUR,0.28
PT SURYA CITRA MULTIMEDIA,0.28
PT ANEKA RAYA KONSTRUKSI MESINDO,0.28
PT ELLIGHT PRIMA INDONESIA,0.28
PT KURNIA JUNJUNG PERKASA,0.28
PT MANDAU BERLIAN SEJATI,0.28
PT MANDAYA INDO PRATAMA,0.28
PT SUMBER BERLIAN MOTORS,0.28
PT TOPSY TEHNIK PRATAMA,0.28
PT STANDARD TOYO POLYMER,0.28
PT CHANGHONG ELECTRIC INDONESIA,0.28
PT HANWHA MINING SERVICES INDONESIA,0.28
PT PERTAMINA LUBRICANTS,0.28
PT SEFAS PELINDOTAMA,0.28
PT WARGI SANTOSA,0.28
PT ANDIARTA MUZIZAT,0.28
PT HERBALIFE INDONESIA,0.28
PT KURNIA BOGA NARAYAN,0.28
PT TOKOPEDIA,0.28
MEGA DAYA PRIMA,0.28
PT SURYA RAYA CAPITAL,0.28
PT ADHI PERSADA GEDUNG,0.28
PT ADHI PERSADA PROPERTI,0.28
PT BERDIKARI PONDASI PERKASA,0.28
PT MITRA SISTEMATIKA GLOBAL,0.28
PT PELITAMAJU MULTISWAKARSA,0.28
PT SIGMAELTRA PROPERTINDO,0.28
PT ANGKASA PURA I (PERSERO),0.28
PT ANGKASA PURA I,0.28
PT CHIYODA INTERNATIONAL INDONESIA,0.28
PT CIPTA PILAR PERSADA,0.28
PT MARGA SARANA JABAR,0.28
PT PERKEBUNAN NUSANTARA IX,0.28
PT BERLIAN DJAYA NUSANTARA,0.28
PT DIRGANTARA YUDHA ARTHA,0.28
PT HANIL JAYA STEEL,0.28
PT KAWASAN BERIKAT NUSANTARA,0.28
PT SUMBER MITRA JAYA,0.28
PT BERLIAN MANYAR SEJAHTERA,0.28
PT HARRISMA DATA CITTA,0.28
PT JASAMARGA JOGJA BAWEN,0.28
PT JOGJASOLO MARGA MAKMUR,0.28
PT PERTAMINA HULU ROKAN,0.28
PT INDO SUKSES SENTRA USAHA,0.28
PT KAO INDONESIA CHEMICALS,0.28
PT POLYPLEX FILMS INDONESIA,0.28
PT SANTOSA RESOURCES,0.28
SEMAR KENCANA SEJATI,0.28
ALUMINDO LIGHT METAL INDUSTRY TBK,0.28
ASIAPLAST INDUSTRIES TBK,0.28
TRISULA INTERNATIONAL TBK,0.28
TRIAS SENTOSA TBK,0.28
PT WIRA SADANA LESTARI,0.28
PT TRIDUTA MITRA SEJAHTERA,0.28
CV NUTRINDO PANGAN,0.28
PT INSPIRASI BISNIS NUSANTARA,0.28
PT QUAKER INDONESIA,0.28
PT CATURDAYA SEMBADA,0.28
PT DAYACIPTA KEMASINDO,0.28
PT DBFF BOTON INDONESIA,0.28
PT DKSH INDONESIA,0.28
PT SARANA KEMASINDO PLASTIK,0.28
PT TEGAR INTI SENTOSA,0.28
PT HARRISMA INFORMATIKA JAYA,0.28
PT PUTRA SLEMAN SEMBADA,0.28
PT SOEDALI SEJAHTERA,0.28
PT TRITUNGGAL SUKSES PRATAMA,0.28
PT EKATUNGGAL TUNAS MANDIRI,0.28
PT MASSINDO KARYA PRIMA,0.28
PT MASSINDO SOLARIS NUSANTARA,0.28
PT SARANA UTAMA INDONESIA,0.28
PT ZINUS GLOBAL INDONESIA,0.28
PT HANWA INDONESIA,0.28
PT INDO KIDA PLATING,0.28
PT THREEBOND GARPAN SALES INDONESIA,0.28
PT HONDA PROSPECT MOTOR,0.28
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,0.28
PT ANUGERAH COVINDO INDONESIA,0.28
PT IDEXPRESS LOGISTIK INDONESIA,0.28
PT KOREA TOMORROW & GLOBAL INDONESIA,0.28
PT LUXENA VICTORY INDONESIA,0.28
PT ADIJAYA KARYA MAKMUR,0.28
PT DELTA MUTIARA AMARTA,0.28
PT PROSIS CHEMINDO NUSANTARA PRIMA,0.28
PT LOTUS MAS,0.28
PT TIRTA INVESTAMA,0.28
PT YASULOR INDONESIA,0.28
PT ASTI INDOGRAPH,0.28
PT RAPID PLAST INDONESIA,0.28
CIKAL JAYA PERMAI,0.28
PT ATLANTIS TRANS LOGISTIK,0.28
PT MAKIN BERKEMBANG TERUS,0.28
PT SURYA STEEL,0.28
PT AL ARES INDONESIA,0.28
PT GLOBAL JET EXPRESS,0.28
PT TINATA SUKSES MANDIRI,0.28
PT AYOPOP TEKNOLOGI INDONESIA,0.28
PT DUTA DAYA DIGITAL,0.28
PT FORMASI AGUNG SELARAS,0.28
PT PERTAMINA HULU ENERGI,0.28
PT FUNWORLD PRIMA,0.28
PT YASA PATRIA PERKASA,0.28
PT TRI MITRA EKA KHATA,0.28
PT DUA PUTRA PERKASA PRATAMA,0.28
MITRA NELAYAN,0.28
PT TRANSLINDO OCEAN PACIFIC,0.28
PT ASTRAZENECA INDONESIA,0.28
PT BEIERSDORF INDONESIA,0.28
PT GLOBAL ONKOLAB FARMA,0.28
PT HEXPHARM JAYA LABORATORIES,0.28
PT INTERBAT,0.28
PT KALBE BLACKMORES NUTRITION,0.28
PT KARA SANTAN PERTAMA,0.28
PT TAISHO PHARMACEUTICAL INDONESIA,0.28
PT UNZA VITALIS,0.28
PT ENB MOBILE CARE,0.28
PT ERA BLU ELEKTRONIK,0.28
PT SAMSUNG ELECTRONICS INDONESIA,0.28
PT SIEMENS INDONESIA,0.28
PT WORLD INNOVATIVE TELECOMMUNICATION,0.28
PT XIAOMI TECHNOLOGY INDONESIA,0.28
CV CIPTA NUSA,0.28
EVER YOUNG SEJATI,0.28
PT COATS REJO INDONESIA,0.28
PT YKK ZIPPER INDONESIA,0.28
PT GEMILANG SETIA SEJAHTERA,0.28
PT JAGONYA MUSIK DAN SPORT INDONESIA,0.28
PT KARYA PANGAN SEJAHTERA,0.28
PT KULINARI BOGA SEMESTA,0.28
PT VISI KREASI STUDIO,0.28
PT BIMA SAKTI STUDIO,0.28
PT DANAWA INTERKREASI,0.28
PT LASPRO MEDIA SINEMA,0.28
PT TATAMULIA NUSANTARA INDAH,0.28
PT EDOWARD RACKING INDONESIA,0.28
PT ETOS INDONUSA,0.28
CV LEGIT PUTRA,0.28
PT BOGA CATUR RATA,0.28
PT INTI PRIMA,0.28
PT VENUS PRIMA,0.28
PT GEOSADI,0.28
PT LENTERA DUNIA,0.28
PT SATRIA ANTARAN PRIMA TBK,0.28
HOTEL SAHID JAYA TBK,0.28
PT SILLO MARITIME PERDANA TBK,0.28
PT SUPERKRANE MITRA UTAMA TBK,0.28
PT SURYAMAS TRANSPORT NUSANTARA,0.28
PT SALAM PACIFIC INDONESIA LINES,0.28
PT TRANSINDO INTERDWIPANTARA,0.28
PT BAYU SINERGI SAKTI,0.28
PT HOWDEN INSURANCE BROKERS INDONESIA,0.28
PT KINDO RITEL PRIMA,0.28
PT LOE CUAN DULUAN,0.28
PT PILOFICE,0.28
PT TOP FOOD INDONESIA,0.28
PT BLACKSTEEL PROPERTIES,0.28
PT CAREFASTINDO,0.28
PT CENTREPARK CITRA CORPORA,0.28
PT HARAFIEL TRI JAYA,0.28
CV BANGUN BERKAH MAJU BERSAMA,0.28
PT EVERGREEN SHIPPING AGENCY INDONESIA,0.28
PT PRATAMA LOGISTIC SYSTEM,0.28
PT BAUER PRATAMA INDONESIA,0.28
PT CASA PRIMA INDONESIA,0.28
PT DELIMA KREASI NUSA,0.28
PT DINAMIKA SOLUSI OPTIMA,0.28
PT FARMEL CAHAYA MANDIRI,0.28
PT PERSADA MANDIRI SUKSES,0.28
PT SHIVA SAKTI STEEL,0.28
PT PRODIA DIAGNOSTIC LINE,0.28
PT ANUGRAH SOLIDINDO PRATAMA,0.28
PT OMEGA DRILLING SERVICES,0.28
PT TRUBA JAGA CITA,0.28
PT BUMI CIPTA RASA,0.28
PT HON CHUAN INDONESIA,0.28
PT SANTOS JAYA ABADI,0.28
CV SUDIRA UTAMA LESTARI,0.28
PT BUKIT BATU MULIA,0.28
PT BUKIT PEMBANGKIT INNOVATIVE,0.28
PT BUMI ALAM RAYA,0.28
PT MARAJA MASOGI,0.28
PT CT ADVANCE TECHNOLOGY,0.28
PT IVORY FORTUNER MAS,0.28
PT MEGAH ADHI KARYA,0.28
PT PERKASA BETON BATAM,0.28
PT SANY PERKASA,0.28
PT KARTIKA SELABUMI MINING,0.28
PT MASMINDO DWI AREA,0.28
PT PEGAUNIHAN TECHNOLOGY INDONESIA,0.28
PT GUNZE SOCKS INDONESIA,0.28
PT GARDATAMA MULIA KENCANA,0.28
PT GOLDEN GREAT BORNEO,0.28
PT BAHTERA PERMATA SARANA LANCAR,0.28
PT BANYAN KOALINDO LESTARI,0.28
PT USAHA MAJU MAKMUR,0.28
PT GEMA KARYA ABADI,0.28
PT KONE INDO ELEVATOR,0.28
PT SUMBER KARYA SUKSES,0.28
PT TIGA TEKNOLOGI PERSADA,0.28
PT BEAM MOBILITY INDONESIA,0.28
PT KAPUAS MUSI MADELYN,0.28
PT MAJU MIX BERSAMA ABADI,0.28
PT MATRA AGUNG PERSADA,0.28
PT VARIA USAHA BETON,0.28
PT ZAZA ANUGERAH MANDIRI,0.28
PT KERETA API LOGISTIK,0.28
CV SAMUDRA PANCA JAYA,0.28
PT SEMEN INDONESIA BETON,0.28
KOPERASI KELUARGA BESAR SEMEN PADANG,0.28
PT TIGA DAYA ENERGI,0.28
PT DERMAGA SUKSES JAYA ABADI,0.28
PT LINDA HANTA WIJAYA,0.28
PT MEXIS,0.28
PT TRI ANANDA PRATAMA,0.28
PT TOKYO RADIATOR SELAMAT SEMPURNA,0.28
PT ARTHAMAS SEJAHTERA MULIA,0.28
PT BERKAH SAMUDRA KHATULISTIWA,0.28
PT KARYA LAUTAN ABADI,0.28
PT MULTI TEKNIK MARITIM,0.28
CV CLIK,0.28
PT BALIBIASA INDAHKOLEKSI,0.28
PT EIGERINDO MULTI PRODUK INDUSTRI,0.28
PT TRAVEL BLUE INDONESIA,0.28
PT BUMI ANDALAS PERMAI,0.28
PT KAMADJAJA LOGISTICS,0.28
PT MOWILEX INDONESIA,0.28
PT INLIFE,0.28
PT INTI PRATAMA PERMAI,0.28
PT NARASI DIGITAL INDONESIA,0.28
PT PLASTIK KARAWANG FLEXINDO,0.28
PT GLOBAL SYSTECH MEDIKA,0.28
RUMAH SAKIT PELNI,0.28
PT CIKARANG PRIMATEX,0.28
PT ELO KARSA UTAMA,0.28
PT GE OPERATIONS INDONESIA,0.28
PT PIONIR ELEKTRIK INDONESIA,0.28
PT TAWADA HEALTHCARE,0.28
PT UTAMA SARANA MEDIKA,0.28
PT JAYA BUMI CAKRAWALA,0.28
PT GEMA ALAM LESTARI,0.28
PT MANDIRI TIMBER PRATAMA,0.28
PT DANUSARI MITRA SEJAHTERA,0.28
PT SEKAWAN ABADI PRIMA,0.28
PT MUTIARA SANJAYA,0.28
PT SINAR SAKTI KIMIA,0.28
PT GAGAS ENERGI INDONESIA,0.28
PT SWABINA GATRA,0.28
PT WIRA RAGNA CIPTA,0.28
PT DINA BANGUN NUSANTARA,0.28
PT SANSAINE EXINDO,0.28
PT TASTI ANUGERAH MANDIRI,0.28
PT JAKSON NIAGATAMA,0.28
PT SAPTA UNGGUL,0.28
PT TRIYASA GEOKOMUNINDO,0.28
PT BUMI MULIA PERKASA,0.28
PT NURMAN ABADI,0.28
PT TEKNIK KONSTRUKSINDO PERKASA,0.28
PT SARANA STEEL,0.28
PT INTERNUX,0.28
PT PRESTASI PIRANTI INFORMASI,0.28
PT TELEKOMUNIKASI SELULAR,0.28
PT HUME SAKTI INDONESIA,0.28
PT PRYSMIAN CABLES INDONESIA,0.28
PT CIPTA MANDIRI INVESTAMA,0.28
PT DUTA LINTAS LAUTAN,0.28
PT GLOBAL HANSTAMA JAYA,0.28
PT BENTENG CIPTA LAKSANA,0.28
PT BINA INFRASTRUKTUR NUSANTARA,0.28
PT GENTA CIPTA ABADI,0.28
PT SAHASSA PRIMA NIAGA,0.28
PT SETIA PRATAMA KONINDO,0.28
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,0.28
PT KERTOPATEN KENCANA,0.28
PT WOO IN,0.28
PT YAMAHA MUSICAL PRODUCTS ASIA,0.28
CV BINO ARSITAMA,0.28
PT JINGGA UNGGUL LOHJINAWI,0.28
PT LYRA AKRELUX,0.28
PT MESTIKA MAKMUR PERSADA JAYA,0.28
PT STARMEDIA INTISARANA SEJATI,0.28
PT BERSAMA LEMINDO ABADI,0.28
SENTOSA TATA MULTI SARANA,0.28
CV ATTHAFOOD,0.28
PT IKAGRIYA DARMAPERSADA,0.28
PT INTAN PERSADA,0.28
PT TRIMATRA BANGUN PERSADA,0.28
PT TIGA SAUDARA PUTRI,0.28
PT ASAHIMAS CHEMICAL,0.28
PT INEOS AROMATICS INDONESIA,0.28
PT SEBATIK MARIN SERVIS,0.28
PT SHELL INDONESIA,0.28
PT ATOM MEDIA INDONESIA,0.28
PT NUSANTARA ELANG SEJAHTERA,0.28
PT WIRA PAMUNGKAS PARIWARA,0.28
PT OMEGA FILM,0.28
CV DIGITAL JAYA SUMATERA,0.28
PT LUMBANG JAYA MAKMUR,0.28
PT HUTAMA MARGA WASKITA,0.28
PT BALIKPAPAN READY MIX PILE,0.28
PT DIAN PREVITA,0.28
PT MAHAMERU BAJA INDONESIA,0.28
PT PHOENIX RESOURCES INTERNATIONAL,0.28
PT SMCC UTAMA INDONESIA,0.28
PT HEIN GLOBAL UTAMA,0.28
PT NINDYA KARYA (PERSERO),0.28
PT GRAHA KABELINDO,0.28
PT DEXIN STEEL INDONESIA,0.28
PT AEON INDONESIA,0.28
PT AKUR PRATAMA (YOGYA GROUP),0.28
PT HAHA BANDUNG SEJAHTERA,0.28
CV LINA GARMINDO SUKSES,0.28
CV MULTI KREASI SUKSES ABADI,0.28
PT LEVI STRAUSS INDONESIA,0.28
PT LUCKY PRINT ABADI,0.28
PT MEDIA SUKA CITA,0.28
PT NISSHINBO INDONESIA,0.28
PT PUMA CAT INDONESIA,0.28
PT BANGUN OLAHSARANA SUKSES,0.28
PT LIE LING INDONESIA,0.28
PT CHINA SONANGOL MEDIA INVESTMENT,0.28
PT MEGAKARYA MAKMUR SENTOSA,0.28
PT PROPERTI BALI BENOA,0.28
PT TRANSPORTASI JAKARTA,0.28
PT GEMA PERSADA INDOTEKNIK,0.28
PT SUMBER MAJU PERKASA,0.28
PT NUANSA MITRA LOGISTIK,0.28
PT SITC INDONESIA,0.28
PT MITRA SETIA TANAH BUMBU,0.28
CV BUANA RAYA DUTA,0.28
PT GESIT ALUMAS,0.28
PT ELECTROLUX INDONESIA,0.28
PT LG ELECTRONICS INDONESIA,0.28
PT SONY INDONESIA,0.28
PT YONGWANG ELECTRONICS INDONESIA,0.28
PT PACIFIC GLOBAL UTAMA,0.28
PT BUANA NIAGA ENERGI,0.28
PT BUMI SRIWIJAYA HARAPAN,0.28
PT HANIVEN MULIA SARANA,0.28
PT GARUDA MAS PERKASA,0.28
PT SRI SUMATERA SEJAHTERA,0.28
PT GIANT COMMUNICATION,0.28
PT PELANGGAN SETIA INDONESIA,0.28
PT INDOGOLD MAKMUR SEJAHTERA,0.28
PT INDONESIA LOGAM PRATAMA,0.28
PT LUNO INDONESIA LTD,0.28
PT PANCA KARYA MALINDO,0.28
PT BORNEO SUKSES RAYA KALTIM,0.28
PT PARMON PRIMA LESTARI,0.28
PT INFINISIA SUMBER SEMESTA,0.28
PT TRITUNGGAL ARTHAMAKMUR,0.28
PT ENERGY CHINA TIANJIN INDONESIA,0.28
PT INDONESIA COMNETS PLUS,0.28
PT TWINK INDONESIA,0.28
PT WAHANA TUNGGAL PUTRA,0.28
PT KARYA SUMIDEN INDONESIA,0.28
PT MAGNAKABEL NUSANTARA,0.28
PT MITRA AZETA SUKSES PERKASA,0.28
PT UNITECH MITRANUSA,0.28
PT SUMBER KURNIA ALAM,0.28
PT MALANG BUMI SENTOSA,0.28
PT RAYA BUMI NUSANTARA PERMAI,0.28
PT SURYA BUMIMEGAH SEJAHTERA,0.28
PT WIKARAGA SAPTA UTAMA,0.28
PT BANGKIT SUKSES MANDIRI,0.28
PT JAYA PERKASA AUTO INDONESIA,0.28
PT NIRO CERAMIC SALES INDONESIA,0.28
PT SARINAH (PERSERO),0.28
PT SOLUSI BANGUN BETON,0.28
PT BECTON DICKINSON INDONESIA,0.28
PT BENTOEL DISTRIBUSI UTAMA,0.28
PT GALDERMA INDONESIA HEALTHCARE,0.28
PT PARVUS MEDICA INDONESIA,0.28
PT CITRA BARU STEEL,0.28
PT FARIKA STEEL,0.28
PT MARGA MAJU MAPAN,0.28
