Nama,cluster_fastrp_256
PT KASIH KARUNIA BAPA,0
PT KASIKORN VISION FINANCIAL INDONESIA,0
PT KASPLUS SAHABAT ABADI,1
PT KASPLUS SAHABAT UTAMA,1
PT KATALIS INVESTAMA MANDIRI,2
PT KATRINA LUXINDO,2
PT KAVINDO,1
PT KAWAN INTI CEMERLANG,1
PT KAWAN LAMA INOVASI,1
PT KAWAN LAMA INTERNUSA,1
PT KAWAN LAMA SEJAHTERA,1
PT KAWAN LAMA SOLUSI,1
PT KAWASAN BERIKAT NUSANTARA,1
PT KAWASAN BERKAH MANYAR SEJAHTERA,1
PT KAWASAN INDUSTRI ANTAM TIMUR,1
PT KAWASAN INDUSTRI BANYUASIN RAYA,1
PT KAWASAN INDUSTRI CENTRAL OMEGA,0
PT KAWASAN INDUSTRI GRESIK,1
PT KAWASAN INDUSTRI INTILAND,1
PT KAWASAN INDUSTRI KENDAL,1
PT KAWASAN INDUSTRI MULTISTRADA,2
PT KAWASAN JOMBANG,1
PT KAWASAN PLOSO,1
PT KAYABA INDONESIA,1
PT KAYAN PLANTATION,1
PT KAYU LAPIS ASLI MURNI,1
PT KAYU LIMA SEJAHTERA,2
PT KAYUNG AGRO LESTARI,1
PT KB BUKOPIN FINANCE,0
PT KB VALBURY SEKURITAS,2
PT KD MINERAL IDN,1
PT KEBAYORAN PHARMA,0
PT KEBON MELATI PROPERTI,2
PT KEBUN GANDA PRIMA,1
PT KEBUN MANDIRI SEJAHTERA,1
PT KEDAI PANGAN SEJAHTERA,1
PT KEDAP SAYAAQ,1
PT KEDATON PERKASA,0
PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL,0
PT KEDAWUNG SUBUR,1
PT KEDOYA ADYARAYA TBK,0
PT KEDURANG PRAKARSA NABATI,1
PT KEGA PROPERTY UTAMA,2
PT KEJORA PRATAMA MINERAL,1
PT KELOLA BIRU HARMONI,0
PT KEMAKMURAN BERKAH TIMBER,2
PT KEMAL JAYA PERKASA,1
PT KEMALA SHIPPING,0
PT KEMANG FOOD INDUSTRIES,0
PT KEMBANG GRIYA CAHAYA,1
PT KEMBAR ABADI UTAMA,2
PT KEMBAR JAYA ABADI,1
PT KEMILAU KARYA UTAMA,1
PT KEMILAU MULIA SAKTI,1
PT KEMILAU PERMATA SAWIT,1
PT KEMIRA INDONESIA,1
PT KEMIRI SARANA INVESTAMA,1
PT KEMITRAAN MNK BME,1
PT KEMITRAAN SYUBBANUL WATHON SILOAM,2
PT KENANGA ELOK ASRI,1
PT KENCANA ALAM PERMAI,1
PT KENCANA BORNEO ENERGI,1
PT KENCANA ENERGI LESTARI TBK,1
PT KENCANA ENERGI MATAHARI,1
PT KENCANA ENERGI SEJAHTERA,1
PT KENCANA ENERGI SOLAR,1
PT KENCANA GRAHA NUSAMANDIRI,1
PT KENCANA LINTASINDO INTERNASIONAL,1
PT KENCANA PILAR MANDIRI,2
PT KENCANA PONDOK ABADI,1
PT KENCANA PONDOK SEJAHTERA,1
PT KENCANA PUTRA KENDARI,1
PT KENCANA SELARAS SEJAHTERA,1
PT KENCANA SUBUR SEJAHTERA,1
PT KENCANA TERANG SEJAHTERA,1
PT KENCANA TIARA GEMILANG,0
PT KENCANA TRANSPORT,1
PT KENCANA UNGGUL SUKSES,1
PT KENCANA USAHA KREATIF,2
PT KENDAGA ISI MULIA,1
PT KEP INDONESIA,1
PT KERETA API INDONESIA (PERSERO),1
PT KERETA API LOGISTIK,1
PT KERETA CEPAT INDONESIA CHINA,1
PT KERETA COMMUTER INDONESIA,2
PT KERINCI MERANGIN HIDRO,1
PT KERTA ANGGUR SEJAHTERA,1
PT KERTA JAYA UTAMA,1
PT KERTAS LECES (PERSERO),1
PT KERTAS NUSANTARA,1
PT KERTOPATEN KENCANA,2
PT KETAPANG AGRO LESTARI,1
PT KETAPANG HIJAU LESTARI,1
PT KETAPANG INDAH PLYWOOD INDUSTRIES,1
PT KETROSDEN TRIASMITRA TBK,0
PT KEUMALA SARANA WISATA,1
PT KEVA COSMETICS INTERNASIONAL,2
PT KEZA LINTAS BUANA,1
PT KGU,2
PT KHARISMA ANDALAS PUTRA,1
PT KHARISMA ARYA PAKSI,0
PT KHARISMA BHAKTI SEJAHTERA,1
PT KHARISMA BUANA MANDIRI,1
PT KHARISMA CIPTA TOWERINDO,1
PT KHARISMA INTERPLAST PRATAMA,0
PT KHARISMA INVESTASI BERJAYA,0
PT KHARISMA KARYA PERTIWI,1
PT KHARISMA MANDIRI,2
PT KHARISMA MUDA,1
PT KHARISMA PAKMU MANDIRI,1
PT KHARISMA PESAT MANDIRI,2
PT KHARISMA PLASTIK INDO,1
PT KHARISMA SEJAHTERA,1
PT KHARISMA STARVISION PLUS,1
PT KHARISMASAKA PRATAMA,1
PT KHATULISTIWA ENERGI PRATAMA,2
PT KHATULISTIWA HIDRO ENERGI,1
PT KHATULISTIWA INDAH WOOD INDUSTRIES,1
PT KHATULISTIWA PRIMA SEJAHTERA,1
PT KHATULISTIWA SINERGI OMNIDAYA,2
PT KHI PIPE INDUSTRIES,1
PT KHOTAI MAKMUR INSAN ABADI,1
PT KI EMPORIUM,1
PT KIA KERAMIK MAS,1
PT KIA SERPIH MAS,1
PT KIAN MULIA MANUNGGAL,1
PT KIDECO JAYA AGUNG,1
PT KIDS PLAY INDONESIA,1
PT KILANG PERTAMINA INTERNASIONAL,1
PT KILAT MAJU JAYA,1
PT KIMCO ARMINDO,1
PT KIMIA FARMA APOTEK,0
PT KIMIA FARMA DIAGNOSTIK,0
PT KIMIA FARMA SUNGWUN PHARMACOPIA,0
PT KIMIA FARMA TRADING AND DISTRIBUTION,0
PT KIMIA TIRTA UTAMA,2
PT KINARYA BANGUN SESAMA,1
PT KINARYA LOKA BUANA,0
PT KINARYA SELARAS PIRANTI,1
PT KINDAI UDIRA NITYA,0
PT KINDO RITEL PRIMA,1
PT KINERJA LANCAR SERASI,1
PT KING HALIM JEWELRY,1
PT KINGDOM INDAH,1
PT KINGSFORD HOLDINGS,1
PT KINO ECOMM SOLUSINDO,1
PT KINO FOOD INDONESIA,1
PT KINO INDONESIA TBK,1
PT KINO INVESTINDO,1
PT KINO MALEE TRADING,1
PT KINOKUNIYA BUKINDO,2
PT KINOKUNIYA PUSTAKA INDONESIA,2
PT KINTAP JAYA WATTINDO,1
PT KIOSON KOMERSIAL INDONESIA TBK,2
PT KIRANA BORNEO TANGKILING,2
PT KIRANA CIPTA PROPERTINDO,0
PT KIRANA MEGATARA TBK,2
PT KIRANA MUSI PERSADA,2
PT KIRANA PERMATA,2
PT KIRANA PRIMA,2
PT KIRANA PUSPA CEMERLANG,2
PT KIRANA PUTERA KARYA,2
PT KIRANA SANGGAM BALANGAN,2
PT KIRANA SAPTA,2
PT KIRANA SAROLANGUN,2
PT KIRANA SOLUSI UTAMA,1
PT KIRANA TAMA TEKNOLOGI,0
PT KIRANA TEBO,2
PT KIRANA TRIPUTRA PERSADA,2
PT KIRANA WINDU,2
PT KITADIN,1
PT KITASUBUR UTAMA,0
PT KL TRIO,1
PT KLIK MITRA SEJAHTERA,1
PT KLIK MITRA UTAMA,1
PT KLOPMAN ARGO INTERNATIONAL,1
PT KMG LUBRICANTS INTERNATIONAL,0
PT KMI ELECTRIC SOLUTION,1
PT KNAUF GYPSUM INDONESIA,1
PT KNIGHTSBRIDGE LUXURY DEVELOPMENT,2
PT KOBEXINDO EQUIPMENT,1
PT KOBEXINDO INVESTAMA,1
PT KOBEXINDO KONSTRUKSI INDONESIA,1
PT KOBEXINDO RENTAL NUSANTARA,1
PT KOBIN BEKASI BARAT,2
PT KOBIN KERAMIK INDUSTRI,1
PT KODECO AGROJAYA MANDIRI,1
PT KOKATTO TEKNOLOGI GLOBAL,2
PT KOKO PRATAMA,2
PT KOKOH BANGKIT PERKASA,2
PT KOLABORASI KREASI INVESTA,2
PT KOLABORASI SUKSES BERKARYA,2
PT KOMALA INDONESIA,0
PT KOMALA TRI VARIA,0
PT KOMATSU INDONESIA,0
PT KOMATSU REMANUFACTURING ASIA,1
PT KOMERING AGRO INDUSTRI,2
PT KOMERING JAYA PERDANA,2
PT KOMET INFRA NUSANTARA,2
PT KOMUNIKASI PROFESIONAL INDONESIA,0
PT KONA BAY INDONESIA,0
PT KONE INDO ELEVATOR,2
PT KONSTRUKSI BAJA CIKANDE,2
PT KONTEK AJA,1
PT KONUSA DWITAMA KARYA,1
PT KOPIKU INDONESIA,2
PT KOREA TOMORROW & GLOBAL INDONESIA,1
PT KOREK API GUNA MANDIRI,0
PT KORIDOR ANUGERAH MENTARI INDONESIA,1
PT KORIDOR USAHA MAJU,2
PT KORINTIGA HUTANI,1
PT KORMAN INDO EXPRESS,0
PT KORPORINDO GUNA BARA,1
PT KOSMETIK LESTARI ADIPERKASA,2
PT KOSMETIK SELARAS ADIPERKASA,2
PT KOSMETIK SELARAS ADIPERKASA RITEL,2
PT KOTA SATU INDONESIA,1
PT KOTA SATU MANAJEMEN,1
PT KOTA SATU PERSADA,1
PT KOTA SATU PRATAMA,1
PT KOTA SATU PROPERTI TBK,1
PT KOTA SERANG BARU PERMAI,0
PT KRAKATAU ARGO LOGISTICS,2
PT KRAKATAU BAJA INDUSTRI,2
PT KRAKATAU BAJA KONSTRUKSI,2
PT KRAKATAU CHANDRA ENERGI,2
PT KRAKATAU DAYA LISTRIK,2
PT KRAKATAU ENGINEERING,2
PT KRAKATAU INFORMATION TECHNOLOGY,2
PT KRAKATAU LAMPUNG TOURISM DEVELOPMENT,0
PT KRAKATAU NIPPON STEEL SUMIKIN,2
PT KRAKATAU POSCO,2
PT KRAKATAU SARANA ENERGI,2
PT KRAKATAU SARANA INFRASTRUKTUR,2
PT KRAKATAU TIRTA INDUSTRI,2
PT KRAKATAU TIRTA OPERASI DAN PEMELIHARAAN,2
PT KRAKATAU WAJATAMA OSAKA STEEL,1
PT KRAKATAU WAJATAMA OSAKA STEEL MARKETING,1
PT KRAKSAAN WINDU,0
PT KRAMA YUDHA TIGA BERLIAN MOTORS,1
PT KRANE PERKASA,1
PT KRAYON KONSULTAN INDO,2
PT KREASI ANEKA MINUMAN,1
PT KREASI DASATAMA,1
PT KREASI INTI SEJATI,2
PT KREASI JASA PERSADA,1
PT KREASI JAYA PROPERTI,1
PT KREASI KARYA BANGSA,1
PT KREASI KEBANGGAN BANGSA,2
PT KREASI KODE DIGITAL,2
PT KREASI MULTICAHAYA ESTETIK,2
PT KREASI REGALINO INDONESIA,1
PT KREASI SEJAHTERA BAHAGIA,1
PT KREASI SELERA NUSANTARA,1
PT KREASI SENTOSA ABADI,0
PT KREASI SINERGI TEKNIKINDO,1
PT KREASI TANI LAKSMI,1
PT KREASI TERBARUKAN TBS,1
PT KREASIBOGA PRIMATAMA,2
PT KREASIJAYA ADHIKARYA,2
PT KREATIF INTEL TEKNOLOGI,0
PT KREATIF MEDIA KARYA,2
PT KRESNA AJI SEMBADA,0
PT KRESNA ASSET MANAGEMENT,2
PT KRESNA KUSUMA DYANDRA MARGA,1
PT KRESNA PRIMA INVEST,2
PT KRESNA SEKURITAS,2
PT KRESNA USAHA KREATIF,2
PT KRETA INDO ARTHA,1
PT KRIDA CIPTA SATYA,1
PT KRIDA JARINGAN NUSANTARA TBK,1
PT KRISBOW INDONESIA,1
PT KRISHNA KAPITAL INVESTAMA,1
PT KRISNA ASPIRASI SEJAHTERA,1
PT KRISOLIS JAYA MANDIRI,2
PT KRISTA INTI PERSADA,1
PT KROM BANK INDONESIA TBK,2
PT KUALA PELABUHAN INDONESIA,1
PT KUANSING INTI MAKMUR,1
PT KUANSING INTI SEJAHTERA,1
PT KUKAR MANDIRI SHIPYARD,1
PT KUKUH MANDIRI LESTARI,1
PT KUKUH MANUNGGAL PROPERTINDO,1
PT KULINARI BOGA SEMESTA,1
PT KUNCI DAUD INDONESIA,2
PT KUNINGAN MAS GEMILANG,1
PT KURABO MANUNGGAL TEXTILE INDUSTRIES,1
PT KURHANZ TRANS,0
PT KURNIA ABADY INDONESIA,2
PT KURNIA BOGA NARAYAN,1
PT KURNIA BUMIINDAH CEMERLANG,1
PT KURNIA JAYA RAYA SCRIPLESS,1
PT KURNIA JAYA RAYA WARKAT,1
PT KURNIA JUNJUNG PERKASA,1
PT KURNIA KAPUAS PLYWOOD INDUSTRIAL,1
PT KURNIA MAHAKAM INDUSTRI,1
PT KURNIA MAKMUR ABADI JAYA,2
PT KURNIA REALTY JAYA,1
PT KURNIA SEJAHTERA UTAMA,0
PT KURNIAMITRA DUTA SENTOSA TBK,0
PT KUSTODIAN SENTRAL EFEK INDONESIA,0
PT KUSUMA KEMINDO SENTOSA,0
PT KUSUMA MENTARI MAKMUR,1
PT KUSUMA MUKTI REMAJA,2
PT KUSUMA PRIMADANA,2
PT KUTAI REFINERY NUSANTARA,1
PT KUTAI TIMBER INDONESIA,2
PT KYARA SUKSES MANDIRI,0
PT KYOKUTO INDOMOBIL DISTRIBUTOR INDONESIA,1
PT KYOKUTO INDOMOBIL MANUFACTURING INDONESIA,1
PT LABAN RAYA SAMODRA,2
PT LADANG IRA PANEN,0
PT LADANG SAWIT MAS,2
PT LAHAI COAL,1
PT LAHAN MAKMUR LNDAH,1
PT LAJU PERDANA INDAH,1
PT LAKONE KOMUNIKA JAYA ABADI,1
PT LAKSANA PELUNGUT MANDIRI,0
PT LAMINATECH KREASI SARANA,0
PT LAMIPAK PRIMULA INDONESIA,1
PT LANANG AGRO BERSATU,1
PT LANCAR LAJU MEMBANGUN,2
PT LANCAR PUTRA ABADI,2
PT LANCAR SAKTI SEJAHTERA,0
PT LANCAR WIGUNA SEJAHTERA,0
PT LANCARJAYA ENERGI NUSANTARA,1
PT LANCARJAYA MANDIRI ABADI,1
PT LANCARJAYA MITRA ABADI,1
PT LANCARTAMA SEJATI TBK,0
PT LANCARTAMA TIRTA ANGGARA,0
PT LANGGAI AGRINDO AGUNG,1
PT LANGGAK INTI LESTARI,1
PT LANGGENG AYOMLESTARI,1
PT LANGGENG BAHAGIA,2
PT LANGGENG BAJA PRATAMA,1
PT LANGGENG INVESTINDO,2
PT LANGGENG KARYA PERDANA,1
PT LANGGENG MAJU UTAMA,1
PT LANGGENG MAKMUR PERKASA,0
PT LANGGENG SAKTI MANDIRI,1
PT LANGIT METAL INDUSTRY,1
PT LANGKAH IDE SELARAS,1
PT LANGKAT HIDRO ENERGI,0
PT LANGLANG LAJU LAYANG,1
PT LAPI LABORATORIES,1
PT LAPINDO BRANTAS,0
PT LARAS EKOSISTEM ORGANIK,1
PT LARAS MAJU SAKTI,1
PT LARASHATIKU ENVIRONMENTAL,1
PT LARIS JAYA KENDARI,0
PT LARIS SUKSES ABADI,2
PT LASMANA SWASTI PRASHIDA,1
PT LASPRO MEDIA SINEMA,1
PT LASTANA EXPRESS INDONESIA,0
PT LATINUSA,1
PT LATIVI MEDIAKARYA,1
PT LATIVI MEDIAKARYA BALI DAN KEP RIAU,1
PT LATIVI MEDIAKARYA BANDUNG,1
PT LATIVI MEDIAKARYA BANJARMASIN DAN BENGKULU,1
PT LATIVI MEDIAKARYA KENDARI DAN PONTIANAK,1
PT LATIVI MEDIAKARYA LOMBOK DAN PALU,1
PT LATIVI MEDIAKARYA MAKASSAR DAN AMBON,1
PT LATIVI MEDIAKARYA MANADO DAN SAMARINDA,1
PT LATIVI MEDIAKARYA MEDAN DAN PEKANBARU,1
PT LATIVI MEDIAKARYA PALEMBANG DAN PALANGKARAYA,1
PT LATIVI MEDIAKARYA SEMARANG DAN PADANG,1
PT LATIVI MEDIAKARYA SURABAYA DAN JAMBI,1
PT LATIVI MEDIAKARYA YOGYAKARTA DAN LAMPUNG,1
PT LAUT TIMUR ARDIPRIMA,1
PT LAUTAN AIR INDONESIA,1
PT LAUTAN ARMADA NUSANTARA,0
PT LAUTAN ARTHA INVESTAMA,1
PT LAUTAN BERKAH AMANAH,2
PT LAUTAN BERKAH UTAMA,0
PT LAUTAN INOVASI TEKNOLOGI,2
PT LAUTAN JASAINDO,1
PT LAUTAN LUAS TBK,1
PT LAUTAN NATURAL KRIMERINDO,1
PT LAUTAN PASIFIK SEJAHTERA,0
PT LAUTAN SOLUSIAIR NUSANTARA,1
PT LAUTAN SWEETENER INDONESIA,1
PT LAWANGMAS PRIMAPACK INDONESIA,2
PT LAWE ADYAPRIMA SPINNING MILLS,1
PT LAYANA BUANA HOTELINDO,1
PT LAYANAN PUSAKA PRIMA,1
PT LAYAR LINTAS JAYA,1
PT LAYAR SUKSES INVESTAMA,1
PT LAZ COAL MANDIRI,2
PT LAZADA INDONESIA,0
PT LAZULI KARYA SARANA,1
PT LCK GLOBAL KEDATON TBK,1
PT LCK INVESTAMA PRIMA INDONESIA,1
PT LDC EAST INDONESIA,2
PT LDC INDONESIA,1
PT LDC TRADING INDONESIA,1
PT LEBAK ENERGI NUSANTARA,2
PT LEMATANG JAYA,0
PT LEMBAGA TABUNG ANGKATAN TENTERA,2
PT LEN INDUSTRI (PERSERO),1
PT LEN RAILWAY SYSTEMS,1
PT LENOVO INDONESIA,2
PT LENOX PASIFIK INVESTAMA TBK,0
PT LENTERA ABADI SEJAHTERA,1
PT LENTERA DUNIA,0
PT LEONG HUP JAYAINDO,1
PT LESTARI BANTEN ENERGI,1
PT LESTARI KIRANA PERSADA,1
PT LESTARI MITRA SEMBADA,1
PT LESTARI NASIONAL GAS,1
PT LESTARI SAGU PAPUA,1
PT LESTARI SMELTER INDONESIA,0
PT LESTARI TANI TELADAN,2
PT LETAWA,2
PT LEVI STRAUSS INDONESIA,2
PT LF SERVICES INDONESIA,0
PT LG ELECTRONICS INDONESIA,0
PT LIBERA TECHNOLOGIES INDONESIA,2
PT LIE LING INDONESIA,1
PT LIGA INDONESIA BARU,1
PT LIKU TELAGA,1
PT LIKUID NUSANTARA GAS,1
PT LIM SIANG HUAT BALINDO,1
PT LIMA DUA LIMA TIGA TBK,1
PT LIMA PILAR RESOURCES,1
PT LIMA SRIKANDI JAYA,2
PT LIMASLAND REALTI CILEGON,1
PT LIMPAH SEJAHTERA,1
PT LINDA HANTA WIJAYA,1
PT LINDE INDONESIA,1
PT LINGE MINERAL RESOURCES,1
PT LINGGA TRASINDO PRIMA,0
PT LINGGARJATI MAHARDIKA MULIA,2
PT LINGKAR ALAM SENTOSA,1
PT LINGKAR MATRA,0
PT LINK NET TBK,0
PT LINKNET FIBER INDONESIA,0
PT LINTAN INTICEMERLANG UTAMA,1
PT LINTANG BUWANA EKATRA,0
PT LINTANG LAKSANA UTAMA,2
PT LINTAS BAHANA ABADI,1
PT LINTAS BUANA JAYA,2
PT LINTAS BUANA TAKSI,1
PT LINTAS DATA PRIMA,0
PT LINTAS DUNIA TRAVELINDO,1
PT LINTAS INDONESIA SEJAHTERA,1
PT LINTAS MARGA SEDAYA,1
PT LINTAS MEDIA DAMAWA,2
PT LINTAS PROMOSI GLOBAL,0
PT LINTAS SAMUDRA MARITIM,0
PT LION SUPER INDO,0
PT LIPE METAL INDUSTRY,1
PT LIPPO INDORENT,1
PT LIPPO LIFE ASSURANCE,0
PT LIPPO MALLS INDONESIA,0
PT LIPUTAN ENAM DOT COM,2
PT LIQTRO SANURBALI,2
PT LIS INTERNASIONAL,2
PT LISHAR SENTOSA PRATAMA,2
PT LITUP NETWORK INDONESIA,0
PT LIUGONG MACHINERY INDONESIA,1
PT LOA HAUR,1
PT LOE CUAN DULUAN,1
PT LOGINDO NUSANTARA GASINDO,0
PT LOGINDO SAMUDRAMAKMUR TBK,0
PT LOGITEK DIGITAL NUSANTARA,2
PT LOKAL KULTURE KREATIF ABADI,2
PT LOKITA KARYA BERSAMA,0
PT LOMBOK TAKSI UTAMA,1
PT LONG HAUL INDONESIA,2
PT LONTAR PAPYRUS PULP & PAPER INDUSTRY,1
PT LORENA,0
PT LOTTE CHEMICAL TITAN NUSANTARA,1
PT LOTTE CHEMICAL TITAN TBK,1
PT LOTTE INDONESIA,1
PT LOTUS LINGGA PRATAMA,1
PT LOTUS MAS,1
PT LSAG CABLE INDONESIA,1
PT LUCAS DJAJA,0
PT LUCASTA MURNI CEMERLANG,0
PT LUCKY JOINT INDONESIA,0
PT LUCKY MOM INDONESIA,1
PT LUCKY PRINT ABADI,2
PT LUCKY TOP METALS,2
PT LUHUR SATRIA SEJATI KENCANA,1
PT LUKOS MINERAL NUSANTARA,1
PT LUMBANG JAYA MAKMUR,1
PT LUMBUNG SARI,1
PT LUMENA MANDIRI NUSANTARA,2
PT LUMOSO PRATAMA LINE,2
PT LUNO INDONESIA LTD,0
PT LUSAVINDRA JAYAMADYA,2
PT LUXASIA INDONESIA,1
PT LUXENA VICTORY INDONESIA,1
PT LUXURY HOTELS INTERNATIONAL INDONESIA,2
PT LYRA AKRELUX,0
PT LYTO SUKSES BERSAMA,1
PT M CASH INTEGRASI TBK,2
PT M-I PRODUCTION CHEMICALS INDONESIA,1
PT MABAR FEED INDONESIA,0
PT MABT,2
PT MAC SARANA DJAYA,0
PT MACANANJAYA CEMERLANG,0
PT MACMAHON INDONESIA,2
PT MACMAHON MINING SERVICES,1
PT MACO AMANGRAHA,1
PT MACROCITRA ARDANASEJATI,1
PT MACROLINK OMEGA ADIPERKASA,0
PT MACROPRIMA PANGANUTAMA,2
PT MACROSENTRA NIAGABOGA,1
PT MADANI CITRA MANDIRI,1
PT MADHANI TALATAH NUSANTARA,2
PT MADINA AGROLESTARI,0
PT MADJU SATYADWI UTAMADI,1
PT MADUSARI LAMPUNG INDAH,1
PT MADUSARI MURNI INDAH TBK,1
PT MAGNA INDONESIA,1
PT MAGNA INVESTAMA MANDIRI TBK,0
PT MAGNAKABEL NUSANTARA,2
PT MAHA PROPERTI INDONESIA TBK,1
PT MAHA RAJA MINERAL,1
PT MAHABHARATA DHARMA EKATAMA,1
PT MAHADHIKA GIRINDRA,1
PT MAHAKA DIGITAL INOVASI,0
PT MAHAKA MEDIA,0
PT MAHAKA RADIO DIGITAL,0
PT MAHAKA RADIO INTEGRA TBK,0
PT MAHAKAM SUMBER JAYA,1
PT MAHAKARYA GEO SURVEY,0
PT MAHAKARYA SENTRA ENERGI,0
PT MAHAKARYA SINAR SIMPHONI,1
PT MAHAMERU BAJA INDONESIA,1
PT MAHAMERU MEDIA NUSANTARA,0
PT MAHAMERU NUSA MENTARI,2
PT MAHANYSA BANINDO,1
PT MAHARAKSA BIRU ENERGI TBK,2
PT MAHARAKSA BIRU INDONESIA,2
PT MAHAWIRA RAJENDRA JAYA,0
PT MAHESA JENAR SEMARANG,1
PT MAHIR MUDA PRATAMA,0
PT MAHITALA WILIS AMERTA,0
PT MAHKOTA ANDALAN SAWIT,1
PT MAHKOTA BERLIAN CEMERLANG,1
PT MAHKOTA BUANA SELARAS,2
PT MAHKOTA FLAP,2
PT MAHKOTA GLOBAL INVESTAMA,1
PT MAHKOTA GROUP TBK,1
PT MAHKOTA INDONESIA,1
PT MAHKOTA MARITIM MAKMUR,1
PT MAHKOTA MULIA PRADA,1
PT MAHKOTA SAMUDERA JAYA,1
PT MAHKOTA SEMESTA NIKELINDO,1
PT MAHKOTA SENTOSA UTAMA,0
PT MAHUGI JAYA SEJAHTERA,0
PT MAJU BERSAMA GEMILANG,2
PT MAJU JAYA SEJAHTERA PLYWOOD INDUSTRI,2
PT MAJU KARYA BANGSA,2
PT MAJU MAKMUR SEJAHTERA,0
PT MAJU MEKAR MAKMUR,1
PT MAJU MIX BERSAMA ABADI,1
PT MAJU PERSADA ENERGI,0
PT MAJUKARYA MANDIRI INDONESIA,2
PT MAKAHARYA,2
PT MAKASSAR PERMATA SULAWESI,1
PT MAKASSAR TENE,0
PT MAKIN BERKEMBANG TERUS,1
PT MAKMUR ABADI PERKASA MANDIRI,1
PT MAKMUR ABADI VALVE,1
PT MAKMUR BERKAH AMANDA HOTEL,1
PT MAKMUR BERKAH AMANDA TBK,1
PT MAKMUR BERKAH HOTEL,1
PT MAKMUR BUMI PALOH,1
PT MAKMUR KARSA MULIA,1
PT MAKMUR LESTARI ABADI,1
PT MAKMUR LESTARI INDONESIA,1
PT MAKMUR LESTARI SENTOSA,1
PT MAKMUR SEJAHTERA WISESA,1
PT MAKSINDO DIESEL UTAMA,0
PT MALACCA TRUST WUWUNGAN INSURANCE TBK,1
PT MALAKASARI TEXTILE MILLS,2
PT MALANG BUMI SENTOSA,1
PT MALEO INVESTASI INDONESIA,1
PT MALIBU INDAH LESTARI,0
PT MALINAU HIJAU LESTARI,1
PT MALINDO FOOD DELIGHT,1
PT MAMAHAK COAL MINING,1
PT MAMUANG,2
PT MANADO KARYA ANUGRAH,1
PT MANAJEMEN PERKASA MAKMUR,2
PT MANAMBANG MUARA ENIM,0
PT MANDALA KARYA PRIMA,1
PT MANDALA MULTIFINANCE TBK,0
PT MANDALINDO PUTRA PERKASA,2
PT MANDAU BERLIAN SEJATI,1
PT MANDAYA INDO PRATAMA,1
PT MANDIANGIN BATUBARA,2
PT MANDIRA INFRA TRIPAKARTI,1
PT MANDIRI AGROTAMA LESTARI,1
PT MANDIRI BANGUN KONSTRUKSI,1
PT MANDIRI BANGUN MAKMUR,1
PT MANDIRI BERDIKARI JAYARAYA,1
PT MANDIRI BERKAT SENTOSA,1
PT MANDIRI CAHAYA ABADI,1
PT MANDIRI CAPITAL INDONESIA,0
PT MANDIRI ENERGI TERBARUKAN,1
PT MANDIRI GITA PERTIWI,1
PT MANDIRI HERINDO ADIPERKASA TBK,1
PT MANDIRI INDAH MAKASSAR,0
PT MANDIRI INTIPERKASA,1
PT MANDIRI JAYA BARA,0
PT MANDIRI JAYA SUCCESSINDO,2
PT MANDIRI SEJAHTERA SENTRA,1
PT MANDIRI SEKURITAS,0
PT MANDIRI TERANG HARAPAN,1
PT MANDIRI TIMBER PRATAMA,1
PT MANDIRI TUNAS FINANCE,0
PT MANDIRI UTAMA FINANCE,0
PT MANDRA ALILA,1
PT MANE INDONESIA,2
PT MANGATUR DHARMA,1
PT MANGGALA ALAM LESTARI,1
PT MANGGALA BATAMA PERDANA,1
PT MANGGALA CITRA ABADI,1
PT MANGGALA DUTA MAKMUR,2
PT MANGGALA GELORA PERKASA,1
PT MANGGALA MULIA PARTNERS,2
PT MANGGALA USAHA MANUNGGAL,1
PT MANGOLE TIMBER PRODUCERS,2
PT MANNING DEVELOPMENT,1
PT MANORIAN ENGINEERING PERKASA,2
PT MANUCHAR INDONESIA,1
PT MANUFAKTUR KREASI BANGSA,1
PT MANUFAKTUR TEKNOLOGI BATERAI,1
PT MANUNGGAL ADI JAYA,1
PT MANUNGGAL INFRASOLUSI,1
PT MANUNGGAL PERSADA PROPERTI,0
PT MANUNGGAL PRIME DEVELOPMENT,1
PT MANUNGGAL TIMUR PROPERTI,0
PT MANUSIA MASA DEPAN,1
PT MANYAR MAJU REFINERY,1
PT MAP ACTIVE,2
PT MAP AKTIF ADIPERKASA TBK,2
PT MAP AKTIF RITEL,2
PT MAP BOGA ADIPERKASA TBK,2
PT MAP DIGITAL ADIPERKASA,2
PT MAP FTL ADIPERKASA,2
PT MAP PANEN LESTARI,2
PT MAP PROPERTI ADIPERKASA,2
PT MAP TROPIK PROPERTI,2
PT MAP ZONA ADIPERKASA,2
PT MAPPLE DIGIPLUS ADIPERKASA,2
PT MAPPLE DIGISMART ADIPERKASA,2
PT MAPPLE MITRA ADIPERKASA,2
PT MARAJA MASOGI,2
PT MARBELLA PROPERTY,0
PT MARCO POLO INDONESIA,1
PT MARECO PRIMA MANDIRI,1
PT MARGA MAJU MAPAN,1
PT MARGA MANDALASAKTI,1
PT MARGA METRO NUSANTARA,0
PT MARGA SARANA JABAR,1
PT MARGA TRANS NUSANTARA,1
PT MARGAUTAMA NUSANTARA,0
PT MARGO PRATAMA PERKASA,1
PT MARIN MITRA NUSANTARA,0
