Nama,cluster_fastrp_256
DIREKTORAT JENDERAL KEKAYAAN NEGARA KEMENTERIAN KEUANGAN,2
DIRTA JAYA,2
DISHUB KAB TELUK WONDAMA,1
DK FOOD GROUP,1
DK LIM SONS INVESTMENT PTE LTD,1
DKSH HOLDING AG,1
DKSH HOLDING LTD,1
DKSH INTERNATIONAL LTD,1
DKSH SINGAPORE PTE LTD,1
DNX AUSTRALIA PTY LIMITED,1
DONG-A PHARMA PHILSINC FILIPINA,1
DONGFANG ELECTRIC CORPORATION,1
DOOSAN BOBCAT KOREA CO LTD,1
DOOSAN INDUSTRIAL VEHICLE CO LTD,1
DOW CHEMICAL PACIFIC SINGAPORE PRIVATE LIMITED,2
DOW CHEMICAL PACIFIC SINGAPORE PTE LTD,2
DOWSETT TRADING LTD,1
DP ARCHITECTS PTE LTD,1
DRAGON AMITY PTE LTD,1
DRAGON ENERGY CORPORATION,1
DRAYTON PTE LTD,0
DUBAI ISLAMIC BANK PJSC,0
DUFIL PRIMA FOODS PLC,0
DUTA ANGGADA REALTY TBK,1
DUTA PERTIWI TBK,1
DYNAPAC ROAD EQUIPMENT ASIA PACIFIC PTE LTD,1
DYNASTY HOLDING CELLA PTE LTD,0
EAGLE HIGH PLANTATIONS TBK,1
EAST PROFIT INTERNATIONAL ENTERPRISES LTD,1
EASTERN CAR LINER LTD,2
EASTERN FIELD DEVELOPMENT LIMITED,1
EASTERN FISH COMPANY,0
EASTERN PEAK GROUP CORPORATION,0
EASTERN PEARL FLOUR MILLS,0
EASTWAY EXPEDITION FZE,2
ECO COMODITY (SINGAPORE) PTE LTD,2
ECO TROPICAL RESOURCE PTE LTD,2
EDENOR OLEOCHEMICALS (M) SDN BHD,2
EDGE INSURANCE BROKERS LLC,1
EFG BANK AG,0
EGR AUTOMOTIVE,1
EKADHARMA INTERNATIONAL TBK,1
ELANG MAHKOTA TEKNOLOGI TBK,2
ELITEGROUP COMPUTER SYSTEMS CO LTD,2
ELLIPSE PROJECT SAS,1
ELNUSA TBK,0
ELYSIUM INVESTMENT PARTNERS LTD,2
EMEDIA EXPORT COMPANY MBH,2
EMERSON ASIA PACIFIC PRIVATE LIMITED,0
EMIRATES TARIAN GLOBAL VENTURES SPC,1
EMP GEBANG LIMITED,2
EMPRESAS COMERCIALES SA,0
ENERFO PTE LTD,0
ENERFO SHANGHAI TRADING CO LTD,0
ENERGI MEGA PERSADA TBK,1
ENERGY COLLIER PRIVATE LIMITED,1
ENERGY PLATFORM SDN BHD,0
ENNO ROGGEMANN GMBH & CO KG,0
ENSBURY KALTENG PTE LTD,0
ENSEVAL PUTERA MEGATRADING TBK,1
ENSIGN INFOSECURITY (ASIA PACIFIC) PTE LTD,2
EON ATLANTIC FOOTWEAR PTE LTD,2
EP ASIA HOLDINGS LP,0
EP ID HOLDINGS PTE LTD,0
EPAC FLEXIBLES ASIA PTE LTD,1
EPSILON HOLDING CELLA PTE LTD,0
EQUATOREX SDN BHD,1
EQUENTIA NATURAL RESOURCES PTE LTD,1
EQUITY DEVELOPMENT INVESTMENT TBK,1
EQUITY GLOBAL INTERNATIONAL LIMITED,2
ERAJAYA HOLDING PTE LTD,0
ERAJAYA SWASEMBADA TBK,0
ERATEX DJAJA TBK,2
ESSA INDUSTRIES INDONESIA TBK,0
ESSEX FURUKAWA MAGNET WIRE MALAYSIA SDN BHD,1
ETERNAL TSINGSHAN GROUP CO LTD,1
EVER SHINE TEXTILE INDUSTRY TBK,2
EVER YOUNG SEJATI,2
EXELTIS PHARMACEUTICALS HOLDING SL,1
EXIM MINERALS DMCC,2
EXPLOITASI ENERGI INDONESIA TBK,1
EXPRESS INC,2
EXPRESS TRANSINDO UTAMA TBK,0
EXTERRAN HOLDING COMPANY NL BV,2
EXTRACTOS NATURES GELYMAR,0
EXTROVEST COMMUNICATION SDN BHD MALAYSIA,0
FAIRFAX ASIA LIMITED,0
FAJAR MINING RESOURCES,1
FAJAR SURYA WISESA TBK,1
FAJRI CELULER,2
FALCON POWER CO LTD,1
FALMACO PTE LTD,0
FAR EAST COMMODITIES SA,1
FAST MARINE TRADING LIMITED,0
FASTFOOD INDONESIA,0
FASTFOOD INDONESIA PT,0
FATE S A I C I,2
FAVOREX PTE LTD,1
FE INDORAMA KOKAND TEXTILE LLC,1
FEDERAL HARDWARE ENGINEERING CO PTE LTD,1
FEDERAL LOGISTIK SISTEM,1
FEDERAL MOGUL INDIA,2
FEDERAL MOGUL YURA QINGDAO IGNITION CO LTD,2
FEPROTAMA PERTIWI,1
FERNANDO MARTINEZ-FRESNO MORENO,1
FIBERSTAR,0
FIBERSTAR PTE LTD,0
FIC PROPERTIES SDN BHD,1
FIDELITY FD SICAV,0
FIDELITY FUNDS ASIAN SMALLER COMPANIES POOL,0
FIELD INVESTMENT HOLDINGS PTE LTD,2
FIKA FOODS CORPORATIONS SDN BHD,1
FILTRATION SOLUTION PTE LTD,1
FIRST MEDIA TBK,0
FIRST PACIFIC,2
FIRST PACIFIC CAPITAL GROUP LIMITED,1
FIRST PACIFIC INVESTMENT MANAGEMENT LTD,0
FIRST RESOURCES LIMITED,1
FIVE JACK,1
FJ CAPITAL PTE LTD,0
FKS FOOD & AGRI PTE LTD,0
FKS MULTI AGRO TBK,0
FLAME ASIA RESOURCES PTE LTD,1
FOOT LOCKER MALAYSIA SDN BHD,2
FOOT LOCKER SINGAPORE PTE LTD,2
FORESTONE AUSTRALIA PTY LTD,1
FORINDO PRIVATE LIMITED,0
FORTUNE BAY RESOURCES PTE LTD,2
FORTUNE INDONESIA TBK,1
FORTUNE MATE INDONESIA TBK,0
FOSHAN LIANGTAO HAREWARE CO LTD,2
FOURTH PARTNER ENERGY SINGAPORE PTE LTD,1
FOX NETWORK GROUP ASIA PASIFIC LTD,0
FRABURG PTY LIMITED,2
FRANKLIN OFFSHORE INTERNATIONAL PTE LTD,0
FRASERS PROPERTY THAILAND PUBLIC COMPANY LIMITED,1
FREESIA NAVIGATION S.A,0
FRESNEL PERDANA MANDIRI,2
FREUDENBERG PTE LTD,1
FUELTRADE RESOURCES INTERNATIONAL PTE LTD,0
FUJI SAKURA SL,0
FUJIAN CHANGYI INDUSTRY CO LTD,1
FUJIAN FUHUI,1
FUJIAN RONGJIANG IMP AND EXP CO LTD TIONGKOK,1
FUJIAN TANGZHONG INTERNATIONAL TRADING CO LTD,1
FUJIFILM ASIA PACIFIC PTE LTD,2
FUJIKURA ASIA LIMITED,2
FUJIKURA LTD,2
FURUKAWA AUTOMOTIVE PARTS (VIETNAM) INC,1
FURUKAWA AUTOMOTIVE PARTS DONGGUAN LIMITED,1
FURUKAWA AUTOMOTIVE PARTS INC,1
FURUKAWA CIRCUIT FOIL TAIWAN CORPORATION,1
FURUKAWA ELECTRIC CO LTD,1
FURUKAWA ELECTRIC SINGAPORE PTE LTD,1
FURUKAWA SANGYO KAISHA THAILAND LTD,1
FURUKAWA SHANGHAI LTD,1
FUTAMURA CHEMICAL CO LTD,1
FUZHOU JINDEDI TRADE CO LTD,1
FUZHOU JUMIN TRADE CO LTD,1
FUZHOU XINDIAN FUEL CO LTD,1
G RUN PTE LTD,2
GA ROBUSTA F B COMPANY PTE LTD,2
GAIN & WIN PTE LTD,1
GAJAH TUNGGAL TBK,1
GALASCO INVESTMENTS LIMITED,1
GALAXY PRIME LTD,1
GALDERMA SINGAPORE PRIVATE LIMITED,1
GALLANT VENTURE LTD,1
GAME MULTI REALMS PTE LTD,2
GAMMA HOLDING CELLA PTE LTD,0
GANGHE INTERNATIONAL TRADING CO LTD,2
GARDA TUJUH BUANA TBK,2
GARDENIA COSMOTRADE LLP,1
GARMENT GREAT WAY CO LTD,2
GARMIN LTD,0
GARUDA INDONESIA (PERSERO) TBK,0
GARUDA INDONESIA HOLIDAY FRANCE S.A.S,0
GARUDA POLYFLEX FOODS PVT LTD,2
GD VALUEGUARD SDN BHD,1
GDEX BERHAD,1
GDEX SEA SDN BHD,1
GDS IDC SERVICES PTE LTD,1
GEMA GRAHASARANA TBK,0
GEMS TRADING RESOURCES PTE LTD,1
GENERAL ATLANTIC SINGAPORE CMR PTE LTD,0
GENESIS CORPORATION,0
GENUINE RECYCLING GROUP PTY LTD,1
GEO COAL INTERNATIONAL PTE LTD,2
GEODIS SINGAPORE PTE LTD,2
GIBCA PETROLEUM SERVICES CO LLC,1
GIII APPAREL GROUP LTD,2
GITI RADIAL TIRE (ANHUI) CO LTD,1
GITI TIRE (CANADA) LTD,1
GITI TIRE (FUJIAN) CO LTD,1
GITI TIRE (USA) PTE LTD,1
GITI TIRE GLOBAL TRADING PTE LTD,1
GLAS TRUST SINGAPORE LTD,2
GLENCORE INTERNATIONAL AG,1
GLENCORE INTERNATIONAL INVESTMENTS LTD,1
GLENWOOD CORPORATION,1
GLOBAL DIGITAL NIAGA,0
GLOBAL FOOTWEAR SERVICE PTE LTD,0
GLOBAL HOSPITALITY LICENSING SARL,2
GLOBAL HOUSE INTERNATIONAL COMPANY LIMITED,1
GLOBAL MARINE SERVICE CO LTD,2
GLOBAL MARINE SYSTEM LTD,0
GLOBAL MEDIACOM INTERNATIONAL LTD,1
GLOBAL OCEAN LINES LINES LTD,0
GLOBAL TRANSIT TRADING,1
GLORY SHIPPING MARITIME PTE LTD,0
GMR INFRASTRUCTURE LIMITED,1
GNPOWER MARIVELES,2
GNPOWER MARIVELES ENERGY CENTER LTD CO,2
GNXT INVESTMENT HOLDINGS PTE LTD,0
GO-JEK SINGAPORE PTE LTD,0
GOCHEAN HOLDINGS INCORPORATED,2
GODAM MARITIME LTD,2
GODFREY PHILLIPS INDIA LTD,1
GOJEK,0
GOLD BRIDGE SHIPPING LTD,0
GOLDEN CAPITAL FOUNDATION LIMITED,1
GOLDEN EAGLE ENERGY TBK,2
GOLDEN ENERGY AND RESOURCES LIMITED,1
GOLDEN ENERGY MINES TBK,1
GOLDEN HARBOUR INTERNATIONAL PTE LTD,1
GOLDEN HARVEST COCOA LTD,1
GOLDEN HARVEST COCOA PTE LTD,1
GOLDEN MULTIMEDIA HOLDINGS PTE LTD,1
GOLDEN POLINDO INDUSTRIES PTE LTD,0
GOLDEN PRIME POWER PTE LTD,1
GOLDEN RABBIT HOME,1
GOLDENBIRD PACIFIC TRADING PTE LTD,2
GOLDWAVE CAPITAL LIMITED,2
GOODYEAR INDONESIA TBK,1
GOPRODUCTS ENGINEERING INDIA LIMITED LIABILITY PARTNERSHIP,0
GORONTALO LISTRIK PERDANA,1
GOTO,0
GOTO INTERNATIONAL FINANCE LIMITED,0
GOURMET FUSION FOODS INC,0
GOVERNMENT OF SINGAPORE,1
GOWA MAKASSAR TOURISM DEVELOPMENT TBK,1
GOXMART TECHNOLOGY LTD,1
GOZCO PLANTATIONS TBK,2
GPSL COMPANY LIMITED,0
GRACE CAPITAL INVESTMENT LTD,1
GRAHA KEMASINDO INDAH,1
GRAHA KONSTRUKSI PERKASA,0
GRAND FOCUS INTERNATIONAL PTE LTD,2
GRAND OILS & FOODS (SINGAPORE) PTE LTD,2
GRAS WOOD WIDE BV,0
GREAT AIMS RESOURCES SDN BHD,2
GREAT FORCE TRADING LIMITED,1
GREATCARE GLAZE CO LTD,0
GREATWALL CAPITAL PTE LTD,0
GREATWALL DRILLING ASIA PACIFIC,1
GREEN EAGLE HOLDINGS PTE LTD,1
GREEN EAGLE SINGAPORE PTE LTD,1
GREEN RESOURCES INVESTMENTS PTE LTD,0
GREEN RIVER PTE LTD,2
GREENPOINT GLOBAL TRADING (MACAO COMMERCIAL OFFSHORE) LIMITED,0
GREENTECH INGREDIENTS PTE LTD,1
GREENWICH TECHNOLOGY DEVELOPMENT LTD,0
GRUP LIPPO,0
GS ENERGY CORPORATION,1
GTBO INTERNATIONAL FZE,2
GTS ENERGY TRADING PTE LTD,2
GUANGDONG ZHONGDE CABLE,1
GUANGZHOU CHINA RESOURCES THERMALPOWER CO LTD,0
GUANGZHOU SALVAGE,1
GUANGZHOU YUEHE ENERGY CO LTD,1
GUANGZHOU ZHUJIANG ELECTRIC POWER CO LTD,1
GUDANG GARAM TBK,1
GUNAWAN DIANJAYA STEEL TBK,1
GUNDALA MARITIME LTD,2
GUNUNG STEEL CO LTD,0
GUNZE LIMITED,2
H & M HENNES & MAURITZ AB,2
H2I SARL,0
HABRAKEN HOUTIMPORT,0
HALCON PRIMO LOGISTICS PTE LTD,1
HAMMERHEAD MARITIME LTD,2
HAMPTON LUMBER SALES CO INC,2
HANGZHOU HANGFA ELECTRICAL EQUIPMENT CO LTD,1
HANKOOK TIRE AND TECHNOLOGY CO LTD,2
HANNAWELL GROUP LIMITED,0
HANOCHEM,2
HANSEN (INTERNATIONAL) LTD,0
HANWA CO LTD,1
HANWHA GENERAL INSURANCE CO LTD,2
HANWHA LIFE INSURANCE CO LTD,0
HARPER COLLINS PUBLISHER LIMITED,1
HARUM ASIA CAPITAL PTE LTD,1
HARUM ENERGY AUSTRALIA LTD,1
HARUM ENERGY TBK,1
HARVEST ARCHIVE LTD,1
HASSAN ALI RICE EXPORT COMPANY,0
HASTINGS DEERING (AUSTRALIA) LIMITED,2
HAWKEYE GOLD LLC,0
HC TRADING ASIA AND PACIFIC PTE LTD,1
HC TRADING MALTA LIMITED,1
HEBEI FURAN INTERNATIONAL CO LTD,1
HEBEI HUATONG WIRES AND CABLES GROUP CO LTD,0
HEFEI PARAGON PLASTIC PACKAGING CO LTD,1
HEIDELBERG MATERIALS,1
HEIDELBERG MATERIALS AG,1
HEINEKEN INTERNATIONAL BV,2
HEJAZI FOODSTUFF PVT LTD,1
HENGTONG GLOBAL BUSINESS CO LTD,2
HENGTONG INTERNATIONAL ENGINEERING CO LTD,2
HENGTONG OPTIC ELECTRIC INTERNATIONAL CO LIMITED,2
HERALD RESOURCES PTY LTD,1
HERMANOS BELTRAN,1
HERON POINT,1
HEYDAY INVESTMENT LIMITED,1
HIAP SENG HUAT FOOD STUFF SDN BHD,0
HIGH PRO INVESTMENTS LIMITED,1
HIGH SPEED RAILWAY CONTRACTOR CONSORTIUM,1
HIGHLAND STRATEGIC HOLDINGS PTE LTD,1
HIGHLAND STRATEGIC HOLDINGS PTE. LTD.,1
HIKMAT HANIFI CO LTD,0
HILLMAS COAL PTE LTD,1
HINENI HIJAU ENERGY PTE LTD,2
HINENI RESOURCE PTE LTD,2
HINENI SEVEN RESOURCES DMCC,2
HISENSE INTERNATIONAL IND,0
HITMAKER STUDIOS / PT STUDIO FILM SUKSES,1
HK GOLDEN SAND INTERNATIONAL LTD,1
HM SAMPOERNA TBK,1
HM TRADING GLOBAL (APAC) PTE LTD,1
HMS BERGBAU AG,1
HO-PING POWER COMPANY,1
HOLYHEAD EAST LIMITED,2
HONG KONG RUI PU CO LTD,1
HONG KONG SHIPYARD LTD,1
HONGKONG JUNREN INTERNATIONAL TRADING CO LTD,1
HONOUR ACCORD LIMITED,1
HONOUR TOWER SDN BHD,1
HOPEWAY MARINE INC,0
HORMEL (CHINA) INVESTMENT CO LTD,2
HORMEL FOODS INTERNATIONAL CORP,2
HOTEL SAHID JAYA TBK,0
HOUSE OF WOOD TIMBER TRADING CO LLC,1
HOUTHANDEL LAMBERT VAN DEN BOSCH BV,0
HOUTIMPORT BEST,0
HOUTPLEX BV,0
HSE MINING PTY LTD,1
HSF S PTE LTD,2
HT INVESTMENT DEVELOPMENT LTD,1
HTK SHIPPING AND IMPORT EKSPORT COMPANY LIMITED,2
HUA GUAN ENERGY LIMITED,1
HUA QIN INTERNATIONAL TRADING,1
HUAXIANG GLOBAL LTD,1
HUDSON RIVER GROUP PTE LTD,1
HUMPUSS INTERMODA TRANSPORTASI TBK,2
HUNG TAI SHUN INTERNATIONAL TRADING LIMITED,0
HUSKY-CNOOC MADURA LIMITED,0
HUTCHISON ASIA TELECOMMUNICATIONS LIMITED,2
HX TRADING LIMITED,2
HYUNDAI DOOSAN INFRACORE CO LTD,1
HYUNDAI ENGINEERING & CONSTRUCTION CO LTD,1
IBM INTERNATIONAL GROUP BV,0
IBUKOTA DEVELOPMENT LTD,1
IDEMITSU KOSAN CO LTD,1
IFLIGHT TECHNOLOGY CO LTD,0
IKATAN ALUMNI TEKNIK UNDIP,0
ILENE INC,0
IMAGE FUTURE INVESTMENT (HK) LIMITED,1
IMPACK INTERNATIONAL PTE LTD,1
IMPACK ONE PTE LTD,1
IMPACK VIETNAM COMPANY LIMITED,1
IMPACKONE PTY LTD,1
IMPACKONE SDN BHD,1
IMPERIAL INVESTMENT LIMITED,1
IMPRUS PTE LTD,0
IMR ASIA HOLDING PTE LTD,1
IMR METALLURGICAL RESOURCES AG,1
INALUM,1
INBISCO (THAILAND) LTD,1
INDAH JAYA INVESTAMA,1
INDAH KIAT INTERNATIONAL FINANCE COMPANY B.V,1
INDAH KIAT PULP & PAPER TBK,1
INDAL ALUMINIUM INDUSTRY TBK,1
INDIGO PACIFIC CORPORATION,0
INDIKA CAPITAL INVESTMENTS PTE LTD,1
INDIKA CAPITAL PTE LTD,1
INDIKA CAPITAL RESOURCES LIMITED,1
INDIKA ENERGY CAPITAL II PTE LTD,1
INDIKA ENERGY CAPITAL III PTE LTD,1
INDIKA ENERGY CAPITAL IV PTE LTD,1
INDIKA ENERGY CAPITAL PTE LTD,1
INDIKA ENERGY TBK,1
INDIKA ENERGY TRADING PTE LTD,1
INDIKA POWER INVESTMENTS PTE LTD,1
INDIKA VENTURES PTE LTD,1
INDITECK TECHNOLOGY HONG KONG LIMITED,1
INDO ACIDATAMA TBK,1
INDO KORDSA TBK,2
INDO PASIFIC SHERATON,2
INDO STRAITS TBK,2
INDO TAMBANGRAYA MEGAH TBK,1
INDO TAUSCH TRADING DMCC,1
INDO TEKNIK DIESEL,1
INDOCEMENT,1
INDOCEMENT TUNGGAL PRAKARSA TBK,1
INDOCOAL RESOURCES (CAYMAN) LIMITED,2
INDOFARMA TBK,0
INDOFICA,1
INDOFOOD,2
INDOFOOD AGRI RESOURCES,1
INDOFOOD AGRI RESOURCES LTD,1
INDOFOOD CBP,2
INDOFOOD CBP SUKSES MAKMUR TBK,0
INDOFOOD FOOD INDUSTRIES SDN BHD,0
INDOFOOD SINGAPORE HOLDINGS PTE LTD,0
INDOFOOD SINGAPORE HOLDINGS PTE. LTD.,2
INDOFOOD SUKSES MAKMUR TBK,0
INDOINTERNATIONAL GREEN ENERGY RESOURCES PTE LTD,1
INDOMARET,0
INDOMETAL LIMITED,1
INDOMOBIL SUKSES INTERNASIONAL TBK,1
INDONESIA AIRASIA,1
INDONESIA ALUMINA REFINERY LTD,1
INDONESIA INVESTMENT AUTHORITY,1
INDONESIA PRIMA PROPERTY TBK,1
INDONESIAN PARADISE PROPERTY TBK,2
INDOPACIFIC ENERGY PTE LTD,1
INDOPOLY SWAKARSA INDUSTRY TBK,0
INDORAMA HOLDINGS BV,1
INDORAMA INDUSTRY PTE LTD,1
INDORAMA IPLIK SANAYI VE TICARET A.S,1
INDOSAT OOREDOO HUTCHISON,0
INDOSAT SINGAPORE PTE LTD,2
INDOSPRING TBK,2
INDOSTAR SL,0
INDOTAN LOMBOK PTE LTD,1
INDOVALUE CAPITAL ASSET,0
INDUSTRI PAMERAN NUSANTARA,1
INDUSTRIAL BANK OF KOREA,0
INGRAM MICRO ASIA LIMITED,2
INGRAM MICRO ASIA LTD,2
INGRAM MICRO DELAWARE INC,2
INHEALTH,0
INK COLOR INT PTE LTD,1
INNER MONGOLIA NORTH HAULER JOINT STOCK CO LTD,1
INNOVATE INSTANT COFFEE SDN BHD,1
INSTITUT TEKNOLOGI BANDUNG,2
INTAN SURYA PRATAMA,1
INTANWIJAYA INTERNASIONAL TBK,2
INTEGR 8 FUELS ASIA PTE LTD,2
INTER WAHANA NUSANTARA,0
INTER-DELTA TBK,2
INTERCON INTERNATIONAL STATIONERY CO LTD,0
INTERNATIONAL AIR TRANSPORT ASSOCIATION,2
INTERNATIONAL BEAUTY PRODUCTS LTD,1
INTERNATIONAL MINERALS COMPANY LLC,1
INTERNATIONAL RESOURCES LTD,0
INTERTASTE BV,1
INTERVENTURES CAPITAL PTE LTD,0
INTI BANGUN SEJAHTERA TBK,2
INTILAND DEVELOPMENT TBK,1
INTRACO PENTA TBK,1
INTREPID INVESTMENTS LIMITED,1
INVESTREE SINGAPORE PTE LTD,1
IPRICE GROUP,1
IPRICE GROUP SDN BHD,2
IRIS MARITIME INTERNATIONAL S.A,0
IRON MOUNTAIN HONG KONG LIMITED,1
IRON MOUNTAIN INCORPORATED,1
IRS GLOBAL PTE LTD,1
ISLAMIC DEVELOPMENT BANK,1
ISLAND CONCEPTS INDONESIA TBK,2
ISLAND REGENCY GROUP LIMITED,2
ISLAND SPICE INVESTMENTS LIMITED,1
ISV SA HONGKONG BRUNP & CATL CO.,1
ITOCHU KENZAI CORPORATION,2
ITOCHU SINGAPORE PTE LTD,1
J & P RESOURCES GOLD OHQ SDN BHD,2
J CREW,2
J RESOURCES ASIA PASIFIK TBK,2
J RESOURCES GOLD LTD,2
J RESOURCES NETHERLAND BV,2
J TRUST,2
J TRUST ASIA PTE LTD,2
J TRUST CO LTD,2
JA MITSUI LEASING LTD,1
JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK,0
JAKARTA SETIABUDI INTERNASIONAL TBK,1
JALAN PANTAI LIMITED,1
JAMIPOL LIMITED,1
JAPET RES PTE LTD,1
JAPFA COMFEED INDONESIA TBK,0
JAPFA LTD,0
JARDINE CYCLE & CARRIAGE,1
JARDINE CYCLE CARRIAGE LIMITED,1
JARDINE MATHESON,1
JASINDO HEALTH CARE,2
JASUINDO TIGA PERKASA TBK,2
JAYA AGRA WATTIE TBK,1
JAYA KONSTRUKSI MANGGALA PRATAMA TBK,1
JAYA REAL PROPERTY TBK,1
JEFFLYNE GOLDEN HOLDINGS PTE LTD,0
JEMBO CABLE COMPANY TBK,2
JENG RINCE KITCHEN,2
JERA GLOBAL MARKETS PTE LTD,1
JFE SHOJI CORPORATION,1
JGC VENTURES PTE LTD,2
JIANGMEN JIN XING TRADING DEVELOPMENT CO LTD,2
JIANGSU CMZ ZIPPER SCI & TECH CO LTD,2
JIANGSU HENGTONG OPTOELECTRIC,2
JIANGSU HENGTONG WIRE CABLE TECHNOLOGY CO LTD,2
JIANGSU HENGXIN TECHNOLOGY LTD,2
JIANGSU METCOPLUS INDUSTRY INTERNATIONAL CO LTD,1
JIN DELI BUH HANG,2
JINDAL STAINLESS LIMITED,1
JO COSMETICS CO LTD,1
JOHN DEERE ASIA (SINGAPORE) PTE LTD,1
JOHN HARDY (HK) LTD,1
JOMARA SEAFOOD INC,0
JPMCB NA AIF CLT RE THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,0
JPMCB NA RE CATHAY LIFE LNSURANCE CO LTD,1
JPMCB NA RE JPMCB SINGAPORE BRANCH,1
JSW STEEL GLOBAL TRADE PTE LTD,1
JUNGHEINRICH LIFT TRUCK LTD,1
JUNIPER BIOLOGICS PTE LTD,1
K-VISION,0
K2 STRATEGIC PTE LTD,1
KABELINDO MURNI TBK,1
KABULINCO JAYA,0
KAI KWONG TRADING CO,1
KALBE FARMA TBK,0
KALBE NUTRITIONALS,0
KALTENG INVESTMENT PTE LTD,1
KANGAROO RESOURCES PTY LTD,1
KAPTEN CAROQ MARITIME LTD,2
KAPUAS RAYA ARMADA PERMAI LINES,1
KARUNIA BARA PERKASA,1
KARUNIA SELARAS ABADI,0
KARYA PERSADA KHATULISTIWA,2
KASIKORN VISION FINANCIAL COMPANY PTE LTD,0
KASIKORNBANK PUBLIC COMPANY LIMITED,0
KAWASAKI GAS TURBINE ASIA SDN BHD,2
KAWASAN INDUSTRI JABABEKA TBK,1
KAYU KAYU SUPER,2
KB MDI CENTAURI MASTER FUND PTE LTD,2
KCH ENERGY CO LTD,1
KDB TIFA FINANCE TBK,1
KEDAUNG INDAH CAN TBK,1
KEDAWUNG SETIA INDUSTRIAL TBK,0
KEDUTAAN BESAR INDIA,1
KEE CHONG CHING LAI ASIA PTE LTD,0
KEJAKSAAN AGUNG,0
KEMENTERIAN AGAMA REPUBLIK INDONESIA,1
KEMENTERIAN KELAUTAN DAN PERIKANAN REPUBLIK INDONESIA,1
KEMENTERIAN KESEHATAN REPUBLIK INDONESIA,1
KEMENTERIAN LUAR NEGERI REPUBLIK INDONESIA,1
KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF REPUBLIK INDONESIA,1
KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT REPUBLIK INDONESIA,1
KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN REPUBLIK INDONESIA,2
KEMENTERIAN PERHUBUNGAN REPUBLIK INDONESIA,1
KEMENTERIAN PERINDUSTRIAN REPUBLIK INDONESIA,1
KEMENTERIAN PERTAHANAN REPUBLIK INDONESIA,1
KEMENTERIAN SEKRETARIAT NEGARA REPUBLIK INDONESIA,1
KENDILO PTE LTD,1
KEPOLISIAN NEGARA REPUBLIK INDONESIA,1
KEPPEL FUND MANAGEMENT LIMITED,0
KERAMIK LAUFEN AG,1
KERAMIKA INDONESIA ASSOSIASI TBK,1
KERATON INVESTMENT LTD,1
KERJASAMA OPERASI FORTUNA INDONESIA,1
KERJASAMA OPERASI SAHID MEGATAMA KARYA GEMILANG,1
KERJASAMA OPERASI SAHID MULTI PRATAMA GEMILANG,1
KESTREL WAVE INVESTMENT LTD,2
KEX FOTOKINA,2
KEX KOPAPRA,2
KEX MARI PRO SETIABUDI,2
KEX SAKURA PHOTO,2
KIA MOTOR CORPORATION,1
KIA MOTORS INDIA PRIVATE LIMITED,1
KIM GUAN HAP KEE SDN BHD,0
KIMBERLYCLARK CORPORATION,1
KIMIA FARMA DAWAA CO LTD,0
KIMIA FARMA TBK,0
KINGDOM RESOURCES DMCC,2
KINO CARE CONSUMER CO LTD,1
KINO CARE SDN BHD,1
KINO CONSUMER PHILIPPINES INC,1
KINO INCORPORATION CO LTD,1
KINO INTERNATIONAL PTE LTD,1
KINO JAPAN KABUSHIKI KAISHA,1
KINO VIETNAM CO LTD,1
KITAI RESOURCES LIMITED,1
KJPP PATUH ANSORI,2
KLINIK AGP ARTHAKES,0
KLOCKNER PENTAPLAST (THAILAND) LTD,1
KMI WIRE AND CABLE TBK,1
KNAPE HOUT BV,0
KNK ENERGY PTE LTD,1
KOBAYASHI WOVEN LABELS CO LTD,2
KOBEXINDO TRACTORS TBK,1
KODAK ALARIS INC,2
KODAK ALARIS PTE LTD,2
KOFFIE HOME,2
KOI KOI TRADING,1
KOK SENG ELECTRONICS CO LTD,1
KOKOH INTI AREBAMA TBK,1
KOKUSAI PULP AND PAPER CO LTD,1
KOLMAR SINGAPORE PTE LTD,1
KOMODO FUND,1
KONSORSIUM IFORTE HTS,2
KOOKMIN BANK CO LTD,0
KOPERASI BORNEO AGROSINDO SANTOSA,1
KOPERASI HARAPAN MAKMUR BERSAMA,2
KOPERASI JAMINAN MASA DEPAN SEJAHTERA,1
KOPERASI JASA ADHI SEJAHTERA,1
KOPERASI KARYAWAN BETON MAKMUR WIJAYA,1
KOPERASI KARYAWAN CARDIGINTERNATIONAL GROUP,1
KOPERASI KARYAWAN LATINUSA,2
KOPERASI KARYAWAN PT BUKAKA TEKNIK UTAMA TBK,1
KOPERASI KARYAWAN SEHATI,2
KOPERASI KARYAWAN WEGE,1
KOPERASI KARYAWAN WIKA GEDUNG,1
KOPERASI KEHAM LESTARI,1
KOPERASI KELUARGA BESAR SEMEN PADANG,1
KOPERASI KONSUMEN KARYAWAN MANDIRI WIDODO MAKMUR,0
KOPERASI KUMAI HULU SEBERANG,1
KOPERASI LANGGAI BERSAMA,1
KOPERASI LANGGAI JAYA MAKMUR,1
KOPERASI MARAGA JAYA,2
