Nama,Closeness
NOAH SHIPPING PTE LTD,0.14
PT HASKOJAYA ABADI,0.14
CV LANCAR MARITIM JAYA,0.14
PT LANCARJAYA ENERGI NUSANTARA,0.14
PT PELAYARAN BHARUNA SAMUDERA PERSADA,0.14
PT SINGA LAUTAN INDONESIA,0.14
PT TEKNIK ALUM SERVICE,0.14
PT NELLY ENERGI LESTARINDO,0.14
PT PELAYARAN HASKO HANLY GLOBAL,0.14
PT PELAYARAN NELLY ANUGRAH,0.14
PT PERMATA BARITO SHIPYARD&ENGINEERING,0.14
PT NEL;LY GAYA KREASI,0.14
PT BANK WOORI SAUDARA INDONESIA 1906 TBK,0.14
ALLIED HILL LIMITED,0.14
APEX FIBER RESOURCES AND TRADING FZCO,0.14
GREENPOINT GLOBAL TRADING (MACAO COMMERCIAL OFFSHORE) LIMITED,0.14
PT ASIA PACIFIC RAYON,0.14
FORINDO PRIVATE LIMITED,0.14
PT GUNUNG MELAYU,0.14
PT NUSA PUSAKA KENCANA,0.14
PT SAUDARA SEJATI LUHUR,0.14
PT SUPRA MATRA ABADI,0.14
PT RAYON UTAMA MAKMUR,0.14
PT ARGO BENI MANUNGGAL,0.14
PT GRAND PERINTIS INDUSTRY,0.14
PT GRAND TEXTILE INDUSTRY,0.14
PT KLOPMAN ARGO INTERNATIONAL,0.14
PT KURABO MANUNGGAL TEXTILE INDUSTRIES,0.14
PT MITRA DINAMIKA SEJATI,0.14
PT TIGA MANUNGGAL SYNTHETIC INDUSTRIES,0.14
PT KARAWANG UTAMA TEXTILE INDUSTRIES,0.14
PT LAWE ADYAPRIMA SPINNING MILLS,0.14
PT RAGAM LOGAM,0.14
PT ARGO MANUNGGAL TRIASTA,0.14
PT DHARMA MANUNGGAL,0.14
TREVOR GLOBAL LTD,0.14
PT KUKUH MANUNGGAL PROPERTINDO,0.14
WINTERMAR OFFSHORE MARINE TBK,0.14
GLENWOOD CORPORATION,0.14
PT BAHARI ISTANA ALKAUSAR,0.14
CRUSTACEA SEAFOOD COMPANY INC,0.14
NEWPORT INTERNATIONAL OF TIERRA VERDE INC,0.14
PT KARYA MINA PUTRA,0.14
KARYA PERSADA KHATULISTIWA,0.14
NUANSA CIPTA MAGELLO,0.14
PT BINA KARNADA,0.14
PT BUMI TARA PERDANA,0.14
PT BUMI TARA PERKASA,0.14
PT BUMI TARA PRATAMA,0.14
PT BUMI TARA SINERGI,0.14
PT CISADANE RIVER PARK,0.14
PT GEMILANG INTERNATIONAL,0.14
PT GRIYA CIPTA BERDIKARI,0.14
PT MANDIRI GITA PERTIWI,0.14
PT MENTARI DAYA SELARAS,0.14
PT PRATAMA KENCANA PERKASA,0.14
PT PROPERTINDO LINE SEMESTA,0.14
PT RAFFLES GRAHA PERSADA,0.14
PT RAFFLES GRIYA PERKASA,0.14
PT RAFFLES NIAGA KENCANA,0.14
PT USAHA MANDIRI SUKSES ABADI,0.14
PT SURYA BUANA MAKMUR,0.14
PT TRUST PENATA PROPERTINDO,0.14
PT TRUST SECURITIES,0.14
PT ANUGERAH GRIYA PERSADA,0.14
ISLAND REGENCY GROUP LIMITED,0.14
PT BHUMI LESTARI MAKMUR,0.14
PT PATRA SUPPLIES AND SERVICES,0.14
PT ADHIYAKSA TIRTA ABADI,0.14
PT DAVILAND PROPERTY PARTNERS,0.14
PT DUTA DHARMA REALTY,0.14
PT KARYA BINTANG BALI,0.14
PT LOKAL KULTURE KREATIF ABADI,0.14
PT MANGGALA MULIA PARTNERS,0.14
PT PAPUA SUPPLIES AND SERVICES,0.14
PT PASTI BALI,0.14
PT PESONA BALI RAYA ABADI,0.14
PT TAMAN MERAH BALI,0.14
PT JIMBARAN HIJAU,0.14
PT JIMBARAN HIJAU INVESTA,0.14
PT JIMBARAN HILLTOWN,0.14
PT NUANSA HIJAU LESTARI,0.14
PT SILIKON BALI INDONESIA,0.14
PT TAMAN MERAH INVESTASI,0.14
BALI ISLAND VILLAS,0.14
ONIX CAPITAL TBK,0.14
PT BHAKTI COAL RESOURCES,0.14
PT BHAKTI MIGAS RESOURCES,0.14
PT KARYA PACIFIC INVESTAMA,0.14
PT LENOX PASIFIK INVESTAMA TBK,0.14
LIPPO SECURITIES,0.14
PT INVESTASI SUKSES BERSAMA,0.14
PANINVEST TBK,0.14
PT PUTRA BUANA INDONESIA WOOD INDUSTRY,0.14
MATARAM LIMITED,0.14
NATUREVERSE INC PTE LTD,0.14
FORESTONE AUSTRALIA PTY LTD,0.14
NAKAI CORPORATION,0.14
POONGSAN MARU CO LTD,0.14
PT GEMA ALAM LESTARI,0.14
PT GEMA LESTARI INDONESIA,0.14
PT KD MINERAL IDN,0.14
PT KERTAS NUSANTARA,0.14
PT MANDIRI TIMBER PRATAMA,0.14
ZONN PONN ENTERPRISE,0.14
KAI KWONG TRADING CO,0.14
PT CEVE LESTIANI,0.14
PT GENERASI DUA SUKSES TERUS,0.14
PT SENA DWIMAKMUR,0.14
PT SELARAS TURBO ELEKTRONIK INDONESIA,0.14
PT TURBO ELEKTRO DOMESTICI,0.14
PT CITRA KREASI MAKMUR,0.14
PT VERSUNI HOMELIFE INDONESIA,0.14
KEE CHONG CHING LAI ASIA PTE LTD,0.14
PT NADYA PRIMA INDONESIA,0.14
PT MEKANUSA CIPTA,0.14
PT INTI GEMILANG BANGUN PERKASA,0.14
PT KAWAN LAMA INTERNUSA,0.14
EQUITY DEVELOPMENT INVESTMENT TBK,0.14
PT BENSON MEDIA KREASI,0.14
PT BINARY VENTURA INDONESIA,0.14
PT ELEVORA STRATEGI GRUP,0.14
PT INDONESIA ENTERTAINMEN GRUP,0.14
PT KAPAN LAGI DOT COM NETWORKS,0.14
PT MEDIATAMA TELEVISI,0.14
PT RANS SURYA AKTIVASI,0.14
PT SCREENPLAY PRODUKSI,0.14
PT SURYA CANTIK BERSINAR,0.14
PT SURYA CITRA PESONA,0.14
PT SURYA MEDIA BERKAH,0.14
PT SURYA MEDIA CITAPRIMA,0.14
PT SURYA SPORT INDONESIA,0.14
PT SURYA TRIPOTIMA MULTIKREASI,0.14
PT WISPER MEDIA,0.14
WHISPER MEDIA PTE LTD,0.14
EQUITY GLOBAL INTERNATIONAL LIMITED,0.14
LP COMMODITIES PRIVAT LIMITED (LPCPL),0.14
PT TERANG ANUGRAH ABADI,0.14
PT EMAS KARYA ABADI,0.14
PT EMAS MURNI ABADI,0.14
PT GEMILANG HARTADINATA ABADI,0.14
PT PELABUHAN TALENTA BUMI,0.14
PT TALENTA BUMI,0.14
PT TALENTA BUMI ENERGI,0.14
INTRACO PENTA TBK,0.14
KSTAR CAPITAL PTE LTD,0.14
PT JAST INFOTEK GRUP,0.14
CHINA CONSTRUCTION BANK CORPORATION,0.14
METSO OUTOTEC OYJ,0.14
PT DWIPA MEGAH LESTARI,0.14
PT WAHANA BATUBARA INDONESIA,0.14
PT BARADINAMIKA MUDASUKSES,0.14
PT MALINAU HIJAU LESTARI,0.14
PT MITRA ALAM BAHARI SENTOSA,0.14
PT MITRA MALINAU ENERGI,0.14
PT MITRADELTA BAHARI PRATAMA,0.14
PT MITRAMUDA MAKMUR,0.14
PT BUMI SEKUNDANG ENIM ENERGY,0.14
PT ARMADA INDONESIA MANDIRI,0.14
PT CIPTA MAHAKARYA HARMONI,0.14
PT GLOBAL STEVEDORING INDONESIA,0.14
PT GLOBAL TRANS ENERGY INTERNATIONAL,0.14
PT KARYA BUMI PRIMA,0.14
PT SARANA KELOLA SEJAHTERA,0.14
PT WAHANA NIAGA CEMERLANG,0.14
PT WAHANA YASA INTERNATIONAL SHIPPING,0.14
EAST PROFIT INTERNATIONAL ENTERPRISES LTD,0.14
IDEMITSU KOSAN CO LTD,0.14
KCH ENERGY CO LTD,0.14
PT BARAMULTI SUGIH SENTOSA,0.14
PT RAY DELTA MANDIRI,0.14
PT BANGUN BANUA KALIMANTAN SELATAN,0.14
PT MEGA CORPORA,0.14
ABADI INVESTMENT PTE LTD,0.14
PT INDOLIFE INVESTAMA PERKASA,0.14
BRIDGESTONE SINGAPORE PTE LTD,0.14
PT SEPARI ENERGY,0.14
PT ARMADA MAHA KARYA,0.14
PT ASURANSI MITRA PELINDUNG MUSTIKA,0.14
PT MITRA PERTAMA MULIA,0.14
PT MITRA PINASTHIKA MULIA,0.14
PT MITRA PINASTHIKA MUSTIKA AUTO,0.14
PT PUTRA MUSTIKA PRIMA,0.14
PT PANIN ASSET MANAGEMENT,0.14
PT PATRIA INVESTAMA,0.14
PT PATRIA NUSA ADAMAS,0.14
PT UPAYA CIPTA SEJAHTERA,0.14
PT MITRA TELEKOMUNIKASI SELULAR,0.14
PT PERDANA MULIA MAKMUR,0.14
PT POIN MULTI MEDIA,0.14
PT POIN MULTI MEDIA NUSANTARA,0.14
PT SETIA UTAMA MEDIA APLIKASI,0.14
PT SETIA UTAMA SERVICES,0.14
PT SIMPATINDO MULTI MEDIA,0.14
PT TELE UTAMA NUSANTARA,0.14
PT TELESINDO SHOP,0.14
SOCIETE DES MATIERES PREMIERES TROPICALES PTE LTD,0.14
BRIDGESTONE CORPORATION,0.14
HANKOOK TIRE AND TECHNOLOGY CO LTD,0.14
PEMERINTAH DAERAH DKI JAKARTA,0.14
BLUE OCEAN RESOURCES PTE LTD,0.14
CP PRIMA AQUACULTURE PRIVATE LIMITED,0.14
CP PRIMA CORPORATION LIMITED,0.14
CPP INTERTRADE PTE LTD,0.14
PT ANDALAS WINDUMURNI,0.14
PT CENTRAL BALI BAHARI,0.14
PT CENTRALPERTIWI BAHARI,0.14
PT CENTRALWINDU SEJATI,0.14
PT CITRA WINDUPERTALA,0.14
PT MARINDOLAB PRATAMA,0.14
PT SURYAWINDU PERTIWI,0.14
PT WINDUSEJATI PERTIWI,0.14
PERFECT COMPANION SWT CO LIMITED,0.14
PT CENTRAL PANGAN PRIMA,0.14
ARCHIPELAGO RUBBER TRADING PTE LTD,0.14
FATE S A I C I,0.14
KUMHO TIRE CO INC,0.14
NEXEN TIRE CORPORATION,0.14
PIRELLI TYRES ROMANIA SRL,0.14
PT ETAM BERSAMA LESTARI,0.14
PT HANKOOK TIRE INDONESIA,0.14
R1 INTERNATIONAL PTE LTD,0.14
YOKOHAMA RUBBER SINGAPORE PTE LTD,0.14
HSF S PTE LTD,0.14
PT TRIPUTRA PERSADA MEGATARA,0.14
PT ANUGRAH BUNGO LESTARI,0.14
PT BINTANG AGUNG PERSADA,0.14
PT DJAMBI WARAS,0.14
PT KARINI UTAMA,0.14
PT KIRANA BORNEO TANGKILING,0.14
PT KIRANA MUSI PERSADA,0.14
PT KIRANA PERMATA,0.14
PT KIRANA PRIMA,0.14
PT KIRANA PUTERA KARYA,0.14
PT KIRANA SANGGAM BALANGAN,0.14
PT KIRANA SAPTA,0.14
PT KIRANA SAROLANGUN,0.14
PT KIRANA TEBO,0.14
PT KIRANA TRIPUTRA PERSADA,0.14
PT KIRANA WINDU,0.14
PT KOMERING AGRO INDUSTRI,0.14
PT KOMERING JAYA PERDANA,0.14
PT NEW KALBAR PROCESORS,0.14
PT NUSIRA,0.14
PT PANEN SUBUR ABADI,0.14
PT PANTJA SURYA,0.14
PT PUTRA KATINGAN PRATAMA,0.14
PT TIRTA SARI SURYA,0.14
PT TISMA PERDANA MANDIRI,0.14
PT GENGGAM ANUGERAH LUMBUNG KULINER,0.14
PT JAYA ANCOL,0.14
PT JAYA ANCOL PRATAMA TOL,0.14
PT SARANA TIRTA UTAMA,0.14
PT SEABREEZ INDONESIA,0.14
PT TAMAN IMPIAN,0.14
PT TAMAN IMPIAN JAYA ANCOL,0.14
CJ GLOBAL HOLDINGS LIMITED,0.14
PT TENE CAPITAL,0.14
EPAC FLEXIBLES ASIA PTE LTD,0.14
PT EPAC FLEXIBLES INDONESIA,0.14
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,0.14
PT EPACKAGING DIGITAL PRINTING,0.14
PT GLOBAL NIAGA PRATAMA,0.14
PT INFINITY DISTRO,0.14
PT JAVAS DARPA PARAMA,0.14
PT MARIZARASA SARIMURNI,0.14
PT MITRAMAS MAKMUR PERKASA,0.14
PT RUMAH DIGITAL NUSANTARA,0.14
PT SINERGY INDOPACK MAKMUR,0.14
PT UNIVERSAL CIPTA PANGAN,0.14
PT BUANA CHANDRA MANDIRI,0.14
PT GIREFINDO KIMIA ABADI .,0.14
PT HENKEL INDONESIEN,0.14
PT MEGASETIA AGUNG KIMIA,0.14
PT NAGASE IMPOR-EKSPOR INDONESIA,0.14
PT NUSA EKA WINAPRATAMA,0.14
PT SAMAFITRO,0.14
SHANGHAI TONG & UNITY LIGHT INDUSTRY MACHINERY CO LTD,0.14
PT OMNI MULTI INDUSTRINDO,0.14
PT DELI COAL,0.14
PT DELI PRATAMA NUSANTARA,0.14
PT SERONGGA SUMBER LESTARI,0.14
PT ARUTMIN INDONESIA KINTAP ENERGI,0.14
IBM INTERNATIONAL GROUP BV,0.14
PT KAYUNG AGRO LESTARI,0.14
QINHUANGDAO BEIDAIHE DAWEISHENG INTERNATIONAL,0.14
PT INDOMITRA PRIMA SEJATI,0.14
PT HERO SUPERMARKET TBK,0.14
PT HERO INTIPUTRA,0.14
PT INDOTEK DRILING SOLUSI,0.14
GIBCA PETROLEUM SERVICES CO LLC,0.14
GREATWALL DRILLING ASIA PACIFIC,0.14
M-I INDONESIA,0.14
MEDCO ENERGI THAILAND LIMITED,0.14
MUD LOGIC PTY LTD,0.14
NEWPARK DRILLING FLUIDS SPA,0.14
PT ASIA PETROCOM SERVICES,0.14
PT BAROID INDONESIA,0.14
PT M-I PRODUCTION CHEMICALS INDONESIA,0.14
PT MATRA UNIKATAMA,0.14
PT SOLSTICE ENERGY SERVICES,0.14
SOLTICE ENERGY SERVICE,0.14
M/S OIL AND NATURAL GAS CORPORATION LTD,0.14
PT SOHO GLOBAL MEDIKA,0.14
PT SOHO INDUSTRI PHARMASI,0.14
PT UNIVERSAL HEALTH NETWORK,0.14
FRABURG PTY LIMITED,0.14
TIBERIAS 96 PTY LTD,0.14
MEDISIA INVESTMENT HOLDINGS PTE LTD,0.14
CASCADE CREEK PTY LTD,0.14
PT TAIYO SINAR RAYA TEKNIK,0.14
SUMITOMO ELECTRIC INDUSTRIES LTD,0.14
PT SARANA MEGAHTAMA,0.14
DANA KESEHATAN INDONESIA,0.14
PT INDOKARYA INTERNUSA,0.14
SCG DISTRIBUTION COMPANY LIMITED,0.14
PT KARYA MAKMUR KREASI PRIMA,0.14
BANK JULIUS BAER AND CO LTD SINGAPORE,0.14
RUGAO CITY XINA TRADING CO LTD,0.14
NANTONG HUAZE INVESTMENT CO LTD,0.14
PT DYANDRA MEDIA INTERNATIONAL TBK,0.14
PT TANJUNG LESUNG RESORT,0.14
PT GEMA BUANA INDONESIA,0.14
PT GRAHA SENTOSA PERSADA,0.14
UNION BANCAIRE PRIVEE UBP SA SINGAPORE BRANCH,0.14
PT ALFAZ TOUR,0.14
PT BABUSSALAM BUANA MITRA,0.14
PT BAYU BUANA TRANSPORT,0.14
PT BUANA GELAR PARIWICARA,0.14
PT DHARMA BUANA EXPERINDO,0.14
PT DUTA BUANA EXPRESS,0.14
PT HULAA TRAVEL INDONESIA,0.14
PT TRIPUTRA BAYU KENCANA,0.14
BANK SINGAPORE LTD,0.14
PT PIONEERINDO SUGAKICO INDONESIA,0.14
PT PUTRA ASIA PERDANA INDAH,0.14
PT GOLDEN ZAGA INDONESIA,0.14
PT AGRO WANA LESTARI,0.14
PT BANGUN JAYA ALAM PERMAI,0.14
PT CIPTATANI KUMAI SEJAHTERA,0.14
PT JATIM JAYA PERKASA,0.14
PT LADANG SAWIT MAS,0.14
PT SRI ANDAL LESTARI,0.14
CV PUTRA SONGKA MANDIRI,0.14
PT AGRI HI KAY INDONESIA,0.14
PT DEWA SUKSES MANDIRI,0.14
PT INFERCO,0.14
PT SURYA SUBUR LESTARI,0.14
PT SYARATAN ABADI LESTARI,0.14
PT TERANG KARYA UTAMA,0.14
PT TRIROYAL TIMURRAYA,0.14
PT BUMI MAS INDO SAWIT,0.14
PT CAHYA VIDI ABADI,0.14
PT PALMA SEJAHTERA,0.14
PT SURYABUMI AGROLANGGENG,0.14
PT TELAGA SARI PERSADA,0.14
PT WISMA RAMAYANA,0.14
PT RAGAM VENTURINDO,0.14
KOREAN REINSURANCE COMPANY,0.14
AJB BUMIPUTERA 1912,0.14
PT SARI DASA KARSA,0.14
PT ARKORA BAKTI INDONESIA,0.14
ACEI SINGAPORE HOLDINGS PRIVATE LTD,0.14
PT ARJUNA HIDRO,0.14
PT ARKORA ATLANTIK,0.14
PT ARKORA ENERGI BARU,0.14
PT ARKORA ENERGI TANGGAMUS,0.14
PT ARKORA GUNA NERGI,0.14
PT ARKORA HIDRO PASIFIK,0.14
PT ARKORA HIDRO TENGGARA,0.14
PT ARKORA HIDRONESIA,0.14
PT ARKORA HYDRO KALIMANTAN,0.14
PT ARKORA HYDRO MALILI,0.14
PT ARKORA HYDRO PAMULIHAN,0.14
PT ARKORA HYDRO SULAWESI,0.14
PT ARKORA KALIMANTAN ENERGI HIJAU,0.14
PT ARKORA LUWU TIMUR MANDIRI,0.14
PT ARKORA PADALEMBARA TERBARUKAN,0.14
PT ARKORA PEMBANGKITAN HIJAU/PT ARKORA SULAWESI TENGAH,0.14
PT ARKORA SULAWESI SELATAN,0.14
PT ARKORA SULAWESI TENGGARA,0.14
PT ARKORA TENAGA MATAHARI,0.14
PT ARKORA TOMONI HYDRO,0.14
PT GLOBAL METAL RAYA,0.14
PT GRANIF KONSULTAN,0.14
PT HYDRA SULAWESI,0.14
PT NOSU HYDRO,0.14
PT SULAWESI HIDRO MANDIRI,0.14
PT TENGGARA HIDRO,0.14
PT TIRTA ENERGI LESTARI,0.14
PT MULTIFORTUNA ASINDO,0.14
PT SURYAPARAMITRA ABADI,0.14
PT SURYA PERTIWI NUSANTARA,0.14
PT SURYA GRAHA PERTIWI,0.14
KERAMIK LAUFEN AG,0.14
PT INTERTREND UTAMA,0.14
PT INTAN ALAM PERTIWI,0.14
PT ABHRIRAMA KRESNA,0.14
PT ABIOSO BATARA ALBA,0.14
PT DHARMA PUTRA KALIMANTAN SEJATI,0.14
PT DUTAMAS SATU,0.14
PT KAYU LIMA SEJAHTERA,0.14
PT KUTAI TIMBER INDONESIA,0.14
PT LINGGARJATI MAHARDIKA MULIA,0.14
PT MAJU JAYA SEJAHTERA PLYWOOD INDUSTRI,0.14
PT MANDIRI JAYA SUCCESSINDO,0.14
PT MANGOLE TIMBER PRODUCERS,0.14
PT PUNDI INDOKAYU INDUSTRI,0.14
PT RIMBA PARTIKEL INDONESIA,0.14
PT SENGON KONDANG NUSANTARA,0.14
PT SUMBER GRAHA SEJAHTERA,0.14
PT TAMBAN DHARMA PUTRA,0.14
PT WIJAYA TRIUTAMA PLYWOOD,0.14
CV GARUDA MAS LESTARI,0.14
PT AGRO AFIAT,0.14
PT ALAM LESTARI NIAGA,0.14
PT ANUGERAH KIMIA INDONESIA,0.14
PT ARTOCHEM INDONESIA,0.14
PT DWITUNGGAL MULIA KIMIA,0.14
PT GERRINDO SURYA MAKMUR,0.14
PT KARTIKA CEMERLANG,0.14
PT KURNIA MAKMUR ABADI JAYA,0.14
PT LABAN RAYA SAMODRA,0.14
PT PANDA MAS KIMIA ABADI,0.14
PT SATONA,0.14
PT SUPERCHEM PRIMA LESTARI,0.14
PT TOYA INDO MANUNGGAL,0.14
PT CAHAYA SAKTI GEMILANG,0.14
TRI POLYTA,0.14
PT BARITO INVESTA PRIMA,0.14
PT BARITO MITRA INVESTAMA,0.14
PT BARITO RENEWABLES ENERGY TBK,0.14
PT BARITO WAHANA LESTARI,0.14
PT BARITO WANABINAR INDONESIA,0.14
PT RIMBA EQUATOR PERMAI,0.14
PT ROYALINDO MANDIRI,0.14
PT TUNGGAL AGATHIS INDAH WOOD INDUSTRIES,0.14
PT WIRADAYA LINTAS SUKSES,0.14
FE INDORAMA KOKAND TEXTILE LLC,0.14
INDORAMA INDUSTRY PTE LTD,0.14
INDORAMA IPLIK SANAYI VE TICARET A.S,0.14
IRS GLOBAL PTE LTD,0.14
PT CIKONDANG KANCANA PRIMA,0.14
PT INDORAMA TRADE AND DEVELOPMENT SERVICES,0.14
PT IRAMA INVESTAMA,0.14
INDORAMA HOLDINGS BV,0.14
PT BUDI STARCH & SWEETENER TBK,0.14
PT JAGAD UTAMA LESTARI,0.14
PT TRISADA MULIA,0.14
GARMIN LTD,0.14
PT GATRA LIMA SAKTI,0.14
PT RAJAWALI PROPERTI KHATULISTIWA,0.14
PT PEMBANGUNAN PROPERTY NUSANTARA,0.14
PT LAZULI KARYA SARANA,0.14
ALAM SYNERGY PRIVATE LIMITED,0.14
CARLISLE VENTURE PTE LTD,0.14
PT DELTA MANUNGGAL RAHARJA,0.14
PT DELTA MEGA PERSADA,0.14
PT DUTA PRAKARSA DEVELOPMENT,0.14
PT DUTA REALTINDO JAYA,0.14
PT GARUDA ADHIMATRA INDONESIA,0.14
PT MERDU GEMILANG MITRATAMA,0.14
PT NUSA CIPTA PRATAMA,0.14
PT NUSA RAYA MITRATAMA,0.14
PT PERMATA INDAH KEDATON,0.14
PT TANGERANG FAJAR INDUSTRIAL ESTATE,0.14
PT MANUNGGAL PRIME DEVELOPMENT,0.14
PT AMARIS TIRTA PRATAMA,0.14
PELICAN COMPANY LIMITED,0.14
GREATWALL CAPITAL PTE LTD,0.14
PT PERMATA HIJAU,0.14
PT MITRA PRIMA KREASI,0.14
PT SEMESTANUSTRA DISTRINDO,0.14
PT SIANTAR MEGAH JAYA,0.14
SIANTAR INTERNATIONAL HOLDING CO LTD,0.14
PT SHINDO TIARA TUNGGAL,0.14
ASEAN MARITIME CORPORATION,0.14
BERLIAN LAJU TANKER CORPORATION,0.14
BLT FINANCE B.V,0.14
BLT LNG TANGGUH CORPORATION,0.14
DIAMOND PACIFIC INTERNATIONAL CORPORATION,0.14
FAST MARINE TRADING LIMITED,0.14
FREESIA NAVIGATION S.A,0.14
GOLD BRIDGE SHIPPING LTD,0.14
HOPEWAY MARINE INC,0.14
INDIGO PACIFIC CORPORATION,0.14
IRIS MARITIME INTERNATIONAL S.A,0.14
PT ASWATAMA SAMUDERA NUSANTARA,0.14
PT BERLIAN LIMATAMA,0.14
PT BROTOJOYO MARITIME,0.14
PT CENDANAWATI LOGISTIK INDONESIA,0.14
PT DEWI SRI MARITIM,0.14
PT NIAGA GLOBAL MODERN INDONESIA,0.14
PT PULAU KELAPA PERKASA,0.14
PT SEBATIK MARIN SERVIS,0.14
QUIMERA MARITIME S.A,0.14
SEAPEAK BLT CORPORATION,0.14
THAI PETRA TRANSPORT CO LTD,0.14
ENERGY PLATFORM SDN BHD,0.14
IMPRUS PTE LTD,0.14
PT INEOS AROMATICS INDONESIA,0.14
PT ELANG MEGAH INTI,0.14
PT TUNGGALADHI BASKARA,0.14
PT SEMACOM GLOBAL MANDIRI,0.14
PT GLOBAL SOLUTION ENGINEERING,0.14
PT SUMBER DAYA SAKTI,0.14
PT GRATAMULIA PRATAMA,0.14
PT HOTEL FITRA INTERNATIONAL TBK,0.14
RUBICON INVESTMENTS HOLDING PTE LTD,0.14
PT PELINDO MARINE SERVICE,0.14
BISI INTERNATIONAL TBK,0.14
YASUDA LOGISTICS CORPORATION,0.14
KEJAKSAAN AGUNG,0.14
PT IRON MOUNTAIN INDONESIA,0.14
IRON MOUNTAIN HONG KONG LIMITED,0.14
PT KREASI SELERA NUSANTARA,0.14
PT INTER NUSA KEMINDO,0.14
SHAWCOR CANADA HOLDING LTD,0.14
BREDERO SHAW INTERNATIONAL BV,0.14
BLACKHILLS DMCC,0.14
EASTWAY EXPEDITION FZE,0.14
VOLITON DMCC,0.14
PT KB VALBURY SEKURITAS,0.14
PT DANATAMA PERKASA,0.14
PT GEO LINK INDONESIA,0.14
PT DANATAMA KAPITAL INVESTAMA,0.14
PT DELTA ROYAL SEJAHTERA,0.14
PT DANATAMA MAKMUR SEKURITAS,0.14
AQUANUS MARITIME PTE LTD,0.14
BLT SHIPPING CORPORATION,0.14
BULL INTERNATIONAL HOLDING PTE LTD,0.14
BULL INTERNATIONAL MARITIME PTE LTD,0.14
BULL INTERNATIONAL SHIPPING PTE LTD,0.14
BULL MARITIME CAPITAL PTE LTD,0.14
BULL MARITIME INC PTE LTD,0.14
BULL MARITIME INTERNATIONAL SERVICES,0.14
DIAMONDBACK MARITIME LTD,0.14
GODAM MARITIME LTD,0.14
GUNDALA MARITIME LTD,0.14
HAMMERHEAD MARITIME LTD,0.14
KAPTEN CAROQ MARITIME LTD,0.14
LIONHEART MARITIME LTD,0.14
MANDALA MARITIME LTD,0.14
MAZA MARITIME LTD,0.14
MOONDRAGON MARITIME LTD,0.14
NIGHTCRAWLER MARITIME LTD,0.14
PT ANJASMORO MARITIME,0.14
PT BANYU LAJU SHIPPING,0.14
PT BAYU LESTARI TANAYA,0.14
PT BERLIAN DUMAI LOGISTICS,0.14
PT BLT INTERNATIONAL GROUP,0.14
PT BUANA LAUTAN LINE,0.14
PT BULL LAUTAN LINE,0.14
PT BULL PELAYARAN INTERNASIONAL,0.14
PT CITRINE MARITIME,0.14
PT DIAMOND MARITIME,0.14
PT EMERALD MARITIME,0.14
PT GARUDA UNGGUL NASIONAL,0.14
PT GEMILANG BINA LINTAS TIRTA,0.14
PT JADE MARITIME,0.14
PT MAHAMERU NUSA MENTARI,0.14
PT NAGA SINAR MARITIM,0.14
PT NUSA BHAKTI JAYARAYA,0.14
PT ONYX MARITIME,0.14
PT PEARL MARITIME,0.14
PT RUBY MARITIME,0.14
PT SAPPHIRE MARITIME,0.14
PT TOPAZ MARITIME,0.14
RAVENCLAW MARITIME LTD,0.14
SEMBRANI MARITIME LTD,0.14
SWORDFISH MARITIME LTD,0.14
THUNDERBOLT MARITIME LTD,0.14
THUNDERCAT MARITIME LTD,0.14
TIMBERWOLF MARITIME LTD,0.14
TML CHARTERING LTD,0.14
PT GRAMEDIA,0.14
C LOGISTICS GROUP LIMITED,0.14
CHENG TUN METAL INTERNATIONAL TRADE PTE LTD,0.14
MERLION RESOURCES HOLDINGS LIMITED,0.14
PT DEXIN STEEL INDONESIA,0.14
PT KAPUAS PRIMA CITRA,0.14
PT SARANA INTI SELARAS,0.14
PT ANTANG GUNUNG MERATUS,0.14
WAHANA SENTOSA CEMERLANG,0.14
TATA POWER INTERNATIONAL PTE LTD,0.14
PT GS GLOBAL RESOURCES,0.14
GS ENERGY CORPORATION,0.14
COASTAL GUJARAT POWER LTD,0.14
PT HASIL BUMI KALIMANTAN,0.14
TATA INTERNATIONAL WEST ASIA DMCC,0.14
CHEMICO GROUP CO LTD,0.14
PT MEGAH SURYA PERTIWI,0.14
PT HUADI NICKEL ALLOY INDONESIA,0.14
PT SEKAWAN SEJATI RESOURCES,0.14
PT SULAWESI MINING INVESTMENT,0.14
PT YASHI INDONESIA INVESTMENT,0.14
FAJAR MINING RESOURCES,0.14
WAHAN TRILINTAS MINING,0.14
PT FAJAR MINING RESOURCES,0.14
PT WAHANA TRILINTAS MINING,0.14
PT BERKAT NIKEL INDONESIA,0.14
PT BINTANG SMELTER INDONESIA,0.14
PT GHANI VOLTRON INDONESIA,0.14
PT HANGTIAN NUR CAHAYA,0.14
PT PATRINDO JAYA MAKMUR,0.14
PT SARANA BUMI MINERINDO,0.14
PT SILICA NUSANTARA MINERAL,0.14
PT TINANGGEA KAWASAN INDUSTRI,0.14
PT LOTTE CHEMICAL TITAN NUSANTARA,0.13
LOTTE CHEMICAL TRADING (SHANGHAI),0.13
MULTI ARTHA PRATAMA,0.13
PT MULTI ARTHA PRATAMA,0.13
PT AGUNG SURYA GEMERLAP,0.13
PT BANGUN KOSAMBI SUKSES,0.13
