Nama,cluster_fastrp_128
PREMIER MARINE CANADA INC,0
PREMIER OIL ANDAMAN LIMITED,1
PREMIER OIL NATUNA SEA BV,0
PREMIUM VEGETABLE OILS SDN BHD,1
PRIMA BUANA PERKASA VIETNAM CO LTD,2
PRIMA GRAHA HIBURAN,1
PRIMARINDO ASIA INFRASTRUCTURE TBK,1
PRIMAVED SOLUSI PRATAMA,1
PRIME ELECTRONICS & SATELLITICS INC,1
PRIMEX PRODUCT & SERVICE INC,0
PRINSEP MANAGEMENT LIMITED,1
PROCTER & GAMBLE INTERNATIONAL,0
PROPACK JIANGYIN,2
PROPEX TIMBER BV,2
PROSPERITY ENTERPRISE INC,1
PROSPERITY TEXTILE (HK) LIMITED,1
PROVESTMENT LIMITED,1
PROVICIES KARYA MANDIRI,2
PRYSMIAN SPA,0
PT 1 INTI DOT COM,1
PT ABADI ADIMULIA,2
PT ABADI AGROSINDO PERSADA,1
PT ABADI CITRA LESTARI,1
PT ABADI JAVA FOOD,0
PT ABADI PRIMA INTI KARYA,1
PT ABADI ROOF,2
PT ABADI SELARAS CENDRAWASIH,1
PT ABADIMUKTI GUNALESTARI,1
PT ABC BALI LAUT,1
PT ABDI ANUGERAH PERSADA,1
PT ABDI HARAPAN UNGGUL,0
PT ABDI RAHARJA,2
PT ABE JAYA PERKASA,1
PT ABE KOGYO INDONESIA,2
PT ABHIMATA CITRA ABADI,1
PT ABHINAYA BADASA BADI,0
PT ABHRIRAMA KRESNA,2
PT ABIOSO BATARA ALBA,2
PT ACCOLA HOTEL INDONESIA,0
PT ACE DALLE MEGA PROPERTI,0
PT ACE OLDFIELDS TBK,0
PT ACEH HARAPAN MEDIKA,1
PT ACER INDONESIA,0
PT ACSET INDONUSA TBK,2
PT ACSET PONDASI INDONUSA,2
PT ADAKOM INTERNATIONAL TECHNOLOGY,0
PT ADAMANISA KARYA SEJAHTERA,1
PT ADARA PERSADA SEJAHTERA,1
PT ADARO ANDALAN INDONESIA TBK,1
PT ADARO BATERAI INDONESIA,1
PT ADARO CLEAN ENERGY INDONESIA,1
PT ADARO INDO ALUMINIUM,1
PT ADARO INDONESIA,2
PT ADARO POWER,1
PT ADARO SARANA ENERGI TERBARUKAN,1
PT ADARO STRATEGIC INVESTMENT,1
PT ADARO WIND ENERGY,1
PT ADAS,1
PT ADHI COMMUTER PROPERTI TBK,1
PT ADHI GUNA PUTERA,1
PT ADHI KARYA (PERSERO) TBK,1
PT ADHI PERSADA BETON,1
PT ADHI PERSADA GEDUNG,1
PT ADHI PERSADA PROPERTI,1
PT ADHIKA ARNAWAMA AGENSI,1
PT ADHIKARISMA PRATAMA,0
PT ADHIMIX PCI INDONESIA,1
PT ADHIMIX PRECAST INDONESIA,1
PT ADHIMIX RMC INDONESIA,1
PT ADHINATA SANGKARA PRATAMA,0
PT ADHIRAJASA HANASTA PRATAMA,0
PT ADHITAMA CITRA SELARAS,1
PT ADHITYA SERAYAKORITA,1
PT ADHIWANGSA SATATA EKATRA,0
PT ADHIYAKSA TIRTA ABADI,1
PT ADHYAKSA DHARMASATYA,1
PT ADI CITA RASA,1
PT ADI DINAMIKA INVESTINDO,1
PT ADI MARGA MANDIRI,2
PT ADI SARANA INVESTINDO,1
PT ADI SARANA LELANG,1
PT ADI SARANA LOGISTIK,1
PT ADI SARANA PROPERTI,1
PT ADI SARANA TRANSPORTASI,1
PT ADIBRATA CIPTA PERTIWI,1
PT ADICIPTA GRIYA SEJATI,1
PT ADIJAYA BUANA SAKTI,1
PT ADIJAYA KARYA MAKMUR,1
PT ADIJAYA UNINDO PERKASA,0
PT ADIKARSA ALAM RESOURCES,1
PT ADIKARSA SARANA,1
PT ADIKARYA GEMILANG,1
PT ADIL BERKAT SENTOSA,1
PT ADILAKSA MANUNGGAL,1
PT ADIMITRA BARATAMA NIAGA,2
PT ADIMITRA BARATAMA NUSANTARA,2
PT ADIMITRA GALERINDO,1
PT ADIPERKASA CITRA ESEMKA HERO,1
PT ADIPROTEK ENVIRODUNIA,1
PT ADIRAJA ARMADA MARITIM,1
PT ADIRAJA ARMADA MARITIME,1
PT ADIYA GUMILANG NUSANTARA,1
PT ADMINISTRASI MEDIKA,0
PT ADONAI PIALANG ASURANSI,1
PT ADORA MAKMUR SENTOSA,1
PT ADRINDO INTI PERKASA,2
PT ADVANCE MEDICARE CORPORA,0
PT ADYABUANA PERSADA,1
PT AEK SIMONGGO ENERGY,0
PT AEK TARUM,2
PT AEL INDONESIA,2
PT AEON INDONESIA,2
PT AEON MALL INDONESIA,2
PT AERO SYSTEMS INDONESIA,1
PT AERO WISATA,1
PT AERO WISATA DAN ANAK PERUSAHAAN,1
PT AEROSEA NIRWANA INDONESIA,1
PT AFHAM SOLUSI KOMUNIKASI,0
PT AFIT LINTAS JAYA,1
PT AFTANESIA RAYA,1
PT AGATA NUGRAHA NASTARI,2
PT AGENG ADI,1
PT AGRI BUMI SENTOSA,1
PT AGRI HI KAY INDONESIA,1
PT AGRI MULTI MAS SENTOSA,1
PT AGRI WANGI INDONESIA,1
PT AGRIMAS UTAMA INDONESIA,1
PT AGRINDO PRATAMA,1
PT AGRINUSA JAYA SANTOSA,1
PT AGRITAMA MULTI SARANA,1
PT AGRO AFIAT,2
PT AGRO ANDALAN,2
PT AGRO BOGA UTAMA,2
PT AGRO BUMI MAS,1
PT AGRO HARMONI BUMI,1
PT AGRO JAYA,2
PT AGRO MAKMUR RAYA,1
PT AGRO MENARA RACHMAT,1
PT AGRO MITRA MADANI,1
PT AGRO MULTI PERSADA,1
PT AGRO MURNI,1
PT AGRO NUSA ABADI,1
PT AGRO PALINDO SAKTI,1
PT AGRO PLANINDO UTAMA,2
PT AGRO PRATAMA,2
PT AGRO WANA LESTARI,1
PT AGRO YASA LESTARI TBK,1
PT AGRONUSA INVESTAMA,1
PT AGROSUBUR PERMAI,1
PT AGROWIYANA,1
PT AGUNG ALAM ANUGRAH,2
PT AGUNG ANUGRAH INVESTAMA,2
PT AGUNG AUTOMALL,1
PT AGUNG CIPTA RAYA,1
PT AGUNG DEWATA SUKSES,1
PT AGUNG KENCANA SUKSES,1
PT AGUNG MANDIRI LESTARI,2
PT AGUNG PERDANA SAKTI,2
PT AGUNG PERKASA INVESTINDO,2
PT AGUNG PESONA UNGGUL,1
PT AGUNG PODOMORO LAND TBK,1
PT AGUNG SEMESTA SEJAHTERA TBK,1
PT AGUNG SURYA GEMERLAP,2
PT AGUNG SURYA LANGGENG MAKMUR,1
PT AGUS NUSA PENIDA,1
PT AGUS SUTA LINE,0
PT AIDIA INDONESIA PROPERTINDO,0
PT AIMS INDO INVESTAMA,2
PT AINO INDONESIA,1
PT AION INDOMOBIL DISTRIBUTION INDONESIA,1
PT AIR BERKAT CEMERLANG,1
PT AIR LIQUIDE INDONESIA TEKNOLOGI,1
PT AIR MAS PERKASA,0
PT AIR PRODUCTS INDONESIA,1
PT AIRA SUKSES INTERNASIONAL,0
PT AIRA SUKSES INTERNATIONAL,0
PT AIRASIA INDONESIA TBK,2
PT AIRSINDO MULTI SELARAS,2
PT AKASA LEGIAN KARYA,2
PT AKASIA CEPAT INDONESIA,2
PT AKASIA CODE DIGITAL,2
PT AKASIA DAMCORP WABA,2
PT AKEBONO BRAKE ASTRA INDONESIA,1
PT AKINO WAHANAMULIA,0
PT AKIRA BARBEKYU INDONESIA,2
PT AKR CORPORINDO TBK,2
PT AKR LAND DEVELOPMENT,2
PT AKR NIAGA INDONESIA,2
PT AKR SEA TRANSPORT,2
PT AKR TRANSPORTASI INDONESIA,2
PT AKRAYA INTERNATIONAL,0
PT AKSES PELABUHAN INDONESIA,1
PT AKTIF INDONESIA INDAH,1
PT AKULAKU SILVRR INDONESIA,1
PT AKUR PRATAMA (YOGYA GROUP),2
PT AL ARES INDONESIA,1
PT ALADIN GLOBAL VENTURES,1
PT ALAKASA ALUMINA REFINERI,1
PT ALAKASA ANDALAN MITRA SEJATI,1
PT ALAKASA EXTRUSINDO,1
PT ALAM ENERGI PRATAMA,2
PT ALAM HIJAU TEDUH,1
PT ALAM INDAH SELARAS,1
PT ALAM JAYABARA PRATAMA,2
PT ALAM LESTARI NIAGA,2
PT ALAM MAKMUR INDAH,1
PT ALAM MENTARI SEJAHTERA,1
PT ALAM METAL MERCUNIAGA,2
PT ALAM PERMAI,1
PT ALAM TRI BANGUN INDONESIA,1
PT ALAM TRI CAKRA INDONESIA,1
PT ALAM TRI DAYA INDONESIA,1
PT ALAM TULUS ABADI,1
PT ALAMI LESTARI INVESTINDO,0
PT ALAMTRI MINERALS INDONESIA TBK,1
PT ALAT BUMI PERMAI,1
PT ALATAS CRANE SERVICE INDONESIA,1
PT ALATAS MARINE,1
PT ALBA CIPTA RASA,0
PT ALCATEL-LUCENT INDONESIA,2
PT ALCHEMO TEKNOLOGI INDONESIA,2
PT ALDERON PRATAMA INDONESIA,2
PT ALDO INDONESIA ADIPERKASA,2
PT ALDO INDONESIA ADIPERKASA RITEL,2
PT ALERE HEALTH,0
PT ALFA GEMILANG,0
PT ALFA GOLDLAND REALTY,1
PT ALFA GRANITAMA,1
PT ALFA POLIMER INDONESIA,1
PT ALFA RETAILINDO TBK,2
PT ALFA STILINDO,1
PT ALFA TRANS RAYA,2
PT ALFAZ TOUR,2
PT ALFINDO LF MAKMUR,2
PT ALIEF PRATAMA TRANSINDO,1
PT ALIET SAKATHA RAHAYU,1
PT ALIM INVESTINDO,1
PT ALITA DINAMIKA PERSADA,2
PT ALITA PRAYA MITRA,2
PT ALKA NIAGA INDUSTRI,1
PT ALLIANCE COSMETICS,1
PT ALLO BANK INDONESIA TBK,1
PT ALLO FRESH INDONESIA,1
PT ALMINDO JAYA ABADI,0
PT ALPEN AGUNG RAYA,0
PT ALPHA AUSTENITE,2
PT ALPHA BARA ENERGI,1
PT ALPHA ENERGI PRATAMA,1
PT ALPHA NUSA INFRASTRUKTUR,1
PT ALPHANOVATION DIGITAL TEKNINDO,1
PT ALPHEN INTERNASIONAL CORPORINDO,0
PT ALSOK BASS INDONESIA SECURITY SERVICES,1
PT ALSYNITE INDONESIA,2
PT ALTASTRATUS LRDONESIA,0
PT ALTEK TIRTA SARANA,1
PT ALTO NAUTIKA TEKNOLOGI,1
PT ALTO NETWORK,2
PT ALTRA RAYA,0
PT ALTRAK 1978,1
PT ALUMINAMETAL UTAMA,1
PT ALUN ALUN INDONESIA KREASI,2
PT ALUN INDAH,1
PT ALUNO FOOD INDONESIA,1
PT AMAN BAE BERJAYA,1
PT AMAN BAE PERKASA,1
PT AMAN BAE SENTOSA,1
PT AMAN BERKAT CEMERLANG,1
PT AMAN DHITYA INVESTAMA,2
PT AMAN LANGGENG SENTOSA,1
PT AMANAH NUSANTARA SEJAHTERA,0
PT AMANAH PUTRA BORNEO,1
PT AMANDA CIPTA PERSADA,2
PT AMARIS TIRTA PRATAMA,1
PT AMARTHA MANUNGGAL PRIMA,2
PT AMBANG BARITO NUSAPERSADA,2
PT AMBASSADOR GARMINDO,2
PT AMBON BANGUN NUSA,1
PT AMCOR FLEXIBLES INDONESIA,1
PT AMERTHA GRACIA,1
PT AMG KUNDUR VISION,1
PT AMICO PUTERA PERKASA,0
PT AMMAN MINERAL NUSA TENGGARA,2
PT ANABATIC DIGITAL RAYA,1
PT ANABATIC TECHNOLOGIES TBK,1
PT ANAGA ABYUDAYA ANANTA,1
PT ANAGA SHIPPING INDONESIA,1
PT ANAK MUDA GRUP,1
PT ANAK SRIBU PULAU,0
PT ANANTARA BENGAWAN HARJA,0
PT ANCORA INDONESIA MINING,2
PT ANCORA SHIPPING,2
PT AND INDONESIA KAPITAL,1
PT ANDAHANESA ABADI,2
PT ANDAKARA NIAGA BUMI,2
PT ANDALAN ANUGERAH SEKARBUMI,1
PT ANDALAN GROUP POWER,1
PT ANDALAN LEPAS PANTAI,1
PT ANDALAN MAS SEJAHTERA,1
PT ANDALAN MULTI KENCANA,1
PT ANDALAN NUSA PRATAMA,1
PT ANDALAN PERKASA ABADI TBK,2
PT ANDALAN POWER TEKNIKATAMA,1
PT ANDALAN SAKTI INTI,2
PT ANDALAN SAKTI NUSA,2
PT ANDALAN SAKTI PRIMAINDO TBK,2
PT ANDALAN SATRIA ABADI,1
PT ANDALAN SATRIA LESTARI,1
PT ANDALAN SELARAS ABADI,2
PT ANDALAN TEKNIK PERKASA,2
PT ANDALAN UTAMA BINTARA,0
PT ANDALAN WISATA BENUA,2
PT ANDALAS WINDUMURNI,0
PT ANDARA CANDRIA ENERGI,2
PT ANDARA INDONESIA,2
PT ANDERSON UNEDO,1
PT ANDES TEKNIK,1
PT ANDHESTI TUNGKAS PRATAMA,1
PT ANDHIKA GAC,1
PT ANDIARTA MUZIZAT,2
PT ANDIFA PERKASA ENERGI,2
PT ANDIKA BANGUN NUSANTARA,1
PT ANDIKA TEGUHSETYA,1
PT ANDINI RUMBAI,1
PT ANDIRA AGRO TBK,0
PT ANDRA PRIMA JAYA,0
PT ANDRASENTRA PROPERTI SERVICES,2
PT ANEKA AGRO FOOD,0
PT ANEKA AGROPRASIDHA,1
PT ANEKA BANGUN USAHA,1
PT ANEKA BINA LARAS,1
PT ANEKA BUMI CIPTA,1
PT ANEKA BUMI KENCANA,1
PT ANEKA BUMI PRASIDHA,1
PT ANEKA BUMI PRATAMA,1
PT ANEKA CAHAYA SURYA,2
PT ANEKA CIPTA,0
PT ANEKA COFFEE INDUSTRY,1
PT ANEKA DIAN PERKASA,1
PT ANEKA JAYA USAHA MAJU TERUS,0
PT ANEKA KABEL CIPTAGUNA,1
PT ANEKA KIMIA INTI,2
PT ANEKA NITRATE INDUSTRI,2
PT ANEKA PUTRA SANTOSA,1
PT ANEKA RAYA KONSTRUKSI MESINDO,2
PT ANEKA SAMUDERA LINTAS,1
PT ANEKA SATWITRA SARI FOOD,1
PT ANEKA TEKNOLOGI UTAMA,1
PT ANEKASPRING TELEKOMINDO,1
PT ANGGARAKSA LOKESWARA,0
PT ANGKA PETROLEUM RAYA,1
PT ANGKASA CIPTA CEMERLANG,2
PT ANGKASA INTERLAND,1
PT ANGKASA KOMUNIKASI GLOBAL UTAMA,2
PT ANGKASA NUSAGRAHA,1
PT ANGKASA PURA,0
PT ANGKASA PURA I,1
PT ANGKASA PURA I (PERSERO),1
PT ANGKASA PURA II,1
PT ANGKASA PURA SOLUSI,1
PT ANGKASA WINATA ASIA,2
PT ANGSANA JAYA ENERGI,2
PT ANHE HYDRO ENGINEERING,2
PT ANHE KONSTRUKSI INDONESIA,2
PT ANIMALE KULINER INDONESIA,2
PT ANINDITA RAHADIAN PERKASA,1
PT ANJ AGRI PAPUA,1
PT ANJASMORO MARITIME,0
PT ANOA SULAWESI REGAS,1
PT ANSAF INTI RESOURCES,2
PT ANSAFINTI RESOURCES,2
PT ANTAM RESOURCINDO,1
PT ANTANG GUNUNG MERATUS,1
PT ANTAR MAKANAN ANAK BANGSA,0
PT ANTARA TETAP JAYA,2
PT ANTAREJA MAHADA MAKMUR,1
PT ANTARMITRA SEMBADA,0
PT ANTILOPE MADJU,2
PT ANUGERAH ALAM PERSADA,0
PT ANUGERAH ANDITA SURYADI,1
PT ANUGERAH ANEKA INDUSTRI,2
PT ANUGERAH ASET DIGITAL,1
PT ANUGERAH BERSAMA LESTARI,0
PT ANUGERAH BISNIS CAKRABUANA,1
PT ANUGERAH BUMI MAHAKAM,1
PT ANUGERAH BUMIPUTRA,1
PT ANUGERAH CAKRAWALA FARMAKA,0
PT ANUGERAH COMMUNICATION,1
PT ANUGERAH COVINDO INDONESIA,2
PT ANUGERAH DOLOMIT LESTARI,1
PT ANUGERAH ENERGI KALIMANTAN,1
PT ANUGERAH ENERGITAMA,2
PT ANUGERAH GRIYA PERSADA,1
PT ANUGERAH INDOFOOD BAROKAH MAKMUR,0
PT ANUGERAH KAGUM KARYA UTAMA TBK,2
PT ANUGERAH KEBUN KALTIM,2
PT ANUGERAH KEBUN MANDIRI,2
PT ANUGERAH KIMIA INDONESIA,2
PT ANUGERAH KRIDA RETAILINDO,2
PT ANUGERAH LAHAN KALTIM,2
PT ANUGERAH LUBRINDO RAYA,1
PT ANUGERAH NUSARAYA,1
PT ANUGERAH PALM INDONESIA,2
PT ANUGERAH PANGAN LESTARI,1
PT ANUGERAH PANJI MANDIRI,1
PT ANUGERAH PERKASA SEMESTA,1
PT ANUGERAH PHARMINDO LESTARI,0
PT ANUGERAH PUPUK LESTARI,0
PT ANUGERAH PUPUK MAKMUR,1
PT ANUGERAH PUTERA SEMBILAN,2
PT ANUGERAH RODA KENCANA,0
PT ANUGERAH SAKTI KONSTRUKSI UTAMA,1
PT ANUGERAH SEJAHTERA NASIONAL,1
PT ANUGERAH SENTRA MEDIKA,1
PT ANUGERAH TEKNOLOGI MANDIRI,1
PT ANUGERAH WATTINDO,1
PT ANUGERAH WICAKSANA DIGITAL,1
PT ANUGRAH ALAM MITRA MAKMUR,1
PT ANUGRAH ARGON MEDICA,0
PT ANUGRAH BERKAT SOLUSI UTAMA,1
PT ANUGRAH BUNGO LESTARI,0
PT ANUGRAH CAKRAWALA DUNIA,1
PT ANUGRAH CIPTA SELARAS,1
PT ANUGRAH DAMAI ABADI,1
PT ANUGRAH INTI BAHAGIA,0
PT ANUGRAH INTI KARYA,0
PT ANUGRAH KARYA RAYA,2
PT ANUGRAH KIMIA ARIWIDYA,1
PT ANUGRAH MEDIA KARYATAMA,1
PT ANUGRAH MEGA SUKSES,2
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,1
PT ANUGRAH PRIMA INVESTAMA,0
PT ANUGRAH SOLIDINDO PRATAMA,0
PT ANUGRAH SUKSES MINING,1
PT ANUGRAHA KARSA SOLUSI INDUSTRIA,0
PT ANUGRAHSUKSES UTAMA SEJAHTERA,0
PT ANUMANA GRAHA CANTIKA,2
PT ANZARA JANITRA NUSANTARA,2
PT APAC INTI CORPORA,1
PT APEXINDO ENERGI INVESTINDO,1
PT APIRA UTAMA,1
PT APLI STATIONERY,0
PT APLIKANUSA LINTASARTA,2
PT APLIKASI KARYA ANAK BANGSA,0
PT APLIKASI MULTIMEDIA ANAK BANGSA,0
PT APLIKASI PERDAGANGAN ANAK BANGSA,0
PT APOLLO VISINTAMA PUTRA,1
PT APP PURINUSA EKAPERSADA,1
PT APPLE INDONESIA,1
PT APPLICATION SOLUTIONS,1
PT APRATIMA SEJAHTERA,0
PT APSARA TIYASA SAMBADA,0
PT ARACORD NUSANTARA GROUP TBK,0
PT ARAFURA SURYA ALAM,0
PT ARAH ENVIRONMENTAL INDONESIA,2
PT ARAH SEJAHTERA ABADI,1
PT ARANG AGUNG GRAHA,1
PT ARARA ABADI,1
PT ARAYA AGRO LESTARI,1
PT ARCHI INDONESIA TBK,1
PT ARCHIPELAGO KHATULISTIWA PERSADA,0
PT ARCHROMA INDONESIA,1
PT ARCHYTECT TEKNOLOGI INDONESIA,2
PT ARDENDI JAYA SENTOSA,1
PT ARDISAL JASA UTAMA,1
PT ARENA AGRO ANDALAN,0
PT ARGA ARDANA INDONESIA,1
PT ARGHA GIRI PERKASA,0
PT ARGHANIAGA PANCATUNGGAL,1
PT ARGO BENI MANUNGGAL,0
PT ARGO MANUNGGAL LAND DEVELOPMENT,1
PT ARGO MANUNGGAL TRIASTA,0
PT ARGO PANDU DIGITAL,1
PT ARIAL NIAGA NUSANTARA,1
PT ARISTEK HIGHPOLYMER,1
PT ARISU INDONESIA,1
PT ARITA GLOBAL,0
PT ARITA PRIMA GEMILANG,0
PT ARITA PRIMA INDONESIA TBK,0
PT ARITA PRIMA TEKINDO,0
PT ARITASINDO PERMAISEMESTA,1
PT ARIZONA KARYA MITRA,1
PT ARJUNA HIDRO,1
PT ARJUNA UTAMA KIMIA,2
PT ARJUNA UTAMA SAWIT,1
PT ARKADIA DIGITAL MEDIA TBK,1
PT ARKADIA MEDIA NUSANTARA,1
PT ARKANANTA APTA PRATISTA,2
PT ARKHA JAYANTI PERSADA TBK,2
PT ARKHA TANTO PRIMA,2
PT ARKORA ATLANTIK,1
PT ARKORA BAKTI INDONESIA,1
PT ARKORA ENERGI BARU,1
PT ARKORA ENERGI TANGGAMUS,1
PT ARKORA GUNA NERGI,1
PT ARKORA HIDRO PASIFIK,1
PT ARKORA HIDRO TENGGARA,1
PT ARKORA HIDRONESIA,1
PT ARKORA HYDRO KALIMANTAN,1
PT ARKORA HYDRO MALILI,1
PT ARKORA HYDRO PAMULIHAN,1
PT ARKORA HYDRO SULAWESI,1
PT ARKORA HYDRO TBK,1
PT ARKORA KALIMANTAN ENERGI HIJAU,1
PT ARKORA LUWU TIMUR MANDIRI,1
PT ARKORA PADALEMBARA TERBARUKAN,1
PT ARKORA PEMBANGKITAN HIJAU/PT ARKORA SULAWESI TENGAH,1
PT ARKORA SULAWESI SELATAN,1
PT ARKORA SULAWESI TENGGARA,1
PT ARKORA TENAGA MATAHARI,1
PT ARKORA TOMONI HYDRO,1
PT ARMADA AUTO TARA,1
PT ARMADA BAHARI NUSANTARA,1
PT ARMADA BERJAYA TRANS TBK,1
PT ARMADA BUMI PRATIWI LINES,1
PT ARMADA INDONESIA MANDIRI,1
PT ARMADA MAHA KARYA,0
PT ARMADA MARITIME OFFSHORE,1
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,1
PT ARMAN INVESTMENTS UTAMA,1
PT ARMANANTA EKA PUTRA,1
PT ARMINDO PERKASA,1
PT AROMA CIPTA ANUGRAHTAMA,0
PT AROMA SEJAHTERA INDONESIA,0
PT ARROW INDO UNIVERSAL,1
PT ARTA INTEGRASI TEKNOLOGI,2
PT ARTA NAJWA,1
PT ARTAJASA PEMBAYARAN ELEKTRONIS,2
PT ARTAJAYA LANGGENG SENTOSA,2
PT ARTALINDO SEMESTA NUSANTARA,0
PT ARTAV MOBILE INDONESIA,1
PT ARTHA BUMI SAKTI,1
PT ARTHA DAYA COALINDO,1
PT ARTHA GRAHA NETWORK,0
PT ARTHA INVESTAMA JAYA,1
PT ARTHA KARYA UTAMA INDONESIA,1
PT ARTHA LAUTAN MULYA,1
PT ARTHA MAHIYA INVESTAMA TBK,0
PT ARTHA MAKMUR PERSADA,0
PT ARTHA MAS INVESTAMA,0
PT ARTHA MULIA BETON,2
PT ARTHA MULIA NUSANTARA,0
PT ARTHA MULIA SEMBADA,1
PT ARTHA MULIA TRIJAYA,0
PT ARTHA PERDANA INVESTAMA,2
PT ARTHA SUKSES LANCAR,2
PT ARTHA TUNGGAL MANDIRI,1
PT ARTHA WIJAYA KAPITAL,1
PT ARTHAASIA FINANCE,0
PT ARTHAKENCANA RAYATAMA,2
PT ARTHAMAS SEJAHTERA MULIA,1
PT ARTHAMULIA INDAH,1
PT ARTHAMULIA SENTOSAJAYA,0
PT ARTHANUGRAHA MANDIRI,0
PT ARTHANUSA KARYA PERSADA,2
PT ARTHAWENASAKTI GEMILANG,1
PT ARTISAN WAHYU,1
PT ARTOCHEM INDONESIA,2
PT ARTOMORO PRIMA INTERNASIONAL,0
PT ARUNG BUANA MAJU,1
PT ARUTMIN INDONESIA,1
PT ARUTMIN INDONESIA KINTAP ENERGI,0
PT ARWANA ANUGERAH KERAMIK,1
PT ARWANA NUANSAKERAMIK,1
PT ARYA ENERGI VENTURA,1
PT ARYA KHARISMA,1
PT ARYA TAMA MANDALA,0
PT ARYADUTA HOTELS TBK,0
PT ARYADUTA INTERNATIONAL MANAGEMENT,0
PT ARYAMEDIKA TEGUH TUNGGAL,1
PT ASA REN GLOBAL NUSANTARA,1
PT ASABRI (PERSERO),1
PT ASADA MITRA PACKINDO,1
PT ASAHIMAS CHEMICAL,2
PT ASCEND BANGUN PERSADA,2
PT ASD-BAKRIE OIL PALM SEED INDONESIA,1
PT ASERRA CAPITAL,1
PT ASHINDO BARA PERSADA,0
PT ASI TAMA ENERGI,1
PT ASIA CENTRAL PRATAYA,1
PT ASIA GLOBAL MEDIA,1
PT ASIA JAYA PARAMITA,1
PT ASIA MARINE TEMAS,1
PT ASIA MEDIA PRODUCTIONS,1
PT ASIA MENTARI PROPERTI,2
PT ASIA PACIFIC INVESTAMA TBK,1
PT ASIA PACIFIC RAYON,1
PT ASIA PETROCOM SERVICES,1
PT ASIA RUBBERINDO,1
PT ASIA SAKTI WAHID,2
PT ASIA SEJAHTERA MINA TBK,0
PT ASIA SINAR INTI ABADI,2
PT ASIA TELCO NETWORKS,2
PT ASIAN AGRO AGUNG JAYA,1
PT ASIAN BULK LOGISTICS,1
PT ASIAN PERKASA INDOSTEEL,1
PT ASIAN TRAILS INDONESIA,2
PT ASIANAGRO AGUNGJAYA,1
PT ASIATECH ANUGRAH SETIA,2
PT ASIX INDONESIA CERDAS,1
PT ASL SHIPYARD INDONESIA,1
PT ASMIN BARA BRONANG,1
PT ASMIN KOALINDO TUHUP,1
PT ASPIRASI ADHYA AERON,1
PT ASPIRASI HIDUP INDONESIA TBK,2
PT ASRI GRIYA UTAMA,1
PT ASRI KARYA BINANGUN,1
PT ASRI KENCANA GEMILANG,0
PT ASSINDO PERNIAGAAN INTERNASIONAL,2
PT ASSOCIATED BRITISH BUDI,1
PT ASTA ASKARA SENTOSA,0
PT ASTA KERAMASAN ENERGI,2
PT ASTA REKAYASA UNGGUL,1
PT ASTARI NIAGARA INTERNASIONAL,2
PT ASTEC ASIA ADIPERKASA,2
PT ASTER POLYCHEM,1
PT ASTI INDOGRAPH,2
PT ASTRA AUTO TRUST,1
PT ASTRA AUTOPRIMA,1
PT ASTRA DAIDO STEEL INDONESIA,1
PT ASTRA DAIHATSU MOTOR,1
PT ASTRA DIGITAL INTERNASIONAL,1
PT ASTRA GRAPHIA INFORMATION TECHNOLOGY,1
PT ASTRA HEALTHCARE INDONESIA,1
PT ASTRA HONDA MOTOR,1
PT ASTRA JUOKU INDONESIA,1
PT ASTRA KOMPONEN INDONESIA,1
PT ASTRA MITRA VENTURA,1
PT ASTRA MULTI FINANCE,1
PT ASTRA MULTI TRUCKS INDONESIA,1
PT ASTRA NUSA PERDANA,1
PT ASTRA SEDAYA FINANCE,1
PT ASTRA TOL NUSANTARA,1
PT ASTRA TRANSPORTASI INDONESIA,1
PT ASTRA VISTEON INDONESIA,1
PT ASTRAGRAPHIA XPRINS INDONESIA,1
PT ASTRAZENECA INDONESIA,0
PT ASTRIDO JAYA MOBILINDO,1
PT ASTRIDO PRIMA MOBILINDO,0
PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,1
PT ASTRINDO TRAVEL SERVICES,1
PT ASURANSI ALLIANZ LIFE INDONESIA,0
PT ASURANSI ASTRA BUANA,1
PT ASURANSI BRI LIFE (BRI LIFE,1
PT ASURANSI CENTRAL ASIA,1
PT ASURANSI INTRA ASIA,2
PT ASURANSI JASARAHARJA PUTERA,1
PT ASURANSI JIWA BCA,2
PT ASURANSI JIWA IFG,1
PT ASURANSI JIWA INHEALTH INDONESIA,0
PT ASURANSI JIWA KRESNA,1
PT ASURANSI JIWA MANULIFE INDONESIA,2
PT ASURANSI JIWA NASIONAL,0
PT ASURANSI JIWA STARINVESTAMA,1
PT ASURANSI MAXIMUS GRAHA PERSADA TBK,1
PT ASURANSI MITRA PELINDUNG MUSTIKA,0
PT ASURANSI PERISAI LISTRIK NASIONAL,2
PT ASURANSI PURNA ARTANUGRAHA,1
PT ASURANSI TUGU PRATAMA INDONESIA TBK,0
PT ASURANSI UMUM BCA,2
PT ASUS TECHNOLOGY INDONESIA JAKARTA,2
PT ASWATAMA SAMUDERA NUSANTARA,1
PT ASYA MANDIRA LAND,2
PT ATABA GROUP INDONESIA,1
PT ATAD INDONESIA STEEL STRUCTURE,1
PT ATELIERS MECANIQUES D INDONESIE TBK,2
PT ATLANTIS TRANS LOGISTIK,1
PT ATMAJA MAKMUR GEMILANG,0
PT ATMC PUMP SERVICES,2
