Nama,Betweenness
YOSHIHIRO HYAKUTOME,150.0
PT MAP BOGA ADIPERKASA TBK,148.5
PT TRANSKON JAYA TBK,148.0
SANTOSO WIDJOJO,148.0
ADRIANA PIO,147.84
PT NUSA PALAPA GEMILANG TBK,146.0
YENTORO,145.0
PT TRICOM MITRA MANDIRI,144.0
PT SENTRA USAHATAMA JAYA,140.0
ASTRA AGRO LESTARI TBK,139.0
SUSANTO,139.0
PT JASNITA TELEKOMINDO TBK,126.0
EDDY HARTONO,126.0
FRANCISCUS WELIRANG,125.04
PAULUS MOLEONOTO,125.04
ALAMSYAH,125.04
AXTON SALIM,125.04
TJHIE TJE FIE THOMAS TJHIE,125.04
HENDRA WIDJAJA,125.04
KOKOH INTI AREBAMA TBK,125.0
DJONY BUNARTO TJONDRO,124.76
PT KARUNIA UNGGUL SEMESTA,124.03
IBNU SUSANTO,121.0
PT TRAKTOR NUSANTARA,120.9
TIRA AUSTENITE TBK,119.0
YOHAN SETIAWAN,117.0
JACKSON WIJAYA LIMANTARA,116.0
PT UNI-CHARM INDONESIA TBK,116.0
PT JAYA SWARASA AGUNG TBK,115.0
NAOMAS PAKPAHAN,108.35
BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK,105.0
HARRY KURNIAWAN,104.0
PT SABA INDOMEDIKA,104.0
BUKIT ASAM TBK,104.0
WIJAYA KARYA BETON,100.0
AGUS SUSANTO,98.0
RUDY,97.8
PT IFISHDECO TBK,97.0
PT MAP AKTIF ADIPERKASA TBK,95.5
PT OMNI INOVASI INDONESIA TBK,94.0
PT HASJRAT ABADI,91.0
PT CISADANE SAWIT RAYA TBK,91.0
HENDRA JAYA KOSASIH,90.0
INDAH KIAT PULP & PAPER TBK,90.0
AGUNG BUDI WASKITO,90.0
HANDY GLIVIRGO,90.0
DIAH ASRININGPURI SUGIANTO,90.0
ANG ANDRI PRIBADI,90.0
PT GREENWOOD SEJAHTERA TBK,89.0
SOEDIARTO SOERJOPRAHONO,88.0
KERAMIKA INDONESIA ASSOSIASI TBK,87.0
ROIS SUNANDAR,86.1
IVAN RIZAL SINI,84.8
PT BINTANG GRAHA MAKMUR,84.33
EDDY SUGIANTO,84.0
TEMBAGA MULIA SEMANAN TBK,81.0
WARIT JINTANAWAN,77.0
MODERN INTERNASIONAL TBK,72.0
PT ARACORD NUSANTARA GROUP TBK,72.0
PT INTER PARIWARA GLOBAL,71.33
PT TOUDANO MANDIRI ABADI,70.5
PT PURADELTA LESTARI TBK,70.2
PT MURNI SADAR TBK,70.0
MARDANI H MAMING,66.4
PELAT TIMAH NUSANTARA TBK,66.0
HM SAMPOERNA TBK,66.0
PT PRODIA WIDYAHUSADA TBK,66.0
HENGKY WIJAYA,66.0
PT EASTPARC HOTEL TBK,66.0
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,66.0
PT ESTIKA TATA TIARA TBK,62.0
PT SELERA MITRA SENTOSA,60.0
NOEGROHO HARI HARDONO,59.0
PT FAJAR MITRA INDAH,58.3
PT UNIPACK INDOSYSTEMS,58.3
PT WIJAYA KARYA (PERSERO) TBK,58.0
JEONG SUBOK,57.67
KUNCORO WIBOWO,57.0
PT ARITA PRIMA INDONESIA TBK,56.0
INDO ACIDATAMA TBK,55.0
BANK BUMI ARTA TBK,55.0
PT BANK CIMB NIAGA TBK,55.0
PT PROWELL ENERGI INDONESIA,55.0
PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK,55.0
PRASIDHA ANEKA NIAGA TBK,55.0
PT ACE OLDFIELDS TBK,55.0
TAN KONG HAN,54.06
PT ASPIRASI HIDUP INDONESIA TBK,51.0
PT SIGMA ENERGY COMPRESSINDO TBK,51.0
PT ASTRA GRAPHIA INFORMATION TECHNOLOGY,49.5
SAMSUDIN ANDI ARSYAD,49.0
PT IMPACK PRATAMA INDUSTRI TBK,49.0
LUDIJANTO SETIJO,48.57
EDDY WILLIAM KATUARI,48.36
GRACE TJUGIARTO,47.5
SANTOSA,46.72
ELLY SOEPONO,46.0
PT PP PROPERTI TBK,45.0
PT SOLUSI BANGUN INDONESIA TBK,45.0
PT GOSYEN RETAIL INDONESIA,45.0
PT SUNTER LAKESIDE HOTEL TBK,45.0
VIRENDRA PRAKASH SHARMA,45.0
SUSIANA LATIF,45.0
PT BANK KB INDONESIA TBK,45.0
TOBA PULP LESTARI TBK,45.0
PT MULTIRASA NUSANTARA,44.83
CHRISTIAN ARIANO RACHMAT,44.3
ENTARIO WIDJAJA SUSANTO,44.0
PT CISARUA MOUNTAIN DAIRY TBK,44.0
PT WIJAYA KARYA BANGUNAN GEDUNG TBK,44.0
SHANTI LASMININGSIH POESPOSOETJIPTO,43.6
SUSANTO KUSUMO,43.5
INTANWIJAYA INTERNASIONAL TBK,42.5
PEMBANGUNAN GRAHA LESTARI INDAH TBK,42.0
PT INOCYCLE TECHNOLOGY GROUP TBK,42.0
PUDJIADI PRESTIGE TBK,41.5
PT GAMA BOJONEGARA JAYA,41.0
ANDY INDIGO,41.0
PT BUNDAMEDIK TBK,40.5
DANIEL SUHARYA,40.0
BUMI CITRA PERMAI TBK,40.0
BENNY,39.0
PT SURYA INTI SARANA,39.0
PT SEMEN TONASA,39.0
LOW YEW LEAN,38.0
PT INDONESIA FIBREBOARD INDUSTRY TBK,38.0
ASURANSI BINTANG TBK,37.67
BELLAMY SUHENDRA,37.0
MARDANI HAJI MAMING,36.5
DEDIE SUHERLAN,36.5
PT INDONESIA PRATAMA,36.0
PT BANK OKE INDONESIA TBK,36.0
PT KIRANA SOLUSI UTAMA,36.0
PT KENCANA ENERGI LESTARI TBK,36.0
SARANA MENARA NUSANTARA TBK,35.25
PT KRIDA JARINGAN NUSANTARA TBK,35.0
PT ANAGA SHIPPING INDONESIA,35.0
PT WINNER NUSANTARA JAYA TBK,34.0
INDUSTRI PAMERAN NUSANTARA,34.0
BERLINA TBK,34.0
PT AKR CORPORINDO TBK,33.8
NOVEL ARSYAD,33.0
PT LIMA DUA LIMA TIGA TBK,33.0
ALEXANDER HALIM KUSUMA,32.5
MOHAMAD JUSUF HAMKA,32.0
ARIF KURNIAWAN,30.0
MULYADI HERI WIBOWO,30.0
JOGI HENDRA ATMADJA,30.0
PT INTEGRA INDOCABINET TBK,30.0
HANDRY SOESANTO,30.0
PT BUANA ARTHA ANUGERAH TBK,30.0
SUHARNO,30.0
TRIVENA NALSALITA,30.0
KING IRIAWAN SUTANTO,30.0
WIDI TRIWIBOWO,30.0
CHIEW SIN CHEOK,29.76
GIDION HASAN,29.76
HENRY TANOTO,29.76
PT ANDIRA AGRO TBK,29.5
PT META EPSI TBK,29.5
MITRA INTERNATIONAL RESOURCES TBK,29.0
LIONMESH PRIMA TBK,28.33
MULTISTRADA ARAH SARANA TBK,28.0
PT WOORI FINANCE INDONESIA TBK,28.0
PT INDONESIA KENDARAAN TERMINAL TBK,28.0
SUPRAYITNO,28.0
PT MEDCO ENERGI INTERNASIONAL TBK,28.0
PT MITRA KELUARGA KARYASEHAT TBK,28.0
PT BANK WOORI SAUDARA INDONESIA 1906 TBK,28.0
JACQUELINE SITORUS,28.0
PT AIRASIA INDONESIA TBK,28.0
BUDIARTO HALIM,28.0
PT BANK PEMBANGUNAN DAERAH BANTEN TBK,28.0
PT GUNUNG RAJA PAKSI TBK,28.0
PT RMK ENERGY TBK,27.0
HARYANTO TJIPTODIHARDJO,27.0
GO DARMADI,27.0
PT BANK DANAMON INDONESIA TBK,27.0
GUNAWAN DIANJAYA STEEL TBK,27.0
BARAMULTI SUKSESSARANA TBK,26.0
PAULUS GUNAWAN,26.0
PT GADJAH RUKU,26.0
SUHENDRO,25.0
PT FORMOSA INGREDIENT FACTORY TBK,25.0
PT URBAN JAKARTA PROPERTINDO TBK,25.0
PT MODERNLAND REALTY TBK,25.0
ELNUSA TBK,25.0
PARAGON KARYA PERKASA TBK,25.0
LION METAL WORKS TBK,24.67
PT CIPTA MAHAKARYA HARMONI,24.0
FADJAR JUDISIAWAN,24.0
RICHARD THEDYARDI,24.0
PT TUDUNG PUTRA PUTRI JAYA,23.96
PT ABIOSO BATARA ALBA,23.0
RICKY PUTRA GLOBALINDO TBK,23.0
BENJAMIN JIARAVANON,23.0
PT SINERGI GLOBAL SERVIS,23.0
MARDJOEKI ATMADIREDJA,23.0
KILALA TILAAR,22.0
YOO SANG DUCK,21.67
YI MAN DEUK,21.67
YI EUN BAIK,21.67
PARK JUNG OOK,21.67
KIM HYO YEOL,21.67
MAYORA INDAH TBK,21.0
PT NUSATAMA BERKAH TBK,21.0
JAYA AGRA WATTIE TBK,21.0
PT MAKMUR BERKAH AMANDA TBK,21.0
EVER SHINE TEXTILE INDUSTRY TBK,21.0
PT SATYAMITRA SURYA PERKASA,21.0
PT GADING MURNI,21.0
PT TIKI JALUR NUGRAHA EKAKURIR,21.0
PT UNIVERSAL CIPTA PANGAN,21.0
SUWANDI LIM,21.0
PT SARIMELATI KENCANA TBK,21.0
TONY SAPUTRA,21.0
GITA IRAWAN WIRJAWAN,21.0
PT KOTA SATU PROPERTI TBK,21.0
MERATUS JASA PRIMA TBK,21.0
PT KETROSDEN TRIASMITRA TBK,21.0
PT PERMA PLASINDO TBK,21.0
PT GRAHA LAYAR PRIMA TBK,21.0
PT BANK MESTIKA DHARMA TBK,21.0
PT NATURA CITY DEVELOPMENTS TBK,21.0
PUDJIADI & SONS TBK,20.5
JOSEPHINE MUALIM,20.0
CIPUTRA DEVELOPMENT TBK,20.0
ANITA,20.0
PT ARGO BENI MANUNGGAL,20.0
BETONJAYA MANUNGGAL TBK,20.0
HEFFY HARTONO,20.0
SAPTO BUDIYANTO SANTOSO,20.0
SURJA HARTONO,20.0
TJAHJONO ALIM,19.8
EFENDY GOJALI,19.8
BENNY SURYANTO,19.8
UMARSONO ANDY,19.8
USMAN ANDY,19.8
PT SINAR PERDANA KURNIA ALAM,19.0
SEKAR BUMI TBK,18.8
PT GRAND HOUSE MULIA TBK,18.33
PT INDO OIL PERKASA TBK,18.0
JUSUP SUTRISNO,18.0
PT YELOOO INTEGRA DATANET TBK,18.0
PT CAMPINA ICE CREAM INDUSTRY TBK,18.0
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK,18.0
CHRISTIAN SUHARYA,18.0
HANNY SUTANTO,17.12
CITRA MARGA NUSAPHALA PERSADA TBK,17.0
JAEGOPAL HUTAPEA,17.0
SUHENDRA SETIADI,16.0
SABANA PRAWIRAWIDJAJA,16.0
SAMUDERA INDONESIA TBK,16.0
HINDARTO BUDIONO,15.5
ANNE PATRICIA SUTANTO,15.29
PT PANCA ANUGRAH WISESA TBK,15.0
PT SURYA BIRU MURNI ACETYLENE TBK,15.0
MANDOM INDONESIA TBK,15.0
PT TEMAS TBK,15.0
PT INDOSAN BERKAT BERSAMA,15.0
PT KARYA BUMI PRIMA,15.0
PT BILAH BAJA MAKMUR ABADI,15.0
PT ESTA MULTI USAHA TBK,15.0
GEMA GRAHASARANA TBK,15.0
GARUDA INDONESIA (PERSERO) TBK,15.0
PT OSCAR MITRA SUKSES SEJAHTERA TBK,15.0
PT IMAGO MULIA PERSADA TBK,15.0
OKI WIDJAJA,15.0
BUANA FINANCE TBK,15.0
PT CASHLEZ WORLDWIDE INDONESIA TBK,15.0
PT REPOWER ASIA INDONESIA TBK,15.0
VINCENT SAPUTRA,15.0
PT DYANDRA MEDIA INTERNATIONAL TBK,15.0
EKADHARMA INTERNATIONAL TBK,15.0
PT ASRI KARYA BINANGUN,15.0
RICKY GUNAWAN,15.0
EFFENDI,15.0
HERMANTO,15.0
PRIMARINDO ASIA INFRASTRUCTURE TBK,15.0
PERDANA BANGUN PUSAKA TBK,15.0
PT SINO ZONE INDUSTRY INDONESIA,15.0
HALIM RUSLI,15.0
WIDJAJA KARLI,15.0
RATNA DJUWITA HATMA,14.6
SEKAR LAUT TBK,14.5
PT SISPRO INFORMASI TEKNOLOGI,14.5
MESHA RIZAL SINI,14.4
DIMAS WIBOWO,14.0
SUKO HARTONO,14.0
TJHIN TEN CHUN,14.0
FELIX VINCENT ANG,14.0
DJONNY TASLIM,14.0
PT PANCA BUDI IDAMAN TBK,14.0
PT MITSUBISHI MOTORS KRAMA YUDHA SALES INDONESIA,14.0
IRMAN,14.0
VINCE ERLINGTON INDIGO,14.0
PT TRIMITRA PROPERTINDO TBK,13.67
PT KAVINDO,13.0
PT NUTRI BOGA SUKSES,13.0
PT PRATAMA WIDYA TBK,13.0
PT MAHKOTA SENTOSA UTAMA,13.0
PT MUTIARA TANJUNG LESTARI,12.95
CHIA AH HOO,12.59
PT BUMA INTERNASIONAL GRUP TBK,12.5
FERDI GUNAWAN,12.45
PT AMANAH PUTRA BORNEO,12.02
PT BATULICIN BUMI BERSUJUD,12.02
PT BINA BATULICIN USAHA,12.02
HARYANTO SOFIAN,12.0
FANNI SUSILO,12.0
LIE HARJONO,12.0
GOZCO PLANTATIONS TBK,12.0
OEI HARRY FONG JAYA,12.0
WIRANTO NURHADI,12.0
NAOYA NAKAMURA,12.0
YONGKY WIJAYA,12.0
PT SENTRA MULTI KARYA,12.0
PT MARGA MANDALASAKTI,12.0
GITA TIFFANI,11.56
KIKY SUHERLAN,11.5
ASIA PARAMITA INDAH,11.0
PT ANDALAN SAKTI PRIMAINDO TBK,11.0
PT KRAMA YUDHA TIGA BERLIAN MOTORS,11.0
ROBY TAN,11.0
EDIE,11.0
PT SETIA KAWAN ABADI,11.0
BACHTIAR KARIM,10.86
VICTOR RACHMAT HARTONO,10.5
MARTIN BASUKI HARTONO,10.5
PT NUSANTARA SEJAHTERA RAYA,10.5
ALEX IVAN TANOYO,10.23
PT AKEBONO BRAKE ASTRA INDONESIA,10.0
PT KHARISMA INTERPLAST PRATAMA,10.0
PT WATAMA PRIMA,10.0
PT MADUSARI MURNI INDAH TBK,10.0
BUDYANTO TOTONG,10.0
PT ARKADIA DIGITAL MEDIA TBK,10.0
PT BANK AMAR INDONESIA TBK,10.0
JOHAN WIDAKDO LIEM,10.0
PANIN SEKURITAS TBK,10.0
PT WAHANA YASA INTERNATIONAL SHIPPING,10.0
PT BANTRUNK MURNI INDONESIA,10.0
GHAN DJOE HIANG,10.0
PT PAKUAN TBK,10.0
PT KARYA KHARISMA MANDIRI,10.0
PT KHARISMA SEJAHTERA,10.0
PT SELARAS CITRA NUSANTARA PERKASA TBK,10.0
CHALID SAID SALIM,10.0
PT AGRO YASA LESTARI TBK,10.0
ERATEX DJAJA TBK,10.0
CHAIRUL TANJUNG,10.0
PT LOTTE CHEMICAL TITAN TBK,10.0
PT ADHI COMMUTER PROPERTI TBK,10.0
PT PURI GLOBAL SUKSES TBK,10.0
RODA VIVATEX TBK,10.0
RELIANCE SEKURITAS INDONESIA TBK,10.0
PT HARTADINATA ABADI TBK,10.0
INDOFARMA TBK,10.0
PT ROYALINDO INVESTA WIJAYA TBK,10.0
PT PINAGO UTAMA TBK,10.0
PP (PERSERO) TBK,10.0
PT ANUGERAH COMMUNICATION,10.0
PT MEGA INTERNASIONAL SEJAHTERA,10.0
DJOKO SUSANTO,9.0
PT PARAMITA BANGUN SARANA TBK,9.0
MITRA INVESTINDO TBK,9.0
PT TRI SAPTA SEJAHTERA,9.0
DJONI PRANANTO,9.0
BAMBANG SUTANTIO,9.0
KAMBIYANTO KETTIN,9.0
MALINDO FEEDMILL TBK,9.0
PT VICTORIA CARE INDONESIA TBK,9.0
HADIAN PRAMUDITA,9.0
PT KIOSON KOMERSIAL INDONESIA TBK,9.0
INDOSPRING TBK,9.0
PT ANDRA PRIMA JAYA,9.0
PT BERKAH PRIMA PERKASA TBK,9.0
CRESCENTO HERMAWAN,8.96
SUGIANTO,8.0
PT ANUGERAH PANGAN LESTARI,8.0
CHARLES CHRISTIAN GANDHA,8.0
LISJANTO TJIPTOBIANTORO,8.0
PT KREASI MULTICAHAYA ESTETIK,8.0
HALIM WAHJANA,8.0
TJANDRA MINDHARTA GOZALI,8.0
PETRUS DARUYANNI,8.0
TAN PING,8.0
RISTIA BINTANG MAHKOTASEJATI TBK,7.33
ZAFAR DINESH IDHAM,7.2
JASUINDO TIGA PERKASA TBK,7.0
PT MAKASSAR TENE,7.0
PT SOECHI LINES TBK,7.0
SUWANDI WIDJAJA,7.0
PT SUMBER TANI AGUNG RESOURCES TBK,7.0
PT TANAH BUMBU RESOURCES,7.0
YASUSHI ITAGAKI,7.0
MANUEL DJUNAKO,7.0
PT INDONESIA PONDASI RAYA TBK,7.0
PT AGRO MAKMUR RAYA,6.75
PT MEGASURYA MAS,6.75
PT INDOKARYA INTERNUSA,6.75
PT INTIBENUA PERKASATAMA,6.75
MICHELE MALLORIE SUNOGO,6.5
RYAN FONG JAYA,6.5
PT JASA MARGA TBK,6.0
PT LCK GLOBAL KEDATON TBK,6.0
AGUS DIDONG,6.0
PT INDOVISI SUKSES MANDIRI,6.0
PT PANTJA TIRTA DRAWANA,6.0
PT GEOPRIMA SOLUSI TBK,6.0
GARDA TUJUH BUANA TBK,6.0
PT JAYA TRISHINDO TBK,6.0
PT AVIA AVIAN TBK,6.0
PT MORENZO ABADI PERKASA TBK,6.0
TAKAO KATO,6.0
WELLY MULIAWAN LIE,6.0
ALUMINDO LIGHT METAL INDUSTRY TBK,6.0
PUTERA SAMPOERNA,6.0
PT NAVA HITA KARANA,6.0
SUSANTI,6.0
PT PACKET SYSTEMS INDONESIA,6.0
PT LAUT TIMUR ARDIPRIMA,6.0
PT TERREGRA ASIA ENERGY,6.0
WARDONO ASNIM,6.0
MUSTIKA RATU TBK,6.0
CENTRAL PROTEINA PRIMA TBK,6.0
HARUN HAJADI,6.0
PT GARUDA INDOPRIMA LESTARI,6.0
PT MUTIARA ANUGERAH SAMUDERA,6.0
PT INDO-RAMA SYNTHETICS TBK,6.0
PT SATRIA MEGA KENCANA TBK,6.0
PT SIANTAR TOP TBK,6.0
PT ERA GRAHAREALTY TBK,6.0
PT DAMAI SEJAHTERA ABADI TBK,6.0
WISMILAK INTI MAKMUR TBK,6.0
PT SINAR BORNEO METALINDO,6.0
PELAYARAN NASIONAL BINA BUANA RAYA TBK,6.0
PT AINO INDONESIA,6.0
PT TANJUNG HARAPAN SELATAN,6.0
PT GUNUNGMAS SUKSES MAKMUR,6.0
PT FALMACO NONWOVEN INDUSTRI TBK,6.0
PT STARINDO JAYA PACKAGING,6.0
PT CAKRA LIMA,6.0
PT SILK CHAINS INDONESIA,6.0
PT RENDAPLAS ANDIKA,6.0
VICKY TASLIM,6.0
PT PRADIKSI GUNATAMA TBK,6.0
ARIYO TEJO,6.0
MARIANTI PUDJIADI,6.0
KRISTIAN PUDJIADI,6.0
PT ASIA SEJAHTERA MINA TBK,6.0
PT MEGA PERINTIS TBK,6.0
PT THERMAX INTERNATIONAL INDONESIA,6.0
PT BAASITHU BOGA SERVICES,6.0
TRIYONO WIDODO,6.0
PT RESPATI KEMASINDAH,6.0
PT KUKAR MANDIRI SHIPYARD,6.0
PT INDOSALUYU PRIMAJAYA,6.0
PT PUTRA RAJAWALI KENCANA TBK,6.0
STEADY SAFE TBK,6.0
PT WITA LARAS KIRANA,6.0
YEO HOW,6.0
PT ASURANSI ASTRA BUANA,6.0
PT LANGKAH IDE SELARAS,5.0
LANGGENG MAKMUR INDUSTRI TBK,5.0
PT GEOSERVICES,5.0
SUGIONO WIYONO SUGIALAM,5.0
JAMIL BIN MOHAMED,5.0
FARIDA BAU,5.0
PT NFC INDONESIA TBK,5.0
FORTUNE MATE INDONESIA TBK,5.0
PT AUTHENTIK MANDIRI BATAM,5.0
PT BINA SARANA SUKSES,5.0
PT BUANA CHANDRA MANDIRI,5.0
BERLIAN LAJU TANKER TBK,5.0
PAKUWON JATI TBK,5.0
MAHAKA MEDIA TBK,5.0
PT BINTANI MEGAHINDAH,5.0
PT BUNGASARI FLOUR MILLS INDONESIA,5.0
ANDREAS WIDHATAMA KURNIAWAN,5.0
CYRILUS WINATAMA KURNIAWAN,5.0
PT ALITA PRAYA MITRA,5.0
PT BINA PERTIWI ENERGI,5.0
PT LINTAS MARGA SEDAYA,5.0
TEDDY JEFFREY KATUARI,4.52
FINNEY HENRY KATUARI,4.52
DJUWITA ABADI,4.52
JULIANA CHRISTINA KATUARI,4.52
HANDOYO SUTANTO,4.52
JOHN MICHAEL SUTANTO,4.52
PT GLOBAL LOKET SEJAHTERA,4.5
SAID ALI ACHMAD,4.0
VIPERI LIMIARDI,4.0
KIMBERLY AZALEA TANMIZI,4.0
ZACHARY TEGAR TANMIZI,4.0
PT CATURKARDA DEPO BANGUNAN TBK,4.0
INDAL ALUMINIUM INDUSTRY TBK,4.0
ALIM MARKUS,4.0
BILLY HARTONO SALIM,4.0
CHENG YONG KIM,4.0
RUDY HARTONO,4.0
PT PERMATA DUNIA SUKSES UTAMA,4.0
PT ATRI DISTRIBUSINDO,4.0
IGNATIUS EDY SUHARDAYA,4.0
ILMIYATI,4.0
ERWIN TANUWIDJAJA,4.0
TJIU THOMAS EFFENDY,4.0
HERMAN TANSRI,4.0
SURYADI,4.0
TAMARA IDHAM JUSUF,3.6
PT MINERAL SUMBERDAYA MANDIRI TBK,3.5
SOEGIARTO ADIKOESOEMO,3.5
HARYANTO ADIKOESOEMO,3.5
PT INFRAFORCE EQUIPMENT,3.5
PT PRIMA GLOBALINDO LOGISTIK TBK,3.5
INTER-DELTA TBK,3.0
PT INDOSAT TBK,3.0
PT FKS FOOD SEJAHTERA TBK,3.0
PERDANA GAPURA PRIMA TBK,3.0
HENRY ISWARATIOSO,3.0
PT MASTERSYSTEM INFOTAMA TBK,3.0
PT NUSAJAYA SEJAHTERA COMPUTER,3.0
PETER ARISTA PRAMANA,3.0
CV BASO SOEKAKOE,3.0
PT TOA GALVA INDUSTRIES,3.0
KUSNO HARDJIANTO,3.0
I MADE PUTRA YASA,3.0
PUTU AGUNG PRIANTA,3.0
EAGLE HIGH PLANTATIONS TBK,3.0
PT CITRA PUTRA REALTY TBK,3.0
PT PANDEGA LAYAR PRIMA,3.0
CENTRAL OMEGA RESOURCES TBK,3.0
MAHMUDI,3.0
PT BHIRAWA STEEL,3.0
PT BUMI PETANGIS,3.0
JERY BORNEO PUTRA,3.0
PT TRIMUDA NUANSA CITRA TBK,3.0
ANTON KEMAL TASLI KUMONTY,3.0
PT CAKRA INDO PRATAMA,3.0
PT DHARMA SUBUR SATYA,3.0
PT CHAMP RESTO INDONESIA TBK,3.0
ARWANA CITRAMULIA TBK,3.0
PT BALI TOWERINDO SENTRA TBK,3.0
HIDAYAT ALIM,3.0
PT PERSIS SOLO SAESTU,3.0
PT OSHA ASIA,3.0
PT SARI TIRTA INDONESIA,3.0
PT BANK GANESHA TBK,3.0
PT PRIMAFOOD INTERNATIONAL,3.0
BISI INTERNATIONAL TBK,3.0
SIANA ANGGRAENI SURYA,3.0
PT SINAR BINTANG ALBAR,3.0
LEWI SASMITA KOSASIH,3.0
PT SINEMA GRAHA CITRA,3.0
TEMPO INTI MEDIA TBK,3.0
TOTAL BANGUN PERSADA TBK,3.0
JODY HEDRIAN,3.0
PT LIM SIANG HUAT BALINDO,3.0
PT SARANA RUSEL VICTORY,3.0
GWIE GUNADI GUNAWAN,3.0
GWIE GUNATO GUNAWAN,3.0
GWIE RATNA DJUWITA GUNAWAN,3.0
WONG RATNAWATI,3.0
ENERGI MEGA PERSADA TBK,3.0
PT KOPIKU INDONESIA,3.0
RIVAN ACHMAD PURWANTONO,3.0
PT MULIAKERAMIK INDAHRAYA,3.0
MITRABAHTERA SEGARA SEJATI TBK,3.0
R B KURNIAWAN,3.0
PT BUKIT MAHKOTA,3.0
MIDI UTAMA INDONESIA TBK,3.0
PT GIHON TELEKOMUNIKASI INDONESIA TBK,3.0
DANNY NUGROHO,3.0
CHEN XUEHUA,3.0
PT WESTSTAR AVIATION INDONESIA,3.0
ALITA DINAMIKA PERSADA,3.0
PT SATYAMITRA KEMAS LESTARI TBK,3.0
PT SUMMARECON AGUNG TBK,3.0
PT BOSTON FURNITURE INDUSTRIES TBK,3.0
PT WIRA GLOBAL SOLUSI TBK,3.0
PT PRATITA PRAMA NUGRAHA,3.0
VINCENT,3.0
PT PAITON ENERGY,3.0
PRAMASALEH HARYO UTOMO,3.0
HERI SUPRIADI,3.0
PATRICIA PRATIWI SUWATI PRASATYA,3.0
PT HUAWEI TECH INVESTMENT,3.0
CHANG JUI FANG,3.0
PT EKA GRAHAINTAN MAKMUR,3.0
PT MARIZARASA SARIMURNI,3.0
DONNY ARSAL,3.0
PT KURNIA BUMIINDAH CEMERLANG,3.0
PT PASIFIC PRIMA MENTARI,3.0
PT GERNE INTERNASIONAL,3.0
PT SINARINDO MEGAH PERKASA,3.0
BACHRUM KARIM,3.0
KUOK KHONG HONG,3.0
SUNARNO,3.0
PT MATARAM AGUNG,3.0
PT INDOJOY FORTUNA,3.0
SOEN KAMAWIJAYA SUSANTO,3.0
LINAWATI,3.0
SANJAY TANWANI,3.0
PT TIGA SEKAWAN SERASI,3.0
ALEXANDER TEDJA,3.0
LOW TECK SENG JONATHAN,3.0
MINNA PADI INVESTAMA SEKURITAS TBK,3.0
EDIE HERJADI,3.0
REBECCA HALIM,3.0
CHANDY KUSUMA,3.0
IRSAL KAMARUDIN,3.0
PT BARUNA RAYA LOGISTICS,3.0
PT SUKSES TEKNIK INOVASI,3.0
PT EPSINDO JAYA PRATAMA,3.0
PT NUSA EKA WINAPRATAMA,3.0
PT SINTA PRIMA FEEDMILL,3.0
PT YUDHA BANGUN PERSADA,3.0
PT POLIKEMAS SANPUTRA,3.0
THOMAS JUNAIDI ALIM W,2.8
FINNA HUANG,2.5
HOWARD KEN LUKMITO,2.5
MINGDONG ZHU,2.5
GITA TIFFANI BOER,2.37
PT KARYAINDAH ALAM SEJAHTERA,2.0
PT BAGONG DEKAKA MAKMUR,2.0
TIMOTHY SIDDIK SHU,2.0
PT ZYREXINDO MANDIRI BUANA TBK,2.0
CHENG YONG LIANG,2.0
SUMARDIMAN DIGDOWIROGO,2.0
PT NAMSUMA LUBAN ABADI,2.0
INTRACO PENTA TBK,2.0
PETRUS HALIM,2.0
PT SURYA MEGAH MUSTIKA,2.0
HENGKY KURNIAWAN HALIM,2.0
PT MERAK JAYA BETON,2.0
RICHARDS MATTHEW PAUL,2.0
PT ADIMITRA BARATAMA NUSANTARA,2.0
BUDI SUSILO,2.0
PT PRIMA ARMADA SAMUDRA,2.0
JAMAL ABDUL NASIR BAMADHAJ,2.0
PT JSI SINERGI MAS,2.0
PT ARKORA HYDRO TBK,2.0
ARYA PRADANA SETIADHARMA,2.0
RONALD SUTARDJA,2.0
ASHISH GUPTA,2.0
TJOE TJOE PENG,2.0
STEFFEN,2.0
PT SURYA FAJAR CAPITAL TBK,2.0
JIMMY SUGIARTO SIE,2.0
PT MULTI MAKMUR INDAH INDUSTRI,2.0
KMI WIRE AND CABLE TBK,2.0
CHENG YONG KWANG,2.0
BRYAN DAVID EMIL,2.0
MARTINA BERTO TBK,2.0
HARYANTO,2.0
PT BATAM KARYA MANDIRI,2.0
MICHELLE LIEM MEI FUNG,2.0
CHENG YOONG CHOONG,2.0
SUNDJONO SURIADI,2.0
PT KROM BANK INDONESIA TBK,2.0
PT LANCARTAMA SEJATI TBK,2.0
ALEX WIDJAJA,2.0
DJAJADI DJAJA,2.0
WICAKSANA OVERSEAS INTERNATIONAL TBK,2.0
GUNAWAN HIDAYAT,2.0
PT LARIS SUKSES ABADI,2.0
THEODORUS TIARA,2.0
PT GOSYEN PACIFIC SUKSES MAKMUR,2.0
KOENIADI,2.0
RICHARD WIRIAHARDJA,2.0
DARMAWAN SURYADI,1.6
PT DELTA RAYA SEJAHTERA,1.5
PT TATA BUANA KARYA,1.49
PT DUA KOTA LAUT,1.49
