Nama,PageRank
PT BRINGIN SEJAHTERA MAKMUR,0.31
PT PARIT PADANG GLOBAL,0.3
PT SURYAPRABHA JATISATYA,0.3
PT SURYA PERTIWI TBK,0.3
PT GALVA TECHNOLOGIES TBK,0.3
PT MOUNT SCOPUS INDONESIA,0.3
PT EVOLUZIONE TYRES,0.3
UNITED TRACTORS TBK,0.3
PT SIANTAR TOP TBK,0.3
PT PEMBANGUNAN PROPERTY NUSANTARA,0.3
PT ACSET INDONUSA TBK,0.3
PT GRAMEDIA ASRI MEDIA,0.3
PT AKR CORPORINDO TBK,0.3
PT BERKAH PRIMA PERKASA TBK,0.3
GARUDA INDONESIA (PERSERO) TBK,0.3
PT JAYA TEKNIK INDONESIA,0.3
PT BRAHMAYASA BAHTERA,0.3
HONOUR TOWER SDN BHD,0.3
PT BERJAYA DYNAMICS INDONESIA,0.3
PT MEGAH RAYA SUMATERA,0.3
PT MODERN DATA SOLUSI,0.3
PT MODERN PANGAN INDONESIA,0.3
PT MODERN SEVEL INDONESIA,0.3
EXPLOITASI ENERGI INDONESIA TBK,0.3
INDOSPRING TBK,0.3
PT BANK CAPITAL INDONESIA TBK,0.3
PT PRIMA SARANA BAHARI,0.3
BHUWANATALA INDAH PERMAI TBK,0.3
PT MATAHARI NUSANTARA LOGISTIK,0.3
PT MATAHARI SEMESTA INDAH,0.3
PT MATAHARI SUKSES SEJAHTERA,0.3
PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK,0.3
PT OJI INDO MAKMUR PERKASA,0.3
PT BAHARI EKA NUSANTARA,0.3
PT MULTIPOLAR TECHNOLOGY TBK,0.3
PT GARUDA METALINDO TBK,0.3
MITRABAHTERA SEGARA SEJATI TBK,0.3
PT UPS CARDIG INTERNATIONAL,0.3
PT SREEYA SEWU INDONESIA TBK,0.3
PT ORINDO ALAM AYU,0.3
PT SOLUSI SINERGI DIGITAL TBK,0.3
PT SERENA INTI SEJATI,0.3
DARYA-VARIA LABORATORIA TBK,0.3
PT BANTRUNK MURNI INDONESIA,0.3
PT BUMI MAJALENGKA PERMAI,0.3
PT FITRA AMANAH WISATA,0.3
PT SINGA PURWAKARTA JAYA,0.3
PT NOVO COMPLAST INDONESIA,0.29
PT DIPO STAR FINANCE,0.29
PT MASPION,0.29
HM SAMPOERNA TBK,0.29
PT PELINDO ENERGI LOGISTIK,0.29
PT FEDSIN REKAYASA PRATAMA,0.29
PT SUMBER KITA INDAH,0.29
PT MANUCHAR INDONESIA,0.29
PT SILK CHAINS INDONESIA,0.29
PT ATELIERS MECANIQUES D INDONESIE TBK,0.29
INDO STRAITS TBK,0.29
INDO TAMBANGRAYA MEGAH TBK,0.29
PT SISINDOKOM LINTASBUANA,0.29
FORTUNE MATE INDONESIA TBK,0.29
JAPFA COMFEED INDONESIA TBK,0.29
PT PRATAMA WIDYA TBK,0.29
PT ESTIKA TATA TIARA TBK,0.29
PT IDE UNTUK INDONESIA,0.29
PT BARITO TEKNIK PRASARANA,0.29
PT MEGAH MULIA PERSADA JAYA,0.29
PT NUFARINDO (EXELTIS INDONESIA),0.29
PT TRINICO INDONESIA,0.29
PT HARTADINATA ABADI TBK,0.29
PT DENSO INDONESIA,0.29
BINTANG MITRA SEMESTARAYA TBK,0.29
PT IBM INDONESIA,0.29
PT CLARIANT KUJANG CATALYSTS,0.29
PT DATA ENKRIPSI INFORMASI TEKNOLOGI,0.29
PT HIPERNET INDODATA,0.29
XL AXIATA SINGAPORE PTE LTD,0.29
PT CHEMICO SURABAYA,0.29
PT PRIMA CAKRAWALA ABADI TBK,0.29
BUANA FINANCE TBK,0.29
YULIE SEKURITAS INDONESIA TBK,0.29
ASTRIA PACKAGING PTE LTD,0.29
PTTRIAS TOYOBO ASTRIA,0.29
PTUNGGUL NIAGA SENTOSA,0.29
TIANJIN SUNSHINE PACKAGING LTD,0.29
PT BANGUNSUKSES NIAGATAMA NUSANTARA,0.29
PT ADHI KARYA (PERSERO) TBK,0.29
MULTIFILING MITRA INDONESIA TBK,0.29
MNC TOURISM INDONESIA TBK,0.29
PT ARTHA SUKSES LANCAR,0.29
PT UNILEVER OLEOCHEMICAL INDONESIA,0.29
PT MALACCA TRUST WUWUNGAN INSURANCE TBK,0.29
PT TRI SAKTI PURWOSARI MAKMUR,0.29
PT NESTLE INDONESIA,0.29
PT OPTIMA TIRTA ENERGY,0.29
PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK,0.29
PT PADA IDI,0.29
PT MISAWA TRADING INDONESIA,0.29
PT KAWAN LAMA INOVASI,0.29
PT BANK SYARIAH INDONESIA TBK,0.29
PT REX CANNING,0.29
PT CHINA GLAZE INDONESIA,0.29
PT PULAU KENCANA RAYA,0.29
PT BLUE BIRD TAXI,0.29
PT AMBANG BARITO NUSAPERSADA,0.29
PT HYUNDAI INFRACORE ASIA,0.29
PT DAYA GUNA LAKSANA,0.29
PT ROCKFIELDS PROPERTI INDONESIA TBK,0.29
PT EXTERRAN INDONESIA,0.29
PT GRESIK MIGAS,0.29
PT MULTI WELINDO,0.29
PT ALATAS CRANE SERVICE INDONESIA,0.29
PT GLOBAL INSURANCE BROKER,0.29
PT PRYSMIAN CABLES INDONESIA,0.29
SOLUSI TUNAS PRATAMA TBK,0.29
PT KURNIA REALTY JAYA,0.29
PT ANEKA KIMIA INTI,0.29
PT SARI MAS PERMAI,0.29
ASIAPLAST INDUSTRIES TBK,0.29
PT HARIFF POWER SERVICES,0.29
PT ONIX INVESTAMA,0.29
PT ONIX SEKURITAS,0.29
PT VICTORIA INVESTAMA TBK,0.29
PT ENSBURY KALTENG MINING,0.29
PT PRIMA ISMAYA SEJAHTERA,0.29
PT ENERGI HIJAU SAMOEDERA BERSAUDARA,0.29
INDOFARMA TBK,0.29
PT PANAH PERDANA LOGISINDO,0.28
PT BATURAJA DAYA INSANI,0.28
PT PASOKA SUMBER KARYA,0.28
PT KREASI ANEKA MINUMAN,0.28
PT NAVA HITA KARANA,0.28
PT WEIR MINERALS INDONESIA,0.28
PT KAIROS DIGITAL INDONESIA,0.28
PT SLP INTERNUSA KARAWANG,0.28
PT WILMAR NABATI INDONESIA,0.28
PT PERTAMINA HULU MAHAKAM,0.28
PT PRASARANA ENERGI CIREBON,0.28
PT RASITA KERINA MULIA,0.28
PT MORTAR NASIONAL INDONESIA,0.28
PT PERKEBUNAN NUSANTARA XIII,0.28
PT ADHI COMMUTER PROPERTI TBK,0.28
BROOKLYN ENTERPRISE PTE LTD,0.28
PT MURNI SADAR TBK,0.28
PT TRIMEGAH KARYA PRATAMA TBK,0.28
PT KINGDOM INDAH,0.28
PT HUMPUSS TRANSPORTASI KIMIA,0.28
PT ALPHA AUSTENITE,0.28
PT GENTA LARAS SEMESTA,0.28
PT TIRA ANDALAN STEEL,0.28
PT BINTANG SUKSES ENERGI,0.28
PT INTI GANDA PERDANA,0.28
PT MEGA MULIA SERVINDO,0.28
PT GARMIN INDONESIA DISTRIBUTION,0.28
PT AGRO MURNI,0.28
PT TRUBA JAYA ENGINEERING,0.28
PT PRIMA KARYA MANUNGGAL,0.28
TEMPO SCAN PACIFIC TBK,0.28
PT METSO OUTOTEC INDONESIA,0.28
PT CIREBON ELECTRIC POWER,0.28
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,0.28
PT KARUNIA ARMADA INDONESIA,0.28
PT DANA BRATA LUHUR TBK,0.28
PT ETHICA INDUSTRI FARMASI,0.28
PT CIBITUNG TANJUNG PRIOK PORT TOLLWAYS,0.28
PT MARISSI IDOLA SUMBER SEJAHTERA,0.28
PT MEGA INSPIRASI SUMBER SEJAHTERA,0.28
PT RHINOPUTRA JAYA SEJAHTERA,0.28
PT GUNUNG MAS PERKASA,0.28
PT USAHA KITA SUKSES MANDIRI,0.28
TATA INTERNATIONAL SINGAPORE PTE LTD,0.28
PT SURYA GRAHA PERTIWI,0.28
PT NAKAGAWA SPECIAL STEEL INDONESIA,0.28
PT PUTRA MULIA TELECOMMUNICATION,0.28
PT SOFTEX INDONESIA,0.28
PT GAYA ABADI SEMPURNA TBK,0.28
PT ANDALAN PERKASA ABADI TBK,0.28
AKASHA WIRA INTERNATIONAL TBK,0.28
SUNSON TEXTILE MANUFACTURER TBK,0.28
KAWASAN INDUSTRI JABABEKA TBK,0.28
PT BINTANG SAMUDERA MANDIRI LINES TBK,0.28
MULTIPOLAR TBK,0.28
MERATUS JASA PRIMA TBK,0.28
KEDAWUNG SETIA INDUSTRIAL TBK,0.28
KERAMIKA INDONESIA ASSOSIASI TBK,0.28
PERDANA BANGUN PUSAKA TBK,0.28
PT SARASWANTI ANUGERAH MAKMUR TBK,0.28
PT KOTA SATU PROPERTI TBK,0.28
PT ORGANON PHARMA INDONESIA TBK,0.28
PT SEMACOM INTEGRATED TBK,0.28
PT SAMPOERNA AGRO TBK,0.28
PT SIGMA ENERGY COMPRESSINDO TBK,0.28
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,0.28
INDOFOOD,0.28
PT SUMMARECON AGUNG TBK,0.28
PT PLANET PROPERINDO JAYA TBK,0.28
PLAZA INDONESIA REALTY TBK,0.28
PT POLLUX HOTELS GROUP TBK,0.28
PT SUPERKRANE MITRA UTAMA TBK,0.28
PT PURI GLOBAL SUKSES TBK,0.28
RELIANCE SEKURITAS INDONESIA TBK,0.28
PT RMK ENERGY TBK,0.28
PT ARACORD NUSANTARA GROUP TBK,0.28
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK,0.28
PT WINNER NUSANTARA JAYA TBK,0.28
WINTERMAR OFFSHORE MARINE TBK,0.28
PT INTEGRA INDOCABINET TBK,0.28
PT GINTING JAYA ENERGI TBK,0.28
YANAPRIMA HASTAPERSADA TBK,0.28
PT KAPUAS PRIMA COAL TBK,0.28
RAMAYANA LESTARI SENTOSA TBK,0.28
PT BANK MESTIKA DHARMA TBK,0.28
PT SENTRAL MITRA INFORMATIKA TBK,0.28
PT BANK PEMBANGUNAN DAERAH BANTEN TBK,0.28
PRIMARINDO ASIA INFRASTRUCTURE TBK,0.28
BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK,0.28
PT BANK QNB INDONESIA TBK,0.28
CENTRAL OMEGA RESOURCES TBK,0.28
PT DIAMOND FOOD INDONESIA TBK,0.28
PT BANK OKE INDONESIA TBK,0.28
PT TRIMEGAH SEKURITAS INDONESIA TBK,0.28
DHARMA SAMUDERA FISHING IND TBK,0.28
EKADHARMA INTERNATIONAL TBK,0.28
PT SURYA BIRU MURNI ACETYLENE TBK,0.28
PT MORENZO ABADI PERKASA TBK,0.28
PT MITRA KELUARGA KARYASEHAT TBK,0.28
ERATEX DJAJA TBK,0.28
PT SINERGI INTI PLASTINDO TBK,0.28
ESSA INDUSTRIES INDONESIA TBK,0.28
EVER SHINE TEXTILE INDUSTRY TBK,0.28
PT BUANA ARTHA ANUGERAH TBK,0.28
PT JAYA SWARASA AGUNG TBK,0.28
PT TERREGRA ASIA ENERGY,0.28
PT TEMAS TBK,0.28
PT GUNA TIMUR RAYA TBK,0.28
PT MEGA PERINTIS TBK,0.28
PT SARATOGA INVESTAMA SEDAYA TBK,0.28
NUSANTARA INFRASTRUCTURE TBK,0.28
PT PANCA ANUGRAH WISESA TBK,0.28
MULTI BINTANG INDONESIA TBK,0.28
TOTAL BANGUN PERSADA TBK,0.28
PT ERA MANDIRI CEMERLANG TBK,0.28
PT INDO KOMODITI KORPORA TBK,0.28
TOBA PULP LESTARI TBK,0.28
INTER-DELTA TBK,0.28
PT ERA GRAHAREALTY TBK,0.28
PT WILMAR CAHAYA INDONESIA TBK,0.28
PT CITRA PUTRA REALTY TBK,0.28
DIAN SWASTATIKA SENTOSA TBK,0.28
PT LANCARTAMA SEJATI TBK,0.28
PT ARKADIA DIGITAL MEDIA TBK,0.28
PT SUMBER GLOBAL ENERGY TBK,0.28
PT SINAR MAS MULTIARTHA TBK,0.28
BANK OF INDIA INDONESIA TBK,0.28
PT BANK SMBC INDONESIA TBK,0.28
PT BUKIT ULUWATU VILLA TBK,0.28
PT CHITATEX PENI,0.28
GOODYEAR INDONESIA TBK,0.28
GEMA GRAHASARANA TBK,0.28
PT GUNUNG RAJA PAKSI TBK,0.28
JAYA AGRA WATTIE TBK,0.28
PT DAMAI SEJAHTERA ABADI TBK,0.28
GOZCO PLANTATIONS TBK,0.28
PT HENSEL DAVEST INDONESIA TBK,0.28
PT BUYUNG POETRA SEMBADA TBK,0.28
ASURANSI BINA DANA ARTA TBK,0.28
DUTA ANGGADA REALTY TBK,0.28
ALKINDO NARATAMA TBK,0.28
PT MAKMUR BERKAH AMANDA TBK,0.28
ERAJAYA SWASEMBADA TBK,0.28
PT CISARUA MOUNTAIN DAIRY TBK,0.28
PT AUSTINDO NUSANTARA JAYA TBK,0.28
PT ANDALAN SAKTI PRIMAINDO TBK,0.28
PT TRIMITRA PRAWARA GOLDLAND TBK,0.28
KOBEXINDO TRACTORS TBK,0.28
PT AGRO YASA LESTARI TBK,0.28
PT BALI TOWERINDO SENTRA TBK,0.28
PT BANK ALADIN SYARIAH TBK,0.28
SEPATU BATA TBK,0.28
XLSMART,0.28
SWARA SANGKAR EMAS,0.28
SAMPOERNA,0.28
INDOSAT OOREDOO HUTCHISON,0.28
MUSTIKA RATU TBK,0.28
PT META EPSI TBK,0.28
CITY RETAIL DEVELOPMENTS TBK,0.28
PT NUSATAMA BERKAH TBK,0.28
PT OBM DRILCHEM TBK,0.28
PT INDO OIL PERKASA TBK,0.28
PT OPTIMA PRIMA METAL SINERGI TBK,0.28
PT PROVIDENT INVESTASI BERSAMA TBK,0.28
PANORAMA SENTRAWISATA TBK,0.28
PT PANCA BUDI IDAMAN TBK,0.28
PARAGON KARYA PERKASA TBK,0.28
PT SURYA FAJAR CAPITAL TBK,0.28
PT GARUDA DAYA PRATAMA SEJAHTERA,0.28
PT GARUDA ENERGI LOGISTIK KOMERSIAL,0.28
PT ADHIMIX RMC INDONESIA,0.28
PT KILANG PERTAMINA INTERNASIONAL,0.28
PT PAMAPERSADA NUSANTARA,0.27
PT FKS PANGAN NUSANTARA,0.27
PT PANIN DAI-ICHI LIFE DIMILIKI PANIN INTERNASIONAL,0.27
PT PANIN GENINHOLDCO,0.27
PT BHAKTI COAL RESOURCES,0.27
PT BHAKTI MIGAS RESOURCES,0.27
PT BANK CENTRAL ASIA TBK,0.27
PT ESTA PRIMA INVESTAMA,0.27
PT ESTA DANA VENTURA,0.27
PT BPR KREDIT MANDIRI CELEBES SEJAHTERA,0.27
SWARA PERKASA,0.27
PT ANTANG GUNUNG MERATUS,0.27
COASTAL GUJARAT POWER LTD,0.27
PT HASIL BUMI KALIMANTAN,0.27
TATA INTERNATIONAL WEST ASIA DMCC,0.27
PT ARUTMIN INDONESIA,0.27
POLYSINDO INTERNATIONAL FINANCE COMPANY B.V,0.27
PT TEXMACO GRAHA BUSANA,0.27
PT TEXMACO JAYA TBK,0.27
PT SMART TELECOM,0.27
PT INDOYONGTEX JAYA,0.27
PT PRIMARAJULI SUKSES,0.27
PT PURI KARYA BERSAMA,0.27
PT PURI PERMAI INTISENTOSA SUKSES,0.27
PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL,0.27
PT KIA KERAMIK MAS,0.27
PT KIA SERPIH MAS,0.27
PT MULTI BINTANG INDONESIA NIAGA,0.27
PT TIRTA PRIMA INDONESIA,0.27
PT ALUNO FOOD INDONESIA,0.27
PT TAYS BOGAINTI SELARAS,0.27
BANK SINARMAS TBK,0.27
PT MAKMUR BERKAH AMANDA HOTEL,0.27
PT MAKMUR BERKAH HOTEL,0.27
PT HINO MOTORS SALES INDONESIA,0.27
PT CINEMAXX GLOBAL PASIFIK,0.27
GOLDENBIRD PACIFIC TRADING PTE LTD,0.27
PT SINARNIAGA SEJAHTERA,0.27
PT DINAMIKA USAHA PERGUDANGAN,0.27
PT DINAMIKA USAHA PROPERTINDO,0.27
PT DJASA UBERSAKTI PROPERTI,0.27
PT KALTIM PRIMA COAL,0.27
PT ANUGRAH ARGON MEDICA,0.27
PT LIS INTERNASIONAL,0.27
PT HUMPUSS MARITIM INTERNASIONAL,0.27
PT ENVY KAPITAL INTERNASIONAL,0.26
PT ENVY UNITY INDONESIA,0.26
PT RITEL GLOBAL SOLUSI,0.26
PT IONA LAUT LOGISTIK,0.26
PT PELABUHAN LAUT SRIWIJAYA,0.26
PT SURYA ENERGI ABADI,0.26
PT KOMATSU INDONESIA,0.26
PT GARDA TAWANG REKSA INDONESIA,0.26
PT INDONESIA AIRASIA,0.26
INDONESIA AIRASIA,0.26
PT MOLINDO INTI GAS,0.26
PT MOLINDO RAYA INDUSTRIAL,0.26
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,0.26
PT WIJAYA KARYA (PERSERO) TBK,0.26
PT KALBARA ENERGI PRATAMA,0.26
PT OPTIMA COAL,0.26
PT OPTIMA PERSADA ENERGI,0.26
PT SRIWIJAYA MUBA LOGISTIK,0.26
PT ASURANSI JIWA NASIONAL,0.26
PT BHAKTI CAHAYA UTAMA,0.26
PT BHAKTI FINTEK INDONESIA,0.26
PT NASIONAL INVESTINDO PERKASA,0.26
PT ASPIRASI HIDUP INDONESIA TBK,0.26
SENTUL CITY TBK,0.26
PT INDUSTRI TATA UDARA INDONESIA AIRCONCO,0.26
JAMIPOL LIMITED,0.26
PT MNC PICTURES,0.26
PT SOHO GLOBAL MEDIKA,0.26
PT SOHO INDUSTRI PHARMASI,0.26
PT UNIVERSAL HEALTH NETWORK,0.26
PT ROYAL INDAH PERKASA,0.26
PT BANK NEGARA INDONESIA (PERSERO) TBK,0.26
GRAHA KEMASINDO INDAH,0.26
IMPERIAL INVESTMENT LIMITED,0.26
INDAH KIAT INTERNATIONAL FINANCE COMPANY B.V,0.26
PARAMITRA ABADIMAS CEMERLANG,0.26
PT KENCANA LINTASINDO INTERNASIONAL,0.26
PT MEGADEPO INDONESIA,0.26
PT ANSAF INTI RESOURCES,0.26
PT ANSAFINTI RESOURCES,0.26
BADAN PENYELENGGARA JAMINAN SOSIAL,0.26
PT PERTAMINA HULU KALIMANTAN TIMUR,0.26
PT PERTAMINA HULU KALTIM,0.26
PT BCA FINANCE,0.26
PEMBANGUNAN JAYA ANCOL TBK,0.26
PT TRANS INDONESIA SUPERKORIDOR,0.26
PT SEJAHTERA ABADI SOLUSI,0.26
PT MITRATAMA PERKASA,0.26
PT IDEA ASIA INVESTAMA,0.25
PT AIDIA INDONESIA PROPERTINDO,0.25
PT IDEA HOSPITALITY MANAGEMENT,0.25
PT DYAMALL GRAHA UTAMA,0.25
PT DYANDRA PROMOSINDO,0.25
PT GRAHA MULTI UTAMA,0.25
PT NUSA DUA INDONESIA,0.25
PT RETAIL KITA INDONESIA,0.25
PT PETROKIMIA GRESIK,0.25
PT MULTI KUSUMA CEMERLANG,0.25
PT TELKOM AKSES,0.25
PT INDOMARCO ADI PRIMA,0.25
MIDI UTAMA INDONESIA TBK,0.25
PT TIRTAKENCANA TATAWARNA,0.25
ALIM BROTHERS INDUSTRIES PTE LTD,0.25
CHIN FUNG TRADING CO LTD,0.25
PT ANEKA KABEL CIPTAGUNA,0.25
PT INDAL STEEL PIPE,0.25
PT INDOFOOD FORTUNA MAKMUR,0.25
PT JUST JAIT INDONESIA,0.25
PT ALAM METAL MERCUNIAGA,0.25
CHAROEN POKPHAND INDONESIA TBK,0.25
PT OPTIMA DAYA KAPITAL,0.25
PT TRISCO TAILORED APPAREL MANUFACTURING,0.25
PT PURA BARUTAMA,0.25
PT ALUMINAMETAL UTAMA,0.25
PT SINARMONAS INDUSTRIES,0.25
PT JEMBO ENERGINDO,0.25
PT MONASPERMATA PERSADA,0.25
PT PELAYARAN BAHTERA ADHIGUNA,0.25
SURYAMAS DUTAMAKMUR TBK,0.25
PT RUBY KARYA SEJAHTERA,0.25
RUKUN RAHARJA TBK,0.25
PT BELFOODS INDONESIA,0.25
PT ANGSANA JAYA ENERGI,0.24
PT MULIAGLASS,0.24
PT PANIN ASSET MANAGEMENT,0.24
PT PATRIA INVESTAMA,0.24
PT THIESS CONTRACTORS INDONESIA,0.24
PT TOKOPEDIA,0.24
PT SUPERNOVA FLEXIBLE PACKAGING,0.24
MNC SKY VISION TBK,0.24
PT PIGIJO TRAVELINDO SAKTI,0.24
PT KEUMALA SARANA WISATA,0.24
PT MARECO PRIMA MANDIRI,0.24
PP LONDON SUMATRA INDONESIA TBK,0.24
PT BANGUN BERSAMA SOLUSINDO,0.24
PT CARDIG GARDA UTAMA,0.24
PT CARDIG EXPRESS NUSANTARA,0.24
PT NFC INDONESIA TBK,0.24
INDOCOAL RESOURCES (CAYMAN) LIMITED,0.24
PT BANK JABAR BANTEN SYARIAH,0.24
PT BANK PEMBANGUNAN DAERAH BENGKULU,0.24
PT BANK PEMBANGUNAN DAERAH JAMBI,0.24
PT BJB SEKURITAS JAWA BARAT,0.24
PT BPR INTAN JABAR,0.24
PT BANK GANESHA TBK,0.24
PT PERTAMINA GEOTHERMAL ENERGY TBK,0.24
PT SARANA STEEL,0.24
PT AMARIS TIRTA PRATAMA,0.24
PT KMI ELECTRIC SOLUTION,0.24
PT LANGGENG BAJA PRATAMA,0.24
PT MEDIATE INDONESIA,0.24
CONCORD BUILDING MATERIALS PTE LTD,0.24
MULIA INC,0.24
PT MULIAKERAMIK INDAHRAYA,0.24
PT INDOLAKTO,0.24
PT SEKAR KATOKICHI,0.24
PT CIMB NIAGA AUTO FINANCE,0.23
PT CIMB NIAGA SEKURITAS,0.23
REKSA DANA TERPROTEKSI BAHANA ULTIMA PROTECTED FUND,0.23
REKSA DANA TERPROTEKSI BRI MI PROTEKSI 102,0.23
REKSA DANA TERPROTEKSI SAM SEJAHTERA TERPROTEKSI 5,0.23
PT BUKITMEGA MASABADI,0.23
LOTTE CHEMICAL TITAN (M) SDN BHD,0.23
BUKIT ASAM TBK,0.23
PT KALDU SARI NABATI INDONESIA,0.23
PT INDO PRATAMA TELEGLOBAL,0.23
PT PALAPA RING BARAT,0.23
PT SIERAD CORPORA,0.23
PT TRANSPASIFIK NIAGAREKSA,0.23
PT BRI ASURANSI INDONESIA (BRI INSURANCE,0.23
PT SUNGAI BUDI,0.23
PT SUMBER KURNIA ALAM,0.23
PT JASUINDO INFORMATIKA PRATAMA,0.23
PT TRIMAS SARANA GARMENT INDUSTRY,0.23
PT TRICOM MITRA MANDIRI,0.23
PT TRISULA INSAN TIARA,0.23
PT MITRA ADIPERKASA TBK,0.23
PT TANJUNG LESUNG RESORT,0.23
PT INDIKA MULTI NIAGA,0.23
PT POSB REKSABUMI INDONESIA,0.23
PT KIDECO JAYA AGUNG,0.23
WIJAYA KARYA BETON,0.23
KEMENTERIAN KESEHATAN REPUBLIK INDONESIA,0.23
PT PACIFIC EXINTRACO,0.23
PT BELLA INDAH GAPURA,0.23
PT CIAWI MEGAH INDAH,0.23
PT DINAMIKA KARYA UTAMA,0.23
PT GAPURA PAKUAN PROPERTI,0.23
PT GRAHA AZURA,0.23
PT MANDIRI BANGUN KONSTRUKSI,0.23
PT MEGAPOLITAN GAPURAPRIMA,0.23
PT SUMBER DAYA NUSAPHALA,0.23
PT KEDAWUNG SUBUR,0.23
GOLDEN RABBIT HOME,0.23
PT CORONET CROWN,0.23
PT NISSIN BISCUIT INDONESIA,0.23
THE GOLDEN RABBIT II,0.23
PT INDOFASHION CIPTAKREASI BUSANA,0.23
PT DUTA HITA JAYA,0.23
PT YANASURYA BHAKTIPERSADA,0.23
PT APEXINDO ENERGI INVESTINDO,0.23
PT TRIPUTRA ENERGI MEGATARA,0.23
PT PELABUHAN TALENTA BUMI,0.23
PT TALENTA BUMI,0.23
PT TALENTA BUMI ENERGI,0.23
PT SUKU CADANG OTO SEJAHTERA,0.23
PT SEKAR GOLDEN HARVESTA INDONESIA,0.23
PT BUMIFOOD AGRO INDUSTRI,0.23
PT PANGAN LESTARI,0.23
PT BANK DANAMON INDONESIA TBK,0.23
PT ALAM PERMAI,0.23
PT SARANA INVESTASI NUSANTARA,0.23
PT CONCH INTERNATIONAL TRADE INDONESIA,0.23
PT FORINDOPRIMA PERKASA,0.23
INDOFOOD CBP,0.23
PT BANK BTPN SYARIAH TBK,0.23
PT SUWARNA ARTA MANDIRI,0.23
PT LAMINATECH KREASI SARANA,0.23
PT PRASETYA GEMAMULIA,0.23
PT VIVERE MULTI KREASI,0.23
PT GLOBAL SOLUTION ENGINEERING,0.23
PT EKADHARMA MITRA NIAGA,0.23
VISKO INDUSTRIES SDN BHD,0.23
VISKO SDN BHD,0.23
PT FOSTER ASSET MANAGEMENT,0.23
PT STAR SEMESTA SEJAHTERA,0.23
PT TUNAS SURYA ABADI,0.23
PT BHUMI LESTARI MAKMUR,0.23
PT NATAI SAWIT PERKASA,0.23
PT TUNAS RIDEAN TBK,0.23
PT CITRA MAKMUR RITAILINDO,0.23
PT DIGITAL NIAGA INDONESIA,0.23
PT MULTIELOK COSMETIC,0.23
PT PIGEON INDONESIA,0.23
PT SINERGI MULTI DISTRINDO,0.23
PT SENTRALSARI PRIMASENTOSA,0.23
PT MINNA PADI RESORTS,0.23
PT SANUR HASTA GRIYA,0.23
PT ASTRA HONDA MOTOR,0.23
PT MAHKOTA SENTOSA UTAMA,0.23
PT PRIMA WIRA UTAMA,0.23
PT SEMEN BATURAJA TBK,0.23
PT ASTRA GRAPHIA INFORMATION TECHNOLOGY,0.23
PT TOYOTA-ASTRA MOTOR,0.23
PT ATRI DISTRIBUSINDO,0.23
PT ABDI HARAPAN UNGGUL,0.23
LOTTE CHEMICAL TRADING (SHANGHAI),0.23
PT LOTTE CHEMICAL TITAN NUSANTARA,0.23
PT DHARMA ANUGERAH INDAH,0.22
PT PROINVESTINDO,0.22
MORATEL INTERNATIONAL PTE LTD,0.22
PT OXYGEN INFRASTRUKTUR INDONESIA,0.22
PT OXYGEN MULTIMEDIA INDONESIA,0.22
PT PALAPA TIMUR TELEMATIKA,0.22
GOLDEN POLINDO INDUSTRIES PTE LTD,0.22
ILENE INC,0.22
SUZHOU KUNLENE FILM INDUSTRIES CO LTD,0.22
YUNNAN KUNLENE FILM INDUSTRIES CO LTD,0.22
PT SUPERNOVA,0.22
PT MEGA AKSES PERSADA,0.22
KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT REPUBLIK INDONESIA,0.22
PT WIRA PAMUNGKAS PARIWARA,0.22
PT BUMI NUSANTARA JAYA,0.22
PT ADHIMIX PCI INDONESIA,0.22
PT WASKITA KARYA (PERSERO) TBK,0.22
PT BUKIT MAKMUR MANDIRI UTAMA,0.22
PT MEDCO E&P INDONESIA,0.22
PT DUPAN ANUGERAH LESTARI,0.22
PT PELABUHAN INDONESIA (PERSERO),0.22
PT TRI ADI BERSAMA,0.22
PT TRAKINDO UTAMA,0.22
PT RIAU ANDALAN PULP AND PAPER,0.22
SRIBOGA FLOUR MILL,0.22
PT INDOMOBIL PRIMA NIAGA,0.22
PT ASTRAGRAPHIA XPRINS INDONESIA,0.22
PT GRAMA PRAMESI SIDDHI,0.22
PT ANEKA COFFEE INDUSTRY,0.22
PT SEMESTA MARGA RAYA,0.22
PT SARANA SURYA SAKTI,0.22
PT ALFINDO LF MAKMUR,0.22
PT YAMAZAKI INDONESIA,0.22
PT SUMBER INDAH LESTARI,0.22
PT SUMBER TRIJAYA LESTARI,0.22
PT INDIKA ADIDAYA MANDIRI,0.22
PT JASUINDO HID SECURITY,0.22
PT SOLUSI ANAK MILENIAL,0.22
PT SOLUSI IDENTITAS GLOBAL NET,0.22
PT CITRA KREASI MAKMUR,0.22
PT VERSUNI HOMELIFE INDONESIA,0.22
PT SELARAS TURBO ELEKTRONIK INDONESIA,0.22
