Nama,indegree,outdegree,betweenness,closeness,pagerank,cluster_sna
PT GERAKAN DIGITALISASI INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT GERBANG MULTI SEJAHTERA,1.0,0.0,0.0,0.16,0.16,1
PT GERBANG TEKNOLOGI CIKARANG,1.0,0.0,0.0,0.17,0.16,1
PT GERNE INTERNASIONAL,1.0,0.0,0.0,0.18,0.15,1
PT GERRINDO SURYA MAKMUR,1.0,0.0,0.0,0.14,0.15,1
PT GESIT ALUMAS,1.0,1.0,2324.95,0.15,0.17,1
PT GESIT PERKASA,0.0,2.0,2324.95,0.15,0.15,1
PT GFA SENTOSA INDONESIA,1.0,0.0,0.0,0.37,0.16,1
PT GHANI VOLTRON INDONESIA,1.0,0.0,0.0,0.14,0.19,1
PT GHS MARITIM INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT GIANT COMMUNICATION,1.0,0.0,0.0,0.17,0.16,1
PT GIHON TELEKOMUNIKASI INDONESIA TBK,2.0,7.0,35702.37,0.2,0.17,1
PT GILI TIRTA ANUGERAH,1.0,0.0,0.0,0.15,0.16,1
PT GINTING JAYA,0.0,1.0,0.0,1.0,0.15,0
PT GINTING JAYA ENERGI TBK,1.0,0.0,0.0,1.0,0.28,0
PT GIORDANO INDONESIA,1.0,0.0,0.0,0.37,0.16,1
PT GIRA SOLE PRIMA,0.0,1.0,0.0,0.17,0.15,1
PT GIRDER INDONESIA,3.0,0.0,25197.45,0.19,0.2,1
PT GIREFINDO KIMIA ABADI .,1.0,0.0,0.0,0.14,0.17,1
PT GITANUSA SARANA NIAGA,1.0,0.0,0.0,0.17,0.16,1
PT GIVAUDAN INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT GIWANG CITRA LAUT,1.0,0.0,0.0,0.09,0.18,1
PT GL ASIA,1.0,0.0,0.0,0.13,0.17,1
PT GLD PROPERTY,1.0,0.0,0.0,0.16,0.15,1
PT GLITTERINDO PRATAMA,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL BARA UNGGUL,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL BOGA RASA,1.0,0.0,0.0,0.12,0.16,1
PT GLOBAL CHEMINDO MEGATRADING,3.0,0.0,92449.07,0.21,0.18,1
PT GLOBAL CONSULTANT ENGINEERING,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL DIGITAL INDOKREASI,1.0,0.0,0.0,0.16,0.15,1
PT GLOBAL DIGITAL NIAGA,5.0,1.0,107378.19,0.18,0.46,1
PT GLOBAL DINAMIKA KENCANA,0.0,2.0,19778.0,0.17,0.15,1
PT GLOBAL DISTRIBUSI NUSANTARA,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL DISTRIBUSI PUSAKA,1.0,0.0,0.0,0.18,0.15,1
PT GLOBAL DISTRIBUTION,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL ERAMAS,1.0,0.0,0.0,0.15,0.15,1
PT GLOBAL HANSTAMA JAYA,1.0,0.0,0.0,0.5,0.17,0
PT GLOBAL INDONESIA KOMUNIKATAMA,2.0,0.0,0.0,0.18,0.17,1
PT GLOBAL INFORMASI BERMUTU,2.0,0.0,0.0,0.17,0.16,1
PT GLOBAL INSURANCE BROKER,2.0,0.0,9890.0,0.17,0.29,1
PT GLOBAL JASA SEJAHTERA,1.0,0.0,0.0,0.16,0.15,1
PT GLOBAL JET CARGO,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL JET EXPRESS,1.0,0.0,0.0,0.16,0.15,1
PT GLOBAL KARSA MEDIKA,1.0,0.0,0.0,0.19,0.16,1
PT GLOBAL KARYA INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL KENCANA PROPERTINDO,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL KRIYA PROPERTINDO,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL LOKET SEJAHTERA,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL LOYALTY INDONESIA,1.0,0.0,0.0,0.16,0.19,1
PT GLOBAL MAJU ABADI,1.0,0.0,0.0,0.15,0.17,1
PT GLOBAL MANDIRI PRIMATECH,1.0,0.0,0.0,0.18,0.16,1
PT GLOBAL MEDIACOM TBK,5.0,14.0,106755.35,0.18,0.36,2
PT GLOBAL METAL RAYA,1.0,0.0,0.0,0.14,0.17,1
PT GLOBAL METAL TRADING,2.0,0.0,14962.43,0.19,0.18,1
PT GLOBAL MINING SERVICES,1.0,0.0,0.0,0.18,0.16,1
PT GLOBAL MOBILINDO PERKASA,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL NIAGA PRATAMA,1.0,0.0,0.0,0.14,0.17,1
PT GLOBAL NUSA DATA,0.0,1.0,0.0,0.18,0.15,1
PT GLOBAL OFFSHORE INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL ONKOLAB FARMA,1.0,0.0,0.0,0.19,0.16,1
PT GLOBAL PAHALA RENTAL,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL PAHALA SERVIS,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL PATRA SINERTAMA,1.0,0.0,0.0,0.17,0.17,1
PT GLOBAL PERKASA INVESTINDO,0.0,1.0,0.0,0.52,0.15,0
PT GLOBAL PRIMATAMA MANDIRI,1.0,0.0,0.0,0.14,0.17,1
PT GLOBAL PRIMATECH,1.0,0.0,0.0,0.18,0.16,1
PT GLOBAL PRINTPACK INDONESIA,1.0,0.0,0.0,0.14,0.16,1
PT GLOBAL PUSAKA SOLUTION,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL PUTRA INDONESIA MARITIME,0.0,1.0,0.0,0.14,0.15,1
PT GLOBAL SAMUDRA NUSANTARA,1.0,0.0,0.0,0.15,0.17,1
PT GLOBAL SATRIA AJI,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL SEKAWAN KREASI,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL SOLUTION ENGINEERING,1.0,0.0,0.0,0.14,0.23,1
PT GLOBAL STEVEDORING INDONESIA,1.0,0.0,0.0,0.14,0.16,1
PT GLOBAL SUKSES SOLUSI TBK,4.0,1.0,33865.31,0.17,0.56,1
PT GLOBAL SYSTECH MEDIKA,1.0,0.0,0.0,0.16,0.15,1
PT GLOBAL TEKNIK AGRONUSA,1.0,0.0,0.0,0.15,0.16,1
PT GLOBAL TEKNOLOGI INTEGRASI,1.0,0.0,0.0,0.17,0.16,1
PT GLOBAL TELEKOMUNIKASI PRIMA,1.0,0.0,0.0,0.18,0.15,1
PT GLOBAL TELEKOMUNIKASI TERPADU,1.0,0.0,0.0,0.16,0.15,1
PT GLOBAL TIKET NETWORK,1.0,0.0,0.0,0.18,0.15,1
PT GLOBAL TRANS ENERGY INTERNATIONAL,1.0,0.0,0.0,0.14,0.16,1
PT GLOBAL TRANS NUSA,1.0,0.0,0.0,0.16,0.16,1
PT GLOBAL WISATA PARADISE,1.0,0.0,0.0,0.12,0.16,1
PT GLOBE KITA TERANG TBK,2.0,25.0,360481.9,0.2,0.21,2
PT GLORIA INTI NUSANTARA,0.0,1.0,0.0,0.12,0.15,1
PT GLORIAJAYA GEMPITA,0.0,1.0,0.0,0.56,0.15,0
PT GLORY INTI SEJAHTERA,1.0,0.0,0.0,0.12,0.16,1
PT GO RENTAL,1.0,0.0,0.0,0.16,0.16,1
PT GO-JEK INDONESIA,1.0,0.0,0.0,0.16,0.19,1
PT GOAUTAMA SINARBATUAH,4.0,0.0,210989.9,0.18,0.2,1
PT GOGOBLI ASIA TEKNOLOGI,1.0,0.0,0.0,0.15,0.18,1
PT GOKOMODO UNITI INDONESIA,1.0,0.0,0.0,0.14,0.16,1
PT GOLDEN ARISTA INTERNATIONAL,0.0,1.0,0.0,0.16,0.15,1
PT GOLDEN BIRD BALI,2.0,0.0,44419.93,0.21,0.16,1
PT GOLDEN BIRD METRO,1.0,0.0,0.0,0.16,0.16,1
PT GOLDEN BLOSSOM SUMATRA,1.0,0.0,0.0,0.15,0.16,1
PT GOLDEN FIRST ATLANTA,1.0,0.0,0.0,0.14,0.15,1
PT GOLDEN FLOWER GLOBAL RESOURCES,0.0,1.0,0.0,0.37,0.15,1
PT GOLDEN FLOWER TBK,2.0,28.0,928.0,0.59,0.4,0
PT GOLDEN GREAT BORNEO,1.0,0.0,0.0,0.17,0.16,1
PT GOLDEN HARVEST COCOA INDONESIA,1.0,0.0,0.0,0.16,0.18,1
PT GOLDEN LESTARI,0.0,1.0,0.0,1.0,0.15,0
PT GOLDEN PRIMA ENERGY,0.0,1.0,0.0,0.15,0.15,1
PT GOLDEN PRIMA MARITIM,1.0,0.0,0.0,0.15,0.16,1
PT GOLDEN SPICE,0.0,1.0,0.0,0.15,0.15,1
PT GOLDEN ZAGA INDONESIA,0.0,1.0,0.0,0.14,0.15,1
PT GOLDENA MULTI KREASI,1.0,0.0,0.0,0.15,0.17,1
PT GOLDENHEAVEN PRIMA INVESTAMA,0.0,1.0,0.0,0.15,0.15,1
PT GOLDFIVE INVESTMENT CAPITAL,0.0,1.0,0.0,0.17,0.15,1
PT GOLDRUSH INTERNATIONAL,0.0,1.0,0.0,0.14,0.15,1
PT GOLF TAMAN DAYU,1.0,0.0,0.0,0.15,0.16,1
PT GOOD MOBILE INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT GOODCAR INDO CIPTAKREASI,1.0,0.0,0.0,0.19,0.15,1
PT GOOGLE CLOUD INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT GOOGLE INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT GORBY PUTRA UTAMA,1.0,0.0,0.0,0.17,0.16,1
PT GORESAN VISUAL,1.0,0.0,0.0,0.54,0.19,0
PT GORONTALO GRAHA TUNAS,1.0,0.0,0.0,0.14,0.15,1
PT GORONTALO LISTRIK PERDANA,1.0,0.0,0.0,0.17,0.17,1
PT GORONTALO MINERALS,1.0,0.0,0.0,0.16,0.16,1
PT GOSYEN PACIFIC SUKSES MAKMUR,1.0,0.0,0.0,0.16,0.18,1
PT GOSYEN RETAIL INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT GOTION GREEN ENERGY SOLUTION INDONESIA,2.0,0.0,0.0,0.18,0.16,1
PT GOTO GOJEK TOKOPEDIA TBK,11.0,19.0,357209.65,0.19,0.88,2
PT GOTO SOLUSI NIAGA,1.0,0.0,0.0,0.16,0.19,1
PT GOWA KENCANA MOTOR,1.0,0.0,0.0,0.14,0.17,1
PT GOWA MODERN MOTOR,1.0,0.0,0.0,0.15,0.16,1
PT GOZCO CAPITAL,0.0,1.0,0.0,0.13,0.15,1
PT GPI JABUNG INDONESIA,1.0,0.0,0.0,0.17,0.18,1
PT GRAB TEKNOLOGI INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT GRAFINDO KARYA NUSANTARA,0.0,1.0,0.0,0.15,0.15,1
PT GRAFITI PERS,0.0,1.0,0.0,0.54,0.15,0
PT GRAHA AGUNG SUKSES,1.0,0.0,0.0,0.14,0.15,1
PT GRAHA ALAM LESTARI,1.0,0.0,0.0,0.17,0.17,1
PT GRAHA ANDRASENTRA PROPERTINDO TBK,4.0,17.0,314447.14,0.22,0.56,2
PT GRAHA AZURA,1.0,0.0,0.0,0.52,0.23,0
PT GRAHA CAKRAMULIA,1.0,0.0,0.0,0.18,0.18,1
PT GRAHA CIPTA DESIGN,1.0,0.0,0.0,0.18,0.17,1
PT GRAHA CIPTA KHARISMA,2.0,0.0,41772.73,0.18,0.17,1
PT GRAHA DESTINASI,2.0,0.0,0.0,0.15,0.19,1
PT GRAHA DIAN CEMERLANG,1.0,0.0,0.0,0.11,0.16,1
PT GRAHA ELEKTRINDO PERKASA,1.0,0.0,0.0,0.17,0.16,1
PT GRAHA FARMA,1.0,0.0,0.0,0.17,0.17,1
PT GRAHA INDAH LESTARI,1.0,0.0,0.0,0.14,0.15,1
PT GRAHA INTI BOGA,1.0,0.0,0.0,0.13,0.16,1
PT GRAHA INTI HARAPAN,0.0,1.0,0.0,0.56,0.15,0
PT GRAHA INTI JAYA,1.0,0.0,0.0,0.16,0.16,1
PT GRAHA INTI SEMPURNA,1.0,0.0,0.0,0.12,0.16,1
PT GRAHA INVESTAMA ANDALAN TERPADU,1.0,0.0,0.0,0.15,0.19,1
PT GRAHA INVESTAMA MANDIRI,1.0,0.0,0.0,0.16,0.16,1
PT GRAHA KABELINDO,1.0,0.0,0.0,0.13,0.21,1
PT GRAHA KREASI SEJAHTERA,1.0,0.0,0.0,0.16,0.17,1
PT GRAHA LAYAR MITRA,1.0,0.0,0.0,0.15,0.16,1
PT GRAHA LAYAR PRIMA TBK,4.0,26.0,351923.61,0.17,0.44,2
PT GRAHA LESTARI INTERNUSA,1.0,0.0,0.0,0.13,0.17,1
PT GRAHA MAKMUR LESTARI,2.0,0.0,0.0,0.17,0.34,1
PT GRAHA MASINDO PRATAMA,1.0,0.0,0.0,0.11,0.16,1
PT GRAHA MENTARI PERSADA,1.0,0.0,0.0,0.14,0.2,1
PT GRAHA METTA KARUNA,1.0,0.0,0.0,0.13,0.17,1
PT GRAHA MITRASANTOSA,1.0,0.0,0.0,0.53,0.2,0
PT GRAHA MULIA INDOTAMA,0.0,2.0,12.0,0.58,0.15,0
PT GRAHA MULTI INSANI,1.0,0.0,0.0,0.17,0.17,1
PT GRAHA MULTI UTAMA,1.0,0.0,0.0,0.12,0.25,1
PT GRAHA PANCA KARSA,1.0,0.0,0.0,0.17,0.16,1
PT GRAHA PRIMA CEMERLANG,1.0,0.0,0.0,0.14,0.15,1
PT GRAHA PRIMA MENTARI,1.0,0.0,0.0,0.14,0.16,1
PT GRAHA PUJI BAHANA,1.0,1.0,0.0,0.47,0.2,0
PT GRAHA PUJI PROPERTINDO,1.0,0.0,0.0,0.47,0.2,0
PT GRAHA SAHARI SURYAJAYA,1.0,0.0,0.0,0.17,0.16,1
PT GRAHA SARANA DUTA,3.0,0.0,38697.78,0.21,0.19,1
PT GRAHA SATU TIGA TUJUH,1.0,0.0,0.0,0.11,0.16,1
PT GRAHA SATWA PARAMITA,1.0,0.0,0.0,0.16,0.16,1
PT GRAHA SEJAHTERA ABADI,1.0,0.0,0.0,0.15,0.16,1
PT GRAHA SENOPATI SENTOSA,1.0,0.0,0.0,0.1,0.16,1
PT GRAHA SENTOSA PERSADA,0.0,3.0,45.0,0.14,0.15,1
PT GRAHA SERIBUSATU JAYA,1.0,0.0,0.0,0.15,0.15,1
PT GRAHA SURYA KIRANA,0.0,1.0,0.0,0.14,0.15,1
PT GRAHA SURYA MEDIA,1.0,0.0,0.0,0.14,0.18,1
PT GRAHA TUNAS SELARAS,4.0,0.0,321551.85,0.2,0.19,1
PT GRAHA TUNASMEKAR,1.0,0.0,0.0,0.13,0.17,1
PT GRAHA VENTURA MILENIAL GROUP,0.0,8.0,346603.18,0.2,0.15,1
PT GRAHABAKTI ABADI,1.0,0.0,0.0,0.17,0.17,1
PT GRAHABUANA CIKARANG,1.0,0.0,0.0,0.17,0.16,1
PT GRAHADURA LEIDONGPRIMA,1.0,0.0,0.0,0.15,0.16,1
PT GRAHAPRIMA REALTINDO,1.0,0.0,0.0,0.17,0.16,1
PT GRAHATAMA KREASIBARU,0.0,2.0,91312.76,0.16,0.15,1
PT GRAHITA DANA,1.0,0.0,0.0,0.14,0.15,1
PT GRAMA PRAMESI SIDDHI,3.0,0.0,144348.98,0.18,0.22,1
PT GRAMAR JAYA,1.0,0.0,0.0,0.16,0.16,1
PT GRAMARI PRIMA NUSA,1.0,0.0,0.0,0.14,0.15,1
PT GRAMEDIA,0.0,1.0,0.0,0.14,0.15,1
PT GRAMEDIA ASRI MEDIA,3.0,0.0,32338.56,0.16,0.3,1
PT GRAMEDIA DIGITAL NUSANTARA,1.0,0.0,0.0,0.15,0.21,1
PT GRAND HOUSE MULIA TBK,1.0,3.0,15.0,0.58,0.21,0
PT GRAND INDONESIA,1.0,0.0,0.0,0.18,0.15,1
PT GRAND OUTLET BALI,1.0,0.0,0.0,0.18,0.16,1
PT GRAND PERINTIS INDUSTRY,1.0,0.0,0.0,0.14,0.21,1
PT GRAND PURI PERSADA,1.0,0.0,0.0,0.15,0.17,1
PT GRAND TEXTILE INDUSTRY,1.0,0.0,0.0,0.14,0.21,1
PT GRANDE FAMILY VIEW,1.0,0.0,0.0,0.13,0.16,1
PT GRANDE IMPERIAL,1.0,0.0,0.0,0.13,0.16,1
PT GRANIF KONSULTAN,1.0,0.0,0.0,0.14,0.17,1
PT GRANT SURYA PONDASI,1.0,0.0,0.0,0.16,0.15,1
PT GRATAMULIA PRATAMA,0.0,1.0,0.0,0.14,0.15,1
PT GREAT GIANT PINEAPPLE,0.0,1.0,0.0,0.17,0.15,1
PT GREEN ASIA TANKLINER,1.0,0.0,0.0,0.14,0.16,1
PT GREEN GLOBAL UTAMA,2.0,0.0,2563.9,0.15,0.18,1
PT GREEN PRODUCT INTERNATIONAL,1.0,0.0,0.0,0.15,0.16,1
PT GREENSTAR ARTEK INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT GREENWOOD SEJAHTERA TBK,2.0,14.0,127629.92,0.15,0.4,1
PT GRESIK MIGAS,2.0,0.0,9890.0,0.17,0.29,1
PT GRHA AGUNG PROPERTINDO,0.0,1.0,0.0,0.67,0.15,0
PT GRHA ULTIMA MEDIKA,1.0,0.0,0.0,0.14,0.15,1
PT GRIYA AGUNG SUKSES,1.0,0.0,0.0,0.14,0.16,1
PT GRIYA CIPTA BERDIKARI,1.0,0.0,0.0,0.14,0.17,1
PT GRIYA EKSOTIKA UTAMA,1.0,0.0,0.0,0.17,0.49,1
PT GRIYA IDOLA,3.0,0.0,0.0,0.16,0.18,1
PT GRIYA PRIMA AMANDA,0.0,1.0,0.0,0.6,0.15,0
PT GRIYA PUSAKA PROPERTINDO,1.0,0.0,0.0,0.14,0.17,1
PT GRIYA TELAGA MAS,1.0,0.0,0.0,0.17,0.16,1
PT GRIYAINSANI CAKRASADAYA,0.0,1.0,0.0,0.16,0.15,1
PT GROOCERIES CITY INDONESIA,1.0,0.0,0.0,0.14,0.17,1
PT GROOVY,1.0,0.0,0.0,0.16,0.16,1
PT GROWTH ASIA,1.0,0.0,0.0,0.16,0.16,1
PT GROWTH JAVA INDUSTRY,1.0,0.0,0.0,0.16,0.18,1
PT GS BATTERY,2.0,0.0,0.0,0.18,0.16,1
PT GS GLOBAL RESOURCES,0.0,1.0,0.0,0.14,0.15,1
PT GTS INTERNASIONAL TBK,1.0,20.0,166905.44,0.19,0.38,1
PT GUCHI KENCANA EMAS,1.0,0.0,0.0,0.14,0.15,1
PT GUDANG PINTAR INDONESIA,1.0,0.0,0.0,0.16,0.17,1
PT GUDANG USAHA CEMERLANG,1.0,0.0,0.0,0.18,0.16,1
PT GULBRANDSEN TECHNOLOGIES INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT GUNA ARTHA LOGISTIK,1.0,0.0,0.0,0.14,0.17,1
PT GUNA BERIKARI ROTEXINDO,1.0,0.0,0.0,0.15,0.16,1
PT GUNA INVESTINDO,0.0,2.0,0.0,0.17,0.15,1
PT GUNA MAKMUR RAYA,0.0,1.0,0.0,0.14,0.15,1
PT GUNA TIMUR RAYA TBK,1.0,12.0,126909.2,0.17,0.28,1
PT GUNADAYA INTI SEJATI,1.0,0.0,0.0,0.52,0.17,0
PT GUNAKARYA NUSANTARA,1.0,0.0,0.0,0.18,0.16,1
PT GUNAMANDIRI PARIPURNA,1.0,0.0,0.0,0.17,0.16,1
PT GUNANUSA UTAMA FABRICATORS,1.0,0.0,0.0,0.17,0.16,1
PT GUNTA SAMBA,1.0,0.0,0.0,0.17,0.16,1
PT GUNUNG BERKAT SEMESTA,1.0,0.0,0.0,0.37,0.16,1
PT GUNUNG GEULIS ELOK ABADI,1.0,0.0,0.0,0.15,0.16,1
PT GUNUNG KENDAIK,1.0,0.0,0.0,0.18,0.16,1
PT GUNUNG MARGA PERKASA,1.0,0.0,0.0,0.18,0.16,1
PT GUNUNG MAS GROUP,1.0,0.0,0.0,0.19,0.15,1
PT GUNUNG MAS PERKASA,1.0,0.0,0.0,0.17,0.28,1
PT GUNUNG MAS RAYA,1.0,0.0,0.0,0.17,0.16,1
PT GUNUNG MELAYU,1.0,0.0,0.0,0.14,0.17,1
PT GUNUNG RAJA PAKSI TBK,1.0,1.0,1.0,1.0,0.28,0
PT GUNUNG SEJAHTERA DUA INDAH,1.0,0.0,0.0,0.17,0.15,1
PT GUNUNG SEJAHTERA IBU PERTIWI,1.0,0.0,0.0,0.17,0.15,1
PT GUNUNG SEJAHTERA PUTI PESONA,1.0,0.0,0.0,0.17,0.15,1
PT GUNUNG SEJAHTERA RAMAN PERMAI,1.0,0.0,0.0,0.17,0.15,1
PT GUNUNG SEJAHTERAYOLI MAKMUR,1.0,0.0,0.0,0.17,0.15,1
PT GUNUNG SEULAWAH KEMBAR,1.0,0.0,0.0,0.17,0.17,1
PT GUNUNG TUA ABADI,1.0,0.0,0.0,0.15,0.16,1
PT GUNUNGBAYAN PRATAMACOAL,1.0,0.0,0.0,0.15,0.16,1
PT GUNUNGMAS SUKSES MAKMUR,1.0,0.0,0.0,0.17,0.17,1
PT GUNZE SOCKS INDONESIA,1.0,0.0,0.0,0.51,0.16,0
PT GUO WIJAYA MULYO,1.0,0.0,0.0,0.16,0.15,1
PT GUONENG MINING INVESTMENT,1.0,0.0,0.0,0.16,0.16,1
PT GURITA LINTAS SAMUDERA,1.0,0.0,0.0,0.18,0.16,1
PT GWS ERA MEDIKA,1.0,0.0,0.0,0.18,0.15,1
PT GWS MEDIKA PRIMA,1.0,0.0,0.0,0.18,0.15,1
PT GWS MEDIKA SEJAHTERA,1.0,0.0,0.0,0.18,0.15,1
PT GWS PRIMA SENTOSA,1.0,0.0,0.0,0.18,0.15,1
PT HADI PUTRA JAYA,1.0,0.0,0.0,0.13,0.17,1
PT HADINUSA TIRTA,0.0,1.0,0.0,0.18,0.15,1
PT HAHA BANDUNG SEJAHTERA,1.0,0.0,0.0,0.14,0.16,1
PT HAIDA AGRICULTURE INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT HAIER SALES INDONESIA,2.0,0.0,978.87,0.15,0.18,1
PT HAILIANG NOVA MATERIAL INDONESIA,1.0,0.0,0.0,0.19,0.15,1
PT HAJJAH MAHMUDAH,1.0,0.0,0.0,0.17,0.16,1
PT HAKA POLAR INDONESIA,1.0,0.0,0.0,0.15,0.17,1
PT HAKAASTON,3.0,0.0,256.25,0.2,0.16,1
PT HALEYORA POWER,2.0,0.0,41597.7,0.21,1.21,2
PT HALIM JAYA PRATAMA,1.0,0.0,0.0,0.15,0.15,1
PT HALIM SAKTI,0.0,1.0,0.0,0.6,0.15,0
PT HALLIBURTON INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT HALMAHERA PERSADA LYGEND,1.0,0.0,0.0,0.16,0.16,1
PT HAMADEN INDONESIA MANUFACTURING,1.0,0.0,0.0,0.16,0.16,1
PT HAMANROKO,1.0,0.0,0.0,0.18,0.17,1
PT HAMMAR MARINE OFFSHORE,1.0,0.0,0.0,0.12,0.16,1
PT HAMPARAN CIPTA SEJATI,1.0,0.0,0.0,0.17,0.16,1
PT HAMPARAN KEMILAU INDAH,1.0,0.0,0.0,0.15,0.16,1
PT HAMPARAN MUTIARA HIJAU,1.0,0.0,0.0,0.13,0.17,1
PT HAMPARAN UNGGUL MANDIRI,1.0,0.0,0.0,0.16,0.16,1
PT HANDAYA MANDIRI DINAMIKA,0.0,1.0,0.0,0.15,0.15,1
PT HANDIL BHAKTI PERSADA,1.0,0.0,0.0,0.17,0.17,1
PT HANGTIAN NUR CAHAYA,1.0,0.0,0.0,0.14,0.19,1
PT HANGZHOU PENGJUNDA TECHNOLOGY CO LTD,1.0,0.0,0.0,0.16,0.15,1
PT HANIL JAYA STEEL,5.0,0.0,2417.06,0.21,0.17,1
PT HANIVEN MULIA SARANA,1.0,0.0,0.0,0.18,0.15,1
PT HANKOOK TIRE INDONESIA,1.0,0.0,0.0,0.14,0.16,1
PT HANSURYA STEEL INDONESIA,1.0,0.0,0.0,0.18,0.15,1
PT HANURABA SAWIT KENCANA,1.0,0.0,0.0,0.15,0.16,1
PT HANWA INDONESIA,4.0,0.0,88133.37,0.2,0.21,1
PT HANWHA LIFE INSURANCE INDONESIA,0.0,1.0,0.0,0.14,0.15,1
PT HANWHA MINING SERVICES INDONESIA,3.0,0.0,8340.81,0.19,0.18,1
PT HARAFIEL TRI JAYA,1.0,0.0,0.0,0.15,0.17,1
PT HARAPAN DUTA PERTIWI TBK,3.0,17.0,183759.93,0.17,0.42,2
PT HARAPAN ENERGI KONSTRUKSI,1.0,0.0,0.0,0.14,0.17,1
PT HARAPAN GROUP SUKSES,0.0,1.0,0.0,0.14,0.15,1
PT HARAPAN HIBRIDA KALBAR,1.0,0.0,0.0,0.18,0.18,1
PT HARAPAN JAYA CEMERLANG,1.0,0.0,0.0,0.17,0.16,1
PT HARAPAN KARYA SEMBILAN,1.0,0.0,0.0,0.15,0.16,1
PT HARAPAN KUSUMA TUNGGAL,1.0,0.0,0.0,0.14,0.15,1
PT HARAPAN MAJU SENTOSA,1.0,0.0,0.0,0.15,0.16,1
PT HARAPAN UTAMA PRIMA,1.0,0.0,0.0,0.13,0.16,1
PT HARDAYA MINING ENERGY,2.0,0.0,7819.25,0.19,0.17,1
PT HARIFF DAYA TUNGGAL ENGINEERING,0.0,1.0,0.0,0.15,0.15,1
PT HARIFF POWER SERVICES,2.0,0.0,9890.0,0.18,0.29,1
PT HARIMAS TUNGGAL PERKASA,1.0,1.0,0.0,0.16,0.16,1
PT HARITA JAYARAYA,0.0,3.0,27699.21,0.15,0.15,1
PT HARITA PRIMA ABADI MINERAL,1.0,0.0,0.0,0.15,0.17,1
PT HARKAT TANJUNG MULIA,1.0,0.0,0.0,0.15,0.16,1
PT HARMAG CIPTA INDONESIA,1.0,0.0,0.0,0.41,0.2,0
PT HARMONI ARTHA INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT HARMONI HARUM PROPERTINDO,0.0,1.0,0.0,0.67,0.15,0
PT HARMONI INSAN BERSAMA,1.0,0.0,0.0,0.16,0.15,1
PT HARMONI MITRAJAYA,1.0,0.0,0.0,0.51,0.17,0
PT HARMONI PANCA UTAMA,3.0,0.0,43833.18,0.18,0.17,1
PT HARMONI PANDU MAKMUR,1.0,0.0,0.0,0.11,0.16,1
PT HARRISMA DATA CITTA,1.0,0.0,0.0,0.2,0.15,1
PT HARRISMA INFORMATIKA JAYA,2.0,0.0,1335.11,0.19,0.16,1
PT HARTADINATA ABADI TBK,2.0,4.0,49440.0,0.16,0.29,1
PT HARTONO PLANTATION INDONESIA,1.0,0.0,0.0,0.18,0.15,1
PT HARUM MANIS SELARAS,1.0,0.0,0.0,0.16,0.16,1
PT HARUM NICKEL INDUSTRY,1.0,0.0,0.0,0.17,0.16,1
PT HARUM NICKEL PERKASA,1.0,0.0,0.0,0.17,0.16,1
PT HARVEST CAPITAL INTERNATIONAL,0.0,1.0,0.0,0.17,0.15,1
PT HASANA KARYA,1.0,0.0,0.0,0.12,0.16,1
PT HASIL BUMI KALIMANTAN,1.0,0.0,0.0,0.14,0.27,1
PT HASIL RAYA INDUSTRI,2.0,0.0,5723.99,0.14,0.18,1
PT HASJRAT ABADI,1.0,0.0,0.0,0.16,0.16,1
PT HASKOJAYA ABADI,0.0,1.0,0.0,0.14,0.15,1
PT HASNUR CIPTA KARYA,1.0,0.0,0.0,0.16,0.16,1
PT HASNUR CITRA TERPADU,1.0,0.0,0.0,0.15,0.16,1
PT HASNUR INFORMASI TEKNOLOGI,2.0,0.0,0.0,0.19,0.17,1
