Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
AHMAD ZULFIKAR,DIRECTOR,False,ISAT,PT INDOSAT TBK
CHEUNG KWOK TUNG,DIRECTOR,False,ISAT,PT INDOSAT TBK
RITESH KUMAR SINGH,DIRECTOR,False,ISAT,PT INDOSAT TBK
THE HANNY PURNOMO,DIRECTOR,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
IBNU SUSANTO,PRESIDENT DIRECTOR,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
NICO GUNAWAN,DIRECTOR,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
TEDJA SUKMANA HUDIANTO,VICE PRESIDENT,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
SOEDIARTO SOERJOPRAHONO,DIRECTOR,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
ROCKY OKTANSO SUGIH,PRESIDENT DIRECTOR,False,ITMA,SUMBER ENERGI ANDALAN TBK
FERDY YUSTIANTO,DIRECTOR,False,ITMA,SUMBER ENERGI ANDALAN TBK
SARGATO,DIRECTOR,False,ITMA,SUMBER ENERGI ANDALAN TBK
MULIANTO,PRESIDENT DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
STEPHANUS DEMO WAWIN,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
YULIUS KURNIAWAN GOZALI,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
IGNATIUS WURWANTO,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
JUNIUS PRAKARSA DARMAWAN,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
ISARA POOTRAKUL,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
NARIN SAMPATTANAVORACHAI,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
NIWAT BOONYAD,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
WARUT WARAMIT,DIRECTOR,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
SRI AKHADAH,DIRECTOR,False,JAST,PT JASNITA TELEKOMINDO TBK
YENTORO,PRESIDENT DIRECTOR,False,JAST,PT JASNITA TELEKOMINDO TBK
SAMSUL EFFENDI,DIRECTOR,False,JAST,PT JASNITA TELEKOMINDO TBK
DAVID YAMANTO,DIRECTOR,False,JAST,PT JASNITA TELEKOMINDO TBK
SANTI SIMBOLON,VICE PRESIDENT,False,JAST,PT JASNITA TELEKOMINDO TBK
HARIJADI SOEDARJO,PRESIDENT DIRECTOR,False,JAWA,JAYA AGRA WATTIE TBK
HARLI WIJAYADI,DIRECTOR,False,JAWA,JAYA AGRA WATTIE TBK
RYAN NURFITRIANDY,DIRECTOR,False,JAWA,JAYA AGRA WATTIE TBK
DARMAWAN SURYADI,PRESIDENT DIRECTOR,False,JAYA,PT ARMADA BERJAYA TRANS TBK
BAJA ERIKSON NAIBAHO,DIRECTOR,False,JAYA,PT ARMADA BERJAYA TRANS TBK
MARY ANG SANTOSO,PRESIDENT DIRECTOR,False,JECC,JEMBO CABLE COMPANY TBK
ANTONIUS BENADY,DIRECTOR,False,JECC,JEMBO CABLE COMPANY TBK
JIMMY WIJAYA JOENG,DIRECTOR,False,JECC,JEMBO CABLE COMPANY TBK
BAMBANG PRAMADI PRAMUSINTO,DIRECTOR,False,JECC,JEMBO CABLE COMPANY TBK
RESZA ADIKRESHNA,PRESIDENT DIRECTOR,False,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
MELKY ALIANDRI,DIRECTOR,False,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
SANTOSO GUNARA,PRESIDENT DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
LANNY PUJILESTARI LIGA,DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
HENDI LUKMAN,DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
TONY SOESANTO,DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
AGUNG RIN PRABOWO,DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
ERICK HARTANTO,DIRECTOR,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
BUDI SIANIPAR,PRESIDENT DIRECTOR,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
AGUS SETIADI LUKITA,VICE PRESIDEN DIRECTOR,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
YERRI GO,DIRECTOR,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
INDRAJANTI,DIRECTOR,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
TRI WIBOWO,DIRECTOR,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
RENALDO SANTOSA,PRESIDENT DIRECTOR,False,JPFA,JAPFA COMFEED INDONESIA TBK
TAN YONG NANG,VICE PRESIDENT,False,JPFA,JAPFA COMFEED INDONESIA TBK
LEO HANDOKO LAKSONO,DIRECTOR,False,JPFA,JAPFA COMFEED INDONESIA TBK
RACHMAT INDRAJAYA,DIRECTOR,False,JPFA,JAPFA COMFEED INDONESIA TBK
GABRIELLA SANTOSA,DIRECTOR,False,JPFA,JAPFA COMFEED INDONESIA TBK
TRISNA MULIADI,PRESIDENT DIRECTOR,False,JRPT,JAYA REAL PROPERTY TBK
YOHANNES HENKY WIJAYA,VICE PRESIDENT,False,JRPT,JAYA REAL PROPERTY TBK
SUTOPO KRISTANTO,VICE PRESIDENT,False,JRPT,JAYA REAL PROPERTY TBK
ADI WIJAYA,DIRECTOR,False,JRPT,JAYA REAL PROPERTY TBK
SWANDAYANI,DIRECTOR,False,JRPT,JAYA REAL PROPERTY TBK
RIVAN ACHMAD PURWANTONO,PRESIDENT DIRECTOR,False,JSMR,PT JASA MARGA TBK
FITRI WIYANTI,DIRECTOR,False,JSMR,PT JASA MARGA TBK
MOHAMAD AGUS SETIAWAN,DIRECTOR,False,JSMR,PT JASA MARGA TBK
REZA FEBRIANO,DIRECTOR,False,JSMR,PT JASA MARGA TBK
YOGA TRI ANGGORO,DIRECTOR,False,JSMR,PT JASA MARGA TBK
PRAMITHA WULANJANI,DIRECTOR,False,JSMR,PT JASA MARGA TBK
LIE ERFURT CHANDRA PUTRA ASALI,DIRECTOR,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
FRED PERRY MARTONO,DIRECTOR,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
ANTON GOENAWAN,DIRECTOR,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
BRAM VAN HOOF,DIRECTOR,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
JEFRI DARMADI,PRESIDENT DIRECTOR,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
OEI ALLAN WIBISONO,PRESIDENT DIRECTOR,False,JTPE,JASUINDO TIGA PERKASA TBK
LUKITO BUDIMAN,DIRECTOR,False,JTPE,JASUINDO TIGA PERKASA TBK
OEI HENDRO SUSANTO,DIRECTOR,False,JTPE,JASUINDO TIGA PERKASA TBK
SARAH PAMELA,DIRECTOR,False,JTPE,JASUINDO TIGA PERKASA TBK
SULISTIANI IKWANTO,DIRECTOR,False,JTPE,JASUINDO TIGA PERKASA TBK
DJAGAD PRAKASA DWIALAM,PRESIDENT DIRECTOR,False,KAEF,KIMIA FARMA TBK
LINA SARI,DIRECTOR,False,KAEF,KIMIA FARMA TBK
HADI KARDOKO,DIRECTOR,False,KAEF,KIMIA FARMA TBK
DISRIL REVOLIN PUTRA,DIRECTOR,False,KAEF,KIMIA FARMA TBK
JASMINE KARSONO,DIRECTOR,False,KAEF,KIMIA FARMA TBK
HANADI SETIARTO,DIRECTOR,False,KAEF,KIMIA FARMA TBK
HERI CAHYONO,PRESIDENT DIRECTOR,False,KARW,MERATUS JASA PRIMA TBK
ARIE ARDIAN MENARO,DIRECTOR,False,KARW,MERATUS JASA PRIMA TBK
MARCEL MENARO,DIRECTOR,False,KARW,MERATUS JASA PRIMA TBK
HERU ADIWASKITO,DIRECTOR,False,KARW,MERATUS JASA PRIMA TBK
HERMAN NURSALIM,PRESIDENT DIRECTOR,False,KBLI,KMI WIRE AND CABLE TBK
LILI,VICE PRESIDEN DIRECTOR,False,KBLI,KMI WIRE AND CABLE TBK
LIM FUI LIONG,DIRECTOR,False,KBLI,KMI WIRE AND CABLE TBK
ILHAM,DIRECTOR,False,KBLI,KMI WIRE AND CABLE TBK
IRWAN MANDRAWAN,DIRECTOR,False,KBLI,KMI WIRE AND CABLE TBK
ELLY SOEPONO,PRESIDENT DIRECTOR,False,KBLM,KABELINDO MURNI TBK
VERONICA LUKMAN,DIRECTOR,False,KBLM,KABELINDO MURNI TBK
PETRUS NUGROHO DWISANTOSO,DIRECTOR,False,KBLM,KABELINDO MURNI TBK
SYARWANI HARUN,DIRECTOR,False,KBLM,KABELINDO MURNI TBK
HARIANDA NOERLAN,PRESIDENT DIRECTOR,False,KBLV,FIRST MEDIA TBK
JOHANNES TONG,DIRECTOR,False,KBLV,FIRST MEDIA TBK
RUSBIANTO WIJAYA,DIRECTOR,False,KBLV,FIRST MEDIA TBK
PERMADI AL SUHARTO,PRESIDENT DIRECTOR,False,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
ANDI SUBROTO,DIRECTOR,False,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
WILSON MAKNAWI,PRESIDENT DIRECTOR,False,KEEN,PT KENCANA ENERGI LESTARI TBK
RUSMIN CAHYADI,DIRECTOR,False,KEEN,PT KENCANA ENERGI LESTARI TBK
KAREL SAMPE PAJUNG,DIRECTOR,False,KEEN,PT KENCANA ENERGI LESTARI TBK
GIAT WIDJAJA,DIRECTOR,False,KEEN,PT KENCANA ENERGI LESTARI TBK
TAKASAWA KAZUNORI,DIRECTOR,False,KEEN,PT KENCANA ENERGI LESTARI TBK
INDRASANA PATMAWIDJAJA,PRESIDENT DIRECTOR,False,KEJU,PT MULIA BOGA RAYA TBK
JEFFRY HALIM,DIRECTOR,False,KEJU,PT MULIA BOGA RAYA TBK
ARI SUTANTO,DIRECTOR,False,KEJU,PT MULIA BOGA RAYA TBK
TITUS DONDI PATRIA ARNABAJU,PRESIDENT DIRECTOR,False,KETR,PT KETROSDEN TRIASMITRA TBK
VIDCY OCTORY,DIRECTOR,False,KETR,PT KETROSDEN TRIASMITRA TBK
DANI SAMSUL EPENDI,DIRECTOR,False,KETR,PT KETROSDEN TRIASMITRA TBK
BOONYARIT JAIYA,PRESIDENT DIRECTOR,False,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
SUSALAK KHIEW ORN,DIRECTOR,False,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
GUNARSO,DIRECTOR,False,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
RATNA SETYAKUSUMA,PRESIDEN DIREKTUR,True,KICI,KEDAUNG INDAH CAN TBK
I MADE INDRAWAN,DIREKTUR,True,KICI,KEDAUNG INDAH CAN TBK
HADI MULIYONO,DIREKTUR,True,KICI,KEDAUNG INDAH CAN TBK
SETYONO DJUANDI DARMONO,PRESIDENT DIRECTOR,False,KIJA,KAWASAN INDUSTRI JABABEKA TBK
TEDJO BUDIANTO LIMAN,VICE PRESIDENT,False,KIJA,KAWASAN INDUSTRI JABABEKA TBK
TJAHJADI RAHARDJA,DIRECTOR,False,KIJA,KAWASAN INDUSTRI JABABEKA TBK
HYANTO WIHADHI,DIRECTOR,False,KIJA,KAWASAN INDUSTRI JABABEKA TBK
HARRY SANUSI,PRESIDENT DIRECTOR,False,KINO,PT KINO INDONESIA TBK
BUDI SUSANTO,DIRECTOR,False,KINO,PT KINO INDONESIA TBK
KURDI GUNAWAN,DIRECTOR,False,KINO,PT KINO INDONESIA TBK
VEBBYNA DEWIANTI,DIRECTOR,False,KINO,PT KINO INDONESIA TBK
ANGGARA ANDRIAN LINANDA,DIRECTOR,False,KINO,PT KINO INDONESIA TBK
NURINDRA PRAWARIANTO,DIRECTOR,False,KINO,PT KINO INDONESIA TBK
ORNELA BARTIN SUTAN GIRI,PRESIDENT DIRECTOR,False,KIOS,PT KIOSON KOMERSIAL INDONESIA TBK
REGINALD TRISNA,DIRECTOR,False,KIOS,PT KIOSON KOMERSIAL INDONESIA TBK
SUNARTO,PRESIDENT DIRECTOR,False,KJEN,PT KRIDA JARINGAN NUSANTARA TBK
FARIDA SULISTYORINI,DIRECTOR,False,KJEN,PT KRIDA JARINGAN NUSANTARA TBK
PINTARSO ADIJANTO,PRESIDENT DIRECTOR,False,KKGI,RESOURCE ALAM INDONESIA TBK
AGOES SOEGIARTO SOEPARMAN,DIRECTOR,False,KKGI,RESOURCE ALAM INDONESIA TBK
WIMPI SALIM,DIRECTOR,False,KKGI,RESOURCE ALAM INDONESIA TBK
WINANTO,DIRECTOR,False,KKGI,RESOURCE ALAM INDONESIA TBK
EDDY,DIRECTOR,False,KKGI,RESOURCE ALAM INDONESIA TBK
BERNADETTE RUTH IRAWATI SETIADY,PRESIDENT DIRECTOR,False,KLBF,KALBE FARMA TBK
SIE DJOHAN,DIRECTOR,False,KLBF,KALBE FARMA TBK
MULIALIE,DIRECTOR,False,KLBF,KALBE FARMA TBK
JOS IWAN ATMADJAJA,DIRECTOR,False,KLBF,KALBE FARMA TBK
KARTIKA SETIABUDY,DIRECTOR,False,KLBF,KALBE FARMA TBK
HENGKY WIJAYA,PRESIDENT DIRECTOR,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
MARJUKY,DIRECTOR,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
CHARLI,DIRECTOR,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
DEWI IRIANTY WIJAYA,DIRECTOR,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
DION AMAURY,DIRECTOR,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
MARTINUS SUBANDI SINARYA,PRESIDENT DIRECTOR,False,KMTR,PT KIRANA MEGATARA TBK
JENNY WIDJAJA,DIRECTOR,False,KMTR,PT KIRANA MEGATARA TBK
ACHMAD EFFENDI,DIRECTOR,False,KMTR,PT KIRANA MEGATARA TBK
HENDY ENDARWAN,DIRECTOR,False,KMTR,PT KIRANA MEGATARA TBK
HO WAI LEONG,DIRECTOR,False,KMTR,PT KIRANA MEGATARA TBK
ANDRY BUDIMAN LIMAWAN,PRESIDENT DIRECTOR,False,KOBX,KOBEXINDO TRACTORS TBK
MARTIO,DIRECTOR,False,KOBX,KOBEXINDO TRACTORS TBK
BONIFASIUS SURYOWIRAWAN,DIRECTOR,False,KOBX,KOBEXINDO TRACTORS TBK
WIWIT HADI SUWITO,DIRECTOR,False,KOBX,KOBEXINDO TRACTORS TBK
JHONLY PETBUN DAVID RUNTU,DIRECTOR,False,KOBX,KOBEXINDO TRACTORS TBK
THICHET SRISURIYON,PRESIDENT DIRECTOR,False,KOIN,KOKOH INTI AREBAMA TBK
PAVARET LILA,VICE PRESIDENT,False,KOIN,KOKOH INTI AREBAMA TBK
SURAWIT RATTANAWAREE,VICE PRESIDENT,False,KOIN,KOKOH INTI AREBAMA TBK
SARAN KAITIWONG,DIRECTOR,False,KOIN,KOKOH INTI AREBAMA TBK
KITTIKUN THONGDEJSRI,DIRECTOR,False,KOIN,KOKOH INTI AREBAMA TBK
PATTARAPHON CHARTTONGKUM,DIRECTOR,False,KOIN,KOKOH INTI AREBAMA TBK
Y AGUNG KUNCORO HADI,DIRECTOR,False,KOIN,KOKOH INTI AREBAMA TBK
SUGIANTO KOLIM,PRESIDENT DIRECTOR,False,KONI,PERDANA BANGUN PUSAKA TBK
RUDI LAUW,DIRECTOR,False,KONI,PERDANA BANGUN PUSAKA TBK
BUNTARAM GONDOMARTONO,DIRECTOR,False,KONI,PERDANA BANGUN PUSAKA TBK
SAID AUGUST PUTRA,PRESIDENT DIRECTOR,False,KOPI,PT MITRA ENERGI PERSADA TBK
HUSNI HERON,DIRECTOR,False,KOPI,PT MITRA ENERGI PERSADA TBK
MOHAMAD PRAPANCA,PRESIDENT DIRECTOR,False,KOTA,PT DMS PROPERTINDO TBK
ADRIANSYAH AKBAR,DIRECTOR,False,KOTA,PT DMS PROPERTINDO TBK
GEMA PRATAMA,DIRECTOR,False,KOTA,PT DMS PROPERTINDO TBK
HARY TANOESOEDIBJO,PRESIDENT DIRECTOR,False,KPIG,MNC TOURISM INDONESIA TBK
M BUDI RUSTANTO,VICE PRESIDENT,False,KPIG,MNC TOURISM INDONESIA TBK
ANDRIAN BUDI UTAMA,VICE PRESIDENT,False,KPIG,MNC TOURISM INDONESIA TBK
MICHAEL STEFAN DHARMAJAYA,DIRECTOR,False,KPIG,MNC TOURISM INDONESIA TBK
ALEX WARDHANA,DIRECTOR,False,KPIG,MNC TOURISM INDONESIA TBK
JUNITA SARI UJUNG,DIRECTOR,False,KPIG,MNC TOURISM INDONESIA TBK
RIDAWATY,DIRECTOR,False,KPIG,MNC TOURISM INDONESIA TBK
MUHAMAD AKBAR,PRESIDENT DIRECTOR,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
DANIEL FITZGERALD LIMAN,DIRECTOR,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
HERNOWO,DIRECTOR,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
UTOMO NUGROHO,DIRECTOR,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
AGUS NIZAR VIDIANSYAH,DIRECTOR,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
BUDI SANTOSO ASMADI,PRESIDENT DIRECTOR,False,KREN,PT QUANTUM CLOVERA INVESTAMA TBK
INDERA HIDAYAT,DIRECTOR,False,KREN,PT QUANTUM CLOVERA INVESTAMA TBK
JOSEF KANDIAWAN,PRESIDENT DIRECTOR,False,KUAS,PT ACE OLDFIELDS TBK
ALBERT KANDIAWAN,DIRECTOR,False,KUAS,PT ACE OLDFIELDS TBK
IRWIN ALLEN POERNOMO,DIRECTOR,False,KUAS,PT ACE OLDFIELDS TBK
SURYADI,PRESIDENT DIRECTOR,False,LAND,PT TRIMITRA PROPERTINDO TBK
WILLY,DIRECTOR,False,LAND,PT TRIMITRA PROPERTINDO TBK
BAMBANG RAHARDJA BURHAN,PRESIDENT DIRECTOR,False,LAPD,LEYAND INTERNATIONAL TBK
YEHEZKIEL FULIA,DIRECTOR,False,LAPD,LEYAND INTERNATIONAL TBK
KENNY LIM,PRESIDENT DIRECTOR,False,LCKM,PT LCK GLOBAL KEDATON TBK
YOPIE TRIBAYU,DIRECTOR,False,LCKM,PT LCK GLOBAL KEDATON TBK
EDDY KURNIAWAN LOGAM,PRESIDENT DIRECTOR,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
JAMES PANG WEI KUAN,VICE PRESIDEN DIRECTOR,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
RAGIL MARZUKI SUMARNO,DIRECTOR,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
MEYRICK ALDA SUMANTRI,DIRECTOR,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
MOUNIR KLINKHAMER,DIRECTOR,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
ERLANGGA KSATRIA,PRESIDENT DIRECTOR,False,LFLO,PT IMAGO MULIA PERSADA TBK
IKA KUSUMA PUTRI B,DIRECTOR,False,LFLO,PT IMAGO MULIA PERSADA TBK
WIANTO,PRESIDENT DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
TOMOYUKI MONDEN,VICE PRESIDEN DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
HERMAN SULISTYO,DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
EIJI TAKAHASHI,DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
KEN TERADA,DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
ELLY SUSANTI,DIRECTOR,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
KANISHKA GAYAN WICKRAMA,PRESIDENT DIRECTOR,False,LINK,PT LINK NET TBK
YOSAFAT MARHASAK HUTAGALUNG,DIRECTOR,False,LINK,PT LINK NET TBK
CHENG YONG KIM,PRESIDENT DIRECTOR,False,LION,LION METAL WORKS TBK
LIM TAI PONG,DIRECTOR,False,LION,LION METAL WORKS TBK
H KRISANT SOPHIAAN,DIRECTOR,False,LION,LION METAL WORKS TBK
TJOE TJOE PENG,DIRECTOR,False,LION,LION METAL WORKS TBK
CHENG ZHI WEI,DIRECTOR,False,LION,LION METAL WORKS TBK
HIDAYAT ALIM,PRESIDENT DIRECTOR,False,LMPI,LANGGENG MAKMUR INDUSTRI TBK
KOSASIH KOENAWAN,DIRECTOR,False,LMPI,LANGGENG MAKMUR INDUSTRI TBK
IRAWAN ALIM,DIRECTOR,False,LMPI,LANGGENG MAKMUR INDUSTRI TBK
PANGESTU ALIM,DIRECTOR,False,LMPI,LANGGENG MAKMUR INDUSTRI TBK
TJOE TJOE PENG,PRESIDENT DIRECTOR,False,LMSH,LIONMESH PRIMA TBK
TJHAI TJHIN KIAT,DIRECTOR,False,LMSH,LIONMESH PRIMA TBK
PUJIANTO SETIADI,DIRECTOR,False,LMSH,LIONMESH PRIMA TBK
AGUS BENJAMIN,PRESIDENT DIRECTOR,False,LPGI,LIPPO GENERAL INSURANCE TBK
CHOI HYUNHEE,VICE PRESIDEN DIRECTOR,False,LPGI,LIPPO GENERAL INSURANCE TBK
GILBERT DEDDY NAIBAHO,DIRECTOR,False,LPGI,LIPPO GENERAL INSURANCE TBK
KWON GI HAN,DIRECTOR,False,LPGI,LIPPO GENERAL INSURANCE TBK
HERRY SENJAYA,PRESIDENT DIRECTOR,False,LPIN,MULTI PRIMA SEJAHTERA TBK
CHRYSOLOGUS RN SINULINGGA,DIRECTOR,False,LPIN,MULTI PRIMA SEJAHTERA TBK
HERY SOEGIARTO,DIRECTOR,False,LPIN,MULTI PRIMA SEJAHTERA TBK
MARLO BUDIMAN,PRESIDENT DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
SURYA TATANG,DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
MARSHAL MARTINUS TISSADHARMA,DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
DION LESWARA,DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
DAVID IMAN SANTOSA,DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
FENDI SANTOSO,DIRECTOR,False,LPKR,LIPPO KARAWACI TBK
HERRY SENJAYA,PRESIDENT DIRECTOR,False,LPLI,STAR PACIFIC TBK
JUNARTO SINAMBUNG AGUNG,DIRECTOR,False,LPLI,STAR PACIFIC TBK
HENI WIDJAJA,DIRECTOR,False,LPLI,STAR PACIFIC TBK
BUNJAMIN JONATAN MAILOOL,PRESIDENT DIRECTOR,False,LPPF,MATAHARI DEPARTMENT STORE TBK
MONISH MANOHAR MASUKHANI,VICE PRESIDEN DIRECTOR,False,LPPF,MATAHARI DEPARTMENT STORE TBK
IRWIN ABUTHAN,DIRECTOR,False,LPPF,MATAHARI DEPARTMENT STORE TBK
HERNI DIAN ANGGREANI,DIRECTOR,False,LPPF,MATAHARI DEPARTMENT STORE TBK
CHRYSOLOGUS RN SINULINGGA,PRESIDENT DIRECTOR,False,LPPS,PT LENOX PASIFIK INVESTAMA TBK
MERRY MARYATI,DIRECTOR,False,LPPS,PT LENOX PASIFIK INVESTAMA TBK
SOERBAKTI GUSTI TERKELIN,PRESIDENT DIRECTOR,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
DWI RIANTA SOERBAKTI,DIRECTOR,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
EKA SARI LORENA SOERBAKTI,DIRECTOR,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
SOLON APRIN TARIGAN,DIRECTOR,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
TAN AGUSTINUS DERMAWAN,PRESIDENT DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
TIO EDDY HARIYANTO,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
JOEFLY JOESOEF BAHROENY,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
IN SHE,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
PETER KRADOLFER,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
FERDI GUNAWAN,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
HARRIJANTO KUSUMO,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
HERLINA SUGIARTO,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
ROGERS HADIKUSUMA WIRAWAN,DIRECTOR,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
INDRAWAN MASRIN,PRESIDENT DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
JOSHUA CHANDRAPUTRA ASALI,DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
SOEWANDHI SOEKAMTO,DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
ELLY MARIANA TANSIL M,DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
HENDRIK GUNAWAN,DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
SUBAKTI SETIAWAN,DIRECTOR,False,LTLS,PT LAUTAN LUAS TBK
JOSEPHINE HANDAYANI HIDAJAT,PRESIDENT DIRECTOR,False,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
CHRISTINE HERAWATI,DIRECTOR,False,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
CAROLINE HIMAWATI HIDAJAT,DIRECTOR,False,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
PHILLIP WARREN,DIRECTOR,False,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
HERMANSYAH,PRESIDENT DIRECTOR,False,LUCY,PT LIMA DUA LIMA TIGA TBK
RYAD,DIRECTOR,False,LUCY,PT LIMA DUA LIMA TIGA TBK
TAN SRI LAU TUANG NGUANG,PRESIDENT DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
LAU JOO KIANG,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
REWIN HANRAHAN,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
LAU JOO KEAT,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
LAU JOO HWA,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
RUDY HARTONO HUSIN,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
DATO ABDUL AZIM BIN MOHAMAD ZABIDI,DIRECTOR,False,MAIN,MALINDO FEEDMILL TBK
NICHOLAS JONES,PRESIDENT DIRECTOR,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
HANDAKA SANTOSA,VICE PRESIDENT,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
SAMEER PRASAD,DIRECTOR,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
SJENIWATI GUSMAN,DIRECTOR,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
MIQUEL RODRIGO STAAL,DIRECTOR,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
