Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
ANTHONY VALENTINE MC EVOY,PRESIDENT DIRECTOR,False,MAPB,PT MAP BOGA ADIPERKASA TBK
RATIH DARMAWAN GIANDA,DIRECTOR,False,MAPB,PT MAP BOGA ADIPERKASA TBK
LIRYAWATI,DIRECTOR,False,MAPB,PT MAP BOGA ADIPERKASA TBK
DERWIN WIRAWAN,DIRECTOR,False,MAPB,PT MAP BOGA ADIPERKASA TBK
JAP JANTI KUSUMA JAYA,DIRECTOR,False,MAPB,PT MAP BOGA ADIPERKASA TBK
HBL MANTIRI,PRESIDENT DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
VP SHARMA,VICE PRESIDEN DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
SUSIANA LATIF,DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
HANDAKA SANTOSA,DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
SJENIWATI GUSMAN,DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
SEAN GUSTAV STANDISH HUGHES,DIRECTOR,False,MAPI,PT MITRA ADIPERKASA TBK
DONNY KURNIAWAN CHANDRA,DIRECTOR,False,MARI,PT MAHAKA RADIO INTEGRA TBK
ADE WAHYU SETIAWAN,PRESIDENT DIRECTOR,False,MARI,PT MAHAKA RADIO INTEGRA TBK
NIKEN SISTHA SISMAYA,DIRECTOR,False,MARI,PT MAHAKA RADIO INTEGRA TBK
RIDWAN,PRESIDENT DIRECTOR,False,MARK,PT MARK DYNAMICS INDONESIA TBK
SUTIYOSO BIN RISMAN,DIRECTOR,False,MARK,PT MARK DYNAMICS INDONESIA TBK
CAHAYA DEWI BORU SURBAKTI,DIRECTOR,False,MARK,PT MARK DYNAMICS INDONESIA TBK
RIANA,DIRECTOR,False,MARK,PT MARK DYNAMICS INDONESIA TBK
CHOW KUN JIAN,DIRECTOR,False,MARK,PT MARK DYNAMICS INDONESIA TBK
RITESH KUMAR,DIRECTOR,False,MASA,MULTISTRADA ARAH SARANA TBK
STEPHANE MARIE BERTRAND ROY DE LACHAISE,DIRECTOR,False,MASA,MULTISTRADA ARAH SARANA TBK
IGOR ZYEMIT,PRESIDENT DIRECTOR,False,MASA,MULTISTRADA ARAH SARANA TBK
HO DANNY HARTONO,PRESIDENT DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
FELY RETNOWATI,DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
BUDI AFANDI WINOTO,DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
RAHMAT BAGAS SANTOSO,DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
BUDI SETIAWAN,DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
EDWIN ARIONO,DIRECTOR,False,MASB,PT BANK MULTIARTA SENTOSA TBK
HARIYONO TJAHJARIJADI,PRESIDENT DIRECTOR,False,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
RUDY MULYONO,DIRECTOR,False,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
THOMAS ARIFIN,VICE PRESIDENT,False,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
YOHANES SUHARDI,DIRECTOR,False,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
KHOIRUDIN,PRESIDENT DIRECTOR,False,MBAP,PT MITRABARA ADIPERDANA TBK
YULIUS LEONARDO,DIRECTOR,False,MBAP,PT MITRABARA ADIPERDANA TBK
HELMY PARAMADITYA,DIRECTOR,False,MBAP,PT MITRABARA ADIPERDANA TBK
DANI PRASTIADI,DIRECTOR,False,MBAP,PT MITRABARA ADIPERDANA TBK
ZHANG HAO,PRESIDENT DIRECTOR,False,MBSS,MITRABAHTERA SEGARA SEJATI TBK
SUSAN FAUSTINE,DIRECTOR,False,MBSS,MITRABAHTERA SEGARA SEJATI TBK
BRYAN DAVID EMIL,PRESIDENT DIRECTOR,False,MBTO,MARTINA BERTO TBK
KILALA TILAAR,DIRECTOR,False,MBTO,MARTINA BERTO TBK
JOS IRWIN HARTANTO,DIRECTOR,False,MBTO,MARTINA BERTO TBK
MARTIN SUHARLIE,PRESIDENT DIRECTOR,False,MCAS,PT M CASH INTEGRASI TBK
SURYANDY JAHJA,DIRECTOR,False,MCAS,PT M CASH INTEGRASI TBK
RACHEL STEPHANIE MARSAULINA SIAGIAN,DIRECTOR,False,MCAS,PT M CASH INTEGRASI TBK
STANLEY TJIANDRA,DIRECTOR,False,MCAS,PT M CASH INTEGRASI TBK
HANDY GLIVIRGO,PRESIDENT DIRECTOR,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
ERITA KASIH TJIA,DIRECTOR,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
LIU CHEN ZHI,DIRECTOR,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
PATTA SOFYAN,DIRECTOR,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
JIANG YONGDONG,PRESIDENT DIRECTOR,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
ZHU YONG,DIRECTOR,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
JUNIANTO,DIRECTOR,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
AGRESIUS R KADIAMAN,DIRECTOR,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
AHMAD RAHADIAN WIDARMANA,PRESIDENT DIRECTOR,False,MDIA,PT INTERMEDIA CAPITAL TBK
RM HARLIN ERLIANTO RAHARDJO,DIRECTOR,False,MDIA,PT INTERMEDIA CAPITAL TBK
ARHYA WINASTU SATYAGRAHA,DIRECTOR,False,MDIA,PT INTERMEDIA CAPITAL TBK
ALBERT SAPUTRO,PRESIDENT DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
JASON LAURENCE GREIVE,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
GAVIN ARNOLD CAUDLE,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
HARDI WIJAYA LIONG,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
DAVID THOMAS FOWLER,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
CHRISANTHUS SUPRIYO,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
TITIEN SUPENO,DIRECTOR,False,MDKA,PT MERDEKA COPPER GOLD TBK
VIVIAN SETJAKUSUMA,PRESIDENT DIRECTOR,False,MDKI,PT EMDEKI UTAMA TBK
VINCENT SECAPRAMANA,DIRECTOR,False,MDKI,PT EMDEKI UTAMA TBK
YUDI CAHYONO,DIRECTOR,False,MDKI,PT EMDEKI UTAMA TBK
WILLIAM HONORIS,PRESIDENT DIRECTOR,False,MDLN,PT MODERNLAND REALTY TBK
FETRIZAL BOBBY HERYUNDA,DIRECTOR,False,MDLN,PT MODERNLAND REALTY TBK
PASCALL WILSON,DIRECTOR,False,MDLN,PT MODERNLAND REALTY TBK
SAMI VEIKKO TAPIO MIETTINEN,DIRECTOR,False,MDLN,PT MODERNLAND REALTY TBK
SUNGKONO HONORIS,PRESIDENT DIRECTOR,False,MDRN,MODERN INTERNASIONAL TBK
LAURENTIUS LINGGODIGDO,DIRECTOR,False,MDRN,MODERN INTERNASIONAL TBK
HILMI PANIGORO,PRESIDENT DIRECTOR,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
ROBERTO LORATO,DIRECTOR,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
RONALD GUNAWAN,DIRECTOR,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
ANTHONY R MATHIAS,DIRECTOR,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
AMRI SIAHAAN,DIRECTOR,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
KOSTAMAN THAYIB,PRESIDENT DIRECTOR,False,MEGA,BANK MEGA TBK
INDIVARA ERNI,VICE PRESIDENT,False,MEGA,BANK MEGA TBK
MADI DARMADI LAZUARDI,DIRECTOR,False,MEGA,BANK MEGA TBK
MARTIN MULWANTO,DIRECTOR,False,MEGA,BANK MEGA TBK
YUNI LASTIANTO,DIRECTOR,False,MEGA,BANK MEGA TBK
YB HARIANTONO,DIRECTOR,False,MEGA,BANK MEGA TBK
HERIWAN GAZALI,DIRECTOR,False,MEGA,BANK MEGA TBK
EVIE YULIN,PRESIDENT DIRECTOR,False,MERK,MERCK TBK
BAMBANG NURCAHYO,DIRECTOR,False,MERK,MERCK TBK
ARRYO ARITRIXSO WACHJUWIDAJAT,DIRECTOR,False,MERK,MERCK TBK
AMADEO NAVALTA BEJEC,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
LUIS SORIANO RENON,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
FRANCIS EMANUEL DALUPAN ROJAS,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
BENNY SETIAWAN SANTOSO,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
M RAMDANI BASRI,PRESIDENT DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
OMAR DANNI HASAN,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
RIDWAN ABDUL CHALIF IRAWAN,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
DENN CHARLY GONZALES ESPANOLA,DIRECTOR,False,META,NUSANTARA INFRASTRUCTURE TBK
CHRISTEL LASMANA,DIRECTOR,False,MFIN,PT MANDALA MULTIFINANCE TBK
FREDERICK NATHANAEL,DIRECTOR,False,MFIN,PT MANDALA MULTIFINANCE TBK
SANDY SUSANTO,DIRECTOR,False,MFIN,PT MANDALA MULTIFINANCE TBK
ROBERTO AK UN,DIRECTOR,False,MFIN,PT MANDALA MULTIFINANCE TBK
DANNY HENDARKO,PRESIDENT DIRECTOR,False,MFIN,PT MANDALA MULTIFINANCE TBK
RONY SUGIARTO,PRESIDENT DIRECTOR,False,MFMI,MULTIFILING MITRA INDONESIA TBK
SENJAYA BIDJAKSANA,DIRECTOR,False,MFMI,MULTIFILING MITRA INDONESIA TBK
TONNY HARTONO,DIRECTOR,False,MFMI,MULTIFILING MITRA INDONESIA TBK
DENNIS RAHARDJA,PRESIDENT DIRECTOR,False,MGLV,PT PANCA ANUGRAH WISESA TBK
STEPHEN SARDJONO,DIRECTOR,False,MGLV,PT PANCA ANUGRAH WISESA TBK
MEY LINDA PALIT,DIRECTOR,False,MGLV,PT PANCA ANUGRAH WISESA TBK
USLI,PRESIDENT DIRECTOR,False,MGRO,PT MAHKOTA GROUP TBK
FUAD HALIMOEN,DIRECTOR,False,MGRO,PT MAHKOTA GROUP TBK
USMAN SARSI,DIRECTOR,False,MGRO,PT MAHKOTA GROUP TBK
NAGIAN TONI,DIRECTOR,False,MGRO,PT MAHKOTA GROUP TBK
ANTHONY HONORIS,PRESIDENT DIRECTOR,False,MICE,MULTI INDOCITRA TBK
BUDIMAN GITALOKA,DIRECTOR,False,MICE,MULTI INDOCITRA TBK
HENDRO WIBOWO,DIRECTOR,False,MICE,MULTI INDOCITRA TBK
RULLYANTO,PRESIDENT DIRECTOR,False,MIDI,MIDI UTAMA INDONESIA TBK
MARIA THERESIA VELINA YULIANTI,DIRECTOR,False,MIDI,MIDI UTAMA INDONESIA TBK
SUANTOPO PO,DIRECTOR,False,MIDI,MIDI UTAMA INDONESIA TBK
ENDANG MAWARTI,DIRECTOR,False,MIDI,MIDI UTAMA INDONESIA TBK
AFID HERMEILY,DIRECTOR,False,MIDI,MIDI UTAMA INDONESIA TBK
RUSTIYAN OEN,PRESIDENT DIRECTOR,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
JOYCE VIDYAYANTI HANDAJANI,DIRECTOR,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
CHRISTINA DIAN ANGGRAENI,DIRECTOR,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
HANDOKO P ANGGRAITO,PRESIDENT DIRECTOR,False,MINA,PT SANURHASTA MITRA TBK
GUNAWAN ANGKAWIBAWA,DIRECTOR,False,MINA,PT SANURHASTA MITRA TBK
SUWITO,DIRECTOR,False,MINA,PT SANURHASTA MITRA TBK
WIRAWAN HALIM,PRESIDENT DIRECTOR,False,MIRA,MITRA INTERNATIONAL RESOURCES TBK
DARMINTO,DIRECTOR,False,MIRA,MITRA INTERNATIONAL RESOURCES TBK
ARDA BILLY,DIRECTOR,False,MIRA,MITRA INTERNATIONAL RESOURCES TBK
ANDREAS TJAHJADI,PRESIDENT DIRECTOR,False,MITI,MITRA INVESTINDO TBK
BAMBANG EDIYANTO,DIRECTOR,False,MITI,MITRA INVESTINDO TBK
IGNATIUS EDY SUHARDAYA,DIRECTOR,False,MITI,MITRA INVESTINDO TBK
HUSIN WIDJAJAKUSUMA,PRESIDENT DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
JEFFRI SANDRA TANUDJAJA,VICE PRESIDEN DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
TJANDRA GIANTO HALIM,DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
KENNETH SUHADI PURNAMA,DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
HERMAN WIDJAJA,DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
WHISNU W TAMBUNAN,DIRECTOR,False,MKPI,METROPOLITAN KENTJANA TBK
ROLAND BALA,PRESIDENT DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
STEPHANIE YOLANDE PEREGRIN,DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
JEMMY CAHYONO,DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
PUTU NORMA ASTYARI,DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
FAJAR MUHARISA SURYO SAPUTRO,DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
BAMBANG CHRISWANTO,DIRECTOR,False,MLBI,MULTI BINTANG INDONESIA TBK
EKA TJANDRANEGARA,PRESIDENT DIRECTOR,False,MLIA,MULIA INDUSTRINDO TBK
MEDRIYANI,DIRECTOR,False,MLIA,MULIA INDUSTRINDO TBK
HENRY BUN,DIRECTOR,False,MLIA,MULIA INDUSTRINDO TBK
EKSON TJANDRANEGARA,DIRECTOR,False,MLIA,MULIA INDUSTRINDO TBK
EKMAN TJANDRANEGARA,DIRECTOR,False,MLIA,MULIA INDUSTRINDO TBK
ADRIAN SUHERMAN,PRESIDENT DIRECTOR,False,MLPL,MULTIPOLAR TBK
AGUS ARISMUNANDAR,DIRECTOR,False,MLPL,MULTIPOLAR TBK
FENDI SANTOSO,DIRECTOR,False,MLPL,MULTIPOLAR TBK
YERRY GOEI,DIRECTOR,False,MLPL,MULTIPOLAR TBK
WAHYUDI CHANDRA,VICE PRESIDEN DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
HANNY UNTAR,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
JIP IVAN SUTANTO,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
SUYANTO HALIM,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
YUGI EDISON,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
YOHAN GUNAWAN,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
HERRYYANTO,DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
HARIANTO GUNAWAN,PRESIDENT DIRECTOR,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
HUNGKANG SUTEDJA,PRESIDENT DIRECTOR,False,MMLP,PT MEGA MANUNGGAL PROPERTY TBK
GOMOS BENJAMIN SILITONGA,DIRECTOR,False,MMLP,PT MEGA MANUNGGAL PROPERTY TBK
NOERSING,PRESIDENT DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
KANTI MIRDIATI IMANSYAH,VICE PRESIDENT,False,MNCN,MEDIA NUSANTARA CITRA TBK
VALENCIA HERLIANI TANOESOEDIBJO,DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
RUBY PANJAITAN,DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
TANTAN SUMARTANA,DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
DINI ARYANTI PUTRI,DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
CAHYARINA AGUSTINA ASRI,DIRECTOR,False,MNCN,MEDIA NUSANTARA CITRA TBK
JOSE GONJORAN TAN,PRESIDENT DIRECTOR,False,MOLI,PT MADUSARI MURNI INDAH TBK
DONNY WINARNO,DIRECTOR,False,MOLI,PT MADUSARI MURNI INDAH TBK
JIMMY KADIR,PRESIDENT DIRECTOR,False,MORA,PT MORA TELEMATIKA INDONESIA TBK
GENTA ANDHIKA PUTRA,VICE PRESIDENT,False,MORA,PT MORA TELEMATIKA INDONESIA TBK
SUWITO MAWARWATI,PRESIDENT DIRECTOR,False,MPMX,PT MITRA PINASTHIKA MUSTIKA TBK
BEATRICE KARTIKA,DIRECTOR,False,MPMX,PT MITRA PINASTHIKA MUSTIKA TBK
KEMAL MAWIRA,DIRECTOR,False,MPMX,PT MITRA PINASTHIKA MUSTIKA TBK
KANG JIMMI,PRESIDENT DIRECTOR,False,MPOW,PT MEGAPOWER MAKMUR TBK
ANG KIAM CHAI,DIRECTOR,False,MPOW,PT MEGAPOWER MAKMUR TBK
MATTHEW TEE KAI WOON,DIRECTOR,False,MPOW,PT MEGAPOWER MAKMUR TBK
ADRIAN SUHERMAN,PRESIDENT DIRECTOR,False,MPPA,MATAHARI PUTRA PRIMA TBK
YERRY GOEI,VICE PRESIDEN DIRECTOR,False,MPPA,MATAHARI PUTRA PRIMA TBK
MIRTHA SUKANTO,DIRECTOR,False,MPPA,MATAHARI PUTRA PRIMA TBK
HENDRI TADJUNI,DIRECTOR,False,MPPA,MATAHARI PUTRA PRIMA TBK
RONALD KUMALAPUTRA,PRESIDENT DIRECTOR,False,MPRO,PT MAHA PROPERTI INDONESIA TBK
IWAN KURNIAWAN,DIRECTOR,False,MPRO,PT MAHA PROPERTI INDONESIA TBK
BINGAR EGIDIUS SITUMORANG,PRESIDENT DIRECTOR,False,MRAT,MUSTIKA RATU TBK
JODI ANDREA SURYOKUSUMO,DIRECTOR,False,MRAT,MUSTIKA RATU TBK
KUSUMA IDA ANJANI BCOM MBUS MAPPFIN,DIRECTOR,False,MRAT,MUSTIKA RATU TBK
ROBBY LOHO,PRESIDENT DIRECTOR,False,MREI,MASKAPAI REASURANSI INDONESIA TBK
TRINITA SITUMEANG,DIRECTOR,False,MREI,MASKAPAI REASURANSI INDONESIA TBK
LUKCIMO JAHJA,DIRECTOR,False,MREI,MASKAPAI REASURANSI INDONESIA TBK
NOERSING,PRESIDENT DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
KANTI MIRDIATI IMANSYAH,VICE PRESIDENT,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
VALENCIA HERLIANI TANOESOEDIBJO,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
TITAN HERMAWAN,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
RUDY HIDAYAT,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
LINA PRISCILLA TANAYA,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
CLARISSA HERLIANI TANOESOEDIBJO,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
JASMINA SAVITRI PRATIWI,DIRECTOR,False,MSIN,PT MNC DIGITAL ENTERTAINMENT TBK
ENDANG MAYAWATI,PRESIDENT DIRECTOR,False,MSKY,MNC SKY VISION TBK
HERMAN KUSNO,VICE PRESIDENT,False,MSKY,MNC SKY VISION TBK
YOHANES YUDISTIRA,DIRECTOR,False,MSKY,MNC SKY VISION TBK
ADITA WIDYANSARI,DIRECTOR,False,MSKY,MNC SKY VISION TBK
RUBY BUDIMAN,DIRECTOR,False,MSKY,MNC SKY VISION TBK
HENRY WIJADI,DIRECTOR,False,MSKY,MNC SKY VISION TBK
SUSANTO DJAJA,PRESIDENT DIRECTOR,False,MTDL,METRODATA ELECTRONICS TBK
RANDY KARTADINATA,DIRECTOR,False,MTDL,METRODATA ELECTRONICS TBK
ALEXANDER KUNTORO,DIRECTOR,False,MTDL,METRODATA ELECTRONICS TBK
SUR HANG AIWAN,DIRECTOR,False,MTDL,METRODATA ELECTRONICS TBK
THEODORUS ARDI HARTOKO,PRESIDENT DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
IAN SIGIT KURNIAWAN,DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
HASTINING BAGYO ASTUTI,DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
AGUS WINARNO,DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
HENDRA PURNAMA,DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
FANDI WIJAYA,DIRECTOR,False,MTEL,PT DAYAMITRA TELEKOMUNIKASI TBK
ANHAR SUDRADJAT,PRESIDENT DIRECTOR,False,MTLA,METROPOLITAN LAND TBK
OLIVIA SURODJO,DIRECTOR,False,MTLA,METROPOLITAN LAND TBK
WAHYU SULISTIO,DIRECTOR,False,MTLA,METROPOLITAN LAND TBK
SANTOSO,DIRECTOR,False,MTLA,METROPOLITAN LAND TBK
MUTIARA,PRESIDENT DIRECTOR,False,MTMH,PT MURNI SADAR TBK
JONG KHAI MARS,DIRECTOR,False,MTMH,PT MURNI SADAR TBK
CLEMENT ZICHRI ANG,DIRECTOR,False,MTMH,PT MURNI SADAR TBK
FELIX VINCENT ANG,DIRECTOR,False,MTMH,PT MURNI SADAR TBK
SHARON HANMY ANGEL,DIRECTOR,False,MTMH,PT MURNI SADAR TBK
KAHAR ANWAR,PRESIDENT DIRECTOR,False,MTPS,PT META EPSI TBK
FRANCIS INDARTO,DIRECTOR,False,MTPS,PT META EPSI TBK
ROSE MERRY MARULI,PRESIDENT DIRECTOR,False,MTSM,METRO REALTY TBK
SUKARDI,DIRECTOR,False,MTSM,METRO REALTY TBK
WILSON MARULI,DIRECTOR,False,MTSM,METRO REALTY TBK
JEONG SUBOK,PRESIDENT DIRECTOR,False,MYOH,SAMINDO RESOURCES TBK
KIM HYO YEOL,DIRECTOR,False,MYOH,SAMINDO RESOURCES TBK
KOO KWANGRIM,DIRECTOR,False,MYOH,SAMINDO RESOURCES TBK
PARK JUNG OOK,DIRECTOR,False,MYOH,SAMINDO RESOURCES TBK
ANDRE SUKENDRA ATMADJA,PRESIDENT DIRECTOR,False,MYOR,MAYORA INDAH TBK
HENDARTA ATMADJA,DIRECTOR,False,MYOR,MAYORA INDAH TBK
WARDHANA ATMADJA,DIRECTOR,False,MYOR,MAYORA INDAH TBK
HENDRIK POLISAR,DIRECTOR,False,MYOR,MAYORA INDAH TBK
MULJONO NURLIMO,DIRECTOR,False,MYOR,MAYORA INDAH TBK
RICKY AFRIANTO GUNADI,DIRECTOR,False,MYOR,MAYORA INDAH TBK
IVAN PESIK,PRESIDENT DIRECTOR,False,MYTX,PT ASIA PACIFIC INVESTAMA TBK
KRISTINA BAY MACA,DIRECTOR,False,MYTX,PT ASIA PACIFIC INVESTAMA TBK
ERWIN KUSNADI,PRESIDENT DIRECTOR,False,NASA,PT ANDALAN PERKASA ABADI TBK
ELARISKA SIHALOHO,DIRECTOR,False,NASA,PT ANDALAN PERKASA ABADI TBK
GEDE PUTU ADNAWA,PRESIDENT DIRECTOR,False,NATO,PT SURYA PERMATA ANDALAN TBK
DESSY CHRISTIAN,DIRECTOR,False,NATO,PT SURYA PERMATA ANDALAN TBK
CYNTHIA SUNARKO,PRESIDENT DIRECTOR,False,NELY,PELAYARAN NELLY DWI PUTRI TBK
EUGENE SUNARKO,DIRECTOR,False,NELY,PELAYARAN NELLY DWI PUTRI TBK
TJAUW YANI,DIRECTOR,False,NELY,PELAYARAN NELLY DWI PUTRI TBK
EDUARD HALOMOAN,DIRECTOR,False,NELY,PELAYARAN NELLY DWI PUTRI TBK
ABRAHAM THEOFILUS,PRESIDENT DIRECTOR,False,NFCX,PT NFC INDONESIA TBK
IVAN EKANCONO,DIRECTOR,False,NFCX,PT NFC INDONESIA TBK
DIDIK MEIKO,DIRECTOR,False,NFCX,PT NFC INDONESIA TBK
OCTAVIA KURNIAWAN,DIRECTOR,False,NFCX,PT NFC INDONESIA TBK
NICHOLAS SANTOSO,DIRECTOR,False,NICK,PT CHARNIC CAPITAL TBK
ANTON SANTOSO,PRESIDENT DIRECTOR,False,NICK,PT CHARNIC CAPITAL TBK
RUDDY TJANAKA,PRESIDENT DIRECTOR,False,NICL,PT PAM MINERAL TBK
HERMAN THIO,DIRECTOR,False,NICL,PT PAM MINERAL TBK
RONI PERMADI KUSUMAH,DIRECTOR,False,NICL,PT PAM MINERAL TBK
SUHARTONO,DIRECTOR,False,NICL,PT PAM MINERAL TBK
JETRINALDI,PRESIDENT DIRECTOR,False,NIKL,PELAT TIMAH NUSANTARA TBK
AKIHIKO HIRATA,VICE PRESIDENT,False,NIKL,PELAT TIMAH NUSANTARA TBK
HERMAN ARIFIN,DIRECTOR,False,NIKL,PELAT TIMAH NUSANTARA TBK
IRVAN MUHSON JAUHARI,DIRECTOR,False,NIKL,PELAT TIMAH NUSANTARA TBK
IWAN SANYOTO,PRESIDENT DIRECTOR,False,NIRO,CITY RETAIL DEVELOPMENTS TBK
HASAN,DIRECTOR,False,NIRO,CITY RETAIL DEVELOPMENTS TBK
MUSA SINAMBELA,DIRECTOR,False,NIRO,CITY RETAIL DEVELOPMENTS TBK
LILI S BUDIANA,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
THE KA JIT,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
PARWATI SURJAUDAJA,PRESIDENT DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
HARTATI,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
MARTIN WIDJAJA,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
ANDRAE KRISHNAWAN W,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
JOHANNES HUSIN,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
HERIYANTO,DIRECTOR,False,NISP,PT BANK OCBC NISP TBK
SUHAIMIN DJOHAN,PRESIDENT DIRECTOR,False,NOBU,PT BANK NATIONALNOBU TBK
JANUAR ANGKAWIDJAJA,DIRECTOR,False,NOBU,PT BANK NATIONALNOBU TBK
HENDRA KURNIAWAN,DIRECTOR,False,NOBU,PT BANK NATIONALNOBU TBK
ANDRIAN MEIRAWAN SAPUTRA,DIRECTOR,False,NOBU,PT BANK NATIONALNOBU TBK
STEVE MARCIANO JOE,DIRECTOR,False,NOBU,PT BANK NATIONALNOBU TBK
UJANG SUPARMAN,PRESIDENT DIRECTOR,False,NPGF,PT NUSA PALAPA GEMILANG TBK
EDY KURNIAWAN,DIRECTOR,False,NPGF,PT NUSA PALAPA GEMILANG TBK
PRIM GALAWIRA ATMAJA,DIRECTOR,False,NPGF,PT NUSA PALAPA GEMILANG TBK
HADIWINARTO CHRISTANTO,PRESIDENT DIRECTOR,False,NRCA,PT NUSA RAYA CIPTA TBK
