Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
VITA DIANI SATIADHI,PRESIDENT COMMISIONER,False,ICON,ISLAND CONCEPTS INDONESIA TBK
CYNTHIA AFRIANI,COMMISSIONER,True,ICON,ISLAND CONCEPTS INDONESIA TBK
DODY ARIFIANTO,PRESIDENT COMMISIONER,False,IDEA,PT IDEA INDONESIA AKADEMI TBK
WENDY ISNANDAR,COMMISSIONER,True,IDEA,PT IDEA INDONESIA AKADEMI TBK
MANUEL DJUNAKO,PRESIDENT COMMISIONER,False,IDPR,PT INDONESIA PONDASI RAYA TBK
WIRO ATMOJO WIJAYA,COMMISSIONER,True,IDPR,PT INDONESIA PONDASI RAYA TBK
SURJA HARTONO,PRESIDENT COMMISIONER,False,IFII,PT INDONESIA FIBREBOARD INDUSTRY TBK
KENSUKE SHUTO,COMMISSIONER,False,IFII,PT INDONESIA FIBREBOARD INDUSTRY TBK
VERA,COMMISSIONER,True,IFII,PT INDONESIA FIBREBOARD INDUSTRY TBK
AKHMAD SYAKHROZA,PRESIDENT COMMISIONER,True,IFSH,PT IFISHDECO TBK
OEI HARRY FONG JAYA,COMMISSIONER,False,IFSH,PT IFISHDECO TBK
LINA SUTI,COMMISSIONER,False,IFSH,PT IFISHDECO TBK
MICHELE MALLORIE SUNOGO,COMMISSIONER,False,IFSH,PT IFISHDECO TBK
RYAN FONG JAYA,COMMISSIONER,False,IFSH,PT IFISHDECO TBK
HONGISISILIA,COMMISSIONER,True,IFSH,PT IFISHDECO TBK
ROESMANHADI,COMMISSIONER,True,IFSH,PT IFISHDECO TBK
BUDI DHARMA WREKSOATMODJO,PRESIDENT COMMISIONER,False,IGAR,CHAMPION PACIFIC INDONESIA TBK
AKINORI KUWAUCHI,COMMISSIONER,False,IGAR,CHAMPION PACIFIC INDONESIA TBK
DYAH SULISTYANDHARI,COMMISSIONER,True,IGAR,CHAMPION PACIFIC INDONESIA TBK
LINA,PRESIDENT COMMISIONER,False,IKAN,PT ERA MANDIRI CEMERLANG TBK
WELLY,COMMISSIONER,True,IKAN,PT ERA MANDIRI CEMERLANG TBK
MICHIO UCHINO,PRESIDENT COMMISIONER,False,IKBI,SUMI INDO KABEL TBK
HIDEKAZU IKEDA,COMMISSIONER,False,IKBI,SUMI INDO KABEL TBK
CAHYADI WIJAYA,COMMISSIONER,True,IKBI,SUMI INDO KABEL TBK
EUGENE CHO PARK,PRESIDENT COMMISIONER,False,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
PRANATA HAJADI,VICE PRESIDENT COMMISIONER,False,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
HANADI RAHARDJA,COMMISSIONER,True,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
MOHAMAD JUSUF HAMKA,COMMISSIONER,True,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
TAN LIAN SOEI,COMMISSIONER,True,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
EDWIN HIDAYAT EDWIN HIDAYAT ABDULLAH,COMMISSIONER,True,IMAS,INDOMOBIL SUKSES INTERNASIONAL TBK
BAMBANG PRIJONO,PRESIDENT COMMISIONER,False,IMJS,PT INDOMOBIL MULTI JASA TBK
WILLIANTO HUSADA,VICE PRESIDENT COMMISIONER,False,IMJS,PT INDOMOBIL MULTI JASA TBK
AGUS HASAN PURA ANGGAWIJAYA,COMMISSIONER,True,IMJS,PT INDOMOBIL MULTI JASA TBK
DIDI AGUS MINTADI,COMMISSIONER,False,INAF,INDOFARMA TBK
WELLY MULIAWAN LIE,PRESIDENT COMMISIONER,False,INAI,INDAL ALUMINIUM INDUSTRY TBK
SUPRANOTO DIPOKUSUMO,COMMISSIONER,True,INAI,INDAL ALUMINIUM INDUSTRY TBK
DONNY JANSON MANUA,PRESIDENT COMMISIONER,False,INCF,PT INDO KOMODITI KORPORA TBK
ARIE RINALDI,COMMISSIONER,True,INCF,PT INDO KOMODITI KORPORA TBK
TAMZIL TANMIZI,PRESIDENT COMMISIONER,False,INCI,INTANWIJAYA INTERNASIONAL TBK
IGNATIUS EVAN RICKYANTO HARSONO,COMMISSIONER,True,INCI,INTANWIJAYA INTERNASIONAL TBK
REYNAZRAN ROYONO,COMMISSIONER,False,INCI,INTANWIJAYA INTERNASIONAL TBK
FAUZAMBI SYAHRUL MULTHAZAR,PRESIDENT COMMISIONER,False,INCO,VALE INDONESIA TBK
EMILY OLSON,VICE PRESIDENT COMMISIONER,False,INCO,VALE INDONESIA TBK
M JASMAN PANJAITAN,COMMISSIONER,False,INCO,VALE INDONESIA TBK
KATHERINE ANGELA OENDOEN,COMMISSIONER,False,INCO,VALE INDONESIA TBK
CHRISTOPHER MCCLEAVE,COMMISSIONER,False,INCO,VALE INDONESIA TBK
KRISTINA GAUTHIER,COMMISSIONER,False,INCO,VALE INDONESIA TBK
SHIRO IMAI,COMMISSIONER,False,INCO,VALE INDONESIA TBK
RUDIANTARA,COMMISSIONER,True,INCO,VALE INDONESIA TBK
RETNO LP MARSUDI,COMMISSIONER,True,INCO,VALE INDONESIA TBK
MARITA ALISJAHBANA,COMMISSIONER,True,INCO,VALE INDONESIA TBK
MANUEL VELEZ PANGILINAN,PRESIDENT COMMISIONER,False,INDF,INDOFOOD SUKSES MAKMUR TBK
BENNY SETIAWAN SANTOSO,COMMISSIONER,False,INDF,INDOFOOD SUKSES MAKMUR TBK
CHRISTOPHER HUXLEY YOUNG,COMMISSIONER,False,INDF,INDOFOOD SUKSES MAKMUR TBK
JOSEPH HON PONG NG,COMMISSIONER,False,INDF,INDOFOOD SUKSES MAKMUR TBK
JOHN WILLIAM RYAN,COMMISSIONER,False,INDF,INDOFOOD SUKSES MAKMUR TBK
HANS KARTIKAHADI,COMMISSIONER,True,INDF,INDOFOOD SUKSES MAKMUR TBK
SULAIMAN ARIF ARIANTO,COMMISSIONER,True,INDF,INDOFOOD SUKSES MAKMUR TBK
NOTARIZA TAHER,COMMISSIONER,True,INDF,INDOFOOD SUKSES MAKMUR TBK
DIAH SOEMEDI,PRESIDENT COMMISIONER,True,INDO,PT ROYALINDO INVESTA WIJAYA TBK
ISTANTO BURHAN,COMMISSIONER,True,INDO,PT ROYALINDO INVESTA WIJAYA TBK
SRI PRAKASH LOHIA,PRESIDENT COMMISIONER,False,INDR,PT INDO-RAMA SYNTHETICS TBK
AMIT LOHIA,VICE PRESIDENT COMMISIONER,False,INDR,PT INDO-RAMA SYNTHETICS TBK
HUMPHREY R DJEMAT,COMMISSIONER,True,INDR,PT INDO-RAMA SYNTHETICS TBK
WIDJIJONO NURHADI,PRESIDENT COMMISIONER,False,INDS,INDOSPRING TBK
I GUSTI PUTU SURYAWIRAWAN,COMMISSIONER,True,INDS,INDOSPRING TBK
H JAN BURHANUDIN,COMMISSIONER,True,INDS,INDOSPRING TBK
CHNG CHIN HON,PRESIDENT COMMISIONER,True,INDX,TANAH LAUT TBK
MOHD SOFIAN JAAFAR,COMMISSIONER,False,INDX,TANAH LAUT TBK
AGUS LASMONO,PRESIDENT COMMISIONER,False,INDY,INDIKA ENERGY TBK
WISHNU WARDHANA,VICE PRESIDENT COMMISIONER,False,INDY,INDIKA ENERGY TBK
NURCAHYA BASUKI,COMMISSIONER,False,INDY,INDIKA ENERGY TBK
M ARSJAD RASJID PM,COMMISSIONER,False,INDY,INDIKA ENERGY TBK
FARID HARIANTO,COMMISSIONER,True,INDY,INDIKA ENERGY TBK
EKO PUTRO SANDJOJO,COMMISSIONER,True,INDY,INDIKA ENERGY TBK
SALEH HUSIN,PRESIDENT COMMISIONER,False,INKP,INDAH KIAT PULP & PAPER TBK
KOSIM SUTIONO,COMMISSIONER,False,INKP,INDAH KIAT PULP & PAPER TBK
SUKIRTA MANGKU DJAJA,COMMISSIONER,False,INKP,INDAH KIAT PULP & PAPER TBK
ANDRIE SETIAWAN YAPSIR,COMMISSIONER,False,INKP,INDAH KIAT PULP & PAPER TBK
RIZAL AFFANDI LUKMAN,COMMISSIONER,True,INKP,INDAH KIAT PULP & PAPER TBK
WIDYO PRAMONO,COMMISSIONER,True,INKP,INDAH KIAT PULP & PAPER TBK
BAHARUDIN,COMMISSIONER,True,INKP,INDAH KIAT PULP & PAPER TBK
JUNG HYO CHOI,PRESIDENT COMMISIONER,False,INOV,PT INOCYCLE TECHNOLOGY GROUP TBK
WIDHYAWAN PRAWIRAATMADJA,COMMISSIONER,True,INOV,PT INOCYCLE TECHNOLOGY GROUP TBK
KIKI SYAHNAKRI,PRESIDENT COMMISIONER,True,INPC,BANK ARTHA GRAHA INTERNASIONAL TBK
TOMY WINATA,VICE PRESIDENT COMMISIONER,False,INPC,BANK ARTHA GRAHA INTERNASIONAL TBK
SUGIANTO KUSUMA,VICE PRESIDENT COMMISIONER,False,INPC,BANK ARTHA GRAHA INTERNASIONAL TBK
ELIZAWATIE SIMON,COMMISSIONER,True,INPC,BANK ARTHA GRAHA INTERNASIONAL TBK
PESTA ULI SITANGGANG,COMMISSIONER,True,INPC,BANK ARTHA GRAHA INTERNASIONAL TBK
TODO SIHOMBING,PRESIDENT COMMISIONER,True,INPP,INDONESIAN PARADISE PROPERTY TBK
HADI CAHYADI,VICE PRESIDENT COMMISIONER,True,INPP,INDONESIAN PARADISE PROPERTY TBK
AGOES SOELISTYO SANTOSO,COMMISSIONER,False,INPP,INDONESIAN PARADISE PROPERTY TBK
KAREL PATIPEILOHY,COMMISSIONER,False,INPP,INDONESIAN PARADISE PROPERTY TBK
AMELIA GOZALI,COMMISSIONER,False,INPP,INDONESIAN PARADISE PROPERTY TBK
MERYANA HARTONO,COMMISSIONER,False,INPP,INDONESIAN PARADISE PROPERTY TBK
LIES ERLIAWATI WINATA,PRESIDENT COMMISIONER,False,INPS,PT INDAH PRAKASA SENTOSA TBK
HADI AVILLA TAMZIL,COMMISSIONER,True,INPS,PT INDAH PRAKASA SENTOSA TBK
IGNATIUS ARI DJOKO PURNOMO,PRESIDENT COMMISIONER,False,INRU,TOBA PULP LESTARI TBK
ELISA GANDA TOGU MANURUNG,COMMISSIONER,True,INRU,TOBA PULP LESTARI TBK
THOMSON SIAGIAN,COMMISSIONER,True,INRU,TOBA PULP LESTARI TBK
JONI SUPRIYANTO,COMMISSIONER,True,INRU,TOBA PULP LESTARI TBK
LENY HALIM,PRESIDENT COMMISIONER,False,INTA,INTRACO PENTA TBK
JUGI PRAJOGIO,COMMISSIONER,True,INTA,INTRACO PENTA TBK
KARNA BRATA LESMANA,PRESIDENT COMMISIONER,False,INTD,INTER-DELTA TBK
HASAN EFENDI LIEM,COMMISSIONER,True,INTD,INTER-DELTA TBK
ROBERTO CALLIERI,PRESIDENT COMMISIONER,False,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
TEDY DJUHAR,VICE PRESIDENT COMMISIONER,True,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
SIMON SUBRATA,VICE PRESIDENT COMMISIONER,True,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
FRANCISCUS WELIRANG,COMMISSIONER,True,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
JUAN FRANCISCO DEFALQUE,COMMISSIONER,False,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
RENE SAMIR ALDACH,COMMISSIONER,False,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
SUHARSO MONOARFA,COMMISSIONER,False,INTP,INDOCEMENT TUNGGAL PRAKARSA TBK
SUSAN WIDJAYAWATI,PRESIDENT COMMISIONER,False,IPAC,PT ERA GRAHAREALTY TBK
TJIO YAFET KRISTANTO,COMMISSIONER,True,IPAC,PT ERA GRAHAREALTY TBK
M SAID BAKHRI,PRESIDENT COMMISIONER,True,IPCC,PT INDONESIA KENDARAAN TERMINAL TBK
HERRY ARDIANTO,COMMISSIONER,True,IPCC,PT INDONESIA KENDARAAN TERMINAL TBK
TRI HIDAYAT,COMMISSIONER,True,IPCC,PT INDONESIA KENDARAAN TERMINAL TBK
DEWI ARIYANI,PRESIDENT COMMISIONER,False,IPCM,PT JASA ARMADA INDONESIA TBK
F BUDI PRAYITNO,COMMISSIONER,False,IPCM,PT JASA ARMADA INDONESIA TBK
DONI ISTYANTO HARI MAHDI,COMMISSIONER,True,IPCM,PT JASA ARMADA INDONESIA TBK
MITCHELL JULIUS TUPAMAHU,COMMISSIONER,True,IPCM,PT JASA ARMADA INDONESIA TBK
FELIELYNE HALIM,PRESIDENT COMMISIONER,False,IPOL,INDOPOLY SWAKARSA INDUSTRY TBK
IRAWAN SASTROTANOJO,COMMISSIONER,True,IPOL,INDOPOLY SWAKARSA INDUSTRY TBK
AGNES GORETTI,COMMISSIONER,True,IPOL,INDOPOLY SWAKARSA INDUSTRY TBK
TITO SULISTIO,PRESIDENT COMMISIONER,False,IPTV,PT MNC VISION NETWORKS TBK
RUBY PANJAITAN,COMMISSIONER,False,IPTV,PT MNC VISION NETWORKS TBK
AGUS MULYANTO,COMMISSIONER,True,IPTV,PT MNC VISION NETWORKS TBK
SANDY WIGUNA,COMMISSIONER,True,IPTV,PT MNC VISION NETWORKS TBK
SYAFRIL NASUTION,COMMISSIONER,False,IPTV,PT MNC VISION NETWORKS TBK
TJANDRA YOGA ADITAMA,PRESIDENT COMMISIONER,False,IRRA,PT ITAMA RANORAYA TBK
H WIRDHAN DENNY,COMMISSIONER,False,IRRA,PT ITAMA RANORAYA TBK
ALVI SYAHRI RAMADHAN NASUTION,COMMISSIONER,True,IRRA,PT ITAMA RANORAYA TBK
FOK KIN NING CANNING,VICE PRESIDENT COMMISIONER,False,ISAT,PT INDOSAT TBK
AHMAD ABDULAZIZ A A ALNEAMA,COMMISSIONER,False,ISAT,PT INDOSAT TBK
RENE HEINZ WERNER,COMMISSIONER,False,ISAT,PT INDOSAT TBK
ELISA LUMBANTORUAN,COMMISSIONER,True,ISAT,PT INDOSAT TBK
NEZAR PATRIA,PRESIDENT COMMISIONER,False,ISAT,PT INDOSAT TBK
WIJAYANTO,COMMISSIONER,True,ISAT,PT INDOSAT TBK
CHEUNG KWAN HOI,COMMISSIONER,False,ISAT,PT INDOSAT TBK
EFTHYMIOS TSOKANIS,COMMISSIONER,False,ISAT,PT INDOSAT TBK
AZIZ AHMAD M ALUTHMAN FAKHROO,VICE PRESIDENT COMMISIONER,False,ISAT,PT INDOSAT TBK
WOO CHIU MAN CLIFF,COMMISSIONER,False,ISAT,PT INDOSAT TBK
SUGITO WALUJO,COMMISSIONER,False,ISAT,PT INDOSAT TBK
ACHMAD SYAH REZA,COMMISSIONER,False,ISAT,PT INDOSAT TBK
HERNANDO,COMMISSIONER,True,ISAT,PT INDOSAT TBK
RUDIANTARA,COMMISSIONER,True,ISAT,PT INDOSAT TBK
AJAY BAHRI,COMMISSIONER,True,ISAT,PT INDOSAT TBK
MAKMUR WIDJAJA,PRESIDENT COMMISIONER,True,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
BING HARTONO POERNOMOSIDI,COMMISSIONER,True,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
WELLY TANTONO,COMMISSIONER,True,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
ENTARIO WIDJAJA SUSANTO,COMMISSIONER,False,ISSP,PT STEEL PIPE INDUSTRY OF INDONESIA TBK
WINSTON JUSUF,PRESIDENT COMMISIONER,False,ITMA,SUMBER ENERGI ANDALAN TBK
ACHMAD WIDJAJA,COMMISSIONER,True,ITMA,SUMBER ENERGI ANDALAN TBK
DJISMAN SIMANDJUNTAK,PRESIDENT COMMISIONER,True,ITMG,INDO TAMBANGRAYA MEGAH TBK
SOMSAK SITHINAMSUWAN,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
SOMRUEDEE CHAIMONGKOL,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
MAHYUDIN LUBIS,COMMISSIONER,True,ITMG,INDO TAMBANGRAYA MEGAH TBK
DJOKO WINTORO,COMMISSIONER,True,ITMG,INDO TAMBANGRAYA MEGAH TBK
FREDI CHANDRA,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
KIRANA LIMPAPHAYOM,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
MANEEWAN VACHIRUCKUL,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
SINON VONGKUSOLKIT,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
JAMON JAMUANG,COMMISSIONER,False,ITMG,INDO TAMBANGRAYA MEGAH TBK
FARIZ HUTAMA PUTRA,PRESIDENT COMMISIONER,False,JAST,PT JASNITA TELEKOMINDO TBK
IRWAN ARIFIN,COMMISSIONER,True,JAST,PT JASNITA TELEKOMINDO TBK
KENNARD JR S KURNIA,COMMISSIONER,False,JAST,PT JASNITA TELEKOMINDO TBK
ROHADI,PRESIDENT COMMISIONER,False,JAWA,JAYA AGRA WATTIE TBK
MUHADI,COMMISSIONER,False,JAWA,JAYA AGRA WATTIE TBK
CONNIE TERESIANTI H,COMMISSIONER,True,JAWA,JAYA AGRA WATTIE TBK
JAP ASTRID PATRICIA,PRESIDENT COMMISIONER,False,JAYA,PT ARMADA BERJAYA TRANS TBK
FRANKLIN WILLIAM KAYHATU,COMMISSIONER,True,JAYA,PT ARMADA BERJAYA TRANS TBK
SANTOSO,PRESIDENT COMMISIONER,False,JECC,JEMBO CABLE COMPANY TBK
TOMMY WIJAYA,COMMISSIONER,False,JECC,JEMBO CABLE COMPANY TBK
AGUS KRISTIYONO,COMMISSIONER,True,JECC,JEMBO CABLE COMPANY TBK
CAHYONO CAHYA ANGKASA,PRESIDENT COMMISIONER,False,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
ADIKA NURAGA BAKRIE,COMMISSIONER,False,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
ORI SETIANTO,COMMISSIONER,True,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
DIYAN HAPSARI,COMMISSIONER,True,JGLE,PT GRAHA ANDRASENTRA PROPERTINDO TBK
SUGIANTO KUSUMA,PRESIDENT COMMISIONER,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
TOMY WINATA,VICE PRESIDENT COMMISIONER,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
HARTONO TJAHJADI ADIWANA,VICE PRESIDENT COMMISIONER,False,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
KU SIEW KUAN,COMMISSIONER,True,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
LIDWINA ONG,COMMISSIONER,True,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK
H SUTIYOSO,PRESIDENT COMMISIONER,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
MASAGOES ISMAIL NING,COMMISSIONER,False,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
FRANS SATYAKI SUNITO,COMMISSIONER,True,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
KRISTIANTO INDRAWAN,COMMISSIONER,True,JKON,JAYA KONSTRUKSI MANGGALA PRATAMA TBK
HAJI SYAMSIR SIREGAR,PRESIDENT COMMISIONER,False,JPFA,JAPFA COMFEED INDONESIA TBK
BAMBANG BUDI HENDARTO,VICE PRESIDENT COMMISIONER,True,JPFA,JAPFA COMFEED INDONESIA TBK
HENDRICK KOLONAS,COMMISSIONER,False,JPFA,JAPFA COMFEED INDONESIA TBK
ITO SUMARDI DJUNI SANYOTO,COMMISSIONER,True,JPFA,JAPFA COMFEED INDONESIA TBK
ANTONIUS HARWANTO SURYO SEMBODO,COMMISSIONER,False,JPFA,JAPFA COMFEED INDONESIA TBK
CANDRA CIPUTRA,PRESIDENT COMMISIONER,False,JRPT,JAYA REAL PROPERTY TBK
VIVIAN SETJAKUSUMA,COMMISSIONER,False,JRPT,JAYA REAL PROPERTY TBK
OKKY DHARMOSETIO,COMMISSIONER,True,JRPT,JAYA REAL PROPERTY TBK
JURI ARDIANTORO,PRESIDENT COMMISIONER,False,JSMR,PT JASA MARGA TBK
SYAMSUL BACHRI YUSUF,COMMISSIONER,False,JSMR,PT JASA MARGA TBK
ASRORUN NIAM SHOLEH,COMMISSIONER,False,JSMR,PT JASA MARGA TBK
NACHROWI RAMLI,COMMISSIONER,True,JSMR,PT JASA MARGA TBK
SEPPALGA AHMAD,COMMISSIONER,True,JSMR,PT JASA MARGA TBK
RUDI ANTARIKSAWAN,COMMISSIONER,True,JSMR,PT JASA MARGA TBK
LIM MERRY,COMMISSIONER,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
PURWO HARI PRAWIRO,PRESIDENT COMMISIONER,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
GUNAWAN TENGGARAHARDJA,COMMISSIONER,True,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
JERRY HUALIN WANG,COMMISSIONER,False,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
EDDY,COMMISSIONER,True,JSPT,JAKARTA SETIABUDI INTERNASIONAL TBK
YONGKY WIJAYA,PRESIDENT COMMISIONER,False,JTPE,JASUINDO TIGA PERKASA TBK
MADE SUDARMA,COMMISSIONER,True,JTPE,JASUINDO TIGA PERKASA TBK
JEANPIERRE TING,COMMISSIONER,False,JTPE,JASUINDO TIGA PERKASA TBK
STEFAN LOOHO,PRESIDENT COMMISIONER,True,KAEF,KIMIA FARMA TBK
SUPRIANTO,COMMISSIONER,False,KAEF,KIMIA FARMA TBK
WIKU ADISASMITO,COMMISSIONER,False,KAEF,KIMIA FARMA TBK
FACHMI IDRIS,COMMISSIONER,True,KAEF,KIMIA FARMA TBK
DIAH KUSUMAWARDANI,COMMISSIONER,True,KAEF,KIMIA FARMA TBK
SJARIF HADIWIDJAJA,PRESIDENT COMMISIONER,False,KARW,MERATUS JASA PRIMA TBK
WAHYU HARDIYANTO,COMMISSIONER,True,KARW,MERATUS JASA PRIMA TBK
AYDA SULIANTI,COMMISSIONER,False,KARW,MERATUS JASA PRIMA TBK
LAURA RAHARDJA,PRESIDENT COMMISIONER,False,KBLI,KMI WIRE AND CABLE TBK
TODO SIHOMBING,VICE PRESIDENT COMMISIONER,False,KBLI,KMI WIRE AND CABLE TBK
SANG NYOMAN SUWISMA,COMMISSIONER,True,KBLI,KMI WIRE AND CABLE TBK
SINTAWATI SUKAMULJO,COMMISSIONER,True,KBLI,KMI WIRE AND CABLE TBK
SOEPONO,PRESIDENT COMMISIONER,False,KBLM,KABELINDO MURNI TBK
SURYA ADIWIJAYA SOEPONO,COMMISSIONER,False,KBLM,KABELINDO MURNI TBK
DIKDIK SUGIHARTO,COMMISSIONER,True,KBLM,KABELINDO MURNI TBK
GANESH CHANDER GROVER,PRESIDENT COMMISIONER,True,KBLV,FIRST MEDIA TBK
WIDJAYA HAMBALI,COMMISSIONER,True,KBLV,FIRST MEDIA TBK
HMY BAMBANG SUJANTO,PRESIDENT COMMISIONER,False,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
ALI SUGIHARTO WIBISONO,COMMISSIONER,False,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
FADELAN,COMMISSIONER,True,KDSI,KEDAWUNG SETIA INDUSTRIAL TBK
ALBERT MAKNAWI,PRESIDENT COMMISIONER,False,KEEN,PT KENCANA ENERGI LESTARI TBK
SIM IDRUS MUNANDAR,COMMISSIONER,True,KEEN,PT KENCANA ENERGI LESTARI TBK
FREENYAN LIWANG,COMMISSIONER,True,KEEN,PT KENCANA ENERGI LESTARI TBK
JEANNY MAKNAWI JOE,COMMISSIONER,False,KEEN,PT KENCANA ENERGI LESTARI TBK
YAMAGUCHI MASAHIRO,COMMISSIONER,False,KEEN,PT KENCANA ENERGI LESTARI TBK
HARDIANTO ATMADJA,PRESIDENT COMMISIONER,False,KEJU,PT MULIA BOGA RAYA TBK
PAULUS TEDJOSUTIKNO,COMMISSIONER,False,KEJU,PT MULIA BOGA RAYA TBK
HERBUDIANTO,COMMISSIONER,True,KEJU,PT MULIA BOGA RAYA TBK
MAURITS DR LALISANG,COMMISSIONER,True,KEJU,PT MULIA BOGA RAYA TBK
E MAURITS KLAVERT,COMMISSIONER,False,KEJU,PT MULIA BOGA RAYA TBK
NELLY HENRY,COMMISSIONER,True,KETR,PT KETROSDEN TRIASMITRA TBK
P SARTONO,PRESIDENT COMMISIONER,False,KETR,PT KETROSDEN TRIASMITRA TBK
AGUNG SAMPURNA,COMMISSIONER,True,KETR,PT KETROSDEN TRIASMITRA TBK
ANUVAT CHALERMCHAI,PRESIDENT COMMISIONER,False,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
WARIT JINTANAWAN,COMMISSIONER,False,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
KRISANA EAMVORASOMBAT,COMMISSIONER,True,KIAS,KERAMIKA INDONESIA ASSOSIASI TBK
PHILIP LAM TIN SING,PRESIDENT COMMISIONER,False,KICI,KEDAUNG INDAH CAN TBK
DJONI SUKOHARDJO,COMMISSIONER,False,KICI,KEDAUNG INDAH CAN TBK
RATNA INDRAWATI,COMMISSIONER,True,KICI,KEDAUNG INDAH CAN TBK
SUHARDI ALIUS,PRESIDENT COMMISIONER,True,KIJA,KAWASAN INDUSTRI JABABEKA TBK
GAN MICHAEL,COMMISSIONER,False,KIJA,KAWASAN INDUSTRI JABABEKA TBK
BASURI TJAHAJA PURNAMA,COMMISSIONER,True,KIJA,KAWASAN INDUSTRI JABABEKA TBK
ROKHMAD SUNANTO,PRESIDENT COMMISIONER,True,KINO,PT KINO INDONESIA TBK
AGUS SANDIANTO,COMMISSIONER,False,KINO,PT KINO INDONESIA TBK
VIPERI LIMIARDI,PRESIDENT COMMISIONER,False,KIOS,PT KIOSON KOMERSIAL INDONESIA TBK
JUNAIDI ARIANSYAH,COMMISSIONER,True,KIOS,PT KIOSON KOMERSIAL INDONESIA TBK
ALWIE HANDOYO,PRESIDENT COMMISIONER,True,KJEN,PT KRIDA JARINGAN NUSANTARA TBK
DEWI PRASETYANINGSIH,COMMISSIONER,False,KJEN,PT KRIDA JARINGAN NUSANTARA TBK
HENDRO MARTOWARDOJO,PRESIDENT COMMISIONER,False,KKGI,RESOURCE ALAM INDONESIA TBK
GE LUIYANTO YAMIN,COMMISSIONER,True,KKGI,RESOURCE ALAM INDONESIA TBK
SUPARNO ADIJANTO,COMMISSIONER,False,KKGI,RESOURCE ALAM INDONESIA TBK
WAYNE WON CHIL YU,COMMISSIONER,False,KKGI,RESOURCE ALAM INDONESIA TBK
DARMA PUTRA WATI,COMMISSIONER,True,KKGI,RESOURCE ALAM INDONESIA TBK
RONNY HADIANA,PRESIDENT COMMISIONER,False,KLBF,KALBE FARMA TBK
SANTOSO OEN,COMMISSIONER,False,KLBF,KALBE FARMA TBK
FERDINAND ARYANTO,COMMISSIONER,False,KLBF,KALBE FARMA TBK
RHENALD KASALI,COMMISSIONER,True,KLBF,KALBE FARMA TBK
HERIJANTO IRAWAN,COMMISSIONER,True,KLBF,KALBE FARMA TBK
IRMAN,PRESIDENT COMMISIONER,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
LAURENS NAGAJAYA,COMMISSIONER,False,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
GUNADI,COMMISSIONER,True,KMDS,PT KURNIAMITRA DUTA SENTOSA TBK
TODDY M SUGOTO,PRESIDENT COMMISIONER,False,KMTR,PT KIRANA MEGATARA TBK
ARIF RACHMAT,COMMISSIONER,False,KMTR,PT KIRANA MEGATARA TBK
SANDANA DASS,COMMISSIONER,False,KMTR,PT KIRANA MEGATARA TBK
